,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,40,2,883,150.0,0.0,0.7546937054791044,162090204.426059,64897066.66666528,37752465.60569288,0.983396859584197,0.5836764618834731,59.8816048455612,0.9748313943475623,2.196466269333445
1,40,2,900,150.0,0.0,0.7521855671074236,166820029.57716772,67676858.33333158,38289028.43363024,0.978534263406963,0.5682744803963462,59.36027325502613,0.9635061233994497,2.17031127482395
2,40,4,793,150.0,0.0,0.7290909307765574,156608032.49629626,66432666.666665,34098163.248561725,0.9890129959730591,0.5145958270184561,55.65433539710663,0.9275722566184438,2.068339849009766
3,40,4,900,150.0,0.0,0.7541261764891043,163766829.4410511,65177016.66666545,38392294.94439055,0.9811733958993585,0.5921168637380094,60.44081588788191,0.9659466208656337,2.1937662883451456
4,40,5,850,150.0,0.0,0.7619886824373803,161178927.9045944,66507833.33333174,36281046.4802022,0.9817594257938552,0.5469544095044021,57.98001589734149,0.9576739382654085,2.1572261483063104
5,40,6,700,150.0,0.0,0.7380011238734235,146594692.71831727,64726199.99999883,30298898.089306362,0.9955727350284456,0.4696950672243655,52.50054044421618,0.8750090074036031,1.988766185056519
6,41,4,854,150.0,0.0,0.7745446136740217,164804634.88911307,69202466.6666648,36333209.73928141,0.9785659392163455,0.527999620474537,57.05355605026411,0.9385326749918322,2.1354769850454836
7,41,8,870,150.0,0.0,0.7886209558926588,166529471.48700818,69659333.33333142,36883804.53246274,0.9751258270178849,0.5316810927922793,57.53317043946066,0.9389968368426127,2.1529626669690947
8,42,2,843,150.0,0.0,0.7913160156876395,165837995.81688488,70326849.99999796,36121049.154169545,0.9855461859605391,0.5150757381523431,55.87607078696495,0.9312678464494158,2.1346444526589297
9,44,3,799,150.0,0.0,0.7893485763809626,160629497.5289281,69142149.99999805,34334545.125558615,0.9883908558665084,0.49736818767081764,54.65568618414088,0.9109281030690148,2.0981712295866317
10,45,2,802,150.0,0.0,0.7879223548398314,159273391.84093866,67926466.66666487,34447743.47207393,0.9879400921574341,0.5084007196834474,55.342676733962136,0.9223779455660356,2.117020876152625
11,45,4,800,150.0,0.0,0.8059759142328916,165921766.2546919,73117916.66666403,34383488.08591311,0.9885625304272383,0.4747323528274018,53.12110431820506,0.8853517386367509,2.071113535131564
12,46,7,579,150.0,0.0,0.8315456724880077,146392184.31799364,72618516.66666436,25170701.912153505,0.999910117628208,0.3476830129171534,43.495320544247704,0.7249220090707951,1.8346140918925258
13,49,9,439,150.0,0.0,0.874118646190398,139691877.51368544,77035016.6666637,19086194.442993987,0.9999977521470564,0.24845748803526613,34.56944578475806,0.5761574297459676,1.6490420663645786
14,50,2,675,150.0,0.0,0.8413212761557943,162742797.11246964,78729199.99999657,29256366.640222587,0.9969211669387507,0.3726128992621553,45.60283036734906,0.7600471727891509,1.8994587683546693
15,50,10,400,150.0,0.0,0.8658542122510383,137349045.49989372,77904933.33333042,17388499.707126465,0.9998764074115449,0.22353493181733594,32.01640660264089,0.5336067767106816,1.5782889344155886
