,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,25,2,500,50.0,0.0,0.9612606701361235,83292798.29258567,30693666.666666828,21093965.97978764,0.9703589971381996,0.6895899056936597,66.38225999390177,0.903202536304596,2.4161351309956474
1,30,2,400,50.0,0.0,0.9988673128996434,77771383.39669165,32391516.666666914,17317990.54661982,0.9958219779159345,0.5391120483481784,56.632574608600805,0.9438157966275353,2.3739727482057216
2,30,2,500,50.0,0.0,1.0,86429445.17581989,32157950.000000276,21692368.21660258,0.9978865372393546,0.6800455950583395,63.66832980324218,0.934714292752812,2.4787507687994834
3,30,2,600,50.0,0.0,0.997707130137805,94713604.70500846,33525983.33333372,24863431.172119685,0.9531341079841991,0.748443813812339,70.21511595449803,0.8489076652062085,2.445369846393885
4,30,4,500,50.0,0.0,0.9941211843532243,84179540.02212965,31752050.000000298,20853032.075221308,0.959275619918591,0.6579728792116074,65.34468393993255,0.9156499406351453,2.4361494283576555
5,35,2,300,50.0,0.0,0.9991409777187197,69682578.65997216,33021633.333333693,12969574.846252147,0.9943715383803132,0.39708444812953947,47.54559068131347,0.7924265113552245,2.109235047577576
6,35,2,400,50.0,0.0,1.0,75992397.2681103,31242566.666666858,17182986.10774829,0.9880589301776551,0.5546410227447529,58.06359603727672,0.944293396738425,2.388006214934227
7,35,2,500,50.0,0.0,1.0,88143286.95469537,33719400.00000038,21534447.96877848,0.9906219321170534,0.6460542135122899,62.57167849992537,0.9434450896362213,2.460288460446053
8,35,2,600,50.0,0.0,1.0,97542742.58159046,35002183.33333384,25304160.31312255,0.9700293616506942,0.7321995329664641,68.08514777007765,0.8784474415581984,2.46420706793137
9,35,4,400,50.0,0.0,1.0,77357125.38386218,32576866.666666966,16998570.44925701,0.9774546302559589,0.5339054470907268,57.433868624711636,0.8992233059107531,2.3263476635833347
10,35,4,500,50.0,0.0,1.0,88577536.30309087,34281866.66666715,21387872.996464442,0.9838792293329259,0.6253436456021966,62.10798550155884,0.9579040649831819,2.458178981464939
11,40,2,400,50.0,0.0,1.0,81336559.49152198,35015016.66666714,17387561.928511497,0.9998224831093756,0.5050257449798689,54.29933867436324,0.8982939395566769,2.302314535540572
12,40,2,500,50.0,0.0,1.0,91165992.45273075,35830116.66666723,21665215.59430379,0.9966374695501029,0.6094486198771445,60.37712041403613,0.9681088880486468,2.4556677839503624
