,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,40,8,200,100.0,0.0,0.9449753827889953,94079015.51512045,58409266.666666344,8695304.985418696,0.9999977521470603,0.14971868719021258,23.448038331257358,0.3908006388542893,1.4555509713954546
1,40,8,300,100.0,0.0,0.9075716617127283,103687383.76768611,58948816.666666225,13040700.7650999,0.9998247309623194,0.2219362569728273,31.842197882153545,0.5307032980358924,1.6158239653268827
2,40,8,400,100.0,0.0,0.9148493702125847,110862982.70258343,57658699.99999978,17365001.058688335,0.9985251842137369,0.30333304559653546,39.76765718527573,0.6627942864212623,1.8203100931110754
3,40,8,500,100.0,0.0,0.9220098451221033,124066909.69905038,60919099.999999344,21730957.425925076,0.999661707754677,0.357875440875331,44.323531408071844,0.738725523467864,1.947035721290232
4,40,8,600,100.0,0.0,0.918116811782993,127242379.92887792,56538716.66666657,26072709.92136558,0.9994915400694051,0.4636495964854651,51.881794854180704,0.8646965809030117,2.153733069874377
5,40,8,700,100.0,0.0,0.930471205805912,139822256.45702183,59852099.99999954,30100332.124787845,0.9890481789275413,0.5065767992398909,55.1356504417314,0.91892750736219,2.2546601525600147
6,40,8,800,100.0,0.0,0.9206747426178608,147742379.50327438,59645116.666666135,34097620.2065771,0.9803435192129555,0.574266165243257,59.592288288834276,0.9616286284508397,2.3417163032633064
7,40,8,900,100.0,0.0,0.9025838323082699,153778990.17021108,58727899.99999981,37628364.78129764,0.9616500005556443,0.642404265234761,64.52325617434279,0.9296149405324456,2.3461221850285243
8,40,10,200,100.0,0.0,0.9401669915121371,96114353.57147169,59968883.33333279,8694562.520648029,0.9999123654811573,0.14556550594602086,22.92736424670355,0.3821227374450592,1.4387421337140132
9,40,10,300,100.0,0.0,0.9228847478619798,106141523.14054151,60826149.99999943,13041843.7809721,0.999912365481161,0.21521169827035935,31.1159544361199,0.5185992406019982,1.6136533470802654
10,40,10,400,100.0,0.0,0.9132996470247619,115109190.1235824,60874549.99999936,17387601.0201331,0.9998247309623146,0.28844362967551074,38.34851379737582,0.6391418966229304,1.7831964473881008
11,40,10,500,100.0,0.0,0.924795082516007,122468253.93184035,59684166.66666605,21737871.611441493,0.999979772272756,0.3648323208024813,44.87321534015091,0.7478869223358485,1.9645478614938405
12,40,10,600,100.0,0.0,0.9027449754444916,131364692.34983185,59692416.666666135,26074457.222954527,0.9995585224874723,0.43846804139952233,50.22983288129565,0.8371638813549275,2.090683289919037
13,40,10,700,100.0,0.0,0.9256207000344224,141033710.69994712,60651799.99999962,30181857.76799187,0.9917269795671009,0.5001835866579503,54.59897896216505,0.9099829827027509,2.2357505520635335
14,40,10,800,100.0,0.0,0.9255006777688773,144958943.71928507,57723233.333333015,33964161.86072224,0.9765064471929424,0.5936152668294806,60.835431152314605,0.9507724687484158,2.351165359980878
15,40,10,900,100.0,0.0,0.9282733148243686,151538361.78800437,57661083.33333323,37214813.870833814,0.9510810790628084,0.6483043560365175,65.3954392124078,0.915423919212645,2.3623407188662275
16,45,6,900,100.0,0.0,0.9712929670831733,156946201.50564083,60261116.66666623,38197746.773536496,0.9762014219723149,0.6365348184438212,63.06725665255277,0.9488211240220634,2.4293419458602936
17,45,8,800,100.0,0.0,0.9703090896196309,152083015.42957255,62666266.666665815,34291298.76179075,0.9859119874891554,0.54876016563048,57.819734814613994,0.9582567970092974,2.367574019133312
18,45,8,900,100.0,0.0,0.9815423591238354,157397603.67026138,60421716.66666617,38315686.53177013,0.9792155515851777,0.6380545321046459,62.89410809883325,0.9500827526072986,2.442068737414851
19,45,10,200,100.0,0.0,0.9473443426126014,101297402.73733819,63940433.333332345,8693605.077602897,0.9998022553821387,0.13633016497109135,21.73617408929915,0.36226956815498584,1.4186780427444605
20,45,10,300,100.0,0.0,0.9650095170761205,107142435.76285733,61594133.33333268,13041726.51514274,0.9999033747621496,0.2139518332105152,30.93970049104078,0.5156616748506797,1.6518326584952123
