,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,40,6,300,200.0,0.0,0.6083287884668293,116026101.73435028,68396533.33333153,13040700.765099915,0.9998247309623205,0.19191165513873956,28.515236878963048,0.4752539479827175,1.2371120605605384
1,40,6,600,200.0,0.0,0.5913621603587526,143857842.54774925,69243899.99999829,26083687.56194386,0.999912365481148,0.3787861481390167,45.90908571760301,0.7651514286267169,1.659542507496683
2,40,6,800,200.0,0.0,0.5811557532265423,156800063.6771688,66140433.33333178,34378147.589315966,0.98840898536466,0.5213626764463144,56.082194137393785,0.9343933837548078,1.9326392781384019
3,40,6,900,200.0,0.0,0.5978115699833976,168361199.26000312,68678499.99999832,38402754.96665534,0.9814407176518506,0.5598120152689283,58.72540986008752,0.9770595302665164,2.0227207124650564
4,40,8,800,200.0,0.0,0.6022430812837373,161622745.76578996,69923883.33333142,34320312.737496965,0.9867461707218228,0.4925823436449604,54.42527035691431,0.9070878392819053,1.903396795481611
5,40,10,600,200.0,0.0,0.6154339701605054,147133534.37430587,71750983.33333135,26084390.82852485,0.9999393250492264,0.3640167674873103,44.81147879788462,0.7468579799647437,1.6535053641150974
6,45,4,200,200.0,0.0,0.6564743283457251,111475166.53115055,71730816.66666454,8695324.531229502,0.9999999999999997,0.12146740395693807,19.743741916462152,0.3290623652743692,1.0827106167856448
7,45,6,800,200.0,0.0,0.6403589181049136,169019309.15525422,75496483.3333305,34379161.50411542,0.9884381365135277,0.4581920345968382,52.090794435830404,0.86817990726384,1.8750924530462243
8,45,8,500,200.0,0.0,0.6476343635497,143962168.4972418,76147683.33333029,21735136.19517746,0.9998539383833268,0.2864672503925678,38.21400692486226,0.636900115414371,1.5137082792781253
9,45,8,800,200.0,0.0,0.6549443694793822,169104066.9880239,75567249.99999717,34375421.419246376,0.9883306050218735,0.45540960418853504,51.97460422921192,0.8662434038201987,1.885515456650409
10,50,6,300,200.0,0.0,0.7088427004361797,131057116.8249181,79907483.33332983,13041374.780344922,0.9998764074115499,0.16418585463212976,25.241305047864465,0.42068841746440766,1.2608798016062912
11,50,6,600,200.0,0.0,0.6957626621585394,155212643.4766911,77943433.33333018,26082163.434212845,0.9998539383833231,0.33564556091077785,42.512569179770615,0.7085428196628436,1.6728219305500054
12,50,6,800,200.0,0.0,0.6974880739261493,169912418.06049624,76166933.33333033,34388597.58931597,0.9887094341852439,0.454286044472817,51.8199764731044,0.86366627455174,1.924583184056143
13,50,6,900,200.0,0.0,0.6894299958769654,180143473.97219026,77628283.33333036,38450351.03572617,0.982657107471457,0.4962663276256585,54.89870610652521,0.9149784351087533,2.0014214930862457
14,50,8,800,200.0,0.0,0.7175583550113128,174386315.6754623,79631933.33332977,34363515.89823173,0.9879883083953394,0.4329101266528011,50.44015476828086,0.8406692461380144,1.904555702471568
15,50,10,600,200.0,0.0,0.698782511602098,161503899.4601218,82754649.99999617,26085973.593688227,0.9999999999999885,0.3163409787838532,40.86708797552471,0.6811181329254118,1.6329734275545924
