,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,40,10,400,150.0,0.0,0.7613486775477125,124617539.09370974,68169749.99999854,17378239.26812217,0.9992864099383372,0.25677685770242414,35.389574654637705,0.5898262442439617,1.5565964079536136
1,40,10,500,150.0,0.0,0.7750969051329895,134491987.84534565,68892999.9999983,21736406.301619954,0.999912365481151,0.3167182056596642,40.90382132703115,0.6817303554505192,1.71020182511124
2,45,8,400,150.0,0.0,0.8196454831262073,129840107.89205897,72150833.33333124,17390492.708019845,0.9999910092809877,0.24218094659293438,33.9253207032443,0.5654220117207384,1.5788122521212933
3,45,8,500,150.0,0.0,0.7870805142089025,141295146.03263086,74104249.99999733,21735966.584987808,0.9998921377539135,0.29520886817878467,38.981605972000274,0.6496934328666712,1.6729410416186012
4,45,10,300,150.0,0.0,0.8085451366600671,124908500.41170827,75199483.33333072,13040495.450650055,0.9998089895947135,0.1739247377043578,26.433673054379483,0.4405612175729914,1.3882461443965446
5,45,10,400,150.0,0.0,0.8101819481913738,129743697.19563806,72076766.66666457,17390649.062459003,0.9999999999999998,0.24250979605568895,33.954585342019854,0.5659097557003309,1.5700995407362557
6,45,10,500,150.0,0.0,0.8077647536612359,138294271.3120111,71805799.9999978,21736406.301619954,0.999912365481151,0.30515242241409146,39.85811654347425,0.6643019423912376,1.7161886339837467
7,45,10,600,150.0,0.0,0.7946084382692875,148318736.92314482,72684333.33333108,26068812.87936554,0.999342147830467,0.36043768935414233,44.51841068652142,0.7419735114420236,1.8249321011946251
8,50,6,400,150.0,0.0,0.8662204014514948,137083598.07627308,77700699.99999678,17389125.041296057,0.9999123654811573,0.22478283435659158,32.12947556988668,0.5354912594981114,1.5815379284348794
9,50,8,400,150.0,0.0,0.8562020880091472,137887615.20960703,78316333.33333042,17389125.041296057,0.9999123654811571,0.22272977959521248,31.91955940364473,0.5319926567274121,1.5663785684127294
10,50,8,500,150.0,0.0,0.8298231386965617,144332530.10740453,76428916.66666369,21737529.660361655,0.9999640419303812,0.2858891842013458,38.1431836890199,0.6357197281503317,1.69425421420797
11,50,8,600,150.0,0.0,0.8434568594450841,155655710.03536773,78283883.33333017,26081401.530199416,0.9998247309623046,0.3349597826059496,42.43389452040513,0.7072315753400856,1.8186562608699295
12,50,10,300,150.0,0.0,0.8567123100504481,132094345.27387026,80700949.99999657,13041843.780972116,0.9999123654811622,0.16198041142453845,24.986862208259577,0.4164477034709929,1.402744342661072
13,50,10,400,150.0,0.0,0.8590136820189898,134784070.25691146,75942349.99999738,17387601.02013311,0.999824730962315,0.2296835372176674,32.65424825651277,0.5442374709418795,1.5869979827350034
14,50,10,500,150.0,0.0,0.8610943651414887,144485305.13405973,76561649.99999705,21727488.319864653,0.999502122862913,0.28504805756550133,38.09208991541029,0.6348681652568382,1.724000976450728
15,50,10,600,150.0,0.0,0.8718967915200112,159051862.69345728,80877133.33333029,26085973.593688287,0.9999999999999906,0.3235341373123798,41.489558568637634,0.6914926428106273,1.8222167441805426
