,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,40,2,500,50.0,0.0,1.0,89320236.9006407,34312850.00000046,21731489.247098826,0.9996861724504725,0.6355254265490754,61.5383621615848,0.966955421090016,2.4753757623292763
1,40,2,600,50.0,0.0,1.0,92485138.97849388,32095983.33333362,24689092.929148722,0.9464508901872929,0.7733958699129551,71.67732442168415,0.8266762221619688,2.445392918092333
2,40,2,700,50.0,0.0,1.0,104805655.14927325,35845883.33333398,28311907.360958584,0.9302834367818027,0.7918319485747493,73.72518035186324,0.7985935980116884,2.432059156871488
3,40,2,800,50.0,0.0,1.0,103041627.26131481,33671550.00000046,28836871.463142883,0.8290912938204448,0.8582444693983036,86.37885171591553,0.6534299871657779,2.3400255626844206
4,40,2,900,50.0,0.0,1.0,105760972.98915894,33333483.33333379,30379507.28281636,0.7763944398115583,0.9139027003799759,93.98003937558686,0.571502091166747,2.3026242514707276
5,40,4,400,50.0,0.0,1.0,77441538.69779563,33067650.000000298,16727845.029019574,0.9618873320334995,0.5169254551477837,57.60971520958062,0.8859171770415992,2.299457541159826
6,40,4,500,50.0,0.0,1.0,85323846.02913108,32437350.00000029,20976492.726108603,0.9649550238531486,0.6503488360026504,64.68408383431542,0.9225759502099977,2.4428550190121183
7,40,6,200,50.0,0.0,1.0,60484136.40902587,32737650.00000037,8662241.178961005,0.9961952711310911,0.2695122824299548,36.677834303471755,0.6112972383911959,1.8269070643351597
8,40,6,300,50.0,0.0,1.0,70392591.42787528,33716650.00000032,12873993.750385853,0.9870433782468215,0.3862431509846057,47.10098303707467,0.7850163839512445,2.094010904738929
9,40,6,400,50.0,0.0,1.0,80179543.25720558,34481700.00000045,17162815.873045612,0.9868990979810398,0.5029539245896625,55.070712598426645,0.9073413934020275,2.3097045330737576
