self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
20,2,200,100.0,0.0,0.6592466100898489,69736982.32753058,39773616.66666755,8689835.185063366,0.9993687014042518,0.2201346332768111,31.647178216677823,0.5274529702779638,1.3628072869892616
20,2,300,100.0,0.0,0.6761987915166576,82780756.57168773,42934466.66666766,13041081.717106622,0.9998539383833386,0.3058789659422339,39.94034664947376,0.6656724441578961,1.5865744084283409
20,2,400,100.0,0.0,0.6880020091935276,91169440.11798371,42538100.00000097,17387757.370089605,0.9998337214235642,0.4132031339906006,48.39059844906725,0.8065099741511208,1.8250744905371288
20,2,500,100.0,0.0,0.6773992225617974,97772324.61073495,40834383.3333343,21696170.478638873,0.9980614478834662,0.5375055589911494,56.37417360643474,0.9260676243567968,2.0334712941115134
20,2,600,100.0,0.0,0.688492893521374,106280275.3398638,41169700.00000087,25634690.323666908,0.9827001561432688,0.6284284496759242,62.22751058638251,0.9431079868444556,2.134343640106569
20,2,700,100.0,0.0,0.6597312334936619,116988259.9517606,43374100.00000115,29455597.210878395,0.9678632335306094,0.6820058770229755,65.9037523769208,0.9079148989019818,2.113250834014024
20,2,800,100.0,0.0,0.6533590941159451,122921578.08460014,43109000.00000106,32520281.80474876,0.9349933314148094,0.7562202557990737,71.7120003017207,0.8246705564114126,2.083005855166617
20,2,900,100.0,0.0,0.6749223554319532,127962113.89554012,43746816.666667774,34573745.56476515,0.8835845680461837,0.791073398169894,77.86086666048428,0.7476819144560589,2.0554629884239275
20,4,200,100.0,0.0,0.6753525869433036,71891747.8737804,41417016.666667566,8693976.300851453,0.9998449476643212,0.2110854918074089,30.664381304015215,0.5110730217335869,1.3552940021228177
20,4,300,100.0,0.0,0.7311808483163078,79093942.70101966,40116083.333333954,13038150.9033762,0.9996292341973976,0.3370987628697379,42.28826609028532,0.7048044348380886,1.7056642934501869
20,4,400,100.0,0.0,0.7561433407344036,87479330.40020254,39758766.66666746,17358328.192711674,0.9981414799625214,0.4430688420723417,50.481162861346704,0.8410935228648959,1.9516919372571728
20,4,500,100.0,0.0,0.7249983704464366,99311198.19537592,41991766.66666758,21709509.15668076,0.9986750501932584,0.5210327006185589,55.4393596178367,0.9204115751387488,2.0622361060800323
20,4,600,100.0,0.0,0.6774062648026418,108842066.31467338,42584483.33333427,25983193.95542679,0.99605996541043,0.6167993337217144,60.734262120500354,0.952885462669562,2.123731194449575
20,4,700,100.0,0.0,0.7729247171169268,103617739.20942052,36888316.66666733,27064143.96099786,0.889283951681527,0.7382878809507962,74.98104911036769,0.7861042489783,2.1496592708558637
20,4,800,100.0,0.0,0.6923615814356274,113795957.1633867,40177500.00000082,29935078.329291075,0.8606659309200708,0.7504333985013721,79.15705311891584,0.7442024023200524,2.0369107025567774
20,4,900,100.0,0.0,0.7438769841840849,113823650.98112851,38907550.00000077,30758040.026578523,0.7860684188793423,0.7938486174075806,88.82335737927309,0.6346503317994147,2.0136062099095637
20,6,200,100.0,0.0,0.8472695064443666,68915912.30171649,39155050.00000071,8683382.301145881,0.9986265917918612,0.2244975032935876,32.109177837487934,0.5351529639581323,1.5620204730373692
20,6,300,100.0,0.0,0.7588562212099779,77577729.79708967,38981983.333333895,13021031.18452311,0.9983166729627856,0.3409054119445323,42.8495676786443,0.7141594613107383,1.745740012076342
20,6,400,100.0,0.0,0.8045587087438666,82673644.07697599,36582333.333333746,17037554.942398466,0.9796963230761316,0.4781782625840157,53.78005546705732,0.8849926789695143,2.0720939977805934
20,6,500,100.0,0.0,0.7893986777217228,96127420.03879751,40167966.66666738,21318149.78304605,0.9806718406647754,0.5409939257780565,57.63340919081643,0.9056954458840089,2.127889264228177
20,6,600,100.0,0.0,0.8572252161864258,101762102.98964465,39406950.000000626,24553176.975585807,0.9412405823153336,0.6280689306446308,65.17138826463697,0.9030064872772804,2.2626868479794107
20,6,700,100.0,0.0,0.7934117133686813,106631187.99535988,39482850.000000715,26881122.122347742,0.8832701503895539,0.6836072458585863,72.8992840910287,0.8131106762670749,2.153408186322625
20,6,800,100.0,0.0,0.7500693844506071,113874771.02565232,41372466.6666675,29211890.137782425,0.8398734869776021,0.7065325460723854,78.53331039161127,0.7457817502975127,2.061077171606028
20,6,900,100.0,0.0,0.761478716394029,117296349.4514616,40864266.66666757,31205685.953209043,0.7975086902835072,0.7648381646936168,85.33077384222597,0.664312685240695,2.037661933389617
20,8,200,100.0,0.0,0.8839740588327125,67162457.33415613,37796916.66666728,8693273.548472922,0.9997641280955974,0.2349528053741914,33.07952112244192,0.5513253520406987,1.623261655172764
20,8,300,100.0,0.0,0.8396074819666817,74156402.65195961,36499833.33333376,12933359.517793171,0.9915949252453726,0.3626515614888523,44.90351179400107,0.7483918632333513,1.878120594391115
20,8,400,100.0,0.0,0.8406283316657431,82851127.1702381,37231883.33333388,16710161.478885362,0.9608704895872688,0.4589311952062112,53.898838644793194,0.8616731933356594,2.069446481166372
20,8,500,100.0,0.0,0.9150373308940374,84620364.34965667,34813166.666667104,19115276.728317052,0.8793358619181596,0.552704079804104,66.63143806448456,0.8717290097962371,2.228929604533558
20,8,600,100.0,0.0,0.8483757097800909,93859020.85066204,36174783.333333865,22756265.08084915,0.8723563642016028,0.6323731022675383,71.96247396176604,0.8317289071478443,2.186003098741966
20,8,700,100.0,0.0,0.8049101901578736,107244298.357147,39848050.00000074,26947573.64103346,0.8854536397035788,0.6790412457924812,72.66098962268902,0.8181982355022948,2.1663414222941535
20,8,800,100.0,0.0,0.9183243961299856,99143175.4879746,35022350.000000365,26069702.15778751,0.749532178590846,0.7462671645775296,90.62386426315996,0.6152867675546165,2.130624895346626
20,8,900,100.0,0.0,0.8125920618223278,120463676.49342611,42219283.33333418,31887811.514603995,0.8149414448107652,0.7584780650142506,83.22019301659545,0.6891674514157672,2.1085419652494957
20,10,200,100.0,0.0,0.9160397146133528,66242967.44497685,37403300.00000043,8495407.993318154,0.9770087318543036,0.2340692149161834,33.83753526820261,0.5639589211367101,1.6672540076830096
20,10,300,100.0,0.0,0.9523254784091044,72873831.2331194,35773466.66666698,12770384.13849917,0.9790996753587876,0.3611063059677277,45.62147805602994,0.760357967600499,2.001568490783786
20,10,400,100.0,0.0,0.9454949338526438,80847061.53771713,35297533.333333686,16965015.29415116,0.97552513613614,0.4839368600161866,54.57879355239646,0.906527893847484,2.239172315713077
20,10,500,100.0,0.0,0.925022173588802,86953812.21987356,35993650.00000032,19501678.210446857,0.897110999843928,0.5476078827481223,65.04106008053682,0.8556960552062266,2.2188045349935264
20,10,600,100.0,0.0,0.923758436486334,91630864.9634234,35543933.33333369,22070923.06657979,0.8460839304046457,0.6195604480639058,73.629270276255,0.8122823203278152,2.2316891152652736
