,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,40,2,336,200.0,0.0,0.5925004015396347,118077262.04033533,67507916.66666494,14608145.21246564,1.0000000000000047,0.21679381831326747,31.292126476107047,0.5215354412684508,1.2874708974586992
1,40,3,299,200.0,0.0,0.6091521058840416,114348333.43742302,67178466.66666505,12998254.093425605,0.9999033747621509,0.19377055754875228,28.750852721463396,0.4791808786910566,1.2433494306141
2,40,6,300,200.0,0.0,0.5988103408031235,115980743.40237713,68358399.99999833,13042869.53101496,0.9999910092809928,0.19175480762186342,28.501408792065867,0.4750234798677644,1.2272376667683786
3,44,10,636,200.0,0.0,0.6459805937955753,151254863.79661363,72453516.66666454,27648708.815660615,0.9999123654811528,0.38407312387571624,46.29932474728345,0.7716554124547242,1.7248945053508724
4,45,3,572,200.0,0.0,0.6250577696460893,147745419.10973948,74131749.99999727,24866448.80905309,0.9999123654811454,0.3363119992551763,42.56920023833816,0.7094866706389694,1.6035940396892
5,45,9,494,200.0,0.0,0.6545217630246192,143263597.2903443,76017149.99999723,21477403.31398409,0.9999977521470551,0.28441531706208883,37.991148688040575,0.633185811467343,1.5152398281416333
6,45,10,360,200.0,0.0,0.6578980198593594,126033952.35016033,71967316.66666453,15649895.941191366,0.9998921377539229,0.21855360496596968,31.465139574758627,0.5244189929126437,1.3571598967447789
7,45,10,500,200.0,0.0,0.6470479998775546,143873568.88106608,76086816.66666389,21730691.22225893,0.9996494619246248,0.28693088674683626,38.255166620146184,0.6375861103357697,1.5141788196107933
8,46,6,537,200.0,0.0,0.6554512821901806,149023712.87968582,77496099.99999693,23346106.855228342,0.999964041930378,0.30176054175021816,39.60851118451308,0.660141853075218,1.5570015686655732
9,46,8,707,200.0,0.0,0.6504057001415795,157782619.42827934,72872433.33333103,30567880.99639929,0.9944664137148905,0.4217918718216834,49.31373643673747,0.8218956072789579,1.809734804877884
10,46,10,407,200.0,0.0,0.6828709890556774,136557639.26077563,76819416.66666387,17693434.729518738,0.9999123654811563,0.23122953115397937,32.807054206235925,0.5467842367705987,1.4146388507494598
11,47,5,779,200.0,0.0,0.6542597223441164,170999598.51557854,78347133.33333002,33529026.703558713,0.9899828909252546,0.4299503166928999,50.11338901681076,0.8352231502801792,1.8334431259786161
12,47,6,621,200.0,0.0,0.6577317004968101,153809615.73458377,75433599.9999971,26996616.62661191,0.9999123654811477,0.36044480246344157,44.47360522199989,0.7412267536999981,1.6873142961675611
13,47,6,699,200.0,0.0,0.6838783780530746,162809417.03171515,77194699.99999686,30266409.060546987,0.9959279523632469,0.3935985337916688,47.22194890440238,0.7870324817400396,1.7857896868264493
14,48,4,570,200.0,0.0,0.669713967255732,149836853.8987828,75866999.99999696,24781674.91400384,0.999999999999989,0.32740025637321807,41.82368301654087,0.6970613836090145,1.628695555963321
15,49,2,713,200.0,0.0,0.672258392882007,164482911.23081222,77578233.33333029,30839045.956153076,0.9948454187590648,0.39864088421205535,47.65731003206537,0.7942885005344229,1.7854596007860741
16,49,10,460,200.0,0.0,0.7151883619739208,149313178.01831454,82969516.66666286,19999246.421827763,0.999999999999994,0.24149896282643524,33.87262056283084,0.5645436760471807,1.4729312082822497
