self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
20,8,500,200.0,0.0,0.7227249836192905,97931421.91115785,41560750.00000078,21310842.237427056,0.9803356809001684,0.5157936833462184,56.23694481620036,0.9264549019055468,2.061814832201812
20,8,600,200.0,0.0,0.7999428466987123,111154003.2415286,45130066.666667566,25489004.152362894,0.9771153091456756,0.5659879803027136,59.34815726339243,0.975832493244382,2.228565724185265
20,8,700,200.0,0.0,0.8099071942573598,107937794.57006994,40500350.00000069,26870263.935285807,0.882913367942917,0.6663149859472568,72.06695755658735,0.8250051246283763,2.1679643076435413
20,8,800,200.0,0.0,0.8100946864442105,117541771.36210084,43154100.00000095,29865959.05096675,0.8586786767906798,0.6943551942185437,75.12406968312331,0.7803883311153148,2.14596717293436
20,8,900,200.0,0.0,0.8458359223638723,109701867.8110284,39456266.6666674,28396689.544993885,0.7257205216181626,0.7205779770348792,90.46467283930568,0.6047041204996418,2.0270024244914175
20,10,200,200.0,0.0,0.8996031370354227,73172194.78220415,42492633.33333404,8633308.434457026,0.9928678801406728,0.2052771870215909,30.245828291123996,0.5040971381853999,1.5679220248380954
20,10,300,200.0,0.0,0.8850135989959679,79964383.53202173,40850516.6666674,12994847.290720364,0.996309165463884,0.319877505808743,41.31997679699309,0.6886662799498848,1.8295818835928472
20,10,400,200.0,0.0,0.9059742415202864,92420653.81289668,43689983.33333404,17264211.28008496,0.992729553571006,0.3979874324989222,47.709045820500776,0.7951507636750129,2.019514951194437
20,10,500,200.0,0.0,0.9184600555260104,95023104.103064,40900566.6666673,20312248.594303686,0.9343986424590204,0.498025461865703,58.837492552835855,0.9051143463808776,2.22199477139945
20,10,600,200.0,0.0,0.887363603694256,105580450.90500644,42616016.66666744,24371286.711405534,0.934267859463836,0.5730077544521133,63.251726843241045,0.9178292566401346,2.2635990638960815
20,10,700,200.0,0.0,0.8682560122296659,107948139.74976666,42834000.000000894,25387881.44611833,0.8342046794371918,0.5943179621320014,71.57422408595853,0.8274594711742347,2.1711698531095016
20,10,800,200.0,0.0,0.8923912354274588,110147999.11959584,42120100.00000083,26916535.799378283,0.7738795631694593,0.6354562512262226,81.55482256092112,0.7132324469961075,2.1139886834045445
20,10,900,200.0,0.0,0.9069606192724216,115042713.96567218,42310766.66666741,29183838.961608697,0.7458373202440025,0.6893651868751252,87.63320836102501,0.6444331463305321,2.102885915103054
25,2,200,200.0,0.0,0.4394642962778112,84703786.91179314,51228833.33333395,8693800.51006656,0.9998247309623152,0.1706964279350992,26.04092534325652,0.4340154223876086,1.010036861013499
25,2,300,200.0,0.0,0.4583663507079072,94044147.00721198,51559016.66666718,13041843.780972118,0.9999123654811622,0.25429553666331,35.14016804105061,0.5856694673508435,1.2474722473893989
25,2,400,200.0,0.0,0.4708084223444577,103293915.71027967,51831633.333333895,17382366.639146887,0.9995237427146986,0.3374052765417896,42.64858863043917,0.7108098105073194,1.4515424540852089
25,2,500,200.0,0.0,0.4532917161354742,112694543.58028004,52204533.33333376,21732596.248712577,0.9997370964434656,0.4175135773777875,48.78333772972104,0.813055628828684,1.6003582068663882
25,2,600,200.0,0.0,0.444923521844233,119014226.41652273,50218483.33333407,26082749.56068944,0.9998764074115344,0.5215096125135374,55.43816342772603,0.9239693904621004,1.7861006023171635
25,2,700,200.0,0.0,0.4583011894131085,125419186.11258602,49788750.000000745,29482550.16068799,0.9687488638225076,0.5949559208898448,61.668025989241016,0.9536414970166198,1.887907423141604
25,2,800,200.0,0.0,0.4782612195463664,133933546.19690318,51137900.00000065,32777996.80994028,0.9424029169991636,0.6428255950243001,65.91137753213499,0.908881340439042,1.9014030360048488
25,2,900,200.0,0.0,0.4805636420455873,141529775.9546236,52313433.33333389,35736016.92921211,0.9132881776705316,0.6856550424597151,70.26238367652431,0.8463195714319154,1.8754072474452748
25,4,200,200.0,0.0,0.4501436096144012,81915408.11632814,49099416.666667365,8690208.207090048,0.9994116005537136,0.1784791312950562,26.967851354214144,0.4494641892369023,1.0423911038873486
25,4,300,200.0,0.0,0.4794118290096096,91704883.3405464,49767850.000000745,13041843.780972108,0.9999123654811616,0.2633350440433886,36.02810984860567,0.6004684974767611,1.2905483617210816
25,4,400,200.0,0.0,0.4645013947821531,104442448.32897924,52698066.66666712,17390649.062458996,0.9999999999999992,0.3306009869806973,42.10220189326443,0.7017033648877405,1.4306855492544517
25,4,500,200.0,0.0,0.4949281386708195,108519331.22792716,49031033.333334014,21717651.71364467,0.9990496219270522,0.4480463026943783,50.79644653346217,0.8466074422243697,1.699972623050692
25,4,600,200.0,0.0,0.4548535833616404,118824001.17291787,50536200.0000006,25787403.92366124,0.9885543980578312,0.5160456872081511,55.73287098641778,0.9178364707209298,1.7855266038490911
25,4,700,200.0,0.0,0.4651015810254777,123507512.58962326,48612666.66666756,29299188.18429468,0.9627238861550016,0.6049297939152509,62.40749495347101,0.9468264507795972,1.895871866937276
25,4,800,200.0,0.0,0.4673198361065404,135706265.73579544,52062633.33333388,33053749.76531325,0.9503311131919164,0.6370162721713377,65.04330853662994,0.9206613643949012,1.8975942182385117
25,4,900,200.0,0.0,0.4576575783721558,136462435.10896558,50298233.333334014,34547393.383258626,0.8829110980320685,0.6869702889934327,72.84172000748694,0.8107696468303862,1.818003456397288
25,6,200,200.0,0.0,0.5176804549318487,84117903.63115603,50777833.33333394,8695324.5312295,0.9999999999999998,0.1733211277452676,26.319306218309727,0.4386551036384953,1.0949924607665582
25,6,300,200.0,0.0,0.496459627443235,91673569.86769108,49745666.66666745,13040700.765099904,0.9998247309623196,0.2634575521121299,36.04146184846481,0.6006910308077469,1.307916699940686
25,6,400,200.0,0.0,0.6340752827226194,103633299.50317076,52084083.33333376,17387092.89238826,0.9997955125160668,0.3374371201576819,42.5933628929405,0.7098893815490082,1.6139143603977728
25,6,500,200.0,0.0,0.5126480763241694,111932354.5540022,51685333.33333383,21691545.088986818,0.9978486719423062,0.4230867506719932,49.21709053062375,0.8202848421770625,1.6714023190388267
25,6,600,200.0,0.0,0.5894009981499958,118899500.23692057,50566816.66666719,25804736.133195795,0.989218824458184,0.5159627656702844,55.71715807241392,0.9100951116346492,1.9122663223208725
25,6,700,200.0,0.0,0.5806318748521909,123901329.41790538,48938083.333334155,29283972.3041657,0.9622239169696132,0.5993519376711406,62.25724184614304,0.9543859620601998,2.014499387049303
25,6,800,200.0,0.0,0.5189641277265327,135609999.70292515,51653066.66666704,33267819.083906315,0.9564858380047808,0.6480202553780099,65.21877588314047,0.9205570456234085,1.957937377652349
25,6,900,200.0,0.0,0.5411914719035033,137877877.020192,50427483.333334014,35155807.932417616,0.8984600557116647,0.6972965644141007,71.91600616992895,0.8218024091188589,1.920831132553643
25,8,200,200.0,0.0,0.6850433171327313,81385391.02359758,48709650.000000745,8679968.174847892,0.9982339524733712,0.1793796434295359,27.115560945082144,0.451926015751369,1.280473047627729
25,8,300,200.0,0.0,0.6978921765561077,92160099.2644402,50147166.66666726,13022238.294016302,0.9984092215110588,0.2615197148647767,35.886833177443314,0.5981138862907219,1.5052218347386512
25,8,400,200.0,0.0,0.5519629386107802,101690943.31780311,50595233.33333395,17388108.956142068,0.9998539383833336,0.3457011570316378,43.3127108054871,0.721878513424785,1.5504023776608755
25,8,500,200.0,0.0,0.6207778367190542,107878726.44535545,48511100.000000745,21736406.30161996,0.9999123654811513,0.4510426615999082,51.02165453118783,0.8503609088531305,1.8319728748521116
25,8,600,200.0,0.0,0.6805593215804502,116067836.71914165,49433633.333333835,25145035.750352688,0.9639293569029947,0.5131056787692863,57.49529219669574,0.8996483715988719,1.9906922361947512
25,8,700,200.0,0.0,0.7226360436346511,123749422.15869533,48963566.66666728,29193592.366370343,0.9592541785455488,0.5989208911613318,62.3307206132814,0.9455243133125812,2.1472970698762976
25,8,800,200.0,0.0,0.7625603931151754,128814155.74771562,48389000.00000076,32031619.528735865,0.920943761606982,0.6641235349224044,68.5906688911379,0.8698303004346484,2.1636895214877474
25,8,900,200.0,0.0,0.5642626492958895,137644318.2622345,50991966.66666723,34682028.532080516,0.8863519037033193,0.6816250265318339,72.46018805821214,0.8180171226976544,1.9275797932190113
25,10,200,200.0,0.0,0.8207938722684531,82497190.65350935,49543633.33333403,8691006.435745146,0.9995034003079646,0.177066140967261,26.794966535161695,0.4465827755860282,1.4090295606282903
25,10,300,200.0,0.0,0.8278448527941066,89984955.0259546,48502850.00000062,13008735.769946376,0.9973739889925998,0.2720758053146649,36.90569671256755,0.6150949452094592,1.6606004422552978
25,10,400,200.0,0.0,0.7188233937619819,100803331.69836529,49971716.66666724,17352335.967966802,0.9977969140568244,0.3493525965981351,43.70314892929823,0.7283858154883038,1.7266912865287938
25,10,500,200.0,0.0,0.8411579222055628,111292844.19454534,51264766.66666701,21647499.070055824,0.9958224787267318,0.425773529153041,49.52030503213673,0.825338417202279,2.007115162730275
25,10,600,200.0,0.0,0.82676634267224,120695207.58030462,52026333.33333363,25750845.736279435,0.9871529480697558,0.5001829305606529,54.83572541113601,0.9139287568522668,2.140841443973029
25,10,700,200.0,0.0,0.6940765522032526,122256136.03753996,49095016.666667365,28381020.467319243,0.9325543815575164,0.5801491248677979,63.20733740663703,0.9319009364789532,2.090096788576444
25,10,800,200.0,0.0,0.6397317253308067,126662775.89178976,49151666.66666739,30495542.162902497,0.8767798732921612,0.6216860270298924,69.8663317455547,0.8501982170393731,1.987278763994094
25,10,900,200.0,0.0,0.7764827952629603,127939773.33421138,47048833.33333406,32459084.269176435,0.8295411875299881,0.6930922553967458,78.07841305055392,0.7463918362477425,2.077348435828099
30,2,200,200.0,0.0,0.5109928188390398,92218005.34512384,56983849.99999986,8693800.51006656,0.9998247309623152,0.1528560702730318,23.86243613762891,0.3977072689604818,1.0309849440179473
30,2,300,200.0,0.0,0.4975772462425265,101929434.81339806,57596366.666666545,13042986.796844328,1.0000000000000049,0.2276986420067694,32.42940739966767,0.5404901233277946,1.220226283175737
30,2,400,200.0,0.0,0.4962442803060513,108058279.60543676,55511500.00000016,17362987.118319925,0.9984093782791124,0.3149756222078185,40.7909009215068,0.67984834869178,1.4280731267640865
30,2,500,200.0,0.0,0.5134441112141132,118169804.1150814,56389666.66666657,21738115.88502467,0.9999910092809804,0.3872280215072198,46.55506408369603,0.7759177347282671,1.5991442631481565
30,2,600,200.0,0.0,0.4994445634077216,129563501.68385115,58325299.999999724,26064987.742241077,0.9991955120489532,0.4486140128270935,50.92869841649481,0.8488116402749135,1.70714741394431
30,2,700,200.0,0.0,0.494882913858978,134370909.92866874,55376566.666666865,30290685.14494933,0.9953028709742456,0.5497315192697506,57.294941030845095,0.9492462838284697,1.883914413103248
30,2,800,200.0,0.0,0.4998362485125647,144708549.0578078,57385533.333333135,34055413.62834329,0.9791300343659488,0.5956400161710553,60.839341126741374,0.9665018071701258,1.942850068619535
30,2,900,200.0,0.0,0.4729902481091721,144286400.1118229,53804850.00000032,36131657.39962051,0.9233993706707964,0.6720548975442914,68.5691403867425,0.8674757152617181,1.8781098814063235
30,4,200,200.0,0.0,0.5092692552835238,90973832.58755071,56030516.66666669,8694230.268855928,0.9998741550853396,0.1561513636254576,24.257677834219095,0.4042946305703182,1.038484976754208
30,4,300,200.0,0.0,0.4852894509219915,103525414.86149792,58823783.333333,13039557.7492277,0.9997370964434776,0.2231294012697697,31.950665301395112,0.5325110883565851,1.1963040602943926
30,4,400,200.0,0.0,0.5132011205254209,109294866.22358452,56419733.33333333,17387601.020133115,0.9998247309623152,0.3114702587651704,40.39656425005053,0.6732760708341755,1.4356533983717328
30,4,500,200.0,0.0,0.5019972467090513,118560241.47788832,56688316.66666653,21738311.328073636,0.9999999999999932,0.3841248173056737,46.351364990667186,0.772522749844453,1.5818198503980434
30,4,600,200.0,0.0,0.488045133778041,128525694.19554403,57524866.666666426,26068676.58803222,0.9993369231324956,0.4543612146179709,51.320491064648834,0.8553415177441472,1.7068756232165652
30,4,700,200.0,0.0,0.5172263684104849,134483854.88519466,56292133.3333333,29762239.507985026,0.9779390029366788,0.5324650333179884,57.52027541881298,0.9228973347195588,1.8660957297844345
30,4,800,200.0,0.0,0.5551722258599353,147464584.2917036,59166066.66666619,34265593.57005312,0.9851729353800218,0.5811080337172705,59.646155938779955,0.9715895027845785,1.99164815561833
