int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.policy_ban_gasoline,self.policy_idle_fee,self.policy_relocation,self.policy_notification,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
317,100,20,4,100,0,False,False,False,False,0.5632117496538835,45184997.00000068,34607833.33333385,0.0,0.0,0.0,24.339937435427593,0.4056656239237932,0.9688773735776768
318,100,20,4,100,0,False,False,False,False,0.5723327402941345,51290547.00000103,39282833.333334126,0.0,0.0,0.0,21.442547688172983,0.3573757948028831,0.9297085350970176
319,100,20,4,100,0,False,False,False,False,0.5657648945673461,50763793.666667946,38879500.000000976,0.0,0.0,0.0,21.66504747895035,0.3610841246491725,0.9268490192165186
320,150,20,4,100,0,True,True,True,True,0.8176778514131513,107363439.33332908,82217666.66666341,0.0,0.0,0.0,10.243710585551131,0.1707285097591855,0.9884063611723368
321,150,20,4,100,0,True,True,True,True,0.7498678466420101,123616173.99999496,94662333.3333295,0.0,0.0,0.0,8.896894026181759,0.1482815671030293,0.8981494137450394
322,150,20,4,100,0,True,True,True,True,0.8844238840445121,120434104.99999404,92225833.3333288,0.0,0.0,0.0,9.131964737065587,0.1521994122844264,1.0366232963289386
323,150,20,4,100,0,True,True,True,True,0.8086188541391238,107396959.99999526,82243333.33332968,0.0,0.0,0.0,10.2405133255173,0.170675222091955,0.9792940762310788
324,150,20,4,100,0,True,True,True,True,0.7175767352903718,127767947.99999648,97841333.33333066,0.0,0.0,0.0,8.607792621041627,0.1434632103506938,0.8610399456410656
325,150,20,4,100,0,True,True,True,True,0.6919881789654736,122268164.33332787,93630166.6666625,0.0,0.0,0.0,8.994982512387455,0.1499163752064576,0.8419045541719312
326,150,20,4,100,0,True,True,True,True,0.7789413644951998,119122010.33332735,91221166.66666208,0.0,0.0,0.0,9.232550700937116,0.1538758450156186,0.9328172095108184
327,150,20,4,100,0,True,True,True,True,0.7048710603700554,117905688.99999386,90289833.33332862,0.0,0.0,0.0,9.327794183027564,0.1554632363837927,0.8603342967538482
328,150,20,4,100,0,True,True,True,True,0.8482531399205512,132369856.66666552,101364999.99999912,0.0,0.0,0.0,8.308538119592606,0.1384756353265434,0.9867287752470946
329,150,20,4,100,0,True,True,True,True,0.7836960222202185,116727676.99999382,89387833.33332859,0.0,0.0,0.0,9.421929984951712,0.1570321664158618,0.9407281886360804
330,150,20,4,100,0,True,True,True,False,0.5708112502912807,75200359.66666588,57590499.99999941,0.0,0.0,0.0,14.624930051863956,0.2437488341977326,0.8145600844890133
331,150,20,4,100,0,True,True,True,False,0.6109950102006082,80606764.33333226,61730166.66666587,0.0,0.0,0.0,13.644016219929252,0.2274002703321542,0.8383952805327624
332,150,20,4,100,0,True,True,True,False,0.8057735974229274,91390841.666664,69987499.99999796,0.0,0.0,0.0,12.034028573797087,0.2005671428966181,1.0063407403195457
333,150,20,4,100,0,True,True,True,False,0.5767422404851744,76785408.33333263,58804166.66666612,0.0,0.0,0.0,14.323033814258896,0.2387172302376482,0.8154594707228227
334,150,20,4,100,0,True,True,True,False,0.3449210788028025,81590835.33333218,62483666.6666658,0.0,0.0,0.0,13.479455082263392,0.2246575847043898,0.5695786635071923
335,150,20,4,100,0,True,True,True,False,0.4343781319868632,85603737.99999824,65556333.333332,0.0,0.0,0.0,12.847569810561572,0.2141261635093595,0.6485042954962228
336,150,20,4,100,0,True,True,True,False,0.6277597558110696,81782381.99999885,62630333.333332464,0.0,0.0,0.0,13.44788416654354,0.2241314027757256,0.8518911585867952
337,150,20,4,100,0,True,True,True,False,0.4129863372302112,81892521.33333234,62714666.66666588,0.0,0.0,0.0,13.429797765334566,0.2238299627555761,0.6368162999857874
338,150,20,4,100,0,True,True,True,False,0.8414367339862031,94015030.999997,71996833.33333102,0.0,0.0,0.0,11.698129419326948,0.1949688236554491,1.0364055576416522
339,150,20,4,100,0,True,True,True,False,0.4629940947127981,77838914.9999993,59610833.33333281,0.0,0.0,0.0,14.129179472761278,0.2354863245460213,0.6984804192588194
340,150,20,4,100,0,True,True,False,True,0.7725387389151978,114903194.99999472,87990833.3333293,0.0,0.0,0.0,9.571535412919117,0.1595255902153186,0.9320643291305164
341,150,20,4,100,0,True,True,False,True,0.8014344134421759,120130024.66666108,91992999.9999957,0.0,0.0,0.0,9.155080114665292,0.1525846685777548,0.9540190820199308
342,150,20,4,100,0,True,True,False,True,0.8257600478180112,124887564.99999584,95635833.33333012,0.0,0.0,0.0,8.806321109712059,0.1467720184952009,0.972532066313212
343,150,20,4,100,0,True,True,False,True,0.8411322533800137,110873531.99999526,84905333.33332968,0.0,0.0,0.0,9.919409801069987,0.1653234966844998,1.0064557500645137
344,150,20,4,100,0,True,True,False,True,0.7797925702042927,118774831.99999352,90955333.33332837,0.0,0.0,0.0,9.25953740772338,0.1543256234620563,0.934118193666349
345,150,20,4,100,0,True,True,False,True,0.7089148894669856,125342488.33332938,95984166.66666362,0.0,0.0,0.0,8.774359075074752,0.1462393179179125,0.8551542073848981
346,150,20,4,100,0,True,True,False,True,0.8097661474854856,114711648.3333272,87844166.66666196,0.0,0.0,0.0,9.58751805923161,0.1597919676538601,0.9695581151393458
347,150,20,4,100,0,True,True,False,True,0.6773224347086796,115978250.66666086,88813999.99999556,0.0,0.0,0.0,9.482812455595598,0.1580468742599266,0.8353693089686063
348,150,20,4,100,0,True,True,False,True,0.810640241769682,132398588.66666514,101386999.99999884,0.0,0.0,0.0,8.306735072296913,0.1384455845382818,0.9490858263079638
349,150,20,4,100,0,True,True,False,True,0.7649460659495957,110073824.6666611,84292999.99999572,0.0,0.0,0.0,9.991476205451638,0.1665246034241939,0.9314706693737896
350,150,20,4,100,0,True,True,False,False,0.577223984401035,74197133.9999995,56822333.33333294,0.0,0.0,0.0,14.822674956690475,0.2470445826115079,0.8242685670125429
351,150,20,4,100,0,True,True,False,False,0.463644102129613,81044927.33333203,62065666.66666567,0.0,0.0,0.0,13.570250923621668,0.2261708487270278,0.6898149508566409
352,150,20,4,100,0,True,True,False,False,0.8295069117763042,89188054.99999776,68300833.33333161,0.0,0.0,0.0,12.331247721458077,0.2055207953576346,1.0350277071339389
353,150,20,4,100,0,True,True,False,False,0.5922123508604659,71422101.66666627,54697499.99999967,0.0,0.0,0.0,15.3985947533842,0.2566432458897366,0.8488555967502025
354,150,20,4,100,0,True,True,False,False,0.4036247604321827,85081773.33333167,65156666.66666539,0.0,0.0,0.0,12.926387837395271,0.2154397972899212,0.619064557722104
355,150,20,4,100,0,True,True,False,False,0.3562035094099515,78801436.99999918,60347833.33333267,0.0,0.0,0.0,13.95659827878534,0.232609971313089,0.5888134807230405
356,150,20,4,100,0,True,True,False,False,0.6665111850673823,75415849.66666606,57755499.99999954,0.0,0.0,0.0,14.583141406760728,0.2430523567793454,0.9095635418467276
357,150,20,4,100,0,True,True,False,False,0.4123965861319775,84808819.33333191,64947666.66666558,0.0,0.0,0.0,12.96799093119496,0.2161331821865826,0.6285297683185602
358,150,20,4,100,0,True,True,False,False,0.455781801688469,90835356.33333103,69562166.66666491,0.0,0.0,0.0,12.107620252670714,0.2017936708778452,0.6575754725663142
359,150,20,4,100,0,True,True,False,False,0.394917025139067,70921686.00000045,54314333.33333367,0.0,0.0,0.0,15.507245555329764,0.2584540925888294,0.6533711177278965
360,150,20,4,100,0,True,False,True,True,0.8176778514131513,107363439.33332908,82217666.66666341,0.0,0.0,0.0,10.243710585551131,0.1707285097591855,0.9884063611723368
361,150,20,4,100,0,True,False,True,True,0.7498678466420101,123616173.99999496,94662333.3333295,0.0,0.0,0.0,8.896894026181759,0.1482815671030293,0.8981494137450394
362,150,20,4,100,0,True,False,True,True,0.8844238840445121,120434104.99999404,92225833.3333288,0.0,0.0,0.0,9.131964737065587,0.1521994122844264,1.0366232963289386
363,150,20,4,100,0,True,False,True,True,0.8086188541391238,107396959.99999526,82243333.33332968,0.0,0.0,0.0,10.2405133255173,0.170675222091955,0.9792940762310788
364,150,20,4,100,0,True,False,True,True,0.7175767352903718,127767947.99999648,97841333.33333066,0.0,0.0,0.0,8.607792621041627,0.1434632103506938,0.8610399456410656
365,150,20,4,100,0,True,False,True,True,0.6919881789654736,122268164.33332787,93630166.6666625,0.0,0.0,0.0,8.994982512387455,0.1499163752064576,0.8419045541719312
366,150,20,4,100,0,True,False,True,True,0.7789413644951998,119122010.33332735,91221166.66666208,0.0,0.0,0.0,9.232550700937116,0.1538758450156186,0.9328172095108184
367,150,20,4,100,0,True,False,True,True,0.7048710603700554,117905688.99999386,90289833.33332862,0.0,0.0,0.0,9.327794183027564,0.1554632363837927,0.8603342967538482
368,150,20,4,100,0,True,False,True,True,0.8482531399205512,132369856.66666552,101364999.99999912,0.0,0.0,0.0,8.308538119592606,0.1384756353265434,0.9867287752470946
369,150,20,4,100,0,True,False,True,True,0.7836960222202185,116727676.99999382,89387833.33332859,0.0,0.0,0.0,9.421929984951712,0.1570321664158618,0.9407281886360804
370,150,20,4,100,0,True,False,True,False,0.5708112502912807,75200359.66666588,57590499.99999941,0.0,0.0,0.0,14.624930051863956,0.2437488341977326,0.8145600844890133
371,150,20,4,100,0,True,False,True,False,0.6109950102006082,80606764.33333226,61730166.66666587,0.0,0.0,0.0,13.644016219929252,0.2274002703321542,0.8383952805327624
372,150,20,4,100,0,True,False,True,False,0.8057735974229274,91390841.666664,69987499.99999796,0.0,0.0,0.0,12.034028573797087,0.2005671428966181,1.0063407403195457
373,150,20,4,100,0,True,False,True,False,0.5767422404851744,76785408.33333263,58804166.66666612,0.0,0.0,0.0,14.323033814258896,0.2387172302376482,0.8154594707228227
374,150,20,4,100,0,True,False,True,False,0.3449210788028025,81590835.33333218,62483666.6666658,0.0,0.0,0.0,13.479455082263392,0.2246575847043898,0.5695786635071923
375,150,20,4,100,0,True,False,True,False,0.4343781319868632,85603737.99999824,65556333.333332,0.0,0.0,0.0,12.847569810561572,0.2141261635093595,0.6485042954962228
376,150,20,4,100,0,True,False,True,False,0.6277597558110696,81782381.99999885,62630333.333332464,0.0,0.0,0.0,13.44788416654354,0.2241314027757256,0.8518911585867952
377,150,20,4,100,0,True,False,True,False,0.4129863372302112,81892521.33333234,62714666.66666588,0.0,0.0,0.0,13.429797765334566,0.2238299627555761,0.6368162999857874
378,150,20,4,100,0,True,False,True,False,0.8414367339862031,94015030.999997,71996833.33333102,0.0,0.0,0.0,11.698129419326948,0.1949688236554491,1.0364055576416522
379,150,20,4,100,0,True,False,True,False,0.4629940947127981,77838914.9999993,59610833.33333281,0.0,0.0,0.0,14.129179472761278,0.2354863245460213,0.6984804192588194
380,150,20,4,100,0,True,False,False,True,0.493288279203435,55686543.000001386,42648833.3333344,0.0,0.0,0.0,19.74983435405521,0.3291639059009201,0.8224521851043551
381,150,20,4,100,0,True,False,False,True,0.5096289220249268,51192379.333334394,39207666.66666748,0.0,0.0,0.0,21.483666403523756,0.3580611067253959,0.8676900287503228
382,150,20,4,100,0,True,False,False,True,0.5500839991229398,52518840.00000117,40223333.33333424,0.0,0.0,0.0,20.94105658083795,0.3490176096806325,0.8991016088035724
383,150,20,4,100,0,True,False,False,True,0.497535960155556,52997706.66666822,40590000.00000119,0.0,0.0,0.0,20.75184133753651,0.3458640222922752,0.8433999824478312
384,150,20,4,100,0,True,False,False,True,0.4518441163260108,59890992.33333525,45868166.66666813,0.0,0.0,0.0,18.363362454888776,0.3060560409148129,0.7579001572408237
385,150,20,4,100,0,True,False,False,True,0.4451963110247066,53543614.66666818,41008000.00000116,0.0,0.0,0.0,20.540264359190612,0.3423377393198435,0.78753405034455
386,150,20,4,100,0,True,False,False,True,0.5060749204923578,52439827.000001475,40162833.33333447,0.0,0.0,0.0,20.97260923457984,0.3495434872429973,0.8556184077353551
387,150,20,4,100,0,True,False,False,True,0.5180446891423036,65541619.00000123,50194833.33333425,0.0,0.0,0.0,16.780177493021334,0.2796696248836889,0.7977143140259926
388,150,20,4,100,0,True,False,False,True,0.4870575296584625,69420439.00000033,53164833.33333358,0.0,0.0,0.0,15.842596443390322,0.2640432740565053,0.7511008037149679
389,150,20,4,100,0,True,False,False,True,0.4932845310949664,55605135.666668355,42586500.00000129,0.0,0.0,0.0,19.778748614028796,0.3296458102338133,0.8229303413287797
390,150,20,4,100,0,True,False,False,False,0.493288279203435,55686543.000001386,42648833.3333344,0.0,0.0,0.0,19.74983435405521,0.3291639059009201,0.8224521851043551
391,150,20,4,100,0,True,False,False,False,0.5096289220249268,51192379.333334394,39207666.66666748,0.0,0.0,0.0,21.483666403523756,0.3580611067253959,0.8676900287503228
392,150,20,4,100,0,True,False,False,False,0.5500839991229398,52518840.00000117,40223333.33333424,0.0,0.0,0.0,20.94105658083795,0.3490176096806325,0.8991016088035724
393,150,20,4,100,0,True,False,False,False,0.497535960155556,52997706.66666822,40590000.00000119,0.0,0.0,0.0,20.75184133753651,0.3458640222922752,0.8433999824478312
394,150,20,4,100,0,True,False,False,False,0.4518441163260108,59890992.33333525,45868166.66666813,0.0,0.0,0.0,18.363362454888776,0.3060560409148129,0.7579001572408237
395,150,20,4,100,0,True,False,False,False,0.4451963110247066,53543614.66666818,41008000.00000116,0.0,0.0,0.0,20.540264359190612,0.3423377393198435,0.78753405034455
396,150,20,4,100,0,True,False,False,False,0.5060749204923578,52439827.000001475,40162833.33333447,0.0,0.0,0.0,20.97260923457984,0.3495434872429973,0.8556184077353551
397,150,20,4,100,0,True,False,False,False,0.5180446891423036,65541619.00000123,50194833.33333425,0.0,0.0,0.0,16.780177493021334,0.2796696248836889,0.7977143140259926
398,150,20,4,100,0,True,False,False,False,0.4870575296584625,69420439.00000033,53164833.33333358,0.0,0.0,0.0,15.842596443390322,0.2640432740565053,0.7511008037149679
399,150,20,4,100,0,True,False,False,False,0.4932845310949664,55605135.666668355,42586500.00000129,0.0,0.0,0.0,19.778748614028796,0.3296458102338133,0.8229303413287797
400,150,20,4,100,0,False,True,True,True,0.7925831200925286,92315054.3333312,70695166.66666503,0.0,0.0,0.0,11.913549831524142,0.1985591638587357,0.9911422839512644
401,150,20,4,100,0,False,True,True,True,0.7348222562643475,118681452.99999468,90883833.33332925,0.0,0.0,0.0,9.26682284552119,0.1544470474253531,0.8892693036897007
402,150,20,4,100,0,False,True,True,True,0.8356246040322395,109314820.99999572,83711833.33333002,0.0,0.0,0.0,10.06084984578663,0.1676808307631105,1.00330543479535
403,150,20,4,100,0,False,True,True,True,0.7321377976260025,104681785.99999596,80164333.33333023,0.0,0.0,0.0,10.506125678826711,0.1751020946471118,0.9072398922731144
404,150,20,4,100,0,False,True,True,True,0.6694995674347791,124813340.6666628,95578999.9999971,0.0,0.0,0.0,8.811558076449698,0.1468593012741616,0.8163588687089407
405,150,20,4,100,0,False,True,True,True,0.5840238919865525,106499084.99999665,81555833.33333077,0.0,0.0,0.0,10.326849287015328,0.1721141547835888,0.7561380467701413
406,150,20,4,100,0,False,True,True,True,0.6956396785961155,115075586.99999458,88122833.33332917,0.0,0.0,0.0,9.557196523360354,0.1592866087226725,0.8549262873187881
407,150,20,4,100,0,False,True,True,True,0.5807769918359813,118743705.66666137,90931499.99999596,0.0,0.0,0.0,9.261964613832845,0.154366076897214,0.7351430687331953
408,150,20,4,100,0,False,True,True,True,0.6469038545547982,109154400.66666242,83588999.99999674,0.0,0.0,0.0,10.075635918322597,0.1679272653053766,0.8148311198601748
409,150,20,4,100,0,False,True,True,True,0.8733066438147198,96229789.33333018,73692666.66666427,0.0,0.0,0.0,11.42889335640552,0.1904815559400919,1.0637881997548118
410,150,20,4,100,0,False,True,True,False,0.939614526309166,61334775.33333458,46973666.6666676,0.0,0.0,0.0,17.931100163372967,0.2988516693895494,1.2384661956987155
411,150,20,4,100,0,False,True,True,False,0.6789478398328119,77980180.66666551,59718999.999999106,0.0,0.0,0.0,14.103583636221758,0.2350597272703626,0.9140075671031744
412,150,20,4,100,0,False,True,True,False,0.7908814968012325,83441654.99999787,63900833.33333169,0.0,0.0,0.0,13.180467237856536,0.2196744539642756,1.0105559507655082
413,150,20,4,100,0,False,True,True,False,0.4835711234603499,64959796.000000715,49749333.33333387,0.0,0.0,0.0,16.93047188756547,0.2821745314594245,0.7657456549197745
414,150,20,4,100,0,False,True,True,False,0.3552864473764086,78614678.99999857,60204833.33333221,0.0,0.0,0.0,13.989753745607992,0.2331625624267999,0.5884490098032085
415,150,20,4,100,0,False,True,True,False,0.5002754836073067,69394101.33333355,53144666.66666682,0.0,0.0,0.0,15.848609303507322,0.2641434883917887,0.7644189719990954
416,150,20,4,100,0,False,True,True,False,0.4815760084446512,70339863.00000006,53868833.333333366,0.0,0.0,0.0,15.635515241194016,0.2605919206865669,0.7421679291312182
417,150,20,4,100,0,False,True,True,False,0.3335384090814598,70938446.33333324,54327166.666666605,0.0,0.0,0.0,15.503581722556213,0.2583930287092702,0.5919314377907301
418,150,20,4,100,0,False,True,True,False,0.6018195272799116,74144458.666666,56781999.999999486,0.0,0.0,0.0,14.833205606698291,0.2472200934449715,0.8490396207248831
419,150,20,4,100,0,False,True,True,False,1.0,56670614.000001475,43402333.33333447,0.0,0.0,0.0,19.40688343344879,0.3234480572241465,1.3234480572241465
420,150,20,4,100,0,False,True,False,True,0.7802748342209709,94094043.99999727,72057333.33333124,0.0,0.0,0.0,11.68830622265562,0.194805103710927,0.9750799379318978
421,150,20,4,100,0,False,True,False,True,0.7398545347767078,121166770.99999484,92786833.3333294,0.0,0.0,0.0,9.076745966928891,0.1512790994488148,0.8911336342255227
422,150,20,4,100,0,False,True,False,True,0.793268820616689,112394043.66666172,86069499.9999962,0.0,0.0,0.0,9.785216049898402,0.1630869341649733,0.9563557547816623
423,150,20,4,100,0,False,True,False,True,0.7509399367155718,102402380.66666262,78418999.99999692,0.0,0.0,0.0,10.739984684340868,0.1789997447390144,0.9299396814545864
424,150,20,4,100,0,False,True,False,True,0.6707920103123814,120587342.3333268,92343166.66666168,0.0,0.0,0.0,9.120360219565496,0.1520060036594249,0.8227980139718064
425,150,20,4,100,0,False,True,False,True,0.5832792203662565,101339516.66666296,77604999.99999714,0.0,0.0,0.0,10.852627249225812,0.1808771208204302,0.7641563411866867
426,150,20,4,100,0,False,True,False,True,0.6231478317941067,108598915.33332914,83163666.66666345,0.0,0.0,0.0,10.127172970598446,0.1687862161766407,0.7919340479707475
427,150,20,4,100,0,False,True,False,True,0.498622223699333,105084033.99999604,80472333.33333032,0.0,0.0,0.0,10.465909597646789,0.1744318266274464,0.6730540503267795
428,150,20,4,100,0,False,True,False,True,0.643630222739324,112152105.99999537,85884333.33332978,0.0,0.0,0.0,9.806324992239071,0.1634387498706511,0.8070689726099752
429,150,20,4,100,0,False,True,False,True,0.8729524255622069,81449569.66666557,62375499.99999918,0.0,0.0,0.0,13.502833771878224,0.2250472295313037,1.0979996550935107
430,150,20,4,100,0,False,True,False,False,0.9159208944639566,63573477.000000775,48687833.33333391,0.0,0.0,0.0,17.299667281057893,0.2883277880176315,1.204248682481588
431,150,20,4,100,0,False,True,False,False,0.5664169246241713,71716604.66666645,54922999.99999984,0.0,0.0,0.0,15.335360689644892,0.2555893448274148,0.8220062694515862
432,150,20,4,100,0,False,True,False,False,0.7349460881742211,81169432.66666557,62160999.99999916,0.0,0.0,0.0,13.549435592540032,0.2258239265423338,0.960770014716555
433,150,20,4,100,0,False,True,False,False,0.4630715856255362,70323102.66666682,53856000.00000011,0.0,0.0,0.0,15.639241704295644,0.2606540284049274,0.7237256140304636
434,150,20,4,100,0,False,True,False,False,0.36801514172111,83341092.99999836,63823833.33333205,0.0,0.0,0.0,13.196371206698975,0.2199395201116496,0.5879546618327597
435,150,20,4,100,0,False,True,False,False,0.5082219528190645,63439394.33333437,48585166.66666746,0.0,0.0,0.0,17.33623108413107,0.2889371847355179,0.7971591375545823
436,150,20,4,100,0,False,True,False,False,0.5031936306876041,71893785.33333306,55058666.66666647,0.0,0.0,0.0,15.297567027536736,0.2549594504589456,0.7581530811465498
437,150,20,4,100,0,False,True,False,False,0.3410776075145788,79167769.99999864,60628333.33333227,0.0,0.0,0.0,13.892016915469751,0.2315336152578292,0.5726112227724081
438,150,20,4,100,0,False,True,False,False,0.366120879920976,77163712.99999884,59093833.33333246,0.0,0.0,0.0,14.252813365785244,0.237546889429754,0.60366776935073
439,150,20,4,100,0,False,True,False,False,1.0,58305943.66666825,44654500.000001214,0.0,0.0,0.0,18.862570963390866,0.3143761827231811,1.314376182723181
440,150,20,4,100,0,False,False,True,True,0.7925831200925286,92315054.3333312,70695166.66666503,0.0,0.0,0.0,11.913549831524142,0.1985591638587357,0.9911422839512644
441,150,20,4,100,0,False,False,True,True,0.7348222562643475,118681452.99999468,90883833.33332925,0.0,0.0,0.0,9.26682284552119,0.1544470474253531,0.8892693036897007
442,150,20,4,100,0,False,False,True,True,0.8356246040322395,109314820.99999572,83711833.33333002,0.0,0.0,0.0,10.06084984578663,0.1676808307631105,1.00330543479535
443,150,20,4,100,0,False,False,True,True,0.7321377976260025,104681785.99999596,80164333.33333023,0.0,0.0,0.0,10.506125678826711,0.1751020946471118,0.9072398922731144
444,150,20,4,100,0,False,False,True,True,0.6694995674347791,124813340.6666628,95578999.9999971,0.0,0.0,0.0,8.811558076449698,0.1468593012741616,0.8163588687089407
445,150,20,4,100,0,False,False,True,True,0.5840238919865525,106499084.99999665,81555833.33333077,0.0,0.0,0.0,10.326849287015328,0.1721141547835888,0.7561380467701413
446,150,20,4,100,0,False,False,True,True,0.6956396785961155,115075586.99999458,88122833.33332917,0.0,0.0,0.0,9.557196523360354,0.1592866087226725,0.8549262873187881
447,150,20,4,100,0,False,False,True,True,0.5807769918359813,118743705.66666137,90931499.99999596,0.0,0.0,0.0,9.261964613832845,0.154366076897214,0.7351430687331953
448,150,20,4,100,0,False,False,True,True,0.6469038545547982,109154400.66666242,83588999.99999674,0.0,0.0,0.0,10.075635918322597,0.1679272653053766,0.8148311198601748
449,150,20,4,100,0,False,False,True,True,0.8733066438147198,96229789.33333018,73692666.66666427,0.0,0.0,0.0,11.42889335640552,0.1904815559400919,1.0637881997548118
450,150,20,4,100,0,False,False,True,False,0.939614526309166,61334775.33333458,46973666.6666676,0.0,0.0,0.0,17.931100163372967,0.2988516693895494,1.2384661956987155
451,150,20,4,100,0,False,False,True,False,0.6789478398328119,77980180.66666551,59718999.999999106,0.0,0.0,0.0,14.103583636221758,0.2350597272703626,0.9140075671031744
452,150,20,4,100,0,False,False,True,False,0.7908814968012325,83441654.99999787,63900833.33333169,0.0,0.0,0.0,13.180467237856536,0.2196744539642756,1.0105559507655082
453,150,20,4,100,0,False,False,True,False,0.4835711234603499,64959796.000000715,49749333.33333387,0.0,0.0,0.0,16.93047188756547,0.2821745314594245,0.7657456549197745
454,150,20,4,100,0,False,False,True,False,0.3552864473764086,78614678.99999857,60204833.33333221,0.0,0.0,0.0,13.989753745607992,0.2331625624267999,0.5884490098032085
455,150,20,4,100,0,False,False,True,False,0.5002754836073067,69394101.33333355,53144666.66666682,0.0,0.0,0.0,15.848609303507322,0.2641434883917887,0.7644189719990954
456,150,20,4,100,0,False,False,True,False,0.4815760084446512,70339863.00000006,53868833.333333366,0.0,0.0,0.0,15.635515241194016,0.2605919206865669,0.7421679291312182
457,150,20,4,100,0,False,False,True,False,0.3335384090814598,70938446.33333324,54327166.666666605,0.0,0.0,0.0,15.503581722556213,0.2583930287092702,0.5919314377907301
458,150,20,4,100,0,False,False,True,False,0.6018195272799116,74144458.666666,56781999.999999486,0.0,0.0,0.0,14.833205606698291,0.2472200934449715,0.8490396207248831
459,150,20,4,100,0,False,False,True,False,1.0,56670614.000001475,43402333.33333447,0.0,0.0,0.0,19.40688343344879,0.3234480572241465,1.3234480572241465
460,150,20,4,100,0,False,False,False,True,0.8332331950907795,47014267.66666749,36008500.00000065,0.0,0.0,0.0,23.392898679133182,0.3898816446522197,1.2231148397429994
461,150,20,4,100,0,False,False,False,True,0.4978950770457983,52176450.33333431,39961166.66666741,0.0,0.0,0.0,21.07847492448837,0.3513079154081395,0.8492029924539378
462,150,20,4,100,0,False,False,False,True,0.5265097750622472,47555387.000000715,36422833.33333389,0.0,0.0,0.0,23.126717484182883,0.385445291403048,0.9119550664652952
463,150,20,4,100,0,False,False,False,True,0.4641032980711272,53119817.66666749,40683500.00000064,0.0,0.0,0.0,20.704137331595568,0.3450689555265928,0.80917225359772
464,150,20,4,100,0,False,False,False,True,0.4160909969230557,55080776.66666821,42185000.00000117,0.0,0.0,0.0,19.967038712174464,0.3327839785362411,0.7488749754592968
465,150,20,4,100,0,False,False,False,True,0.8171130946343559,35729774.66666677,27368000.00000007,0.0,0.0,0.0,30.781050545668062,0.5130175090944677,1.3301306037288236
466,150,20,4,100,0,False,False,False,True,0.4377416746013933,54024875.66666798,41376500.00000101,0.0,0.0,0.0,20.35728886792329,0.3392881477987215,0.7770298224001149
467,150,20,4,100,0,False,False,False,True,0.428700771799575,58997906.0000015,45184333.33333449,0.0,0.0,0.0,18.641339575678703,0.3106889929279784,0.7393897647275535
468,150,20,4,100,0,False,False,False,True,0.4689837351354682,55066410.66666815,42174000.00000114,0.0,0.0,0.0,19.972247812870652,0.3328707968811775,0.8018545320166457
469,150,20,4,100,0,False,False,False,True,0.8468866053681294,46269630.00000094,35438333.33333405,0.0,0.0,0.0,23.769370967521844,0.3961561827920307,1.2430427881601602
470,150,20,4,100,0,False,False,False,False,0.8332331950907795,47014267.66666749,36008500.00000065,0.0,0.0,0.0,23.392898679133182,0.3898816446522197,1.2231148397429994
471,150,20,4,100,0,False,False,False,False,0.4978950770457983,52176450.33333431,39961166.66666741,0.0,0.0,0.0,21.07847492448837,0.3513079154081395,0.8492029924539378
472,150,20,4,100,0,False,False,False,False,0.5265097750622472,47555387.000000715,36422833.33333389,0.0,0.0,0.0,23.126717484182883,0.385445291403048,0.9119550664652952
473,150,20,4,100,0,False,False,False,False,0.4641032980711272,53119817.66666749,40683500.00000064,0.0,0.0,0.0,20.704137331595568,0.3450689555265928,0.80917225359772
474,150,20,4,100,0,False,False,False,False,0.4160909969230557,55080776.66666821,42185000.00000117,0.0,0.0,0.0,19.967038712174464,0.3327839785362411,0.7488749754592968
475,150,20,4,100,0,False,False,False,False,0.8171130946343559,35729774.66666677,27368000.00000007,0.0,0.0,0.0,30.781050545668062,0.5130175090944677,1.3301306037288236
476,150,20,4,100,0,False,False,False,False,0.4377416746013933,54024875.66666798,41376500.00000101,0.0,0.0,0.0,20.35728886792329,0.3392881477987215,0.7770298224001149
477,150,20,4,100,0,False,False,False,False,0.428700771799575,58997906.0000015,45184333.33333449,0.0,0.0,0.0,18.641339575678703,0.3106889929279784,0.7393897647275535
478,150,20,4,100,0,False,False,False,False,0.4689837351354682,55066410.66666815,42174000.00000114,0.0,0.0,0.0,19.972247812870652,0.3328707968811775,0.8018545320166457
479,150,20,4,100,0,False,False,False,False,0.8468866053681294,46269630.00000094,35438333.33333405,0.0,0.0,0.0,23.769370967521844,0.3961561827920307,1.2430427881601602
0,200,20,4,100,0,True,True,True,True,0.58768078535715,133768147.3333318,102435666.66666548,0.0,0.0,0.0,8.221688211465244,0.137028136857754,0.724708922214904
1,200,20,4,100,0,True,True,True,True,0.6464171644189026,133119282.99999864,101938833.33333232,0.0,0.0,0.0,8.261763248830082,0.137696054147168,0.7841132185660706
2,200,20,4,100,0,True,True,True,True,0.5999171948247933,136868808.9999989,104809833.33333252,0.0,0.0,0.0,8.035431944176622,0.133923865736277,0.7338410605610703
3,200,20,4,100,0,True,True,True,True,0.559586435333357,145428550.66666687,111364000.00000016,0.0,0.0,0.0,7.5624765216895,0.1260412753614916,0.6856277106948486
