int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.policy_ban_gasoline,self.policy_idle_fee,self.policy_relocation,self.policy_notification,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
150,50,20,4,100,0,False,False,False,False,0.9614020752077428,20276747.33333319,15535666.666666558,0.0,0.0,0.0,54.239468585379335,0.9039911430896556,1.8653932182973985
151,50,20,4,100,0,False,False,False,False,0.9642049523463048,25544280.666666377,19568999.999999784,0.0,0.0,0.0,43.05464751000671,0.7175774585001118,1.6817824108464166
152,50,20,4,100,0,False,False,False,False,0.887796650734754,23980780.99999986,18371833.33333322,0.0,0.0,0.0,45.861725687749974,0.764362094795833,1.652158745530587
153,50,20,4,100,0,False,False,False,False,0.9111609429809516,33201358.66666649,25431999.999999862,0.0,0.0,0.0,33.12515042055124,0.5520858403425207,1.463246783323472
154,50,20,4,100,0,False,False,False,False,0.7083118775355924,27442986.999999676,21022833.33333309,0.0,0.0,0.0,40.07581244709306,0.667930207451551,1.3762420849871435
155,50,20,4,100,0,False,False,False,False,0.8747821830027681,29123808.99999965,22309833.333333064,0.0,0.0,0.0,37.76291761836555,0.6293819603060925,1.5041641433088606
156,50,20,4,100,0,False,False,False,False,0.8022490627465269,30929136.33333298,23692166.666666396,0.0,0.0,0.0,35.558703875436784,0.5926450645906131,1.3948941273371398
157,50,20,4,100,0,False,False,False,False,0.9519529225218066,30615478.66666647,23451999.999999847,0.0,0.0,0.0,35.92300522145488,0.5987167536909147,1.5506696762127214
158,50,20,4,100,0,False,False,False,False,0.8620241321438763,39208741.000000305,30031833.333333574,0.0,0.0,0.0,28.049867757804098,0.4674977959634016,1.329521928107278
159,50,20,4,100,0,False,False,False,False,0.7779891755147638,36462440.66666664,27928999.99999999,0.0,0.0,0.0,30.162544796553316,0.5027090799425553,1.280698255457319
160,100,20,4,100,0,True,True,True,True,0.9497306287450228,80029729.9999988,61288333.3333324,0.0,0.0,0.0,13.742392983207823,0.2290398830534637,1.1787705117984866
161,100,20,4,100,0,True,True,True,True,0.9656080387666508,78875661.33333234,60404666.66666588,0.0,0.0,0.0,13.943464706459856,0.2323910784409976,1.1979991172076483
162,100,20,4,100,0,True,True,True,True,0.9813212642397036,95379800.9999969,73041833.33333096,0.0,0.0,0.0,11.530743285992342,0.192179054766539,1.1735003190062423
163,100,20,4,100,0,True,True,True,True,0.9649068816560832,93354194.99999703,71490833.33333106,0.0,0.0,0.0,11.780938178515006,0.1963489696419167,1.161255851298
164,100,20,4,100,0,True,True,True,True,0.9353970850551124,81042532.99999867,62063833.333332315,0.0,0.0,0.0,13.570651845247951,0.2261775307541325,1.161574615809245
165,100,20,4,100,0,True,True,True,True,0.9509865930630076,91326194.66666365,69937999.99999768,0.0,0.0,0.0,12.042547091929306,0.2007091181988217,1.1516957112618291
166,100,20,4,100,0,True,True,True,True,0.9737252790830688,83654750.66666536,64063999.999998994,0.0,0.0,0.0,13.146892331104,0.2191148721850666,1.1928401512681353
167,100,20,4,100,0,True,True,True,True,0.9547542115478256,92999833.66666336,71219499.99999747,0.0,0.0,0.0,11.825827602466278,0.1970971267077713,1.1518513382555968
168,100,20,4,100,0,True,True,True,True,0.9318059053739126,94228126.66666403,72159999.99999797,0.0,0.0,0.0,11.671674253809469,0.1945279042301578,1.1263338096040705
169,100,20,4,100,0,True,True,True,True,0.9170932731048728,100893950.66666278,77263999.99999702,0.0,0.0,0.0,10.900554421082791,0.1816759070180465,1.0987691801229191
170,100,20,4,100,0,True,True,True,False,0.7076654374251945,75758239.33333273,58017666.66666621,0.0,0.0,0.0,14.517232840654218,0.2419538806775703,0.9496193181027648
171,100,20,4,100,0,True,True,True,False,0.6864894930236508,67871305.33333392,51978666.666667104,0.0,0.0,0.0,16.204196966576543,0.2700699494429424,0.9565594424665932
172,100,20,4,100,0,True,True,True,False,0.5937341084065547,71201823.00000001,54528833.333333336,0.0,0.0,0.0,15.44623372915606,0.2574372288192676,0.8511713372258224
173,100,20,4,100,0,True,True,True,False,0.60271094280406,68156230.99999973,52196833.33333311,0.0,0.0,0.0,16.136455667567713,0.2689409277927952,0.8716518705968552
174,100,20,4,100,0,True,True,True,False,0.8876052285934832,53852483.666667536,41244500.000000656,0.0,0.0,0.0,20.422456405306537,0.3403742734217756,1.2279795020152589
175,100,20,4,100,0,True,True,True,False,0.7077431777061162,66307805.66666739,50781500.000000544,0.0,0.0,0.0,16.58628254912776,0.2764380424854626,0.9841812201915788
176,100,20,4,100,0,True,True,True,False,0.6650075403817727,61483224.00000178,47087333.33333469,0.0,0.0,0.0,17.887806273788897,0.2981301045631482,0.9631376449449208
177,100,20,4,100,0,True,True,True,False,0.8221421425765446,71029430.99999973,54396833.333333135,0.0,0.0,0.0,15.483722514967129,0.2580620419161188,1.0802041844926635
178,100,20,4,100,0,True,True,True,False,0.557402273815673,71381398.00000016,54666333.33333345,0.0,0.0,0.0,15.407375462161689,0.2567895910360281,0.8141918648517011
179,100,20,4,100,0,True,True,True,False,0.5652315087851458,71165907.99999973,54501333.33333312,0.0,0.0,0.0,15.45402891508114,0.2575671485846856,0.8227986573698315
180,100,20,4,100,0,True,True,False,True,0.9655524684417524,88512852.99999785,67783833.33333167,0.0,0.0,0.0,12.425314095344172,0.2070885682557362,1.1726410366974886
181,100,20,4,100,0,True,True,False,True,0.9622902273680074,83139968.99999799,63669833.33333177,0.0,0.0,0.0,13.228294564315108,0.2204715760719184,1.182761803439926
182,100,20,4,100,0,True,True,False,True,0.9619781217546516,90868876.99999696,69587833.333331,0.0,0.0,0.0,12.103153866422678,0.2017192311070446,1.1636973528616965
183,100,20,4,100,0,True,True,False,True,0.946994402675938,89856073.99999747,68812333.33333139,0.0,0.0,0.0,12.239573253556916,0.2039928875592819,1.15098729023522
184,100,20,4,100,0,True,True,False,True,0.9447240083806716,76043164.99999912,58235833.33333262,0.0,0.0,0.0,14.462838310320365,0.241047305172006,1.1857713135526775
185,100,20,4,100,0,True,True,False,True,0.9404474200836,88828904.99999747,68025833.33333138,0.0,0.0,0.0,12.381105001801288,0.2063517500300214,1.1467991701136215
186,100,20,4,100,0,True,True,False,True,0.9545346530408834,80958731.33333212,61999666.66666575,0.0,0.0,0.0,13.584699042179691,0.2264116507029948,1.1809463037438783
187,100,20,4,100,0,True,True,False,True,0.922705643598264,87136111.33333117,66729666.66666502,0.0,0.0,0.0,12.621632790024522,0.2103605465004087,1.1330661900986727
188,100,20,4,100,0,True,True,False,True,0.9684374236250688,88532007.66666466,67798499.99999847,0.0,0.0,0.0,12.422625771019453,0.2070437628503242,1.175481186475393
189,100,20,4,100,0,True,True,False,True,0.7498767489181167,101494928.3333299,77724166.66666403,0.0,0.0,0.0,10.8360094249048,0.1806001570817466,0.9304769059998634
190,100,20,4,100,0,True,True,False,False,0.7965328333374679,75327259.33333261,57687666.66666611,0.0,0.0,0.0,14.600292241262176,0.2433382040210362,1.0398710373585045
191,100,20,4,100,0,True,True,False,False,0.7290934785514298,65591900.000000775,50233333.33333392,0.0,0.0,0.0,16.767314256790655,0.2794552376131776,1.0085487161646074
192,100,20,4,100,0,True,True,False,False,0.6919859237048587,73897842.33333263,56593166.66666612,0.0,0.0,0.0,14.882707874461447,0.2480451312410241,0.9400310549458828
193,100,20,4,100,0,True,True,False,False,0.6359119884264455,67576802.33333345,51753166.66666675,0.0,0.0,0.0,16.27481564716631,0.2712469274527718,0.9071589158792172
194,100,20,4,100,0,True,True,False,False,0.8448822412968453,60860697.333334416,46610666.66666749,0.0,0.0,0.0,18.07077552819332,0.3011795921365553,1.1460618334334003
195,100,20,4,100,0,True,True,False,False,0.7661287956256293,67988627.66666687,52068500.000000134,0.0,0.0,0.0,16.17623472843245,0.2696039121405408,1.0357327077661702
196,100,20,4,100,0,True,True,False,False,0.7690002847778317,66482592.0000007,50915333.33333385,0.0,0.0,0.0,16.542676314425112,0.2757112719070852,1.0447115566849168
197,100,20,4,100,0,True,True,False,False,0.8562995081270244,62821656.33333402,48112166.666667186,0.0,0.0,0.0,17.506701736172328,0.2917783622695388,1.148077870396563
198,100,20,4,100,0,True,True,False,False,0.5915551605184824,76265837.99999933,58406333.333332814,0.0,0.0,0.0,14.420611230942086,0.2403435205157014,0.8318986810341839
199,100,20,4,100,0,True,True,False,False,0.6067601876301367,74261890.99999966,56871833.33333306,0.0,0.0,0.0,14.809749458171016,0.2468291576361836,0.8535893452663204
200,100,20,4,100,0,True,False,True,True,0.9497306287450228,80029729.9999988,61288333.3333324,0.0,0.0,0.0,13.742392983207823,0.2290398830534637,1.1787705117984866
201,100,20,4,100,0,True,False,True,True,0.9656080387666508,78875661.33333234,60404666.66666588,0.0,0.0,0.0,13.943464706459856,0.2323910784409976,1.1979991172076483
202,100,20,4,100,0,True,False,True,True,0.9813212642397036,95379800.9999969,73041833.33333096,0.0,0.0,0.0,11.530743285992342,0.192179054766539,1.1735003190062423
203,100,20,4,100,0,True,False,True,True,0.9649068816560832,93354194.99999703,71490833.33333106,0.0,0.0,0.0,11.780938178515006,0.1963489696419167,1.161255851298
204,100,20,4,100,0,True,False,True,True,0.9353970850551124,81042532.99999867,62063833.333332315,0.0,0.0,0.0,13.570651845247951,0.2261775307541325,1.161574615809245
205,100,20,4,100,0,True,False,True,True,0.9509865930630076,91326194.66666365,69937999.99999768,0.0,0.0,0.0,12.042547091929306,0.2007091181988217,1.1516957112618291
206,100,20,4,100,0,True,False,True,True,0.9737252790830688,83654750.66666536,64063999.999998994,0.0,0.0,0.0,13.146892331104,0.2191148721850666,1.1928401512681353
207,100,20,4,100,0,True,False,True,True,0.9547542115478256,92999833.66666336,71219499.99999747,0.0,0.0,0.0,11.825827602466278,0.1970971267077713,1.1518513382555968
208,100,20,4,100,0,True,False,True,True,0.9318059053739126,94228126.66666403,72159999.99999797,0.0,0.0,0.0,11.671674253809469,0.1945279042301578,1.1263338096040705
209,100,20,4,100,0,True,False,True,True,0.9170932731048728,100893950.66666278,77263999.99999702,0.0,0.0,0.0,10.900554421082791,0.1816759070180465,1.0987691801229191
210,100,20,4,100,0,True,False,True,False,0.7076654374251945,75758239.33333273,58017666.66666621,0.0,0.0,0.0,14.517232840654218,0.2419538806775703,0.9496193181027648
211,100,20,4,100,0,True,False,True,False,0.6864894930236508,67871305.33333392,51978666.666667104,0.0,0.0,0.0,16.204196966576543,0.2700699494429424,0.9565594424665932
212,100,20,4,100,0,True,False,True,False,0.5937341084065547,71201823.00000001,54528833.333333336,0.0,0.0,0.0,15.44623372915606,0.2574372288192676,0.8511713372258224
213,100,20,4,100,0,True,False,True,False,0.60271094280406,68156230.99999973,52196833.33333311,0.0,0.0,0.0,16.136455667567713,0.2689409277927952,0.8716518705968552
214,100,20,4,100,0,True,False,True,False,0.8876052285934832,53852483.666667536,41244500.000000656,0.0,0.0,0.0,20.422456405306537,0.3403742734217756,1.2279795020152589
215,100,20,4,100,0,True,False,True,False,0.7077431777061162,66307805.66666739,50781500.000000544,0.0,0.0,0.0,16.58628254912776,0.2764380424854626,0.9841812201915788
216,100,20,4,100,0,True,False,True,False,0.6650075403817727,61483224.00000178,47087333.33333469,0.0,0.0,0.0,17.887806273788897,0.2981301045631482,0.9631376449449208
217,100,20,4,100,0,True,False,True,False,0.8221421425765446,71029430.99999973,54396833.333333135,0.0,0.0,0.0,15.483722514967129,0.2580620419161188,1.0802041844926635
218,100,20,4,100,0,True,False,True,False,0.557402273815673,71381398.00000016,54666333.33333345,0.0,0.0,0.0,15.407375462161689,0.2567895910360281,0.8141918648517011
219,100,20,4,100,0,True,False,True,False,0.5652315087851458,71165907.99999973,54501333.33333312,0.0,0.0,0.0,15.45402891508114,0.2575671485846856,0.8227986573698315
220,100,20,4,100,0,True,False,False,True,0.6653293528042064,54357688.00000142,41631333.33333442,0.0,0.0,0.0,20.232648599770673,0.3372108099961778,1.0025401628003845
221,100,20,4,100,0,True,False,False,True,0.7676456860816806,54214028.000001445,41521333.333334446,0.0,0.0,0.0,20.286262441152143,0.3381043740192024,1.105750060100883
222,100,20,4,100,0,True,False,False,True,0.7359101919384067,52269829.33333451,40032666.66666757,0.0,0.0,0.0,21.04081865250351,0.3506803108750585,1.0865905028134653
223,100,20,4,100,0,True,False,False,True,0.6756826526439833,51288152.66666767,39281000.00000077,0.0,0.0,0.0,21.443548710904604,0.3573924785150767,1.03307513115906
224,100,20,4,100,0,True,False,False,True,0.8757527523470542,46928071.666667245,35942500.00000045,0.0,0.0,0.0,23.43586601665506,0.3905977669442509,1.2663505192913052
225,100,20,4,100,0,True,False,False,True,0.7107215186056894,56701740.33333476,43426166.66666775,0.0,0.0,0.0,19.396230054572616,0.3232705009095436,1.033992019515233
226,100,20,4,100,0,True,False,False,True,0.7770857130603707,53634599.333334595,41077666.666667625,0.0,0.0,0.0,20.50542026360324,0.3417570043933873,1.118842717453758
227,100,20,4,100,0,True,False,False,True,0.6901547699180416,62915035.333334416,48183666.666667506,0.0,0.0,0.0,17.480718149057296,0.2913453024842882,0.9815000724023298
228,100,20,4,100,0,True,False,False,True,0.6815442787401434,53847695.000001505,41240833.33333449,0.0,0.0,0.0,20.424272570998056,0.3404045428499676,1.0219488215901111
229,100,20,4,100,0,True,False,False,True,0.6455053752190223,57317084.00000153,43897333.33333451,0.0,0.0,0.0,19.18799637469294,0.3197999395782157,0.965305314797238
230,100,20,4,100,0,True,False,False,False,0.6653293528042064,54357688.00000142,41631333.33333442,0.0,0.0,0.0,20.232648599770673,0.3372108099961778,1.0025401628003845
231,100,20,4,100,0,True,False,False,False,0.7676456860816806,54214028.000001445,41521333.333334446,0.0,0.0,0.0,20.286262441152143,0.3381043740192024,1.105750060100883
232,100,20,4,100,0,True,False,False,False,0.7359101919384067,52269829.33333451,40032666.66666757,0.0,0.0,0.0,21.04081865250351,0.3506803108750585,1.0865905028134653
233,100,20,4,100,0,True,False,False,False,0.6756826526439833,51288152.66666767,39281000.00000077,0.0,0.0,0.0,21.443548710904604,0.3573924785150767,1.03307513115906
234,100,20,4,100,0,True,False,False,False,0.8757527523470542,46928071.666667245,35942500.00000045,0.0,0.0,0.0,23.43586601665506,0.3905977669442509,1.2663505192913052
235,100,20,4,100,0,True,False,False,False,0.7107215186056894,56701740.33333476,43426166.66666775,0.0,0.0,0.0,19.396230054572616,0.3232705009095436,1.033992019515233
236,100,20,4,100,0,True,False,False,False,0.7770857130603707,53634599.333334595,41077666.666667625,0.0,0.0,0.0,20.50542026360324,0.3417570043933873,1.118842717453758
237,100,20,4,100,0,True,False,False,False,0.6901547699180416,62915035.333334416,48183666.666667506,0.0,0.0,0.0,17.480718149057296,0.2913453024842882,0.9815000724023298
238,100,20,4,100,0,True,False,False,False,0.6815442787401434,53847695.000001505,41240833.33333449,0.0,0.0,0.0,20.424272570998056,0.3404045428499676,1.0219488215901111
239,100,20,4,100,0,True,False,False,False,0.6455053752190223,57317084.00000153,43897333.33333451,0.0,0.0,0.0,19.18799637469294,0.3197999395782157,0.965305314797238
240,100,20,4,100,0,False,True,True,True,0.930967035680437,83451232.33333157,63908166.66666532,0.0,0.0,0.0,13.178954573217544,0.219649242886959,1.150616278567396
241,100,20,4,100,0,False,True,True,True,0.8299811124235789,72916165.66666579,55841499.999999315,0.0,0.0,0.0,15.083075062225635,0.2513845843704272,1.0813656967940062
242,100,20,4,100,0,False,True,True,True,0.9224224857540904,92494629.33333065,70832666.6666646,0.0,0.0,0.0,11.890420102518153,0.1981736683753025,1.120596154129393
243,100,20,4,100,0,False,True,True,True,0.8922048682918723,82953210.99999842,63526833.33333212,0.0,0.0,0.0,13.25807629074203,0.2209679381790338,1.113172806470906
244,100,20,4,100,0,False,True,True,True,0.837547441734241,73888264.99999936,56585833.33333284,0.0,0.0,0.0,14.884636958250535,0.2480772826375089,1.0856247243717498
245,100,20,4,100,0,False,True,True,True,0.7967659459817096,83465598.33333157,63919166.666665345,0.0,0.0,0.0,13.176686227154264,0.2196114371192377,1.0163773831009473
246,100,20,4,100,0,False,True,True,True,0.8797975742870229,72387017.9999995,55436333.33333292,0.0,0.0,0.0,15.19333204194166,0.2532222006990277,1.1330197749860504
247,100,20,4,100,0,False,True,True,True,0.8491917269538833,83300389.33333169,63792666.66666538,0.0,0.0,0.0,13.2028194442055,0.2200469907367583,1.0692387176906415
248,100,20,4,100,0,False,True,True,True,0.8318627421318848,93342223.33333012,71481666.66666423,0.0,0.0,0.0,11.782449150290269,0.1963741525048378,1.0282368946367226
249,100,20,4,100,0,False,True,True,True,0.7866449277967076,84547836.99999857,64747833.33333221,0.0,0.0,0.0,13.008020536350546,0.2168003422725091,1.003445270069217
250,100,20,4,100,0,False,True,True,False,0.7517555616789204,62213495.66666813,47646500.000001125,0.0,0.0,0.0,17.677836427848167,0.2946306071308028,1.0463861688097231
251,100,20,4,100,0,False,True,True,False,0.9150834095345822,49257758.000001095,37726333.333334185,0.0,0.0,0.0,22.327447384023763,0.3721241230670627,1.287207532601645
252,100,20,4,100,0,False,True,True,False,0.7058598569739112,58047355.666668035,44456500.00000105,0.0,0.0,0.0,18.94659950257695,0.3157766583762825,1.0216365153501936
253,100,20,4,100,0,False,True,True,False,0.559751720216918,66506535.33333353,50933666.666666806,0.0,0.0,0.0,16.536720707036633,0.2756120117839439,0.8353637320008619
254,100,20,4,100,0,False,True,True,False,0.7158350225390147,57817499.66666757,44280500.000000685,0.0,0.0,0.0,19.02192253799669,0.3170320422999448,1.0328670648389595
255,100,20,4,100,0,False,True,True,False,0.7220422310844344,50464502.000000656,38650333.33333383,0.0,0.0,0.0,21.79353716796781,0.3632256194661301,1.0852678505505646
256,100,20,4,100,0,False,True,True,False,0.7560145269011334,49015930.33333389,37541166.66666709,0.0,0.0,0.0,22.43760329592413,0.3739600549320688,1.1299745818332023
257,100,20,4,100,0,False,True,True,False,0.666853121821733,56376111.00000131,43176833.333334334,0.0,0.0,0.0,19.50826299458603,0.3251377165764338,0.9919908383981668
258,100,20,4,100,0,False,True,True,False,0.5308897883942814,63688405.0000011,48775833.33333416,0.0,0.0,0.0,17.26844941398644,0.2878074902331073,0.8186972786273887
259,100,20,4,100,0,False,True,True,False,0.3959877779290557,58976357.00000115,45167833.33333423,0.0,0.0,0.0,18.648150817453487,0.3108025136242248,0.7067902915532805
260,100,20,4,100,0,False,True,False,True,0.916975117124402,83503907.66666463,63948499.99999842,0.0,0.0,0.0,13.170641120056809,0.2195106853342801,1.136485802458682
261,100,20,4,100,0,False,True,False,True,0.8405873970206688,70399721.33333339,53914666.6666667,0.0,0.0,0.0,15.622220928866922,0.2603703488144487,1.1009577458351174
262,100,20,4,100,0,False,True,False,True,0.9236705845884416,89250307.66666444,68348499.99999827,0.0,0.0,0.0,12.322646596441732,0.2053774432740288,1.1290480278624706
263,100,20,4,100,0,False,True,False,True,0.903925865443759,82534202.66666512,63205999.9999988,0.0,0.0,0.0,13.32538468253962,0.2220897447089936,1.1260156101527523
264,100,20,4,100,0,False,True,False,True,0.8890450154378933,75150078.66666584,57551999.99999934,0.0,0.0,0.0,14.634715219371234,0.2439119203228539,1.1329569357607472
265,100,20,4,100,0,False,True,False,True,0.8433341094995966,82218150.66666558,62963999.99999917,0.0,0.0,0.0,13.376608341129977,0.2229434723521662,1.066277581851763
266,100,20,4,100,0,False,True,False,True,0.8105190940389275,66681321.66666692,51067500.000000186,0.0,0.0,0.0,16.493374343984772,0.2748895723997462,1.0854086664386735
267,100,20,4,100,0,False,True,False,True,0.866404760379448,88484120.99999812,67761833.33333188,0.0,0.0,0.0,12.429348764170053,0.2071558127361675,1.0735605731156157
268,100,20,4,100,0,False,True,False,True,0.8994046460811854,90390010.3333312,69221166.66666503,0.0,0.0,0.0,12.167273750099906,0.2027878958349984,1.1021925419161838
269,100,20,4,100,0,False,True,False,True,0.8016032793450762,78047221.9999993,59770333.33333281,0.0,0.0,0.0,14.09146888021216,0.2348578146702026,1.036461094015279
270,100,20,4,100,0,False,True,False,False,0.5740420254729651,64282199.66666727,49230500.00000045,0.0,0.0,0.0,17.108935377180124,0.2851489229530021,0.8591909484259672
271,100,20,4,100,0,False,True,False,False,0.9429752816501572,52526023.00000125,40228833.3333343,0.0,0.0,0.0,20.9381928648962,0.3489698810816034,1.2919451627317604
272,100,20,4,100,0,False,True,False,False,0.7463946036918866,66391607.33333376,50845666.66666699,0.0,0.0,0.0,16.565346798703196,0.2760891133117199,1.0224837170036063
273,100,20,4,100,0,False,True,False,False,0.7605418576874412,65175286.000000246,49914333.3333335,0.0,0.0,0.0,16.874494421090777,0.2812415736848462,1.0417834313722871
274,100,20,4,100,0,False,True,False,False,0.9117002613823524,56268366.00000088,43094333.33333401,0.0,0.0,0.0,19.545618225345,0.32576030375575,1.2374605651381023
275,100,20,4,100,0,False,True,False,False,0.8811450882397958,54961060.0000012,42093333.33333425,0.0,0.0,0.0,20.010531092376603,0.33350885153961,1.2146539397794058
276,100,20,4,100,0,False,True,False,False,0.7278683726265585,43015731.00000033,32946833.33333359,0.0,0.0,0.0,25.567390683189636,0.4261231780531606,1.1539915506797191
277,100,20,4,100,0,False,True,False,False,0.6953301636732211,62563068.33333421,47914166.66666734,0.0,0.0,0.0,17.579061086650956,0.2929843514441826,0.9883145151174038
278,100,20,4,100,0,False,True,False,False,0.7842101621302777,61222241.666668065,46887500.00000106,0.0,0.0,0.0,17.96405963028918,0.299400993838153,1.0836111559684307
279,100,20,4,100,0,False,True,False,False,0.4374828395566013,58152706.333334416,44537166.66666749,0.0,0.0,0.0,18.912275444170863,0.315204590736181,0.7526874302927824
280,100,20,4,100,0,False,False,True,True,0.930967035680437,83451232.33333157,63908166.66666532,0.0,0.0,0.0,13.178954573217544,0.219649242886959,1.150616278567396
281,100,20,4,100,0,False,False,True,True,0.8299811124235789,72916165.66666579,55841499.999999315,0.0,0.0,0.0,15.083075062225635,0.2513845843704272,1.0813656967940062
282,100,20,4,100,0,False,False,True,True,0.9224224857540904,92494629.33333065,70832666.6666646,0.0,0.0,0.0,11.890420102518153,0.1981736683753025,1.120596154129393
283,100,20,4,100,0,False,False,True,True,0.8922048682918723,82953210.99999842,63526833.33333212,0.0,0.0,0.0,13.25807629074203,0.2209679381790338,1.113172806470906
284,100,20,4,100,0,False,False,True,True,0.837547441734241,73888264.99999936,56585833.33333284,0.0,0.0,0.0,14.884636958250535,0.2480772826375089,1.0856247243717498
285,100,20,4,100,0,False,False,True,True,0.7967659459817096,83465598.33333157,63919166.666665345,0.0,0.0,0.0,13.176686227154264,0.2196114371192377,1.0163773831009473
286,100,20,4,100,0,False,False,True,True,0.8797975742870229,72387017.9999995,55436333.33333292,0.0,0.0,0.0,15.19333204194166,0.2532222006990277,1.1330197749860504
287,100,20,4,100,0,False,False,True,True,0.8491917269538833,83300389.33333169,63792666.66666538,0.0,0.0,0.0,13.2028194442055,0.2200469907367583,1.0692387176906415
288,100,20,4,100,0,False,False,True,True,0.8318627421318848,93342223.33333012,71481666.66666423,0.0,0.0,0.0,11.782449150290269,0.1963741525048378,1.0282368946367226
289,100,20,4,100,0,False,False,True,True,0.7866449277967076,84547836.99999857,64747833.33333221,0.0,0.0,0.0,13.008020536350546,0.2168003422725091,1.003445270069217
290,100,20,4,100,0,False,False,True,False,0.7517555616789204,62213495.66666813,47646500.000001125,0.0,0.0,0.0,17.677836427848167,0.2946306071308028,1.0463861688097231
291,100,20,4,100,0,False,False,True,False,0.9150834095345822,49257758.000001095,37726333.333334185,0.0,0.0,0.0,22.327447384023763,0.3721241230670627,1.287207532601645
292,100,20,4,100,0,False,False,True,False,0.7058598569739112,58047355.666668035,44456500.00000105,0.0,0.0,0.0,18.94659950257695,0.3157766583762825,1.0216365153501936
293,100,20,4,100,0,False,False,True,False,0.559751720216918,66506535.33333353,50933666.666666806,0.0,0.0,0.0,16.536720707036633,0.2756120117839439,0.8353637320008619
294,100,20,4,100,0,False,False,True,False,0.7158350225390147,57817499.66666757,44280500.000000685,0.0,0.0,0.0,19.02192253799669,0.3170320422999448,1.0328670648389595
295,100,20,4,100,0,False,False,True,False,0.7220422310844344,50464502.000000656,38650333.33333383,0.0,0.0,0.0,21.79353716796781,0.3632256194661301,1.0852678505505646
296,100,20,4,100,0,False,False,True,False,0.7560145269011334,49015930.33333389,37541166.66666709,0.0,0.0,0.0,22.43760329592413,0.3739600549320688,1.1299745818332023
297,100,20,4,100,0,False,False,True,False,0.666853121821733,56376111.00000131,43176833.333334334,0.0,0.0,0.0,19.50826299458603,0.3251377165764338,0.9919908383981668
298,100,20,4,100,0,False,False,True,False,0.5308897883942814,63688405.0000011,48775833.33333416,0.0,0.0,0.0,17.26844941398644,0.2878074902331073,0.8186972786273887
299,100,20,4,100,0,False,False,True,False,0.3959877779290557,58976357.00000115,45167833.33333423,0.0,0.0,0.0,18.648150817453487,0.3108025136242248,0.7067902915532805
300,100,20,4,100,0,False,False,False,True,0.6146517197855785,46592865.00000087,35685833.333334,0.0,0.0,0.0,23.60447248736431,0.3934078747894051,1.0080595945749835
301,100,20,4,100,0,False,False,False,True,0.8806631063469125,40128165.00000035,30735833.333333597,0.0,0.0,0.0,27.407183956704483,0.456786399278408,1.3374495056253206
302,100,20,4,100,0,False,False,False,True,0.8898279026598507,43753185.66666726,33511500.00000045,0.0,0.0,0.0,25.136455397300747,0.4189409232883457,1.3087688259481964
303,100,20,4,100,0,False,False,False,True,0.5907086478808522,46485120.00000079,35603333.33333394,0.0,0.0,0.0,23.659183842054865,0.3943197307009143,0.9850283785817666
304,100,20,4,100,0,False,False,False,True,0.862318037121562,35351470.00000002,27078333.33333336,0.0,0.0,0.0,31.110446043686423,0.5185074340614404,1.3808254711830024
305,100,20,4,100,0,False,False,False,True,0.8175546129764115,40279008.00000045,30851333.333333693,0.0,0.0,0.0,27.30454533537638,0.4550757555896063,1.272630368566018
306,100,20,4,100,0,False,False,False,True,0.8972572696997249,40575905.33333361,31078666.666666873,0.0,0.0,0.0,27.104755666326454,0.4517459277721076,1.3490031974718324
307,100,20,4,100,0,False,False,False,True,0.5632117496538835,45184997.00000068,34607833.33333385,0.0,0.0,0.0,24.339937435427593,0.4056656239237932,0.9688773735776768
308,100,20,4,100,0,False,False,False,True,0.5723327402941345,51290547.00000103,39282833.333334126,0.0,0.0,0.0,21.442547688172983,0.3573757948028831,0.9297085350970176
309,100,20,4,100,0,False,False,False,True,0.5657648945673461,50763793.666667946,38879500.000000976,0.0,0.0,0.0,21.66504747895035,0.3610841246491725,0.9268490192165186
310,100,20,4,100,0,False,False,False,False,0.6146517197855785,46592865.00000087,35685833.333334,0.0,0.0,0.0,23.60447248736431,0.3934078747894051,1.0080595945749835
311,100,20,4,100,0,False,False,False,False,0.8806631063469125,40128165.00000035,30735833.333333597,0.0,0.0,0.0,27.407183956704483,0.456786399278408,1.3374495056253206
312,100,20,4,100,0,False,False,False,False,0.8898279026598507,43753185.66666726,33511500.00000045,0.0,0.0,0.0,25.136455397300747,0.4189409232883457,1.3087688259481964
313,100,20,4,100,0,False,False,False,False,0.5907086478808522,46485120.00000079,35603333.33333394,0.0,0.0,0.0,23.659183842054865,0.3943197307009143,0.9850283785817666
314,100,20,4,100,0,False,False,False,False,0.862318037121562,35351470.00000002,27078333.33333336,0.0,0.0,0.0,31.110446043686423,0.5185074340614404,1.3808254711830024
315,100,20,4,100,0,False,False,False,False,0.8175546129764115,40279008.00000045,30851333.333333693,0.0,0.0,0.0,27.30454533537638,0.4550757555896063,1.272630368566018
316,100,20,4,100,0,False,False,False,False,0.8972572696997249,40575905.33333361,31078666.666666873,0.0,0.0,0.0,27.104755666326454,0.4517459277721076,1.3490031974718324
