int(self),self.cycle,self.current_date,self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.payback_process,100 * self.avg_statisfied_day,self.monthly_revenue,self.monthly_cost,self.monthly_profit,self.monthly_renew_charge / 1000,self.monthly_energy_consumption / 1000,self.self_consumption,self.self_sufficiency
0,3167,date ('2024-01-11 23:55:00'),50,20,2,500,0,4505681530.279789,87.49859791207827,100338544.16666739,12663740.978486428,87674803.18818097,23732.980407440828,29907.166666666883,0.9350346151260615,0.7935549586478376
0,3455,date ('2024-01-12 23:55:00'),50,20,2,500,0,4419440994.063729,95.02047749201094,103149475.00000094,16908938.783941176,86240536.21605977,22498.974889893503,30745.000000000284,0.8214713559842615,0.731792970886105
0,3743,date ('2024-01-13 23:55:00'),50,20,2,500,0,4336221838.130414,96.59232763726679,105253060.00000143,22033904.06668633,83219155.9333151,20624.77172603553,31372.000000000426,0.7482022873001849,0.6574261037241889
0,4031,date ('2024-01-14 23:55:00'),50,20,2,500,0,4246337038.1914935,95.18392428401641,120980740.83333543,31095940.894414805,89884799.93892063,20889.941893078696,36059.83333333396,0.8546990043714684,0.5793133234969194
0,4319,date ('2024-01-15 23:55:00'),50,20,2,500,0,4173577765.319823,89.87548972790007,88172195.83333294,15412922.961662224,72759272.87167072,18764.92819505662,26280.83333333322,0.752813446452765,0.7140157222966053
0,4607,date ('2024-01-16 23:55:00'),50,20,2,500,0,4083002381.0107446,85.92192241513268,106095724.16666755,15520339.857589416,90575384.30907814,24054.837469860144,31623.16666666693,0.8588088779865611,0.7606713686651646
0,4895,date ('2024-01-17 23:55:00'),50,20,2,500,0,3967899584.3595724,88.64285520924349,136259410.83333716,21156614.18216521,115102796.65117195,30294.76020066771,40613.83333333448,0.9654795870350973,0.7459222071461742
0,5183,date ('2024-01-18 23:55:00'),50,20,2,500,0,3872484165.3264704,86.87723502946929,109226498.33333468,13811079.300232554,95415419.03310212,25822.196697462176,32556.333333333732,0.9296668044970704,0.7931543283169232
0,5471,date ('2024-01-19 23:55:00'),50,20,2,500,0,3778468780.9632287,92.74721501475182,106077271.66666791,12061887.303426158,94015384.36324173,25737.210849149033,31617.666666667035,0.8715714595857098,0.814013605763088
0,5759,date ('2024-01-20 23:55:00'),50,20,2,500,0,3684512798.068845,90.61073282799715,123422621.66666865,29466638.772284925,93955982.89438374,22412.944636919427,36787.66666666726,0.9755112997378625,0.6092515961939889
0,6047,date ('2024-01-21 23:55:00'),50,20,2,500,0,3586811534.0830665,98.17672510722576,116318409.16666883,18617145.180890463,97701263.98577836,25590.46347117726,34670.16666666731,0.9691296583933812,0.7381119253684038
0,6335,date ('2024-01-22 23:55:00'),50,20,2,500,0,3488394596.4421787,94.23278646877911,120211886.6666688,21794949.02578107,98416937.64088774,25200.05871525214,35830.66666666731,0.9879705301272583,0.7033097918519989
0,6623,date ('2024-01-23 23:55:00'),50,20,2,500,0,3394340718.0732803,86.01132662310219,113661249.16666766,19607370.797769066,94053878.3688986,24315.190842149244,33878.16666666696,0.9952293647875976,0.7177245180174754
0,6911,date ('2024-01-24 23:55:00'),50,20,2,500,0,3307535628.2627664,95.40803182945274,103137173.33333421,16332083.522820158,86805089.81051405,22776.838365306354,30741.333333333594,0.854795013277057,0.7409190134446402
0,7199,date ('2024-01-25 23:55:00'),50,20,2,500,0,3218613951.8215723,86.65764704775766,106526282.50000098,17604606.05880715,88921676.44119383,23165.95938239424,31751.50000000029,0.8297892314867324,0.7296020465928863
0,7487,date ('2024-01-26 23:55:00'),50,20,2,500,0,3137787948.0802464,90.19697063101759,95866888.33333349,15040884.592007548,80826003.74132594,21239.99889766982,28574.333333333383,0.762860826282728,0.7433243901054483
0,7775,date ('2024-01-27 23:55:00'),50,20,2,500,0,3029911048.388272,96.16354733596941,121614276.66666865,13737376.974694187,107876899.69197448,29550.499931009745,36248.66666666726,0.9663298717831481,0.8152161899566676
0,8063,date ('2024-01-28 23:55:00'),50,20,2,500,0,2946188913.8818564,88.26745365790872,101359582.50000109,17637447.99358555,83722134.50641555,21609.93110773422,30211.500000000324,0.9090544871316095,0.7152882547286296
0,8351,date ('2024-01-29 23:55:00'),50,20,2,500,0,2849292228.0508165,95.78141487165533,109460230.00000094,12563544.168961124,96896685.83103982,26500.71408705301,32626.000000000284,0.9669057674312751,0.8122575273417759
0,8639,date ('2024-01-30 23:55:00'),50,20,2,500,0,2762122531.10643,84.74145304829243,100510767.50000097,13341070.555614602,87169696.94438636,23453.747817334388,29958.500000000287,0.7819737846699341,0.7828745704001924
