int(self),self.cycle,self.current_date,self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.payback_process,100 * self.avg_statisfied_day,self.monthly_revenue,self.monthly_cost,self.monthly_profit,self.monthly_renew_charge / 1000,self.monthly_energy_consumption / 1000,self.self_consumption,self.self_sufficiency
0,287,date ('2024-01-01 23:55:00'),50,20,2,500,0,5414715118.468368,76.73801472000793,96838720.00000061,19753838.468368117,77084881.5316325,19229.54166176921,28864.000000000186,0.7516697176041778,0.6662119478162795
0,575,date ('2024-01-02 23:55:00'),50,20,2,500,0,5314631790.12252,81.79747862178827,112148144.16666833,12064815.820821358,100083328.34584698,27545.281606886958,33427.16666666716,0.896104391090745,0.8240387790435888
0,863,date ('2024-01-03 23:55:00'),50,20,2,500,0,5229877182.01601,89.52746369741136,101679425.83333433,16924817.72682444,84754608.1065099,22053.058617134386,30306.83333333363,0.7607199086829285,0.7276596130839855
0,1151,date ('2024-01-04 23:55:00'),50,20,2,500,0,5139927854.017955,93.03248836571095,104601071.66666797,14651743.668612193,89949327.99805577,24033.249714358426,31177.66666666706,0.9485256252355534,0.7708482476032457
0,1439,date ('2024-01-05 23:55:00'),50,20,2,500,0,5061607025.348257,90.864389003702,96654195.00000049,18333366.330303047,78320828.66969743,19867.793071268967,28809.000000000142,0.7898394419973056,0.6896384140813242
0,1727,date ('2024-01-06 23:55:00'),50,20,2,500,0,4958218514.775376,100.0,120703953.33333576,17315442.760455333,103388510.57288043,27532.916824244843,35977.333333334056,0.9226385929394566,0.7652850912864846
0,2015,date ('2024-01-07 23:55:00'),50,20,2,500,0,4860908506.336748,91.43000036271106,118563463.33333525,21253454.894707065,97310008.43862818,24972.997773853484,35339.3333333339,0.9794508050306152,0.7066629564937958
0,2303,date ('2024-01-08 23:55:00'),50,20,2,500,0,4777687540.057372,86.71674041517814,112308065.83333449,29087099.55395825,83220966.27937624,19285.34274249635,33474.83333333368,0.9868919841981886,0.5761146754774826
0,2591,date ('2024-01-09 23:55:00'),50,20,2,500,0,4684103792.528888,89.91979081719333,115186655.83333486,21602908.30485062,93583747.52848424,23795.949501455536,34332.83333333379,0.9937310409050322,0.6930960014404642
0,2879,date ('2024-01-10 23:55:00'),50,20,2,500,0,4593356333.46797,92.34835920399917,103826066.66666743,13078607.60574948,90747459.06091796,24570.00767573613,30946.666666666893,0.9806041504617038,0.7939468227833677
