int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,50,35,2,400,0,1.0,80257451.59564684,34182500.00000042,17390649.062459018,1.0000000000000007,0.508758840414212,54.74631841211264,0.9124386402018774,2.319445712533247
1,50,35,2,400,0,1.0,73977115.26231198,29373666.66666675,17390649.062459,0.9999999999999996,0.5920489688879705,59.39404347439382,0.9899007245732303,2.4635398996836066
2,50,35,2,400,0,1.0,66135882.1807082,26009499.999999847,15708056.863856604,0.9032473030443358,0.60393536453437,66.4359475540748,0.8982868832800163,2.381435174907512
3,50,35,2,400,0,1.0,75313153.26231204,30396666.666666746,17390649.062458992,0.9999999999999991,0.5721235572691835,58.34040681707495,0.9723401136179158,2.4300389594332628
4,50,35,2,400,0,1.0,73313711.95999777,29183000.000000153,17188407.65901928,0.9883706811221725,0.5889870013027855,59.9314900655609,0.9988581677593483,2.4700477688015767
5,50,35,2,400,0,1.0,83061115.06868447,36353166.666667014,17375408.850829564,0.9991236548115768,0.4779613564383497,52.8983989242945,0.8816399820715749,2.2640090672222546
6,50,35,2,400,0,1.0,75950045.92897916,30884333.333333515,17390649.062458992,0.9999999999999991,0.5630896699230102,57.85118292237295,0.9641863820395492,2.4146581179779574
7,50,35,2,400,0,1.0,72310440.89783546,28374499.999999985,17214093.329023384,0.9898476627984661,0.6066747723844788,60.76300940009237,0.987363693794235,2.472703511701818
8,50,35,2,400,0,1.0,82826571.26231433,36149666.66666728,17390649.06245903,1.000000000000001,0.48107356626041914,53.0481937503449,0.8841365625057483,2.268995415514084
9,50,35,2,400,0,1.0,76778485.2623127,31518666.6666669,17390649.062459007,1.0,0.5517571300327493,57.22696905244535,0.9537828175407558,2.395188521566955
10,50,30,2,400,0,1.0,83142062.26231402,36389833.33333386,17390649.062458966,0.9999999999999977,0.47789856312776136,52.84689699105031,0.8807816165175051,2.263100467019714
11,50,30,2,400,0,0.9886731289964341,73207872.40201624,28807166.666666627,17375408.850829598,0.9991236548115787,0.6031627147467803,60.018135424995485,0.9996977885918121,2.4709010893856704
12,50,30,2,400,0,1.0,76100227.06868364,31021833.33333347,17375408.85082959,0.9991236548115782,0.560102578855629,57.737015633795835,0.9622835938965972,2.4103656569811003
13,50,30,2,400,0,1.0,73248676.92897832,28814499.999999978,17390649.06245898,0.9999999999999986,0.6035381166585918,59.984701215289036,0.9997450202548173,2.4825755135816907
14,50,30,2,400,0,1.0,75044426.92897901,30189500.00000016,17390649.06245897,0.9999999999999979,0.5760495888457536,58.54931778156199,0.9758219630260332,2.436661634102636
15,50,30,2,400,0,1.0,76453003.53182773,31680000.000000287,17128073.954039354,0.9849013623656824,0.5406589000643687,57.47060019912548,0.9578433366520913,2.390370456703586
16,50,30,2,400,0,1.0,81552954.34417447,35189000.00000035,17380488.21091903,0.9994157290217586,0.49391821907183664,53.876650273845776,0.897944171230763,2.2930787464882325
17,50,30,2,400,0,1.0,84415746.73535226,37389000.000000596,17375408.85082956,0.9991236548115766,0.4647198066497976,52.04953068501296,0.8674921780835494,2.2392680234033877
18,50,30,2,400,0,1.0,79238665.83561234,34041333.33333382,16982520.49891509,0.9765317233371733,0.49887941616803644,55.45020166184182,0.9241700276973636,2.323273560631793
19,50,30,2,400,0,1.0,75310197.92897835,30392999.99999997,17390649.06245907,1.0000000000000036,0.5721925792932283,58.34269621948935,0.9723782703248225,2.4301323337594054
20,50,40,2,400,0,1.0,70838705.26231146,26971999.999999903,17390649.06245898,0.9999999999999986,0.6447667604352307,62.025413701874186,0.9668065115374644,2.482619919885649
21,50,40,2,400,0,1.0,83665148.92898047,36793166.66666713,17390649.062458992,0.9999999999999991,0.4726597528288886,52.51649051302946,0.8752748418838243,2.2534026441469353
22,50,40,2,400,0,1.0,79937171.92898019,33938666.66666709,17390649.06245898,0.9999999999999986,0.5124140330338679,54.96566733563768,0.9160944555939614,2.3260256820210556
23,50,40,2,400,0,1.0,83902087.06868505,36998500.000000454,17375408.850829627,0.9991236548115804,0.46962468345552966,52.36818479143538,0.8728030798572564,2.2485028266216798
24,50,40,2,400,0,1.0,86497645.2623154,38962000.000000864,17390649.062458966,0.9999999999999977,0.4463489826615312,50.7967585322725,0.8466126422045417,2.203691828333767
25,50,40,2,400,0,1.0,75045448.06868325,30217000.000000037,17375408.850829612,0.9991236548115795,0.5750209766300292,58.548521103887566,0.9758086850647928,2.435825466368816
26,50,40,2,400,0,1.0,81311519.2623142,34991000.000000596,17390649.06245898,0.9999999999999986,0.49700348839583564,54.03662408305797,0.9006104013842996,2.298213192100968
27,50,40,2,400,0,1.0,86197552.60832155,38732833.3333341,17390258.146242864,0.9999775214706053,0.4489797582475467,50.97360501597142,0.8495600835995237,2.208743890197561
28,50,40,2,400,0,1.0,90469844.26231602,42003500.00000107,17390649.062458977,0.9999999999999982,0.41402857053480147,48.56645919783215,0.8094409866305359,2.140663843058377
