int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,50,45,4,500,0,1.0,84112495.9112235,30316000.000000123,21738311.328073606,0.9999999999999919,0.7170573732706662,65.2911311274881,0.9155910016302001,2.489236900246733
1,50,45,4,500,0,1.0,93282792.57789221,37337666.66666733,21738311.328073613,0.9999999999999923,0.5822086185015997,58.872594272028074,0.9812099045338012,2.446976799335081
2,50,45,4,500,0,1.0,91960395.91918916,36355000.00000055,21719261.06353687,0.9991236548115718,0.5974215668693864,59.71918612470914,0.9953197687451524,2.4732570222406616
3,50,45,4,500,0,1.0,89286650.2445581,34277833.333333835,21738311.328073572,0.9999999999999905,0.6341798536879495,61.50751523276816,0.9751877583284384,2.482531641278798
4,50,45,4,500,0,1.0,84124467.5778902,30325166.6666668,21738311.328073632,0.9999999999999931,0.7168406217522368,65.28183961360807,0.9157327997175755,2.489205297119365
5,50,45,4,500,0,1.0,90487880.9191896,35227500.00000068,21719261.063536767,0.9991236548115672,0.6165427879791738,60.69100021144781,0.9885493928035656,2.481783623186905
6,50,45,4,500,0,1.0,89373159.43021774,34364000.00000044,21725610.26364863,0.9994157290217501,0.6322200635446499,61.44797873334643,0.9761558930004098,2.48193194383613
7,50,45,4,500,0,1.0,80423685.97890162,29386500.000000052,20530462.166374482,0.9444368450027932,0.6986358418448759,68.2858530189815,0.87101371993742,2.429922393413321
8,50,45,4,500,0,1.0,83026049.65699965,31595666.666666884,20392439.721977644,0.9380875733269114,0.6454188777567863,66.14550520815975,0.9026457673006623,2.4189808695060915
9,50,45,4,500,0,1.0,85890760.91918778,31707500.00000016,21719261.063536875,0.9991236548115721,0.6849881278415758,63.93935670411724,0.9364530001449316,2.484443502418192
10,50,45,8,500,0,1.0,76193081.36679941,28086666.66666669,19294238.506653253,0.8875684139151993,0.6869536615233767,72.07741046148335,0.8176751287703439,2.367238057989045
11,50,45,8,500,0,1.0,90457792.43021737,35194500.000000305,21725610.263648666,0.9994157290217519,0.6173012903620871,60.71118753242388,0.9882168460187213,2.482057878308391
12,50,45,8,500,0,1.0,94092077.24455848,37957333.33333387,21738311.32807368,0.9999999999999953,0.5727038603363436,58.3662318956573,0.9727705315942884,2.4309336198633633
13,50,45,8,500,0,1.0,81594454.26701717,28909833.333333448,21405667.122344118,0.9846977899658621,0.7404285896613274,67.30604486952177,0.885354265128902,2.477697136857964
14,50,45,8,500,0,1.0,81754740.75034942,29535000.00000015,21085422.523352195,0.9699659833338381,0.713913070030543,67.17408617036718,0.8873035778682387,2.458434033892673
15,50,45,8,500,0,1.0,86336831.57789087,32019166.66666701,21738311.32807362,0.9999999999999927,0.6789155868539173,63.609005561495955,0.9416231922179688,2.4847556617011026
