air_temp,ghi,wind_speed_100m,time,day,season
22.666666666666668,0.0,4.7555555555555555,00:00,1,Winter
22.555555555555554,0.0,4.7444444444444445,00:05,1,Winter
22.555555555555554,0.0,4.7444444444444445,00:10,1,Winter
22.555555555555554,0.0,4.7444444444444445,00:15,1,Winter
22.555555555555554,0.0,4.7444444444444445,00:20,1,Winter
22.555555555555554,0.0,4.7444444444444445,00:25,1,Winter
22.555555555555554,0.0,4.7555555555555555,00:30,1,Winter
22.444444444444443,0.0,4.722222222222222,00:35,1,Winter
22.444444444444443,0.0,4.7444444444444445,00:40,1,Winter
22.444444444444443,0.0,4.733333333333333,00:45,1,Winter
22.333333333333332,0.0,4.7444444444444445,00:50,1,Winter
22.333333333333332,0.0,4.7444444444444445,00:55,1,Winter
22.333333333333332,0.0,4.7555555555555555,01:00,1,Winter
22.333333333333332,0.0,4.7555555555555555,01:05,1,Winter
22.333333333333332,0.0,4.733333333333333,01:10,1,Winter
22.333333333333332,0.0,4.722222222222222,01:15,1,Winter
22.333333333333332,0.0,4.733333333333333,01:20,1,Winter
22.333333333333332,0.0,4.7,01:25,1,Winter
22.333333333333332,0.0,4.688888888888889,01:30,1,Winter
22.222222222222225,0.0,4.711111111111111,01:35,1,Winter
22.222222222222225,0.0,4.711111111111111,01:40,1,Winter
22.222222222222225,0.0,4.688888888888889,01:45,1,Winter
22.222222222222225,0.0,4.677777777777778,01:50,1,Winter
22.222222222222225,0.0,4.677777777777777,01:55,1,Winter
22.222222222222225,0.0,4.655555555555555,02:00,1,Winter
22.222222222222225,0.0,4.666666666666667,02:05,1,Winter
22.111111111111114,0.0,4.655555555555556,02:10,1,Winter
22.111111111111114,0.0,4.666666666666667,02:15,1,Winter
22.111111111111114,0.0,4.655555555555556,02:20,1,Winter
22.111111111111114,0.0,4.644444444444445,02:25,1,Winter
22.111111111111114,0.0,4.633333333333333,02:30,1,Winter
22.0,0.0,4.622222222222223,02:35,1,Winter
22.0,0.0,4.611111111111111,02:40,1,Winter
22.0,0.0,4.6000000000000005,02:45,1,Winter
22.0,0.0,4.588888888888889,02:50,1,Winter
22.0,0.0,4.588888888888889,02:55,1,Winter
21.777777777777775,0.0,4.6000000000000005,03:00,1,Winter
21.777777777777775,0.0,4.577777777777778,03:05,1,Winter
21.777777777777775,0.0,4.566666666666666,03:10,1,Winter
21.777777777777775,0.0,4.5777777777777775,03:15,1,Winter
21.777777777777775,0.0,4.566666666666666,03:20,1,Winter
21.777777777777775,0.0,4.544444444444444,03:25,1,Winter
21.777777777777775,0.0,4.566666666666666,03:30,1,Winter
21.777777777777775,0.0,4.566666666666666,03:35,1,Winter
21.777777777777775,0.0,4.544444444444444,03:40,1,Winter
21.777777777777775,0.0,4.544444444444444,03:45,1,Winter
21.777777777777775,0.0,4.577777777777778,03:50,1,Winter
21.777777777777775,0.0,4.577777777777778,03:55,1,Winter
21.666666666666668,0.0,4.577777777777778,04:00,1,Winter
21.666666666666668,0.0,4.555555555555555,04:05,1,Winter
21.666666666666668,0.0,4.544444444444444,04:10,1,Winter
21.666666666666668,0.0,4.533333333333333,04:15,1,Winter
21.666666666666668,0.0,4.511111111111111,04:20,1,Winter
21.666666666666668,0.0,4.488888888888889,04:25,1,Winter
21.666666666666668,0.0,4.466666666666666,04:30,1,Winter
21.555555555555554,0.0,4.455555555555556,04:35,1,Winter
21.555555555555554,0.0,4.433333333333334,04:40,1,Winter
21.666666666666668,0.0,4.411111111111111,04:45,1,Winter
21.666666666666668,0.0,4.4111111111111105,04:50,1,Winter
21.666666666666668,0.0,4.388888888888889,04:55,1,Winter
21.444444444444443,0.0,4.377777777777777,05:00,1,Winter
21.444444444444443,0.0,4.366666666666667,05:05,1,Winter
21.444444444444443,0.0,4.377777777777777,05:10,1,Winter
21.444444444444443,0.0,4.388888888888889,05:15,1,Winter
21.555555555555554,0.0,4.4111111111111105,05:20,1,Winter
21.555555555555554,0.0,4.3999999999999995,05:25,1,Winter
21.555555555555554,0.0,4.433333333333334,05:30,1,Winter
21.555555555555554,0.0,4.433333333333333,05:35,1,Winter
21.555555555555554,0.0,4.433333333333333,05:40,1,Winter
21.555555555555554,0.0,4.455555555555555,05:45,1,Winter
21.555555555555554,0.0,4.477777777777778,05:50,1,Winter
21.555555555555554,0.5555555555555556,4.5,05:55,1,Winter
21.555555555555554,2.3333333333333335,4.511111111111111,06:00,1,Winter
21.555555555555554,5.111111111111112,4.5,06:05,1,Winter
21.555555555555554,9.11111111111111,4.477777777777778,06:10,1,Winter
21.555555555555554,14.777777777777779,4.466666666666667,06:15,1,Winter
21.666666666666668,20.555555555555557,4.477777777777778,06:20,1,Winter
21.666666666666668,28.11111111111111,4.444444444444445,06:25,1,Winter
21.666666666666668,34.0,4.444444444444445,06:30,1,Winter
21.666666666666668,41.77777777777778,4.4111111111111105,06:35,1,Winter
21.666666666666668,50.888888888888886,4.3999999999999995,06:40,1,Winter
21.555555555555557,61.77777777777778,4.388888888888889,06:45,1,Winter
21.555555555555557,70.8888888888889,4.377777777777777,06:50,1,Winter
21.555555555555557,81.55555555555556,4.355555555555555,06:55,1,Winter
21.555555555555557,93.33333333333333,4.344444444444444,07:00,1,Winter
21.555555555555557,103.44444444444444,4.333333333333333,07:05,1,Winter
21.555555555555557,112.22222222222223,4.322222222222222,07:10,1,Winter
21.555555555555557,122.55555555555556,4.2555555555555555,07:15,1,Winter
21.555555555555557,134.33333333333334,4.233333333333333,07:20,1,Winter
21.444444444444443,145.88888888888889,4.222222222222222,07:25,1,Winter
