nb_electrical,nb_activeCS_Cparking,nb_activeCS_Cparking_fast,nb_solar,avg_statisfied_day,self_consumption,self_sufficiency,payback_period_norm,metric
199,31,7,326,0.8855275473667934,1.0000000000000027,0.29889557287110885,0.6562451247976934,1.7808891304613739
199,31,6,608,0.37372710166189066,0.8613748523401862,0.5315275265796848,0.9185949553815949,1.7175440783072333
199,31,6,326,0.7986266306586186,0.9996404193038819,0.3644152448571038,0.7480583119203984,1.8382171384647
190,44,3,258,0.6055646145772973,1.000000000000003,0.17712261626936113,0.4470925706651324,1.1943552782579188
124,44,3,258,0.8378616258357641,1.0000000000000029,0.1969467113175955,0.48532890519469535,1.4807479000845358
190,46,3,258,0.5663797683778309,1.0000000000000024,0.15317310569278464,0.3983458654910805,1.087264118423139
190,44,2,258,0.6184708260960287,1.0000000000000004,0.17620950791407544,0.44528652806075714,1.2047249604880461
190,44,3,676,0.6387071098319016,0.9978939734680564,0.41542678802619476,0.8126060808594041,1.7836546211122615
190,46,2,676,0.6044546933615371,0.9990791759161174,0.40201442653897757,0.795574265641246,1.7216405002339652
124,44,2,676,0.8132731848269406,0.9953992226722734,0.5798634166264377,0.9835191668760364,2.260683085004127
124,46,3,676,0.7721349227603174,0.9984557974067472,0.4924851962137589,0.897150275601927,2.0632733553332514
124,46,2,258,0.7611707463342123,1.0000000000000004,0.19518747316379903,0.48201289783916024,1.3993336227044118
124,46,2,676,0.7791454273731113,0.9978939734680597,0.47572649220306895,0.8801614698002317,2.0398880909357984
153,21,9,783,1.0,0.6195266419087394,0.670767466290491,0.49616299112510354,2.032776964157496
87,21,9,783,0.9731844523961134,0.7210277677055065,0.7517762191076964,0.5813654780553448,2.1559709057376155
153,38,9,783,0.8704888934817134,0.97332528295031,0.6310681798689644,0.9508592779251129,2.326202715301998
153,21,8,783,0.8128984966209628,0.862986927449534,0.7254446614521377,0.7652774594514735,2.1585316852341467
153,21,9,851,0.9096710599222838,0.7168933049720654,0.7735478367285387,0.564663433648011,2.0931727629531256
153,38,8,851,0.9568323818656617,0.9584840729762625,0.6234520219171923,0.9416540754518001,2.3972480748512157
87,21,8,851,0.865102632812631,0.6532885985262636,0.8169065577912338,0.4644390504028618,1.98306692944848
87,38,9,851,0.9570353267282984,0.8576869861313059,0.728862666374287,0.7571561544460113,2.2972816142737393
87,38,8,783,0.9813692591444942,0.9164748900122174,0.5968552458884039,0.9191377946651644,2.377991250520382
87,38,8,851,0.8710453357392314,0.9477875936884866,0.6895722894852824,0.8809936589231059,2.303696826250563
78,36,5,433,0.8575594741134935,0.9991236548115784,0.4130854056652906,0.808979960641814,1.99700775928754
162,36,5,433,0.546689043414446,0.9999999999999964,0.35064840142513637,0.7294459019532603,1.5566536665078154
78,23,5,433,0.9426112049065468,0.9991236548115773,0.5505736361008584,0.9534231314496588,2.336493245236892
78,36,4,433,0.8488536189698764,0.9999999999999969,0.4036950694815791,0.7970197188437463,1.9688293933988863
78,36,5,501,0.9746743543783303,0.9302129206777432,0.6154611952967883,0.9180931587920051,2.385136469407766
78,23,4,501,0.8850173757112645,0.9216247946257611,0.667101338547136,0.8689834637728923,2.2876819103218655
162,36,4,501,0.5788562114689836,0.9999999999999915,0.38356659389354636,0.7721466586928112,1.6578561452766318
162,23,5,501,0.7888385977492441,0.9999999999999948,0.5877015851727566,0.9859408546799985,2.244940720567448
162,23,4,433,0.8249576663605139,0.9998246662968281,0.5622138652251943,0.9634590368449271,2.2381877953855964
162,23,4,501,0.4515766594047278,0.9999999999999964,0.4240025425877932,0.8210024039019024,1.6117810973768647
68,31,9,214,0.9670996125220618,0.9991236548115769,0.2557222220696264,0.5893076701973227,1.7609850603750856
59,31,9,214,0.9115996973365037,0.9999999999999994,0.33078526854679124,0.7026062693600497,1.8788341815339864
68,21,9,214,0.9678673847866663,0.9991236548115787,0.3005607717366113,0.6595050091673982,1.8678210113433535
68,31,6,214,0.9013176797502628,0.999977521470606,0.3414150641540258,0.7173296820492188,1.8917794131227021
68,31,9,370,0.9655810876263615,0.9969003205860313,0.5108436134379783,0.9173881214901091,2.2916440998668532
68,21,6,370,0.7472353455174724,1.0000000000000029,0.43939971636329966,0.8387797650796045,1.9375348836877166
59,31,6,370,0.7860985446708506,0.9999775214706064,0.46441410580949644,0.8664679509925854,2.024097780311033
59,21,9,370,0.9299464152911937,1.0000000000000002,0.5800087874179584,0.9793375308001341,2.3732909760256944
59,21,6,214,0.8580267653171565,0.9999999999999994,0.2544833813080324,0.5867198873152731,1.6483333576788555
59,21,6,370,0.9142078460641142,0.9744774575739195,0.54041389397902,0.9678577063174263,2.3143966675647567
143,46,5,564,0.6855284687116632,0.9991236548115687,0.4538228957722815,0.8555000800510731,1.9040868653805614
134,46,5,564,0.7850199897934836,0.9999999999999881,0.40107323069232254,0.7937600680113991,1.8996386423587408
143,36,5,564,0.6313104727479897,0.9999999999999881,0.47060237490332046,0.872906778805039,1.8806991514756852
143,46,2,564,0.6747448779830343,0.9999999999999886,0.43538379222420065,0.8341122779494513,1.8571641897118463
143,46,5,720,0.8086795105456306,0.9953052418051862,0.4484811179776826,0.8527603631858073,2.020224768113584
143,36,2,720,0.6909767067103597,0.9950440084882829,0.5850896958088729,0.9884477469575879,2.1474962103150457
134,46,2,720,0.8238308662890736,0.9939312350787157,0.49855565766446847,0.9074466389561369,2.1301220313767852
134,36,5,720,0.5835443179211409,0.9941924683956203,0.5873601260692655,0.9912926360150399,2.044725054791593
134,36,2,564,0.6366676916128471,0.9999999999999936,0.49152879707204045,0.8948257368722103,1.9247164661426899
134,36,2,720,0.638017622208542,0.9941924683956191,0.5967131258270452,0.9994464682832586,2.1148345911534365
181,23,7,389,0.7894175659608453,1.0,0.3711804950543576,0.7564531185919645,1.842815080596296
171,23,7,389,0.897994672746989,1.0000000000000002,0.4805161393679615,0.8835198555275496,2.165927439768908
181,44,7,389,0.5521185689315689,1.0000000000000027,0.2664168209896113,0.6059057987232543,1.3711578244465121
181,23,8,389,0.8994296175558891,0.9942076269499828,0.4929331666406926,0.9016199433854754,2.1953960942539186
181,23,7,895,0.8813571390352434,0.7186390027392008,0.8099809431121838,0.5486944980335701,2.0780363915585607
181,44,8,895,0.6692268745283112,0.9830729140515586,0.4924877337759723,0.9110991314512454,1.9743161930003343
171,23,8,895,0.9222560364901022,0.9045076355647055,0.8277019627130837,0.7531809165850328,2.3375985232456022
171,44,7,895,0.6242675411956479,0.9830729140515538,0.5553102628649128,0.9732165643126213,2.0417323158001994
171,44,8,389,0.642939912574214,1.0000000000000007,0.24195952482784494,0.565581286633999,1.402088819070489
171,44,8,895,0.6126610220939498,0.9819796364004723,0.5506624626540294,0.9699247225686626,2.023115714785836
106,38,3,739,0.8757138391770596,0.9887462705072714,0.5988736223300193,0.9931987023591198,2.348011439400195
96,38,3,739,0.7959774787300312,0.9790822202531647,0.6484428632636273,0.9431900502300885,2.2579218195710213
106,29,3,739,0.7020144742459336,0.9257420424410427,0.6824692207812169,0.8625801173296703,2.1105699682005774
106,38,4,739,0.696987427653732,0.9918540082130309,0.6497074302616312,0.9551710531465123,2.171924425009549
106,38,3,545,0.770646962694426,0.9999999999999927,0.47453422637685255,0.8771074463042229,2.027381790100131
106,29,4,545,0.5980724206661517,0.9960328915639868,0.5776076473746086,0.9809316847975877,2.041090223363426
96,38,4,545,0.822623232090593,0.9999999999999907,0.4736125981017965,0.8761299759106895,2.0776432864827195
96,29,3,545,0.7181073858648361,0.9999999999999897,0.5611259579559663,0.9622107370891056,2.129218889318715
96,29,4,739,0.8328517727987125,0.8223411255673863,0.6880665555747184,0.7428404086703538,2.126145425928841
96,29,4,545,0.6984638411191191,0.9991236548115712,0.5559994807927499,0.9583548337328928,2.101618259486212
87,20,4,826,0.6206881476493395,0.7385226155173925,0.8383845143698816,0.5594872005747548,1.8508829597199998
115,20,4,826,0.5373760982204645,0.8451254608853005,0.7755308764112515,0.7156254353182622,1.8734262346677277
87,25,4,826,0.6889268386084895,0.8666682899796159,0.8407937803438673,0.705624801309677,2.0671866641932604
87,20,9,826,1.0,0.771946850738811,0.7636120201609299,0.6370461458816016,2.2479357620103455
87,20,4,807,0.6531898417904425,0.9601473961821069,0.7829115836713633,0.8354969465135812,2.1150160552411146
87,25,9,807,0.9290442132750718,0.805000073459411,0.7029789891505439,0.7126083971440268,2.2040358017395336
115,20,9,807,1.0,0.673832702679701,0.6440048644151359,0.587021395319404,2.1022252868515126
115,25,4,807,0.9136831286056339,0.8336631848853666,0.8840432341990078,0.6490125386867868,2.269930254651627
115,25,9,826,0.9102682808453264,0.47668850315007816,0.6924849613559281,0.2879639348416019,1.7522201847716707
115,25,9,807,0.9223250748777171,0.670657102871227,0.7257028150188709,0.5318743389335244,2.034761665826338
162,35,8,476,0.5362138630058576,0.9999999999999939,0.3234138099771536,0.6918191848593546,1.486764095846935
190,35,8,476,0.8413817537995858,0.9999999999999961,0.45799132590709524,0.8593610295022105,2.0671358440274723
162,40,8,476,0.8298752161176995,0.9994157290217508,0.3656893644495675,0.7497416527725416,1.872168360449895
162,35,5,476,0.5817861776024369,0.9999999999999929,0.3947858640098039,0.7861131862869299,1.68372805509721
162,35,8,457,0.5764593924987114,0.999999999999995,0.35815910314634053,0.7394270697648645,1.6024137447806481
162,40,5,457,0.5183328713946029,0.9991236548115702,0.3418804900010234,0.7181899149004081,1.5100271782958297
190,35,5,457,0.4534588709303624,0.9999999999999979,0.3641278198469612,0.7472706894996718,1.4920318163076032
190,40,8,457,0.5519231567288806,0.999999999999993,0.3208460033780921,0.6881893699753656,1.4967893294067198
190,40,5,476,0.5502256333395266,0.9999999999999923,0.3719557206284583,0.757413143666628,1.6052033535089212
190,40,5,457,0.6276221547298619,0.9999999999999933,0.29881814001613866,0.6560169359553227,1.5226936026980957
125,27,2,651,0.5069663078330455,0.935827257500544,0.7249821766516547,0.8448464541109665,1.9317985032653358
152,27,2,651,0.8884573511606056,0.872718586802887,0.7460636509899212,0.7634484145836786,2.248756686536221
125,48,2,651,0.8602460058059423,0.9999999999999937,0.41021824581958344,0.8047276809468623,1.9931482834084715
125,27,7,651,1.0,0.5091515122451836,0.5732467314795967,0.40195898152504494,1.8605563667087224
125,27,2,282,0.9056236832902248,1.0000000000000018,0.34722196513830195,0.7250105238051869,1.9084117792060533
125,48,7,282,0.8302909314448339,1.0000000000000016,0.19074973754425242,0.4735448779669181,1.4564355994471538
152,27,7,282,0.883283968644013,1.0000000000000044,0.3221957529660668,0.6902935593349168,1.8313341303517832
152,48,2,282,0.715003807468254,1.0000000000000049,0.17469488907196817,0.4422558356000914,1.2970155543259199
152,48,7,651,0.7624814931489557,0.9992557060522671,0.42753271454666547,0.8256751683904645,1.9301828331767528
152,48,7,282,0.7174555629393193,1.0000000000000044,0.18819989442685697,0.4686567602217811,1.336672238702586
50,42,6,301,1.0,1.0000000000000042,0.3600903473788558,0.7422013188020957,2.0302735967051806
77,42,6,301,0.9352948637640044,0.9991236548115798,0.29035972404340027,0.6439985862441872,1.8115812292429117
50,33,6,301,0.7867806717767242,1.000000000000004,0.5429429494250575,0.9457422348269081,2.166877266143678
50,42,3,301,1.0,0.9991236548115822,0.4226511521840772,0.8204788990463993,2.158599820793661
50,42,6,632,1.0,0.9391809699511268,0.8198047539854224,0.7936274006211007,2.4494712038094386
50,33,3,632,0.963375565928124,0.7694733291333917,0.7746199084758367,0.62795648373222,2.2110279764410135
77,42,3,632,0.9849982334723496,0.9999999999999915,0.6883244950696255,0.93512530702962,2.47078313655767
77,33,6,632,0.8352956855113115,0.8759173868037455,0.6226465455824336,0.8526402008218357,2.186053122799094
77,33,3,301,0.8347768114180688,1.0000000000000044,0.28504396438347535,0.6352683820887874,1.6980803650136365
77,33,3,632,0.8009046742464425,0.999999999999991,0.5842654590537185,0.9828663726138948,2.2511834141033122
50,31,5,540,1.0,0.7130788260426257,0.7809436827191077,0.5559289866749159,2.180683932850202
133,31,5,540,0.5636405303824545,0.9999999999999891,0.43572104737516065,0.834474852271006,1.746692220553589
50,45,5,540,1.0,0.8739098093883961,0.648273798082302,0.8303155037091323,2.348934542174974
50,31,3,540,0.8263059252104942,0.9567732675426057,0.7875232609836688,0.8292393982485605,2.28556393224599
50,31,5,611,0.9048546226403835,0.8371875836357577,0.7583452286371756,0.7161762116721817,2.227707017222306
50,45,3,611,1.0,0.9556397842657501,0.7884530257690908,0.8275570341413527,2.4583194547566256
133,31,3,611,0.5920868074038663,0.9999999999999865,0.4897276711130317,0.8929270494795071,1.8767959937737988
133,45,5,611,0.8059943711358312,0.9999999999999909,0.38740101078075495,0.7768982615740971,1.8928134413345323
133,45,3,540,0.7712507222943953,0.9999999999999893,0.4294236136399177,0.8273035566951906,1.9420931699015203
133,45,3,611,0.7403525419121058,0.9999999999999892,0.43487417405148954,0.8334993243201979,1.9217512054734955
125,46,9,890,0.9411487912949114,0.9710555980696489,0.6058060873010849,0.9692727945323699,2.3950664556681494
58,46,9,890,1.0,0.892962862306756,0.8324928833664968,0.7383049051124664,2.4042992118056636
125,30,9,890,0.9514995090145001,0.7567267359454911,0.7459096322302486,0.6285741124262217,2.1768013272249207
125,46,7,890,0.8365631209988503,0.9028852754266947,0.610072611237935,0.8930865705337365,2.217707780522935
125,46,9,261,0.8509324967761435,1.000000000000001,0.17463222916059445,0.44215600146524814,1.4327942815698673
125,30,7,261,0.8660646294679167,0.9997977227276317,0.27985881444303096,0.6274260929497005,1.717377773972042
58,46,7,261,1.0,0.9987417687803896,0.2966694960149626,0.6538931623305727,1.891228759142543
58,30,9,261,0.8957514381825531,1.0000000000000007,0.35754665231002014,0.7388846822834355,1.9206734423140048
58,30,7,890,0.9639232365332628,0.7630051467359739,0.8462390282112664,0.5849770050369321,2.225891464139208
58,30,7,261,0.9781220686248319,0.9991236548115803,0.3189306842842952,0.6862859552067586,1.9195525712590267
162,23,3,365,0.4507490838888056,1.000000000000001,0.3910282042290679,0.781555699344861,1.5451273466169209
96,23,3,365,0.6745274730405955,0.9941760482650627,0.40099670854950775,0.7984385597986449,1.7937633996788467
162,22,3,365,0.4936633823885849,1.0000000000000002,0.35448441022256627,0.7346088432181926,1.5118597537848306
