int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,200,20,2,200,0,0.38612321155370694,75974214.96449205,44540833.33333454,8695324.531229502,0.9999999999999997,0.195221415507776,28.92823573138837,0.4821372621898062,1.024437606149734
1,200,20,2,200,0,0.41254747735299363,70820400.04697476,40597333.33333424,8693565.66470094,0.9997977227276283,0.21414129823060823,31.03343102470774,0.5172238504117956,1.101084366349276
2,200,20,2,200,0,0.3905097953947103,71841595.63115814,41376500.00000081,8695324.531229498,0.9999999999999994,0.21015128227929689,30.592304927130552,0.5098717487855092,1.0685025700036572
3,200,20,2,200,0,0.39549797768154704,69375432.29782483,39488166.66666743,8695324.531229502,0.9999999999999999,0.22020076557692814,31.679802593012585,0.5279967098835431,1.0996553000266327
4,200,20,2,200,0,0.4409307223199928,76661388.63115872,45067000.00000119,8695324.531229496,0.9999999999999991,0.1929421645822723,28.668930203890316,0.4778155033981719,1.0730999573839826
5,200,20,2,200,0,0.3670152626855244,71779342.96449175,41328833.33333435,8695324.531229496,0.9999999999999991,0.21039366054923597,30.61883696939412,0.510313949489902,1.0456441406148151
6,200,20,2,200,0,0.46123742482163377,79448392.63115814,47201000.00000098,8695324.531229503,1.0,0.18421907441006172,27.66324059195711,0.4610540098659518,1.069666694215635
7,200,20,2,200,0,0.40599727242116135,80777247.63115719,48218500.00000082,8695324.531229502,0.9999999999999997,0.18033170943163626,27.208156559573965,0.45346927599289943,1.0037319159593698
8,200,20,2,200,0,0.3963711461332069,85312114.9644888,51690833.33333391,8695324.531229494,0.999999999999999,0.1682179212541759,25.761874511197323,0.4293645751866221,0.9603100583231697
9,200,20,2,200,0,0.47102590630305025,79466299.70101085,47226666.66666789,8687704.425414791,0.9991236548115777,0.18395760358726493,27.657006910717435,0.4609501151786239,1.0791421043514862
10,200,20,2,300,0,0.39800894028599604,75887587.55151524,37671333.33333407,13031556.638122266,0.9991236548115833,0.34592767191999246,43.430027311946,0.7238337885324333,1.3985848663544234
11,200,20,2,300,0,0.4251215717672037,85921715.61340411,45336500.00000127,13042986.796844313,1.0000000000000038,0.28769284785645005,38.35817262808289,0.6393028771347148,1.2945787271870786
12,200,20,2,300,0,0.40369085114959025,85318343.613404,44874500.00000122,13042986.796844324,1.0000000000000044,0.29065475485730136,38.62944192791632,0.6438240321319386,1.28003868716737
13,200,20,2,300,0,0.3976408838860828,89374344.28006944,47980166.666667596,13042986.79684432,1.0000000000000042,0.2718412148806778,36.876354467810806,0.6146059077968468,1.2297197635874717
14,200,20,2,300,0,0.4004903432762554,84174375.2181823,44016500.000001036,13031556.63812227,0.9991236548115834,0.29606071900587194,39.15443377461604,0.6525738962436006,1.2899128147245535
15,200,20,2,300,0,0.501383342427248,93676961.2800673,51274666.66666706,13042986.796844326,1.0000000000000047,0.25437487252010527,35.18261005655918,0.5863768342759863,1.2912600747193186
16,200,20,2,300,0,0.48220504874259573,82686971.28007065,42859666.66666778,13042986.796844324,1.0000000000000044,0.3043184376183665,39.858758265999754,0.6643126377666626,1.3899724366039514
17,200,20,2,300,0,0.4120255185638021,85287208.83656043,44852500.00000126,13041814.138550693,0.9999100928098881,0.2907711752644853,38.64354391425664,0.6440590652376107,1.288701524013001
18,200,20,2,300,0,0.3853447879863975,81803462.28006987,42183166.66666755,13042986.796844305,1.000000000000003,0.30919885412848014,40.289248255974734,0.6714874709329123,1.3041913422220939
19,200,20,2,300,0,0.38676214448100094,88488693.78619921,47404500.00000124,12977672.093474614,0.9949923507255674,0.2737645601888908,37.245436213163046,0.6207572702193841,1.2265310628514978
20,200,20,2,400,0,0.41915678383871074,97995384.26231562,47760166.66666784,17390649.062459014,1.0000000000000002,0.3641245472159558,44.83680566258719,0.7472800943764532,1.4577365159879285
21,200,20,2,400,0,0.4272872269270622,98117495.26231466,47853666.66666764,17390649.06245903,1.000000000000001,0.3634130939975065,44.78100453189603,0.7463500755316005,1.464367777656668
22,200,20,2,400,0,0.3958212274255394,94066182.4020208,44775500.00000129,17375408.850829616,0.9991236548115796,0.38805616577881014,46.709666405103405,0.7784944400850567,1.4847606001336442
23,200,20,2,400,0,0.3927335180382348,96381603.59564964,46524500.00000137,17390649.06245898,0.9999999999999986,0.37379550693631247,45.587537829660285,0.7597922971610047,1.4515622207482894
24,200,20,2,400,0,0.39339954712590386,97928342.92898163,47708833.33333427,17390649.06245899,0.9999999999999988,0.364516334762437,44.867500751916296,0.7477916791986049,1.4328042941344585
25,200,20,2,400,0,0.3863111653165255,94602613.92898227,45162333.33333446,17390649.06245897,0.9999999999999979,0.3850697645336867,46.44480546064408,0.7740800910107347,1.4684470679542097
26,200,20,2,400,0,0.39090894445311536,98639359.06868637,48277166.6666677,17375408.850829598,0.9991236548115787,0.35990945721398787,44.544085053720075,0.7424014175620013,1.421237927786307
27,200,20,2,400,0,0.41328044971725,97332153.92898266,47252333.333334655,17390649.062458977,0.9999999999999982,0.3680378901033139,45.142327819087285,0.7523721303181214,1.4600828921180224
28,200,20,2,400,0,0.4644120490856044,90498625.73535337,42043833.333334215,17375408.850829598,0.9991236548115787,0.41326890231613594,48.551013502115076,0.8091835583685846,1.6042107293070977
29,200,20,2,400,0,0.41751627887743153,106107385.59564522,53971500.000000305,17390649.062458962,0.9999999999999973,0.32221911680162424,41.40899311895144,0.6901498853158574,1.3654414576345884
30,200,20,2,500,0,0.3952977940567924,106752176.58585796,47674000.000001155,21719261.06353686,0.9991236548115714,0.4555787444631525,51.44438432675038,0.8574064054458397,1.617167195073154
31,200,20,2,500,0,0.3941525742218925,98746563.76355298,41534166.66666751,21725610.26364866,0.9994157290217517,0.5230780344771947,55.61509981400492,0.9269183302334153,1.7395333320370634
32,200,20,2,500,0,0.4223391529432223,106120797.24456044,47160666.66666778,21738311.3280737,0.9999999999999962,0.46094156135918035,51.7504593123616,0.8625076552060267,1.6536000572365932
33,200,20,2,500,0,0.36360959058617265,97193934.93990007,40615666.66666774,21553298.002226643,0.9914890663283397,0.5306646368534164,56.503525692172644,0.9417254282028774,1.7298667282717832
34,200,20,2,500,0,0.40263110927715884,98186552.69835305,41123500.00000097,21714053.21214365,0.9988840846207403,0.528020553020612,55.9323028365382,0.9322050472756367,1.757252598969285
35,200,20,2,500,0,0.4332873170660475,103221259.57789451,44940500.000001244,21738311.328073606,0.9999999999999919,0.4837131613594197,53.204156028106674,0.8867359338017778,1.7069937799553612
36,200,20,2,500,0,0.3677556905518572,104835040.24456124,46176166.66666792,21738311.328073647,0.9999999999999938,0.4707690762855236,52.38515659638821,0.8730859432731368,1.617456894853413
37,200,20,2,500,0,0.4087969845170012,110140882.91122544,50238833.33333407,21738311.32807362,0.9999999999999927,0.4326993659235711,49.861594122379074,0.8310265687063179,1.585983045962176
38,200,20,2,500,0,0.3950844299294291,104600395.57789409,45996500.000001155,21738311.32807363,0.999999999999993,0.4726079446930328,52.50266951342791,0.8750444918904652,1.6482152775743206
39,200,20,2,500,0,0.5177153410645451,108574988.91122572,49039833.33333412,21738311.32807371,0.9999999999999967,0.4432786543199242,50.58070974789844,0.8430118291316406,1.715350093652125
40,200,20,2,600,0,0.3574910895906666,111253293.56013918,44269500.0000013,26085973.593688216,0.999999999999988,0.5892538563500255,59.23240372598778,0.987206728766463,1.81610090343715
41,200,20,2,600,0,0.3821900973412244,111305968.89347263,44309833.33333468,26085973.59368823,0.9999999999999886,0.5887174839374429,59.204372106107684,0.9867395351017947,1.8399036195929734
42,200,20,2,600,0,0.4246719777086088,106885386.115389,42417833.333334394,25134470.041671332,0.9635243228089668,0.592544881869749,61.65295593249695,0.9728267545359032,1.8715346377403113
43,200,20,2,600,0,0.35922579233381524,121189776.8934702,51877833.333333984,26085973.59368822,0.9999999999999882,0.5028346775023609,54.37587368275008,0.906264561379168,1.667758095714872
44,200,20,2,600,0,0.34369133223177256,117928694.89347129,49380833.33333418,26085973.59368827,0.99999999999999,0.5282611052268151,55.87952962553155,0.9313254937588592,1.6976257101720837
45,200,20,2,600,0,0.40257064659609254,113700302.22680548,46143166.666667834,26085973.593688324,0.9999999999999921,0.565326904894282,57.95762958355988,0.9659604930593313,1.8207926635708493
46,200,20,2,600,0,0.40401483598108595,108571640.22680458,42216166.66666765,26085973.59368827,0.99999999999999,0.6179143122979189,60.69540799267657,0.9884767736467212,1.8868230594661424
47,200,20,2,600,0,0.3717100837004349,116441476.5233327,48354166.666667536,26014528.155195516,0.9972611549944106,0.5379997205727541,56.59323633430161,0.9432206055716935,1.7453304657303317
48,200,20,2,600,0,0.4929240268731129,113315974.47425464,45857166.6666679,26080696.99410257,0.9997977227276181,0.5687376453866215,58.15420138752988,0.9692366897921647,1.9171508329745748
49,200,20,2,600,0,0.5030422270140483,115228932.7696954,47349500.00000106,26063113.276244123,0.9991236548115675,0.5504411509359876,57.188761898635605,0.9531460316439267,1.896541179406765
50,200,20,2,700,0,0.38910460249425954,130004056.84441699,52042833.33333409,30282552.388684206,0.9950356417709155,0.5818774737863446,59.13507767838671,0.9855846279731117,1.840191209496447
51,200,20,2,700,0,0.4392779333826875,122070513.69799688,45972666.666667864,30279670.2609367,0.9949409397195133,0.6586450701344837,62.978353798196174,0.9515726614798735,1.9177666509701479
52,200,20,2,700,0,0.3959956547086566,100580478.84209642,36362333.33333388,25917083.866322204,0.851593414146722,0.712745346365428,76.43431497347763,0.7604041204742139,1.7265960522752128
53,200,20,2,700,0,0.38467994298898217,118454191.78684719,43107166.66666793,30341173.96462164,0.996961851843496,0.7038545167962191,64.90103797959162,0.92156315766964,1.8693267140955974
54,200,20,2,700,0,0.3741754295871659,125249546.30261162,48830833.33333402,30009424.74505072,0.9860611096152385,0.6145589312432438,61.37986305695463,0.9772647142641666,1.8430872888459275
55,200,20,2,700,0,0.3758085997048304,108143784.17945483,40080333.33333413,27238507.65224586,0.8950132602680559,0.6795978323262111,71.08869047196269,0.8312609552373261,1.7507478208031255
56,200,20,2,700,0,0.49962476243408677,112870584.8382763,42637833.333334446,27915279.569679,0.9172508897304672,0.6547068034963849,68.11163432009559,0.8735465099360304,1.8969367151672252
57,200,20,2,700,0,0.3736113720270754,123753307.95351388,47219333.333334535,30306340.631288156,0.9958172849079342,0.6418205953342709,62.12197578498516,0.9652518154001865,1.8523196636946786
58,200,20,2,700,0,0.42885813563742564,120418545.0143458,45802166.666668214,29582112.582238674,0.9720203237956427,0.6458671005135348,63.842325939780544,0.9379686378498138,1.8835204538980672
59,200,20,2,700,0,0.3794956259443995,117970799.34183045,43767166.6666676,29684584.191553928,0.9753873749685287,0.67823865359238,65.16697388583377,0.9174875841279722,1.8395741329462756
60,200,20,2,800,0,0.38732321466437003,99558650.13426368,35817833.333333984,25765443.20852167,0.7407844041928612,0.7193467837302983,88.24748013509192,0.6245078773875408,1.5873085190361493
61,200,20,2,800,0,0.3865806409578966,137046966.70247018,50997833.33333394,34385861.2505947,0.9886307614827056,0.6742612186255158,64.10794935048818,0.9338253753672965,1.8598149912256057
