int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.nb_solar,self.nb_wind,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
270,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.6712552128698825,43721438.65987178,25204.666666666475,5276.286315213251,0.9863378670471842,0.20933767484381033
271,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.7525454320799493,42110052.32653791,23970.83333333302,5276.286315213253,0.9863378670471844,0.22011276128127885
272,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.607471132988092,39191359.99320453,21735.99999999973,5276.286315213253,0.9863378670471844,0.24274412565390677
273,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.7042312268569119,34491384.34363092,18164.66666666652,5258.807390742552,0.9830703936670913,0.2895075085739308
274,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.7503360862105409,40323980.34363072,22630.66666666637,5258.807390742551,0.983070393667091,0.232375275028396
275,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.7124337761187233,41410906.993204646,23435.49999999978,5276.286315213253,0.9863378670471844,0.22514076146074555
276,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.7654851994350084,42450047.65987139,24231.166666666388,5276.286315213253,0.9863378670471844,0.21774792719624092
277,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.6355744929859684,40355375.83771635,22625.166666666446,5277.635352716953,0.9865900532809242,0.23326393261413933
278,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.6621996947608941,40165853.65987124,22482.166666666395,5276.286315213251,0.9863378670471842,0.23468762568317025
279,date ('2024-01-01 23:55:00'),50,30,9,10,120,6,true,false,0.7805483177072945,42793521.15770682,24628.99999999973,5190.343496522183,0.9702718972700409,0.21074113835406388
280,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.8144920822069819,49945775.30670084,28016.999999999975,6521.493398422128,0.9999999999999992,0.23276915438562776
281,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.7264442355962444,37492725.34045466,18624.8333333332,6430.287786134031,0.9860146124950203,0.3452534404496189
282,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.8070928825649608,42975870.97336599,22680.166666666337,6521.493398422128,0.9999999999999992,0.28754168760174703
283,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.6504254145517294,37885518.306699574,18782.49999999982,6521.493398422128,0.9999999999999992,0.3472111485916246
284,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.7939215147594925,47475084.77575618,26134.16666666652,6515.778319061095,0.9991236548115774,0.24932030174016637
285,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.8448225378565948,39449017.9733662,19979.666666666457,6521.493398422128,0.9999999999999992,0.3264065165462652
286,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.7551452184832526,41843612.775755405,21822.166666666402,6515.778319061095,0.9991236548115774,0.29858530633504954
287,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.8288623528702116,50744858.29573236,28634.833333333383,6517.683079094631,0.999415729021757,0.22761379482196925
288,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.7096799373665271,47019899.97336667,25776.66666666646,6521.493398422128,0.9999999999999992,0.25299987320918843
289,date ('2024-01-01 23:55:00'),50,30,9,10,150,0,true,false,0.7602018555456893,40509834.05976381,20843.166666666395,6488.836046737266,0.994992350725561,0.3113171885304064
290,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.5985393671997413,35138025.37814587,16811.666666666566,6436.776660881557,0.9803862329322265,0.3828755820887238
291,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.6979063995735088,41130309.17178515,21308.83333333307,6494.846024948422,0.9892307848074328,0.30479594651428604
292,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.610223683036191,36826548.10491357,18082.1666666665,6451.051783755141,0.9825604786263065,0.3567632077878868
293,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.6494299820395507,38876428.20042569,19510.333333333143,6541.190597247321,0.9962895322281875,0.3352680082647171
294,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.7473579195707823,39645009.20042557,20098.833333333107,6541.190597247326,0.9962895322281883,0.32545125822796017
295,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.6709487560416876,44519871.86709224,23831.499999999676,6541.190597247309,0.9962895322281857,0.27447666312432695
296,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.663315678647454,36333646.20042585,17563.333333333212,6541.190597247309,0.9962895322281857,0.37243446179051176
297,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.6822927476275226,39402333.04481239,20076.833333333165,6436.776660881567,0.980386232932228,0.3206071671768434
298,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.7106701197828994,41282733.20042583,21352.833333333136,6541.19059724731,0.996289532228186,0.30633829689646364
299,date ('2024-01-01 23:55:00'),50,30,9,10,150,2,true,false,0.8544485040837776,43997907.20042552,23431.833333333,6541.19059724731,0.996289532228186,0.2791582930876402
300,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.6647258785941534,37653732.59299353,18694.499999999833,6464.46181535426,0.9780397768394515,0.34579484957363493
301,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.5557868381153477,42802790.76081847,22485.833333333107,6560.8877960724885,0.9926285310709612,0.2917787256897701
302,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.7443423584648862,42965605.427484944,22610.499999999676,6560.887796072488,0.9926285310709609,0.29016995626247016
303,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.7348310396803768,42455612.42748531,22219.999999999818,6560.887796072494,0.9926285310709619,0.29526947777104173
304,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.6077123437431922,47878430.58329366,26376.166666666526,6558.381446214605,0.992249333246656,0.24864801353044633
305,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.6519268167891075,47909903.76081922,26396.333333333198,6560.8877960724885,0.9926285310709612,0.2485529983737333
306,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.5965928965903379,43525270.45777304,23061.499999999676,6546.56814272354,0.9904620412739978,0.2838743422033967
307,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.7614444304414654,47475977.87938241,26062.666666666486,6561.787154408289,0.9927645993549373,0.2517695997240626
308,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.7810706546468232,43395428.3675929,23052.33333333301,6489.042313776026,0.9817586796464766,0.2814917787256294
309,date ('2024-01-01 23:55:00'),50,30,9,10,150,4,true,false,0.7207209679819172,39491427.76081842,19950.333333333114,6560.8877960724885,0.9926285310709612,0.3288610614395362
310,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.7487688179551508,40805572.65454459,20925.66666666644,6580.584994897677,0.9890160138720068,0.31447432952662996
311,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.7094691793227934,40622920.615428604,20969.666666666446,6463.398055358381,0.9714036344390417,0.3082260752209596
312,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.7455209366372457,37245198.987878375,18199.49999999995,6580.584994897671,0.9890160138720058,0.3615805376465117
313,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.6431164324905779,43391452.654544555,22905.666666666413,6580.584994897668,0.9890160138720053,0.2872906993130262
314,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.6342164324962919,41588672.63211523,21554.499999999724,6561.9630545547625,0.9862172661584232,0.3044358743907233
315,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.6503777153627803,42742588.32121107,22408.833333333012,6580.584994897677,0.9890160138720068,0.2936603122978783
316,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.7952985142722191,49628843.96544978,27710.833333333318,6561.9630545547625,0.9862172661584232,0.236801361244571
317,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.6818054950653091,38162228.654544905,18901.66666666656,6580.584994897668,0.9890160138720053,0.3481483993420883
318,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.7973097025426422,49437144.3212124,27534.833333333307,6580.584994897668,0.9890160138720053,0.2389912775295901
319,date ('2024-01-01 23:55:00'),50,30,9,10,150,6,true,false,0.6729963896238109,38270126.63211546,19013.499999999844,6561.963054554763,0.9862172661584233,0.3451212588189874
320,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.7646523288897521,44447533.07171659,21822.166666666362,7786.603256084713,0.9949923507255601,0.3568208132136966
321,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.7320840363135154,41956630.730906546,19864.16666666645,7818.933982873309,0.9991236548115765,0.39362003521617966
322,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.6679498934828098,43527313.397573635,21066.8333333332,7818.933982873321,0.9991236548115779,0.3711489932614474
323,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.6608784806500798,40877270.44473837,19211.499999999833,7708.1591563717775,0.9849685602989795,0.4012263048888346
324,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.747800994610331,47111316.634706065,23800.33333333301,7825.792078106548,0.9999999999999983,0.3288101880130525
325,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.5749559883147681,35733444.63470681,15088.333333333278,7825.792078106547,0.9999999999999982,0.5186651106665133
326,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.7137181529295068,40174932.96803956,18489.16666666648,7825.79207810655,0.9999999999999987,0.42326364509523395
327,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.7008356329447392,33677510.11140586,13698.666666666675,7708.159156371774,0.984968560298979,0.5626941178974914
328,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.6953150298644809,47223850.30137304,23886.49999999975,7825.792078106548,0.9999999999999983,0.32762405869870553
329,date ('2024-01-01 23:55:00'),50,30,9,10,180,0,true,false,0.6105129912159813,39706276.406187564,18151.833333333183,7812.078447789894,0.9982476367657362,0.43037407320417365
330,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.6213761948148905,42225924.633244194,20036.49999999979,7840.518447980318,0.9962728520212532,0.3913117784034338
331,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.6466823357428051,36947878.904601656,17029.8333333332,7181.006948724029,0.9124705618201339,0.4216721801186595
332,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.6640498553604909,50999369.86176633,26746.49999999986,7845.4892769317385,0.9969044814178548,0.29332769808878845
333,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.6663753515618918,32962552.763626475,14274.333333333321,6992.30849046356,0.8884931740452734,0.4898518429673469
334,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.6014868951161688,40145856.8617658,18435.99999999984,7845.489276931724,0.9969044814178528,0.4255526837129416
335,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.73472588659263,33973654.42127849,14501.666666666664,7340.87087422082,0.9327840257889647,0.5062087719265019
336,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.7598907461083398,45329588.52843261,22405.166666666508,7845.4892769317275,0.9969044814178534,0.3501642899449584
337,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.8132519216884865,42832298.86176566,20492.9999999998,7845.48927693174,0.9969044814178549,0.3828375190031629
338,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.6939299993205753,38963056.19509943,17530.333333333245,7845.4892769317275,0.9969044814178534,0.447537940537265
339,date ('2024-01-01 23:55:00'),50,30,9,10,180,2,true,false,0.7093199648160343,43631689.730046526,21299.66666666644,7721.4698536101805,0.9811456785531758,0.36251599494249975
340,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.7979383061162014,41810538.0153548,19884.333333333157,7734.780550848596,0.977365362449866,0.3889886787344474
341,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.6805728240675545,47148386.207388416,23765.499999999687,7866.085834092708,0.9939570724416104,0.33098760110634373
342,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.6754609814561096,40777616.75549212,18888.83333333322,7865.18647575691,0.9938434296976357,0.41639344987375027
343,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.8020747816184257,45097957.682021126,22401.49999999968,7734.7805508485935,0.9773653624498658,0.34527958176232415
344,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.6445237854983069,45566283.422158204,22555.499999999676,7865.186475756907,0.9938434296976356,0.3487037075550097
345,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.7967715369693057,48117212.01535469,24713.333333333045,7734.7805508485935,0.9773653624498658,0.31298006005592194
346,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.6864405374345639,42661957.08882501,20331.666666666424,7865.186475756911,0.993843429697636,0.3868441581649481
347,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.8160247906021285,46921476.08882496,23593.166666666337,7865.186475756907,0.9938434296976356,0.3333671391754824
348,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.6244345155281095,39680455.41292455,18072.999999999858,7849.7238065357515,0.9918895698294173,0.4343343001458426
349,date ('2024-01-01 23:55:00'),50,30,9,10,180,4,true,false,0.6684661250907521,42458438.75549195,20175.833333333183,7865.186475756925,0.9938434296976377,0.38983205034523066
350,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.712470009518763,46037622.982551225,22885.499999999713,7884.883674582086,0.9908162723726487,0.3445362205143949
351,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.6831038812494609,47682529.98255155,24144.999999999807,7884.883674582108,0.9908162723726515,0.32656382996819927
352,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.6554815552359528,45759880.31588459,22672.833333333077,7884.883674582101,0.9908162723726505,0.34776790172889094
353,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.7101524421761909,55890509.920601994,30460.833333333547,7865.118718366974,0.9883326034881226,0.25820431871639266
354,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.7151611100226951,48916200.02663313,25142.33333333314,7851.283240589035,0.9865940342099706,0.31227345276581714
355,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.7238115845287401,40375079.0644925,18637.666666666522,7828.820431670615,0.9837713525423494,0.42005367794630993
356,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.698043205475076,45838893.31588447,22733.33333333305,7884.883674582096,0.99081627237265,0.34684239037751596
357,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.7257798079666473,45652135.31588447,22590.333333333056,7884.8836745820845,0.9908162723726486,0.3490379516865111
358,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.7002287264672685,48975469.98255159,25134.99999999978,7884.883674582086,0.9908162723726487,0.3137013596412236
359,date ('2024-01-01 23:55:00'),50,30,9,10,180,6,true,false,0.6365548162708744,44572290.98255105,21763.49999999971,7884.883674582086,0.9908162723726487,0.36229851239838223
360,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.5466313575796681,39014113.296047114,15554.000000000005,9130.090757790964,0.9999999999999972,0.5869931051685072
361,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.6711260917973502,45170985.68068989,20276.666666666417,9124.756310732484,0.9994157290217566,0.4500126406739731
362,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.656362970376543,44617219.35272443,19856.833333333107,9122.089646685536,0.9991236548115772,0.4593929703470161
363,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.8108667986565399,43516789.79663926,19216.999999999793,8992.85234910041,0.9849685602989797,0.46796338393612474
364,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.7456558854251154,51759515.68605813,25325.66666666645,9122.08964668554,0.9991236548115776,0.36019149137313733
365,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.9158309446719625,46748176.01939093,21488.499999999716,9122.08964668554,0.9991236548115775,0.42451030303118686
366,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.7343371139131185,45267047.46330625,20557.166666666533,8992.85234910041,0.9849685602989797,0.4374558272022151
367,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.6910105707251408,47044707.29604603,21702.999999999724,9130.090757790977,0.9999999999999986,0.42068335058706596
368,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.7853801877228479,41978664.019391425,17836.499999999847,9122.089646685537,0.9991236548115774,0.5114282312497191
369,date ('2024-01-01 23:55:00'),50,30,9,10,210,0,true,false,0.7053549144931227,51529659.68605812,25149.666666666464,9122.08964668554,0.9991236548115776,0.36271214913460537
370,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.7063810093542242,44319611.85643913,19585.499999999825,9149.787956616174,0.9973445746298273,0.46717152774329257
371,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.499856100986204,39212498.85643975,15674.999999999956,9149.787956616157,0.9973445746298254,0.5837185299276672
372,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.6827294607826442,55204251.18977359,27919.833333333336,9149.787956616165,0.9973445746298263,0.32771642464255984
373,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.7935370285130092,43266105.18977261,18778.83333333318,9149.787956616154,0.9973445746298252,0.4872394250592189
374,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.7117040726098997,49663763.85643882,23677.499999999694,9149.787956616165,0.9973445746298263,0.3864338699869616
375,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.7242856200214455,51176982.52310603,24836.16666666649,9149.787956616165,0.9973445746298263,0.3684058043021761
376,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.6730548275505662,52338234.18977277,25725.333333333157,9149.78795661616,0.9973445746298257,0.3556722798518797
377,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.7287251835322951,46442119.19373332,21229.99999999978,9137.48455851676,0.996003480453422,0.43040435979825037
378,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.6057757661527028,40060092.85643967,16323.99999999994,9149.78795661616,0.9973445746298257,0.5605113916084411
379,date ('2024-01-01 23:55:00'),50,30,9,10,210,2,true,false,0.7959917606727152,46294936.85643887,21097.999999999753,9149.787956616161,0.9973445746298258,0.43368034679193607
380,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.7436718780722323,50611575.75016517,24372.333333333056,9169.485155441327,0.9947145324959767,0.3762251660533706
381,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.6897226760160766,43064085.53539548,18591.83333333319,9170.384513777142,0.994812095749681,0.4932479949320336
382,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.7385672037365689,44951374.305660106,20276.66666666644,9017.576527897038,0.9782353390769052,0.4447267727057606
383,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.7600174886575485,53341115.7501653,26462.333333333117,9169.485155441344,0.9947145324959786,0.34651083258372606
384,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.6812918764021884,43689558.083498485,19072.16666666645,9169.485155441342,0.9947145324959783,0.4807783675395094
385,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.7970381898182476,47797729.70140864,22243.83333333304,9152.87947034798,0.9929131318715805,0.4114794124370694
386,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.8252204886417616,49234834.083498195,23318.166666666337,9169.485155441338,0.9947145324959779,0.39323353703227676
387,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.7845638513577962,35380016.91611706,13300.833333333352,8792.62823301625,0.9538327325853808,0.6610584474418575
388,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.7234127649604282,47745558.75016492,22177.833333333037,9169.485155441344,0.9947145324959786,0.41345270377064786
389,date ('2024-01-01 23:55:00'),50,30,9,10,210,4,true,false,0.7469086900022154,52651043.36807587,25959.99999999982,9152.879470347982,0.9929131318715807,0.35257625078382304
390,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.6946769801566554,44666359.542417616,19821.99999999977,9168.274382179206,0.9898521834430009,0.4625302382292055
391,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.6719989850768221,40471558.32550697,16604.499999999905,9171.814539860397,0.9902343963507287,0.5523692095432231
392,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.6934816792550311,50371798.31055795,24157.83333333306,9189.182354266524,0.992109511371823,0.3803810642897043
393,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.713893805783777,49351812.31055769,23376.83333333301,9189.182354266517,0.9921095113718221,0.3930892701862946
394,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.6324378791569812,46158029.20908439,20964.166666666464,9168.274382179206,0.9898521834430009,0.4373307333392357
395,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.7245963467816643,48599991.64389101,22801.166666666337,9189.182354266524,0.992109511371823,0.40301369173799545
396,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.7579276739371381,49641526.64389112,23598.666666666362,9189.18235426652,0.9921095113718227,0.3893941333239155
397,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.75612152350912,50477406.542417616,24271.4999999997,9168.274382179206,0.989852183443001,0.3777382684291996
398,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.5778074824188829,43138774.8757512,18652.333333333165,9168.274382179206,0.9898521834430009,0.49153498483724767
399,date ('2024-01-01 23:55:00'),50,30,9,10,210,6,true,false,0.6412011431427297,41696714.678185865,17528.499999999913,9180.800558737361,0.991204571329688,0.5237641873940957
400,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.8336641326329762,44951626.31735424,28286.50000000004,3912.89603905328,1.0,0.13833086592732485
401,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.9185992092060768,45794431.65068787,28931.833333333536,3912.8960390532798,0.9999999999999999,0.13524535393147982
402,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.961341551564521,40021850.8654534,24517.16666666645,3909.4669914366605,0.9991236548115779,0.15945835196168787
403,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.7958935862118579,36994768.03716424,22196.166666666395,3911.489037171698,0.9996404193038763,0.17622362887758752
404,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.863736794790562,36325000.19878649,21686.499999999734,3909.4669914366605,0.9991236548115779,0.18027191992422512
405,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.7038000844818806,41206888.98402008,25419.166666666464,3912.89603905328,1.0,0.15393486695944575
406,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.7800866007597527,40888599.5321203,25180.833333333147,3909.4669914366605,0.9991236548115779,0.15525566369010912
407,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.6815591173405565,36105363.83951454,21569.166666666388,3877.061415087939,0.9908419176978668,0.17975017185432862
408,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.6871278904802058,39547615.98401966,24148.66666666635,3912.89603905328,1.0,0.16203362666206547
409,date ('2024-01-01 23:55:00'),50,30,12,10,90,0,true,false,0.6907388849250423,37895682.86545307,22889.166666666377,3909.4669914366605,0.9991236548115779,0.1707998831224397
410,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.8261999071035562,44173476.65705003,27725.500000000004,3890.698059402672,0.9832556965288147,0.14032922974888354
411,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.6991838946293374,45268752.39536764,28502.833333333416,3929.7797602245973,0.9931324087219715,0.13787330242810666
412,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.6848838966891112,43707147.70646301,27314.833333333263,3924.861903267881,0.9918895698294188,0.14368976209268072
413,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.5254819663670242,28617798.39416644,15751.999999999967,3930.577384496521,0.9933339840169659,0.24952878266229872
414,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.8631537009169162,42942623.70810367,26722.666666666555,3929.1789693037394,0.9929805770747098,0.14703543693133503
415,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.8245731609907726,41141897.87774614,25338.499999999793,3932.59323787846,0.9938434296976371,0.15520229050174605
416,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.7953456518791544,45965511.152047366,29034.500000000004,3930.952083315663,0.9934286777564386,0.135389005607662
417,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.7920056786153681,33985717.34101055,19961.33333333312,3867.390275424302,0.9773653624498672,0.19374408567017953
418,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.6777982211504157,30523049.231678657,17225.999999999905,3920.917471130155,0.9908927344775676,0.22761624701789018
419,date ('2024-01-01 23:55:00'),50,30,12,10,90,2,true,false,0.7268235642955893,37136829.03763506,22273.16666666638,3931.742331691406,0.9936283890178264,0.17652372428818489
420,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.8335193310135942,38112008.547470815,23006.4999999997,3940.2568150991046,0.9848148058490332,0.1712671121247976
421,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.7991640733569707,39451154.43813867,24012.999999999753,3952.290436703639,0.9878224495840096,0.16458961548759754
422,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.8151969941135024,39436788.43813845,24001.999999999673,3952.29043670364,0.9878224495840097,0.16466504610881152
423,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.7804659467328251,40586068.43813888,24881.999999999807,3952.290436703639,0.9878224495840096,0.15884134863369787
424,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.9175910223011583,36933996.54747088,22104.49999999975,3940.2568150991046,0.9848148058490332,0.17825586713561264
425,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.8226329354204168,33537151.104805283,19484.666666666493,3952.290436703639,0.9878224495840096,0.20284105980961137
426,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.7626972949073889,34054327.10480523,19880.66666666647,3952.290436703639,0.9878224495840096,0.19880069934125338
427,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.8061560837054893,36941179.547470726,22109.999999999694,3940.256815099108,0.984814805849034,0.17821152488010686
428,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.7423535855377953,47637380.10480653,30281.166666666828,3952.290436703639,0.9878224495840096,0.13051975441402913
429,date ('2024-01-01 23:55:00'),50,30,12,10,90,4,true,false,0.649213931850071,40586068.43813878,24881.999999999727,3952.290436703639,0.9878224495840096,0.15884134863369836
430,date ('2024-01-01 23:55:00'),50,30,12,10,90,6,true,false,0.703682526323639,37772382.66519788,22696.666666666366,3971.9876355288216,0.981932629159433,0.17500312684074934
