int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.nb_solar,self.nb_wind,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
983,date ('2024-01-01 23:55:00'),50,30,18,10,210,4,true,false,0.9044930332335677,57130439.7501667,29366.3333333334,9169.485155441344,0.9947145324959786,0.3122448094339773
984,date ('2024-01-01 23:55:00'),50,30,18,10,210,4,true,false,0.8670263426425867,55657924.750166625,28238.833333333427,9169.485155441344,0.9947145324959786,0.3247118975208365
985,date ('2024-01-01 23:55:00'),50,30,18,10,210,4,true,false,0.8278664649719375,51905486.03360726,25426.49999999985,9130.67042473121,0.9905038733305206,0.3591005614115691
986,date ('2024-01-01 23:55:00'),50,30,18,10,210,4,true,false,0.8065916444574026,56553405.41683328,28924.50000000006,9169.48515544133,0.9947145324959771,0.31701447407703887
987,date ('2024-01-01 23:55:00'),50,30,18,10,210,4,true,false,0.770010841817249,54810330.75016605,27589.833333333252,9169.485155441344,0.9947145324959784,0.33235014668838286
988,date ('2024-01-01 23:55:00'),50,30,18,10,210,4,true,false,0.9083118663886427,56299246.31710582,28746.66666666675,9158.79273650808,0.9935546086485483,0.3186036434314025
989,date ('2024-01-01 23:55:00'),50,30,18,10,210,4,true,false,0.9339617130884005,53036129.75016563,26231.333333333165,9169.485155441342,0.9947145324959783,0.349562297841312
990,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.818148086342921,52617034.87575159,25912.333333333187,9168.274382179206,0.989852183443001,0.3538189426725726
991,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.7808970709694157,50691615.79751687,24487.833333333147,9136.540815446955,0.9864260708498385,0.3731053168762865
992,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.8578521004960805,48948658.643891096,23070.666666666362,9189.182354266526,0.9921095113718232,0.39830588716985416
993,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.9349914140220856,53515022.15507045,26564.9999999999,9190.531391770222,0.9922551601234767,0.34596391461585757
994,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.9750848932180874,54110841.31055882,27023.333333333267,9189.182354266524,0.9921095113718231,0.3400462200912748
995,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.8723379883044462,53227332.31055856,26346.833333333198,9189.182354266524,0.992109511371823,0.348777488285116
996,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.8646855774547277,53351837.64389193,26442.166666666544,9189.182354266515,0.992109511371822,0.34752002247420055
997,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.8694310787904316,53559376.93229868,26623.66666666658,9174.785228061828,0.990555126520872,0.3446101298867621
998,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.9101113750794049,52214786.87575139,25604.33333333317,9168.274382179206,0.989852183443001,0.35807510638222434
999,date ('2024-01-01 23:55:00'),50,30,18,10,210,6,true,false,0.8873678535635054,52126981.023665026,25519.999999999836,9179.174080201094,0.991028968673906,0.35968550471007643
1000,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.8173167538921593,43657649.77010111,27377.166666666664,3862.5850512936163,0.987142263107037,0.14108783053859786
1001,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.8902588350912268,41469516.86545375,25628.16666666649,3909.4669914366605,0.9991236548115779,0.15254571434177322
1002,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.9158547811122149,57080413.31735512,37576.00000000077,3912.8960390532798,0.9999999999999999,0.10413285179511388
1003,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.9496033607888432,51824363.03716607,33553.666666667144,3911.489037171696,0.9996404193038758,0.1165741162070208
1004,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.9855121889604658,50041073.31735474,32186.000000000407,3912.8960390532798,0.9999999999999999,0.12157136764597125
1005,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.9100881684015119,54487350.31735465,35590.500000000444,3912.8960390532798,0.9999999999999999,0.10994214858047036
1006,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.9676551653561726,54188058.6506881,35361.3333333339,3912.89603905328,1.0,0.11065465213566279
1007,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.8823975719801356,53000469.31735481,34452.000000000546,3912.89603905328,1.0,0.11357529429505453
1008,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,1.0,54731572.31735495,35777.50000000063,3912.896039053282,1.0000000000000004,0.10936750860326218
1009,date ('2024-01-01 23:55:00'),50,30,21,10,90,0,true,false,0.8489492850640011,49626722.77010168,31947.66666666701,3862.5850512936154,0.9871422631070367,0.12090351046900369
1010,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.8965117077526444,53684904.54441431,34945.16666666725,3932.5932378784587,0.9938434296976367,0.112536113374145
1011,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.8416719302065174,46157120.54441371,29181.166666666762,3932.59323787846,0.9938434296976371,0.13476477081262847
1012,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.9193340561296083,46146574.81871452,29175.666666666777,3930.952083315663,0.9934286777564386,0.1347339249596918
1013,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.9341015367382705,44912986.03979657,28240.666666666697,3924.861903267881,0.9918895698294188,0.1389790811100261
1014,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.8263090316544864,39797771.211079136,24311.83333333306,3932.5932378784587,0.9938434296976367,0.1617563424345553
1015,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.8618919801135697,47174712.21108049,29960.333333333474,3932.5932378784587,0.9938434296976367,0.13125999614640824
1016,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.9256084309170937,52371334.373130344,33951.500000000386,3924.861903267881,0.9918895698294188,0.11560201768015659
1017,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.956620346025913,52679284.5444139,34175.16666666701,3932.5932378784587,0.9938434296976367,0.11507166230484374
1018,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.9120693769123109,40022838.54441272,24484.166666666508,3932.593237878459,0.9938434296976368,0.16061781033505262
1019,date ('2024-01-01 23:55:00'),50,30,21,10,90,2,true,false,0.8807928071262654,49186434.007678576,31603.00000000027,3867.390275424302,0.9773653624498672,0.12237415041053917
1020,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.9033311612236257,37012817.43813857,22148.499999999756,3952.290436703639,0.9878224495840096,0.1784450611420043
1021,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.9809166416633384,55043828.21413951,35973.666666667355,3940.2568150991046,0.9848148058490332,0.10953169860636101
1022,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.8799313263356957,49144190.88080528,31456.33333333351,3940.2568150991046,0.9848148058490332,0.1252611603948039
1023,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.8727943205389972,47577058.0795947,30336.166666666883,3889.405114491853,0.9721050993474877,0.12821017095628953
1024,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.9316553396959399,53914416.43814014,35090.00000000045,3952.290436703639,0.9878224495840096,0.1126329563038925
1025,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.9235097269879878,37206758.43813851,22296.99999999974,3952.290436703639,0.9878224495840096,0.17725660118866596
1026,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.8245470973616756,42212595.880804956,26148.833333333234,3940.2568150991046,0.9848148058490332,0.1506857596616466
1027,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.8411220907430429,44904540.10480643,28191.16666666667,3952.290436703645,0.9878224495840108,0.14019605798637788
1028,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.9603789140366928,46226212.104806505,29203.166666666773,3952.290436703639,0.9878224495840096,0.13533773517838676
1029,date ('2024-01-01 23:55:00'),50,30,21,10,90,4,true,false,0.9256181967838747,45710125.93421935,28821.83333333339,3943.4740202791727,0.9856189035115622,0.1368224559024986
1030,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.8735478770106295,42827867.14486694,26574.166666666533,3969.434916967662,0.9813015603147462,0.1493719433146608
1031,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,1.0,47439794.99853273,30101.50000000019,3971.9876355288216,0.981932629159433,0.13195314637239994
1032,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.9144242974421973,48749543.72181417,31130.0000000001,3955.6517269303276,0.9778941569506213,0.1270687994516645
1033,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.8600455381223012,42189021.99853192,26080.999999999833,3971.9876355288216,0.981932629159433,0.1522942998937482
1034,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.8290185779259658,42497939.3884802,26343.166666666504,3955.6517269303276,0.9778941569506213,0.15015855067779824
1035,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.9833350232022661,44245754.33186568,27655.83333333327,3971.9876355288216,0.981932629159433,0.14362205570357658
1036,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.9823836012885445,59011607.99853336,38962.00000000073,3971.9876355288216,0.981932629159433,0.10194516799776056
1037,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.9219240279675763,46276148.99853256,29210.50000000007,3971.9876355288216,0.981932629159433,0.13597807759294814
1038,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.9262356460048922,40297547.05514646,24658.33333333305,3955.6517269303276,0.9778941569506213,0.16041845462373935
1039,date ('2024-01-01 23:55:00'),50,30,21,10,90,6,true,false,0.9011063266505898,41622212.57829394,25769.333333333143,3894.011669901126,0.9626558458544784,0.15111029918900326
1040,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.9543061394297715,42161754.31202647,24106.49999999978,5217.19471873771,1.0000000000000007,0.21642273738360018
1041,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.9860935304874697,44931731.74093741,26350.4999999999,5138.772770914523,0.9849685602989804,0.19501613900740183
1042,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.8905776476886041,52016830.312028065,31652.500000000287,5217.19471873771,1.0000000000000007,0.1648272559430586
1043,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.894389960062149,50423141.4365859,30437.0000000001,5214.146463275713,0.9994157290217582,0.17130947410308822
1044,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,1.0,51191722.43658623,31025.500000000186,5214.146463275713,0.9994157290217582,0.16806003008092316
1045,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.950622633735342,40696807.3066338,23010.166666666362,5201.0230876693695,0.9969003205860314,0.2260315261081452
1046,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.8944438165015964,46591480.153938755,27505.499999999964,5212.622655248884,0.9991236548115787,0.18951201233385653
1047,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.913514106961088,46570659.103252046,27487.166666666533,5214.1464632757115,0.9994157290217581,0.18969384973384198
1048,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.9109926048216803,45238472.64536045,26462.33333333325,5217.19471873771,1.0000000000000007,0.19715550601752402
1049,date ('2024-01-01 23:55:00'),50,30,21,10,120,0,true,false,0.981761008591609,44120318.978693284,25606.166666666446,5217.19471873771,1.0000000000000007,0.2037475888778519
1050,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.9573787085552772,47475406.99494794,28158.166666666697,5228.017567080108,0.9936829462660013,0.18566612055993592
1051,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.9453533103730529,48023709.328281306,28578.000000000036,5228.017567080108,0.9936829462660013,0.18293853898383727
1052,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.9267525056937371,49976514.20575404,30059.333333333474,5236.89191756289,0.9953696832787946,0.1742184984440617
1053,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.957842405289177,59412581.87242162,37284.50000000076,5236.891917562886,0.9953696832787937,0.14045761422475236
1054,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.899638621994287,49684405.53908739,29835.66666666679,5236.891917562893,0.9953696832787949,0.1755245483893842
1055,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.890090512090551,43503207.9949469,25116.666666666453,5228.017567080108,0.9936829462660013,0.208149339100736
1056,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.9350254772357852,43352364.99494683,25001.166666666464,5228.017567080108,0.9936829462660013,0.20911094417247797
1057,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.9027897344191109,53900826.53908777,33064.16666666708,5236.891917562893,0.9953696832787949,0.15838572223392375
1058,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.9256857957368001,56243455.66161483,34871.83333333365,5228.0175670801045,0.9936829462660005,0.1499209266431855
1059,date ('2024-01-01 23:55:00'),50,30,21,10,120,2,true,false,0.8518890119770695,54918418.20575447,33843.333333333794,5236.891917562893,0.9953696832787949,0.15473924704706452
1060,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.8696235743405895,49851664.76614662,29932.8333333334,5256.589116388071,0.9908162723726504,0.1756128147927212
1061,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.8032378388408503,46921000.76614621,27688.833333333263,5256.589116388071,0.9908162723726504,0.18984509217511575
1062,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.8495963946996039,46409915.08592498,27300.166666666584,5254.887304013965,0.9904954971788023,0.19248553930735393
1063,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.8827323830188201,47284838.97822088,28110.500000000015,5165.394165391348,0.9736269050081595,0.1837531941940323
1064,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.8529454474634226,46588188.43281293,27433.99999999997,5256.589116388075,0.9908162723726514,0.1916085556750048
1065,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.8933864671206292,47166955.83595653,27897.833333333318,5243.412478911328,0.9883326034881244,0.18795052706284235
1066,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.9074731434518899,48527598.432813145,28919.000000000004,5256.589116388071,0.9908162723726504,0.18176939439081813
1067,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.9173340902239292,49777440.43281325,29876.000000000095,5256.589116388071,0.9908162723726504,0.17594688433485253
1068,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.9904458288243484,46555984.13232045,27415.666666666624,5252.557409624196,0.9900563345919654,0.19158962915209815
1069,date ('2024-01-01 23:55:00'),50,30,21,10,120,4,true,false,0.9356266722563283,46146091.648895875,27105.833333333318,5249.995110897356,0.989573366032502,0.19368506573237101
1070,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.9611451149801631,47077467.93019569,27930.833333333318,5178.704862629762,0.9680961955277577,0.18541175627758208
1071,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.8772678382981507,39478403.24124929,22681.999999999687,4815.557788148723,0.900210245169968,0.21230745913714796
1072,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.8438444618091717,49605074.17105145,29711.00000000014,5277.635352716948,0.9865900532809233,0.17763237025737685
1073,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.9528253975234946,45170499.676964894,26344.99999999985,5258.807390742552,0.9830703936670913,0.1996131102957898
1074,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.8814172128626083,48979783.32653955,29234.33333333342,5276.286315213253,0.9863378670471844,0.1804825256335554
1075,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,1.0,49484741.93177977,29632.1666666668,5269.155164362524,0.9850047847048903,0.17781876106581818
1076,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.9735025586251317,43448873.32653809,24999.333333333107,5276.286315213257,0.9863378670471851,0.21105708079735344
1077,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.9775554368044489,43182591.482774116,24803.16666666648,5271.362851524866,0.9854174850999641,0.2125278164021357
1078,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.7963004635667877,48931650.9317797,29208.666666666748,5269.1551643625235,0.9850047847048901,0.18039697684577097
1079,date ('2024-01-01 23:55:00'),50,30,21,10,120,6,true,false,0.9072688712649803,46887135.99320574,27631.99999999994,5276.286315213253,0.9863378670471844,0.19094840457488652
1080,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.9152110444642758,52155301.02818568,29789.833333333536,6472.00847316625,0.992412025554169,0.21725561203205362
1081,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.9540619746160314,44611589.30669952,23935.999999999698,6521.493398422128,0.9999999999999992,0.27245543943943057
1082,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.8615612165482552,53724683.44242423,30922.833333333598,6515.778319061095,0.9991236548115774,0.21071090895274924
1083,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.8134716589979832,50096174.36151849,28213.16666666675,6472.00847316625,0.992412025554169,0.22939674052302636
1084,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.8623908842772575,57610424.97336864,33889.166666667144,6521.493398422129,0.9999999999999994,0.19243593277366033
1085,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,1.0,53875264.973368414,31029.166666666937,6521.493398422128,0.9999999999999992,0.21017301136313912
1086,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.916053210776821,48037880.30670066,26559.499999999978,6521.493398422133,1.0000000000000002,0.2455427774778192
1087,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.9604712137625978,49577698.10909021,27747.50000000006,6515.778319061095,0.9991236548115774,0.23482397762180668
1088,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.9479665108772306,55467496.64003523,32248.333333333703,6521.4933984221325,1.0,0.20222730058676078
1089,date ('2024-01-01 23:55:00'),50,30,21,10,150,0,true,false,0.9037854775309123,44341029.64003292,23728.833333333034,6521.493398422128,0.9999999999999992,0.2748341356193468
1090,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.9010415872504934,61197815.61676672,36620.8333333339,6531.173230892319,0.9947637859452122,0.17834583859530462
1091,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.9896496494986372,50501305.2004271,28414.833333333358,6541.19059724731,0.996289532228186,0.2302033772471176
1092,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.9589832022656458,51245942.86709393,28985.000000000044,6541.19059724731,0.996289532228186,0.22567502491796793
1093,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.8389024811527309,49227519.867093354,27439.49999999994,6541.19059724731,0.996289532228186,0.23838592529919733
1094,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.9005163002714367,53415859.693650395,30647.83333333352,6540.339691060257,0.9961599306037621,0.2134030037270786
1095,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.8242258424565605,51993788.17178703,29630.333333333434,6494.846024948422,0.9892307848074328,0.2191958474406318
1096,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.9421245456286145,48286546.867093205,26718.999999999894,6541.19059724731,0.996289532228186,0.24481419953019706
1097,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.9914634905421956,50067930.86709359,28082.99999999999,6541.190597247312,0.9962895322281863,0.23292349810373947
1098,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.8671085512966392,50448629.86709376,28374.500000000022,6541.19059724731,0.996289532228186,0.23053060308542198
1099,date ('2024-01-01 23:55:00'),50,30,21,10,150,2,true,false,0.8625617159239167,44075937.95009766,23510.66666666639,6531.17323089232,0.9947637859452124,0.27779617326429407
1100,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,0.9097385849939222,51778926.124441646,29384.6666666668,6546.56814272354,0.9904620412739978,0.2227885793970839
1101,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,0.8122209080588182,44904795.124439895,24121.166666666402,6546.56814272354,0.9904620412739978,0.2714034620792366
1102,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,0.929719320334984,52567270.76082036,29965.833333333456,6560.887796072502,0.9926285310709633,0.2189456145968178
1103,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,0.9312969813209026,53105995.76082036,30378.33333333346,6560.8877960724885,0.9926285310709612,0.21597260534610616
1104,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,1.0,46459326.42748533,25288.99999999973,6560.887796072489,0.9926285310709613,0.2594364267496761
1105,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,1.0,46877725.791106924,25631.833333333132,6546.56814272354,0.9904620412739978,0.25540772123428257
1106,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,0.8876918248613,56608905.427487336,33060.50000000035,6560.8877960724885,0.9926285310709612,0.19845095494842543
1107,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,0.901278613998142,45771543.79110664,24784.83333333307,6546.568142723546,0.9904620412739986,0.2641360567036406
1108,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,0.8499696376995255,44655784.457773134,23930.499999999698,6546.56814272354,0.9904620412739978,0.2735658737896669
1109,date ('2024-01-01 23:55:00'),50,30,21,10,150,4,true,false,1.0,52890204.17005491,30231.66666666688,6549.055231846574,0.9908383250483245,0.21662898390803886
1110,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.8100376732718958,52337223.63211741,29788.00000000019,6561.9630545547625,0.9862172661584232,0.22028880940495235
1111,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.9677938196273652,46674625.29878268,25452.166666666544,6561.96305455477,0.9862172661584243,0.25781549918689833
1112,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.8818732423801516,46782217.32121179,25505.333333333172,6580.584994897668,0.9890160138720053,0.25800819416452936
1113,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.8572695057173874,48626006.9654497,26946.33333333328,6561.9630545547625,0.9862172661584232,0.24351970167449283
1114,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.9320824174513092,52298761.32121306,29729.33333333347,6580.584994897672,0.989016013872006,0.2213499011603907
1115,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.9051562820868007,50131889.65454603,28070.16666666673,6580.584994897668,0.9890160138720053,0.23443341370367068
1116,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.9108238964303298,49345308.24085586,27488.99999999994,6567.125869947369,0.9869932012924443,0.2389001371438533
1117,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.9292628055835721,51936797.20380737,29461.66666666672,6574.537434751857,0.9881071077741891,0.22315565202529317
1118,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.906532896981573,49591140.1657243,27654.00000000001,6581.934032401369,0.9892187647969625,0.23801019861146186
1119,date ('2024-01-01 23:55:00'),50,30,21,10,150,6,true,false,0.972950744814813,47605426.1342135,26139.666666666526,6578.032276336509,0.9886323580818512,0.2516494322678131
1120,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.7700619035809774,52935037.730908036,28273.66666666675,7818.933982873309,0.9991236548115765,0.2765447465677115
1121,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.8536209723643833,49235478.96803983,25430.16666666643,7825.792078106548,0.9999999999999983,0.3077365626692689
1122,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.939965196387367,53042468.96804075,28345.166666666628,7825.792078106548,0.9999999999999983,0.2760891184778084
1123,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.8772165028892299,54728079.63470799,29635.83333333344,7825.792078106553,0.999999999999999,0.2640651939861044
1124,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,1.0,52633037.968040615,28031.666666666602,7825.792078106548,0.9999999999999983,0.2791768385078744
1125,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.9871222225774072,45428488.968039304,22515.166666666344,7825.792078106548,0.9999999999999983,0.3475786874672625
1126,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.8911263010718747,54362060.39757503,29366.33333333343,7818.933982873309,0.9991236548115765,0.2662550306884284
1127,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.860922169162611,47312829.30137287,23957.999999999716,7825.792078106548,0.9999999999999983,0.3266463009477686
1128,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.8784364457655903,60436170.30137555,34006.50000000046,7825.792078106548,0.9999999999999983,0.2301263604930364
1129,date ('2024-01-01 23:55:00'),50,30,21,10,180,0,true,false,0.9432884735219151,60232965.73090929,33861.66666666714,7818.933982873309,0.9991236548115765,0.23090812569394698
1130,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.9184988370116037,57020350.490572676,31364.666666666755,7842.587843129239,0.9965358043018521,0.2500453113842291
1131,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.9096259738870861,60111272.571917586,33744.333333333685,7834.32889470453,0.9954863627175521,0.23216724471381214
1132,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,1.0,60562725.86176814,34072.50000000043,7845.489276931724,0.9969044814178528,0.23025869181690878
1133,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.8985451590492595,52006454.23858312,27538.499999999916,7834.32889470453,0.9954863627175521,0.2844864061116093
1134,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.9368107041957612,56505837.78745915,30966.833333333474,7845.056183890347,0.9968494494907697,0.25333737226033154
1135,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.8980987578811699,53650285.528433725,28779.666666666697,7845.489276931731,0.9969044814178538,0.27260528649619714
1136,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.9012292090163601,53770002.19510038,28871.333333333343,7845.4892769317275,0.9969044814178534,0.2717397629805248
1137,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.8990905924895262,53299910.24668748,28655.000000000055,7753.951641460908,0.9852730489095494,0.27059681177668443
1138,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.8455285801098836,47604593.86176571,24150.499999999727,7845.489276931727,0.9969044814178531,0.3248582545674754
1139,date ('2024-01-01 23:55:00'),50,30,21,10,180,2,true,false,0.9878896702139678,57232208.19510128,31522.33333333357,7845.4892769317275,0.9969044814178534,0.24888669230064406
1140,date ('2024-01-01 23:55:00'),50,30,21,10,180,4,true,false,0.8099652334224638,53912761.412925564,28974.000000000022,7849.723806535754,0.9918895698294177,0.27092302776750704
1141,date ('2024-01-01 23:55:00'),50,30,21,10,180,4,true,false,0.9120555292058832,62039133.87405796,35170.666666667224,7866.085834092708,0.9939570724416104,0.2236547264981969
1142,date ('2024-01-01 23:55:00'),50,30,21,10,180,4,true,false,0.9258137383984196,63375166.74626006,36219.33333333381,7849.723806535754,0.9918895698294177,0.21672745144956612
