int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period
0,30,6,30,2,0.789378509905002,21417751.009544652,14345833.333333325,1311839.6012094228,0.9729170079449637,0.09144394548076146,22.56072543679613
1,30,6,30,2,0.5662190227075721,15826195.078113535,10081500.000000035,1300938.382030324,0.9648321921360014,0.12904214472353515,30.53165954388052
2,30,6,30,2,0.5950607704424501,21015710.911831953,14028666.666666666,1317783.7539443856,0.9773254488003367,0.09393506776203861,22.992322364310596
3,30,6,30,2,0.7818666066757671,16449586.814091114,10523333.333333371,1323562.7854682067,0.9816114286211869,0.12577410061465333,29.374598004253773
4,30,6,30,2,0.6510325892056668,12973319.970542492,7901666.666666671,1298003.889967042,0.9626558458544784,0.1642696338283537,37.24567042955578
5,30,6,30,2,0.5318292818292818,16877479.796160188,10858833.333333392,1318550.5756434426,0.9778941569506213,0.12142654143110237,28.629866889838215
6,30,6,30,2,0.70849932510238,23400924.598015703,15850999.999999953,1320344.1994546214,0.979224385974156,0.08329721780673933,20.648756760703947
7,30,6,30,2,0.6750864213369818,13008515.280733395,7912666.666666683,1308169.4879127988,0.9701950931284888,0.16532599476528725,37.14490005755354
8,30,6,30,2,0.7046076398349118,18816996.947681285,12334666.666666722,1324445.5576775067,0.982266130686727,0.10737586944742467,25.67891153638849
9,30,6,30,2,0.7512098164769925,22285261.629640535,14998499.99999997,1319222.692194899,0.9783926276658143,0.08795697517717783,21.68249168577493
10,30,6,30,4,0.6081944772784472,16446416.759197585,10563666.666666722,1296307.8375780862,0.9309776650319432,0.12271381504951685,38.622394731956874
11,30,6,30,4,0.6366052718325446,16920389.248240296,10890000.000000067,1319627.093658777,0.947725003856064,0.12117787820558025,37.54050753093994
12,30,6,30,4,0.6502328672176009,18690576.6757982,12228333.333333382,1330522.210410674,0.95554961932154,0.10880650487207322,33.985040216683046
13,30,6,30,4,0.6074706703552866,14422129.782125652,8939333.333333345,1343693.0773347865,0.9650086247984841,0.15031244805743735,44.04342559635315
14,30,6,30,4,0.8592798211118816,15619296.448792417,9856000.000000043,1343693.0773347863,0.9650086247984839,0.13633249567114247,40.66764479965482
15,30,6,30,4,0.8480433476616681,17914643.97050236,11628833.333333403,1333945.4874746646,0.9580081360375584,0.11471017334567726,35.457026165069124
16,30,6,30,4,0.8417476077781416,19486144.782125656,12816833.333333386,1343693.0773347863,0.965008624798484,0.10483814858075559,32.597520294658764
17,30,6,30,4,0.6637106662982277,18816429.25585066,12354833.33333338,1311314.5872054535,0.9417551580955564,0.10613778039947512,33.75773327463259
18,30,6,30,4,0.6713058989986291,23882140.7821255,16182833.333333284,1343693.0773347865,0.9650086247984841,0.08303200370772262,26.597280612105475
19,30,6,30,4,0.6740814528982471,23503836.115458813,15893166.666666618,1343693.0773347863,0.965008624798484,0.08454533357112326,27.025375639945846
20,30,6,30,6,0.5556679325763294,15024741.207825566,9430666.666666707,1324625.2844438644,0.9221365711171496,0.14045934728303322,52.39358130108694
21,30,6,30,6,0.6301419529902506,21164228.342518374,14070833.33333336,1363390.2761599661,0.9491227814517039,0.0968947782879453,37.19483589290785
22,30,6,30,6,0.7826693144030604,27063865.67585154,18588166.666666538,1363390.276159966,0.9491227814517038,0.07334721603313804,29.086753881667406
23,30,6,30,6,0.6183947644432604,17100518.961250253,11051333.3333334,1304706.8299577702,0.9082703588853098,0.11805877088355213,46.033690660721696
24,30,6,30,6,0.8341134826711732,22602806.207825392,15233166.666666642,1324625.2844438644,0.9221365711171498,0.08695665933613277,34.82753392485668
25,30,6,30,6,0.8460699182073209,16298928.430488102,10501333.333333392,1264057.473802506,0.8799723501251397,0.12037114085219326,48.297653637615596
26,30,6,30,6,0.7611647894090635,17180057.675851893,11020166.666666726,1363390.276159966,0.9491227814517038,0.12371775467642279,45.82056794294003
27,30,6,30,6,0.5436315592804146,13701035.144844484,8378333.33333335,1349340.3993058864,0.9393419736874321,0.16105117159011942,57.455512789937835
28,30,6,30,6,0.5378404674206194,12347876.54115883,7380999.9999999935,1324625.2844438644,0.9221365711171496,0.17946420328463156,63.75185218090319
29,30,6,30,6,0.4544266166403574,12683443.478177804,7599166.666666671,1349340.3993058864,0.9393419736874321,0.1775642591476108,62.065164034861525
30,30,6,60,2,0.7157282613639904,27636263.157373365,17044499.99999989,2626653.4036312373,0.9901975888079679,0.15410562959495758,29.40339637716896
31,30,6,60,2,0.6127482163348802,25607703.417977713,15498999.999999946,2621706.2394556617,0.9883326034881234,0.16915325114237503,31.73263868049642
32,30,6,60,2,0.792607843685527,23468646.98910989,13922333.333333327,2582697.082695673,0.9736269050081592,0.18550748792316957,34.62491895579107
33,30,6,60,2,0.7349298938600699,25583760.084644556,15480666.666666655,2621706.239455661,0.9883326034881231,0.16935357474628546,31.762336627278053
