int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period
0,50,6,30,4,0.8055819849435273,4367498.6794058345,1303536.6158189273,1303536.6158189273,0.9994157290217577,1.0,145.43793750761117
1,50,6,30,4,0.6701600326303758,4368481.906570347,1303829.679057232,1303829.6790572323,0.999640419303876,1.0000000000000002,145.40520336015067
2,50,6,30,4,0.4472268230558337,4359733.832952114,1301222.205549562,1301222.205549562,0.9976412809559777,1.0,145.69696782839745
3,50,6,30,4,0.5816805397472082,4366220.585423333,1303155.6638122203,1303155.6638122203,0.999123654811578,1.0,145.48051056344266
4,50,6,30,4,0.5841357487566599,4370055.403674586,1304298.6796844266,1304298.6796844266,1.0,1.0,145.3528482650102
5,50,6,30,4,0.5398343101542475,4356491.448116015,1300255.7719173415,1300255.7719173415,0.9969003205860307,1.0,145.80540500652083
6,50,6,30,4,0.6454250340874965,4370055.403674586,1304298.6796844266,1304298.6796844266,1.0,1.0,145.3528482650102
7,50,6,30,4,0.6743585501697669,4370055.403674586,1304298.6796844266,1304298.6796844266,1.0,1.0,145.3528482650102
8,50,6,30,4,0.5108513334768635,4366220.585423333,1303155.6638122203,1303155.6638122203,0.999123654811578,1.0,145.48051056344266
9,50,6,30,4,0.6726605454116097,4370055.403674586,1304298.6796844266,1304298.6796844266,1.0,1.0,145.3528482650102
10,50,6,30,4,0.5276284689179952,18520184.9852056,12180027.638798237,1278153.0286002061,0.9799542455332804,0.10493843417307033,34.297713576155644
11,50,6,30,4,0.6339126953753048,17555709.42463749,11431270.857123394,1284693.1927286305,0.9849685602989803,0.11238410923734471,36.181961357173485
12,50,6,30,4,0.47717055493670546,23065780.99554456,15621348.933430376,1303155.6638122203,0.999123654811578,0.08342145543035721,27.538629631604355
13,50,6,30,4,0.5854291747548866,16350261.799551781,10477504.189544428,1304298.6796844266,1.0,0.1244856271196718,38.84953083854676
14,50,6,30,4,0.6079483808591001,22122310.7078377,14898936.768264335,1303155.6638122203,0.999123654811578,0.0874663530748062,28.71309459436149
15,50,6,30,4,0.5119069678788317,12222708.45075244,7317049.864276945,1304298.6796844266,1.0,0.17825472066990142,51.96884164907791
16,50,6,30,4,0.5637750945825614,20365910.85149363,13552273.754584236,1304298.6796844266,1.0,0.09624205526716359,31.189373489446194
17,50,6,30,4,0.5979266449996481,14484596.51662651,9050763.57438124,1303155.6638122203,0.999123654811578,0.14398295272024172,43.85348250956591
18,50,6,30,4,0.49911055426574585,19043824.31887208,12599908.431455968,1266086.1757233965,0.970702643070776,0.10048376006944483,33.35464502109109
19,50,6,30,4,0.6003629613559303,15407618.961170932,9763860.169516653,1299113.834284447,0.9960248020788963,0.13305330184268274,41.22635701212374
20,50,6,30,4,0.5659792740890751,11615223.038978705,6851900.238110236,1304298.6796844266,1.0,0.19035576035242366,54.686853439523055
21,50,6,30,4,0.6971112808733645,8812407.338231241,4707586.561827481,1303155.6638122203,0.999123654811578,0.27682032963114256,72.08019053366777
22,50,6,30,4,0.6112406850430628,15316529.88165616,9685978.984417606,1304298.6796844266,1.0,0.1346584255223687,41.471534669269126
23,50,6,30,4,0.6108040879402518,8892377.4132193,4768819.391067957,1303155.6638122203,0.999123654811578,0.27326588762263526,71.43196588301791
24,50,6,30,4,0.5631190101301821,14477166.14463659,9045074.162444089,1303155.6638122203,0.999123654811578,0.14407351895720574,43.87599020788505
25,50,6,30,4,0.46515936838607164,10834293.466531591,6253944.975899604,1304298.6796844266,1.0,0.2085561489125204,58.62865003262166
26,50,6,30,4,0.5099588454883525,9890537.463611607,5533107.33164399,1303155.6638122203,0.9991236548115782,0.2355196792152283,64.22300126125317
27,50,6,30,4,0.5906674952420592,8472568.443445612,4453714.290707103,1299113.834284447,0.9960248020788963,0.29169222574405207,74.97136249060242
28,50,6,30,4,0.6262483341467576,14963237.309758985,9417257.290409174,1303155.6638122203,0.999123654811578,0.1383795327689936,42.45070681233694
