int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency
0,30,6,30,0,0.8093044783884472,21421394.25395708,14360499.99999998,1304269.360968218,0.9999775214706067,0.09082339479601823
1,30,6,30,0,0.7126320794590028,16419691.994673464,10530666.66666671,1304298.6796844269,1.0000000000000002,0.12385718026884225
2,30,6,30,0,0.730337995337996,22032009.3280066,14827999.999999965,1304298.6796844269,1.0000000000000002,0.08796187481011802
3,30,6,30,0,0.5822072965202735,26582512.738970097,18327833.333333295,1294401.6946332513,0.9924120255541699,0.0706249162730594
4,30,6,30,0,0.5646642479657759,16901485.01856776,10930333.333333405,1284693.1927286305,0.9849685602989803,0.11753467653276407
5,30,6,30,0,0.9113282074159925,18369211.35190106,12054166.666666724,1284693.1927286305,0.9849685602989803,0.10657669072066016
6,30,6,30,0,0.7589744225240426,17540292.288484666,11390500.00000006,1303155.6638122203,0.9991236548115782,0.11440723970082206
7,30,6,30,0,0.7741506585018022,26760817.6613399,18448833.33333325,1304298.6796844269,1.0000000000000002,0.07069816590124577
8,30,6,30,0,0.5759259679714223,13400306.742005365,8587333.333333345,1069358.7483351277,0.8198725989616563,0.12452745303180573
9,30,6,30,0,0.8852913290413279,24242031.288484346,16521999.999999907,1303155.6638122203,0.999123654811578,0.07887396585233189
10,30,6,60,0,0.8910711003297795,24642369.243635558,14783999.999999953,2606311.3276244393,0.9991236548115777,0.17629270343780085
11,30,6,60,0,0.6801521371907547,22088575.03713526,12886500.00000004,2569386.38545726,0.9849685602989798,0.199385898844314
12,30,6,60,0,0.7576622039348269,25346198.65601327,15319333.333333312,2608597.3593688533,0.9999999999999999,0.1702813890531914
13,30,6,60,0,0.6519683519623978,22324760.91317384,13013000.000000028,2604026.149263301,0.9982476367657374,0.20010959419528898
14,30,6,60,0,0.8243904345666802,25420527.57696904,15379833.333333317,2606311.3276244416,0.9991236548115785,0.1694629110170967
15,30,6,60,0,0.6282046888663048,23459463.98934669,13874666.666666666,2608597.3593688523,0.9999999999999997,0.18801153368505089
16,30,6,60,0,0.5929271110568823,16281725.024776654,8380166.666666691,2607659.3581144633,0.9996404193038756,0.3111703456312868
17,30,6,60,0,0.7256860611822449,27595541.703801565,17103166.666666538,2569386.38545726,0.9849685602989798,0.15022869364097952
18,30,6,60,0,0.637650125466221,23114784.576969042,13614333.333333345,2606311.32762444,0.9991236548115779,0.1914387773394049
19,30,6,60,0,0.5953417528686951,20926259.32268025,11935000.000000054,2608597.3593688523,0.9999999999999997,0.21856701796136077
20,30,6,90,0,0.669425366882414,26989143.317353282,14530999.999999974,3912896.039053282,1.0000000000000002,0.26927919888880936
21,30,6,90,0,0.7001378470643244,34687029.2441051,20428833.33333313,3910609.8474567854,0.9994157290217585,0.19142599989182726
22,30,6,90,0,0.5209507664053117,20609044.172848657,9702000.000000037,3877061.41508794,0.990841917697867,0.3996146583269352
23,30,6,90,0,0.7421743239925053,23969592.00013888,12342000.00000004,3834459.085800619,0.9799542455332805,0.3106837697132237
24,30,6,90,0,0.6512289162715741,26944067.78315597,14534666.666666673,3888560.1674748873,0.9937805984785937,0.2675369347404976
25,30,6,90,0,0.6463052308416016,26273394.532120317,13988333.333333345,3909466.9914366617,0.9991236548115783,0.2794805426977237
26,30,6,90,0,0.5963588997940146,16152807.44982265,6271833.333333315,3888560.1674748897,0.9937805984785941,0.6200037470396589
27,30,6,90,0,0.5784328865267349,25526205.650686834,13410833.33333336,3912896.03905328,0.9999999999999999,0.29177128235033406
28,30,6,90,0,0.5859285823244893,22169053.333472345,10963333.333333394,3834459.085800622,0.9799542455332813,0.34975303306177574
29,30,6,90,0,0.7903875106333573,28827991.317353074,15938999.999999912,3912896.039053285,1.000000000000001,0.24549194046385006
30,30,6,120,0,0.8813436563436544,26297822.153938573,11962500.000000082,5212622.655248884,0.9991236548115787,0.4357469304283259
31,30,6,120,0,0.8068617133502618,30533188.645360302,15198333.33333337,5217194.718737711,1.0000000000000007,0.343274134361511
32,30,6,120,0,0.7654176569617741,28571035.55574067,13860000.000000035,5112612.114400828,0.9799542455332811,0.36887533292935176
33,30,6,120,0,0.7166374345351605,28366050.740937237,13662000.00000003,5138772.770914527,0.984968560298981,0.37613620047683466
34,30,6,120,0,0.7400484375675226,27413581.48727175,12816833.33333338,5212622.655248883,0.9991236548115785,0.40670129037975034
35,30,6,120,0,0.5966582029082026,29081956.407603756,14210166.666666653,5138772.770914526,0.9849685602989808,0.36162649541393116
36,30,6,120,0,0.6632098474150974,31086488.820604943,15629166.666666688,5212622.655248887,0.9991236548115792,0.3335189115595124
37,30,6,120,0,0.7367152505614032,24616790.978693776,10668166.666666722,5217194.71873771,1.0000000000000007,0.4890432331769923
38,30,6,120,0,0.6448480989727179,24685960.407604124,10844166.666666735,5138772.770914527,0.984968560298981,0.4738743813953272
39,30,6,120,0,0.598689701824377,30408683.31202668,15102999.999999966,5217194.71873771,1.0000000000000007,0.34544095336937836
40,30,6,150,0,0.47734361507374506,23775552.546932586,8471833.333333366,6206542.157279555,0.9517056566799901,0.7326090957029606
41,30,6,150,0,0.7709712785094465,33253844.775755998,15244166.666666625,6515778.319061104,0.9991236548115787,0.42742764898449387
42,30,6,150,0,0.7861005257278277,34955954.306699865,16538499.999999903,6521493.398422136,1.0000000000000007,0.3943219396210161
43,30,6,150,0,0.6964874626695473,30636703.393098094,13282500.00000002,6488836.046737266,0.994992350725561,0.4885252058526072
44,30,6,150,0,0.6910600385862141,40388696.64003296,20698333.333333127,6521493.398422126,0.999999999999999,0.31507335848726264
45,30,6,150,0,0.6155391682109235,21551555.362642482,8794500.000000026,4915473.41596343,0.7537343236677543,0.5589258531995469
46,30,6,150,0,0.8146527348817418,29887730.616834432,12789333.333333347,6437641.752156027,0.9871422631070371,0.5033602287444761
47,30,6,150,0,0.6058092988436509,26652362.959687404,10323500.000000045,6430326.318376718,0.986020520994858,0.6228823866301826
48,30,6,150,0,0.6687653033241274,26306835.355020776,10567333.333333386,6106278.520426502,0.9363313197409522,0.5778447909052872
49,30,6,150,0,0.47889621519300657,23750735.775756218,7967666.6666666735,6515778.319061098,0.9991236548115777,0.817777473839404
50,30,6,180,0,0.7347826897445217,33330765.780595317,13564833.333333325,7623699.421146236,0.9741760763711448,0.5620193948430064
51,30,6,180,0,0.6026162133032359,30471004.012363866,11170500.000000045,7754122.8301758785,0.9908419176978668,0.6941607654246317
52,30,6,180,0,0.8667368742368736,31932343.30137386,12177000.000000054,7825792.0781065645,1.0000000000000004,0.6426699579622674
53,30,6,180,0,0.6648761037828808,37946908.63470667,16782333.33333325,7825792.078106547,0.9999999999999982,0.46631132409716086
54,30,6,180,0,0.6409320958939273,34250855.77807243,14136833.333333325,7708159.15637177,0.9849685602989785,0.5452535921320268
55,30,6,180,0,0.5145038167938923,28540406.566312205,9656166.6666667,7777120.334949775,0.9937805984785937,0.8054045257727961
56,30,6,180,0,0.6033480302564282,33757458.072854884,13596000.000000002,7812078.447789897,0.9982476367657366,0.5745865289636581
57,30,6,180,0,0.6607502249284908,26971426.45126227,11014666.666666742,6145504.368600285,0.7852884803562505,0.5579382975971652
58,30,6,180,0,0.7124786105477605,31592347.968040638,11916666.666666754,7825792.07810654,0.9999999999999973,0.6567098247362084
59,30,6,180,0,0.609144764593445,33601665.72945947,13535500.000000015,7774606.830710601,0.9934594163906865,0.5743863788342206
60,30,6,210,0,0.4996798367027378,25394750.71143841,8468166.6666667,6999117.477519904,0.7665988940523226,0.8265209877210586
61,30,6,210,0,0.5567320439626238,36839130.35272543,13900333.333333354,9122089.646685526,0.9991236548115762,0.6562497048045979
62,30,6,210,0,0.5285502945639897,35530771.50612493,12994666.666666724,9060811.862432756,0.9924120255541692,0.6972715880181136
