int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency
0,50,6,0,0,0.5940474915560225,20944549.999999862,16041666.666666565,0.0,0.0,0.0
1,50,6,0,0,0.49855835142136334,18064166.999999974,13836166.666666651,0.0,0.0,0.0
2,50,6,0,0,0.603252051902412,24315771.333333194,18622999.999999892,0.0,0.0,0.0
3,50,6,0,0,0.5812116222588675,23109027.333333112,17698999.99999983,0.0,0.0,0.0
4,50,6,0,0,0.508545950428695,20264559.333333228,15520999.99999992,0.0,0.0,0.0
5,50,6,0,0,0.5045368066036711,25541669.999999728,19561666.66666646,0.0,0.0,0.0
6,50,6,0,0,0.6215279421901608,26078000.666666444,19972333.33333316,0.0,0.0,0.0
7,50,6,0,0,0.6794680920883069,22462557.33333312,17203999.99999984,0.0,0.0,0.0
8,50,6,0,0,0.5860016633125111,24248729.999999724,18571666.666666463,0.0,0.0,0.0
9,50,6,0,0,0.5368146530737118,25213646.333333008,19310499.99999975,0.0,0.0,0.0
10,50,9,0,0,0.5337650764888583,26498303.33333305,20294999.999999788,0.0,0.0,0.0
11,50,9,0,0,0.5969958692202642,20957815.999999873,16052666.666666577,0.0,0.0,0.0
12,50,9,0,0,0.5573336368397851,22277093.666666567,17062833.33333326,0.0,0.0,0.0
13,50,9,0,0,0.5768953659992992,26237320.999999642,20095166.666666396,0.0,0.0,0.0
14,50,9,0,0,0.690990200726005,30757822.33333292,23556499.999999683,0.0,0.0,0.0
15,50,9,0,0,0.7489562154965598,30930214.33333298,23688499.999999724,0.0,0.0,0.0
16,50,9,0,0,0.6097491500520608,28646020.33333287,21939499.999999654,0.0,0.0,0.0
17,50,9,0,0,0.6378911074666516,32148929.999999724,24621666.66666645,0.0,0.0,0.0
18,50,9,0,0,0.7305455433326897,26687455.66666635,20439833.333333094,0.0,0.0,0.0
19,50,9,0,0,0.5893182665057012,24261995.999999717,18582666.666666456,0.0,0.0,0.0
20,50,12,0,0,0.667591216700164,29396740.99999951,22515166.666666295,0.0,0.0,0.0
21,50,12,0,0,0.7023950109195903,28422247.333332874,21768999.99999965,0.0,0.0,0.0
22,50,12,0,0,0.6556114137610989,28343234.33333294,21708499.999999695,0.0,0.0,0.0
23,50,12,0,0,0.5447020193219706,28106195.33333292,21526999.999999676,0.0,0.0,0.0
24,50,12,0,0,0.6794646402979727,29269841.33333288,22417999.99999966,0.0,0.0,0.0
25,50,12,0,0,0.6607166550680952,31925156.999999613,24451166.666666366,0.0,0.0,0.0
26,50,12,0,0,0.7706388642238734,30428698.666666232,23305333.333333,0.0,0.0,0.0
27,50,12,0,0,0.6332690629192386,28709567.333332844,21988999.99999963,0.0,0.0,0.0
28,50,12,0,0,0.7226208850264924,27706341.66666631,21220833.33333306,0.0,0.0,0.0
29,50,12,0,0,0.5466587632846949,21014179.999999873,16096666.666666577,0.0,0.0,0.0
30,50,15,0,0,0.7249347064614151,29831409.666666172,22848833.333332956,0.0,0.0,0.0
31,50,15,0,0,0.7009652657804532,21664338.6666665,16595333.333333205,0.0,0.0,0.0
32,50,15,0,0,0.7847534345330515,30276755.666666254,23189833.33333302,0.0,0.0,0.0
33,50,15,0,0,0.76807767948535,30501822.99999952,23362166.666666295,0.0,0.0,0.0
34,50,15,0,0,0.7376782928012687,23560650.666666392,18047333.333333123,0.0,0.0,0.0
35,50,15,0,0,0.7314648411220582,32639962.666666336,24999333.333333082,0.0,0.0,0.0
36,50,15,0,0,0.7077049278742125,30169010.666666213,23107333.33333299,0.0,0.0,0.0
37,50,15,0,0,0.7521376666811455,27271867.33333294,20888999.999999702,0.0,0.0,0.0
38,50,15,0,0,0.6096556032855052,25382738.33333306,19442499.99999979,0.0,0.0,0.0
39,50,15,0,0,0.7450277500026575,30810691.99999953,23598666.6666663,0.0,0.0,0.0
40,50,18,0,0,0.738509792229489,31446484.66666626,24086333.333333023,0.0,0.0,0.0
41,50,18,0,0,0.8163908751048685,28987504.333332866,22203499.999999646,0.0,0.0,0.0
42,50,18,0,0,0.8397915939351106,41521839.33333383,31801000.00000038,0.0,0.0,0.0
43,50,18,0,0,0.7980779680838911,35794593.99999998,27415666.66666665,0.0,0.0,0.0
44,50,18,0,0,0.8511226946936402,35734735.66666664,27369833.33333331,0.0,0.0,0.0
45,50,18,0,0,0.6729195599250186,29265246.999999523,22416166.666666307,0.0,0.0,0.0
46,50,18,0,0,0.8441266945614757,30665931.9999996,23488666.666666344,0.0,0.0,0.0
47,50,18,0,0,0.7540497331724824,23854053.666666504,18272833.333333213,0.0,0.0,0.0
48,50,18,0,0,0.750293286395961,31156770.333332874,23864499.999999646,0.0,0.0,0.0
49,50,18,0,0,0.7567880019730678,33615750.66666644,25747333.333333157,0.0,0.0,0.0
50,50,21,0,0,0.8038909896380082,37112771.66666677,28425833.333333403,0.0,0.0,0.0
51,50,21,0,0,0.7523076329946551,28282470.333332893,21664499.999999665,0.0,0.0,0.0
52,50,21,0,0,0.8226241725569742,32551566.666666407,24933333.33333314,0.0,0.0,0.0
53,50,21,0,0,0.8776695585856843,35616313.333333276,27279999.999999955,0.0,0.0,0.0
54,50,21,0,0,0.6973517028780185,22351706.666666444,17123333.33333316,0.0,0.0,0.0
55,50,21,0,0,0.8865782521707732,36808691.333333366,28193000.000000026,0.0,0.0,0.0
56,50,21,0,0,0.8401605314493272,34244360.33333318,26229499.99999988,0.0,0.0,0.0
57,50,21,0,0,0.7686327740126206,37981914.66666685,29091333.33333347,0.0,0.0,0.0
58,50,21,0,0,0.8386901702369486,36061659.333333366,27621000.000000015,0.0,0.0,0.0
59,50,21,0,0,0.8315151296216166,34229994.33333315,26218499.99999986,0.0,0.0,0.0
60,50,24,0,0,0.8214486861292799,28094612.33333291,21521499.999999676,0.0,0.0,0.0
61,50,24,0,0,0.8111610526595635,32081177.33333299,24573999.99999973,0.0,0.0,0.0
62,50,24,0,0,0.7338898564214162,36110840.33333331,27659499.99999999,0.0,0.0,0.0
63,50,24,0,0,0.8612247521041163,31652591.666666254,24245833.33333302,0.0,0.0,0.0
