int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
367,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8498082974987233,30772056.910302028,19479.16666666647,2606.3113276244394,0.9991236548115777,0.13379993981387633
368,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9438051264974342,23588952.32268,13975.500000000013,2608.5973593688523,0.9999999999999996,0.18665502911300846
369,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,22178689.98934676,12895.666666666686,2608.5973593688523,0.9999999999999997,0.20228480053006295
370,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8349226698315495,23672359.65577672,14080.000000000027,2582.6970826956704,0.9736269050081581,0.18343019053236256
371,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,25979019.41797769,15784.999999999933,2621.7062394556615,0.9883326034881232,0.16608845356070145
372,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8627606490201896,31188891.273511425,19776.166666666457,2620.441324310333,0.9878557549152513,0.1325050182109961
373,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8095128571515794,21086479.65577693,12100.000000000082,2582.697082695671,0.9736269050081583,0.21344603989220276
374,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9502873081117362,28561638.54973917,17752.166666666522,2628.294558194033,0.9908162723726496,0.148054860431725
375,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8767353104359467,30070068.549739152,18907.166666666486,2628.294558194033,0.9908162723726494,0.13901049292741155
376,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9038128500458796,20724800.816610154,12233.833333333407,2320.8790385277357,0.8749265604240182,0.18970987876743906
377,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9613394676359067,31535400.549739182,20029.166666666493,2628.294558194033,0.9908162723726494,0.13122336050896055
378,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8343749537395687,24773752.98910994,14923.333333333325,2582.6970826956713,0.9736269050081584,0.17306435666935488
379,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8418465883284358,31766177.9423541,20205.16666666643,2628.7442373619333,0.9909857927315886,0.13010257627316266
380,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9348127840931458,32624478.110131904,20832.166666666446,2647.9917570192124,0.9819326291594324,0.12711072253738565
381,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8963566655865719,28613969.776798733,17761.333333333234,2647.9917570192124,0.9819326291594324,0.14908744221638168
382,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,30730560.44346535,19381.99999999983,2647.991757019212,0.9819326291594322,0.13662118238671114
383,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8017130300748794,25141420.592320018,15119.499999999987,2637.1011512868854,0.9778941569506215,0.1744172195698858
384,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.7656276512727256,28151097.59231986,17423.999999999894,2637.101151286884,0.9778941569506209,0.1513487804916724
385,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8527143925575099,26245493.76337009,15981.1666666666,2626.723652206114,0.9740459557885633,0.16436369803244183
386,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9238616954750283,30579717.44346538,19266.499999999847,2647.9917570192124,0.9819326291594324,0.13744020745954033
387,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9617639040348972,24789836.97034365,14855.5,2633.7826437337026,0.9766635825585581,0.17729343635244202
388,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9745893858606701,28606380.925947845,17770.499999999945,2638.4453843897973,0.9783926276658139,0.14847333414309138
389,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8885226812238013,29010663.25898653,18082.16666666654,2637.101151286884,0.9778941569506209,0.14583988743717488
390,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8391010271779484,25362117.09999548,15264.3333333333,2652.4960631181066,0.9677913106228132,0.1737708424727434
391,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9044816439426241,28041380.003858164,17291.999999999894,2667.6889558443922,0.9733345986103699,0.1542730138702526
392,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8750469501523309,27210542.43332877,16679.666666666573,2652.496063118105,0.9677913106228128,0.15902572372258358
393,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9175855773591677,25017337.003858272,14976.499999999985,2667.6889558443922,0.9733345986103698,0.17812499287846925
394,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8881992890911551,29018264.09999532,18063.833333333187,2652.496063118106,0.967791310622813,0.14684015370222972
395,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9357603425985772,22422205.56527333,13031.333333333361,2640.9716440247244,0.9635865041336982,0.20266319466092378
396,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8130654028777092,25674018.121681508,15531.999999999933,2634.110682454098,0.9610832095641434,0.16959249822650718
397,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9103774313455715,30591341.099995304,19268.333333333187,2652.496063118106,0.967791310622813,0.1376608976620427
398,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.947655398037078,23918453.559726354,14226.666666666682,2609.318477172493,0.952037510618031,0.18341038967941586
399,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8814375329305738,27445187.099995356,16859.33333333324,2652.496063118106,0.967791310622813,0.15733101722793233
400,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9037023233177065,24702004.406013254,12805.833333333378,3897.341502853341,0.9960248020788963,0.3043411077909802
401,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9369078357539892,28605512.650686473,15770.33333333327,3912.8960390532798,0.9999999999999999,0.24811752271479964
402,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8525443221588987,36233858.65068629,21611.333333333103,3912.89603905328,1.0,0.18105759504519184
403,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9520611934341165,30190718.198786777,16989.49999999993,3909.4669914366596,0.9991236548115777,0.2301107737977383
404,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,27448114.21656227,15159.833333333305,3737.158882330824,0.9550877010356309,0.2465171483194075
405,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9051736431507413,30592809.31735301,17291.99999999986,3912.8960390532798,0.9999999999999999,0.22628360161076283
406,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8010860510121969,30150014.532119974,16958.333333333234,3909.4669914366605,0.9991236548115779,0.23053368008471842
407,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8837702511029845,27532720.43676707,15027.833333333308,3862.5850512936154,0.9871422631070367,0.25702873898168654
408,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8823931197008096,27198417.22113727,14694.166666666631,3912.1045491154255,0.999797722727628,0.26623521005719514
409,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8812176285253203,22309901.896642745,10968.833333333387,3900.767315752025,0.9969003205860306,0.3556228084802704
410,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8913224410923111,24653587.014600072,12723.333333333383,3926.2959238327526,0.9922519749474262,0.30859019574268304
411,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8704086214638519,28337003.21107946,15533.833333333327,3932.5932378784587,0.9938434296976367,0.25316308946354477
412,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9108441974629671,29858323.70646226,16710.833333333267,3924.8619032678816,0.9918895698294189,0.2348693105231874
413,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8164105944464372,28359002.720771138,15627.333333333301,3883.7345310418277,0.9814958763566498,0.2485218973833349
414,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.952296083904055,37720395.54441229,22718.666666666355,3932.5932378784587,0.9938434296976367,0.17309964953394474
415,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9373453875589736,31656468.039795723,18087.666666666617,3924.861903267881,0.9918895698294188,0.21699105670168767
416,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9233324245728839,29195093.373129062,16202.999999999982,3924.861903267881,0.9918895698294188,0.2422305686149408
417,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8736680473081994,30410291.553866267,17381.833333333212,3766.561194338713,0.9518838763927372,0.21669527731091304
418,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8956598793363479,30161485.21107931,16930.833333333274,3932.5932378784587,0.9938434296976367,0.23227405057115555
419,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8342883831854405,26320974.544412993,13990.166666666695,3932.59323787846,0.9938434296976371,0.28109695413767655
420,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8629471635982623,27884130.10480554,15156.16666666664,3952.290436703639,0.9878224495840096,0.2607711120910287
421,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,28898613.880804323,15951.833333333258,3940.2568150991046,0.9848148058490332,0.24700965291967217
422,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9775331286360697,25185083.95965255,13201.833333333347,3880.7009726627143,0.9699296148174699,0.29395167130797817
423,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9066750350612587,34206617.697708584,20045.66666666644,3921.4464117662997,0.9801133956173064,0.19562564203899485
424,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9760531135531144,29967200.104805283,16751.16666666655,3952.290436703639,0.9878224495840096,0.23594120429643703
425,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9461035343889609,32144738.934218366,18432.333333333245,3943.4740202791704,0.9856189035115617,0.21394328916284006
426,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.927245213998695,34375167.771471865,20126.33333333311,3952.290436703639,0.9878224495840096,0.19637409215308385
427,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8257703222989602,29336776.880804356,16287.333333333247,3940.2568150991046,0.9848148058490332,0.24192154322985915
428,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.891593874211507,33735167.21413752,19655.16666666645,3940.2568150991046,0.9848148058490332,0.20046926499898154
429,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9713013449654672,25244270.267552037,13148.666666666692,3943.474020279172,0.9856189035115619,0.29991436548287514
430,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8642504329976256,30097032.842199773,16894.166666666624,3924.5084637383966,0.970195093128489,0.23229961803808455
431,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9569045302599403,36302261.99853126,21570.999999999724,3971.9876355288216,0.981932629159433,0.1841355354656192
432,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.977646809359876,27948481.388479967,15200.166666666633,3955.6517269303276,0.9778941569506213,0.260237391712613
433,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9512421789393398,37166042.6221816,22265.83333333308,3950.673965600555,0.9766635825585586,0.1774321179206078
434,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,33158328.662357006,19176.666666666544,3963.723114864491,0.9798895204568583,0.20669510419943593
435,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9209758839922747,36222738.15476712,21517.83333333307,3967.0641718404345,0.9807154779274239,0.18436169248021328
436,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9758720455565977,34657354.99853137,20311.499999999785,3971.9876355288216,0.981932629159433,0.19555363392801434
437,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,35754008.05514642,21176.83333333315,3955.6517269303276,0.9778941569506213,0.18679146521420556
438,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9883138511814981,36637468.66519812,21827.666666666464,3971.9876355288206,0.9819326291594329,0.18197032675024927
439,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9020313468899023,29183908.998531524,16120.499999999933,3971.9876355288216,0.981932629159433,0.2463935756042826
440,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9545259765679615,33468835.645360034,17447.833333333292,5217.194718737709,1.0000000000000004,0.2990167672435578
441,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8720062110822628,35339019.15393783,18886.99999999988,5212.622655248884,0.9991236548115787,0.2759899748636055
442,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8956770897947351,32070544.97869309,16377.166666666577,5217.194718737711,1.0000000000000009,0.3185651599526418
443,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9567721161277654,36076264.6453597,19444.33333333318,5217.19471873771,1.0000000000000007,0.26831440447453847
444,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,32391385.64536,16622.8333333333,5217.19471873771,1.0000000000000007,0.3138571273692443
445,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9162647789219589,35614367.48727111,19097.833333333187,5212.622655248884,0.9991236548115787,0.27294314303973
446,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8783755855362105,31481538.978693444,15926.166666666652,5217.194718737708,1.0000000000000004,0.32758634440623174
447,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,29197344.97869353,14177.166666666679,5217.19471873771,1.0000000000000007,0.3679998155769986
448,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,35762340.740936674,19326.999999999865,5138.772770914526,0.9849685602989808,0.265885692084367
449,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9681630922088936,39967056.31202629,22423.499999999764,5217.194718737709,1.0000000000000004,0.2326663865470495
450,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9261128751755145,40358414.48005302,22694.833333333012,5235.250763000096,0.9950577510252566,0.23068029124103887
451,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,40283300.99807924,22643.49999999968,5231.311207782672,0.9943089645521435,0.23102926702067902
452,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9155931248238923,28640092.32828052,13733.500000000027,5228.017567080107,0.9936829462660011,0.380676270949146
453,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9108832082451288,27974467.66161381,13223.833333333347,5228.017567080108,0.9936829462660013,0.39534811391654734
454,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,30660909.661613673,15280.833333333328,5228.0175670801045,0.9936829462660006,0.3421290876640741
455,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.853348775407598,31107678.87241944,15608.999999999958,5236.891917562893,0.9953696832787949,0.3355046394748482
456,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8737614814961032,31251949.63660538,15924.333333333287,5106.313796944361,0.9705508585619208,0.32066107196184296
457,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8245240427885224,39243623.53908565,21838.666666666395,5236.891917562893,0.9953696832787949,0.23979906820759617
458,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9679934569247548,32603727.045403354,16804.333333333303,5205.14122925179,0.9893348685326444,0.3097499392568464
459,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9829563806237639,41722729.66161307,23750.83333333301,5228.017567080108,0.9936829462660013,0.22011933197067526
460,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9747785929083638,27585206.706073835,12961.66666666671,5205.142365092104,0.9811190567036848,0.4015797118497174
461,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,38836632.80363105,21537.999999999778,5229.903108979185,0.985786217749787,0.2428221333911802
462,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,1.0,40588894.76614502,22837.833333333023,5256.589116388071,0.9908162723726504,0.23017021972552015
463,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8890762059374547,34746721.43281198,18364.499999999884,5256.589116388071,0.9908162723726504,0.28623644076278165
464,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9452126734634465,39971156.76614526,22364.83333333311,5256.589116388071,0.9908162723726504,0.2350381528912857
465,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9252346927789445,36240914.27993965,19523.16666666647,5247.303699336408,0.9890660609509755,0.26877318566846875
466,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8798156968590395,40696639.76614501,22920.33333333301,5256.589116388071,0.9908162723726504,0.2293417394913459
467,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8699306074175098,35019675.43281199,18573.499999999865,5256.58911638807,0.9908162723726501,0.2830155391492237
468,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8443183899122381,41470009.4328117,23512.49999999966,5256.589116388071,0.9908162723726504,0.22356572531156388
469,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9166501472383831,36108697.33629354,19532.333333333187,5176.9334649230605,0.975801951505927,0.26504429228065085
470,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9294043017827663,38835999.34363071,21492.166666666388,5258.807390742553,0.9830703936670915,0.2446848413333209
471,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8259515610521792,36294296.26352778,19671.666666666493,5178.704862629762,0.9680961955277577,0.26325704630838637
472,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.942147120556212,34703279.32653807,18300.3333333332,5276.286315213253,0.9863378670471845,0.28831640490409777
473,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8329083401138669,36734043.8377164,19853.16666666648,5277.635352716951,0.986590053280924,0.26583342805347604
474,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8334571132591249,33691802.142575644,17698.999999999873,5165.9223080736265,0.9657066516624145,0.29187650760346145
475,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.8985387879660887,36484764.01029751,19691.833333333143,5258.807390742553,0.9830703936670915,0.26705524578256323
476,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.830158628120047,28882836.64267869,15240.499999999936,4385.949394507418,0.8199001555851867,0.2877825133366646
477,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9812833657636079,40205457.326537885,22513.333333333052,5276.28631521325,0.9863378670471838,0.23436273239028646
478,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9475990200253424,36915744.01029744,20021.833333333107,5258.807390742553,0.9830703936670915,0.2626536393142127
479,date ('2024-01-01 23:55:00'),30,30,12,10,true,false,0.9921427173335569,32252661.596861295,16576.99999999993,5178.704862629762,0.9680961955277577,0.31240302000541614
480,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.959753897541337,27459589.351900656,19017.16666666649,1284.6931927286305,0.9849685602989803,0.06755439520759188
481,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.964939795648148,22308898.62181778,15044.333333333308,1303.1556638122204,0.999123654811578,0.08662103098479311
482,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,27906797.661339782,19328.83333333317,1304.2986796844266,1.0,0.06747943123060218
483,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9476265749214655,26791177.261051733,18487.333333333172,1296.1867224916293,0.9937805984785939,0.07011215187831168
484,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,31340377.123253286,21961.499999999804,1302.013074631651,0.9982476367657379,0.05928616326897811
485,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,22442928.994673256,15145.166666666624,1304.2986796844266,1.0,0.08611979705413808
486,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8293140272154471,23954736.345286198,16312.999999999982,1297.7672093474541,0.9949923507255616,0.07955417209265343
487,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8759213327808529,23046353.288484428,15608.999999999956,1303.1556638122204,0.999123654811578,0.08348745363650611
488,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9699566983616807,28981853.328006405,20151.999999999807,1304.2986796844266,1.0,0.06472303888866808
489,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9526056478571054,19269026.011952948,12725.166666666722,1297.7672093474541,0.9949923507255616,0.10198429956496563
490,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,27572061.129493102,19050.166666666482,1318.5505756434422,0.9778941569506211,0.06921464776214321
491,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,31605698.55506575,22130.166666666377,1323.9958785096064,0.9819326291594326,0.05982765057544184
492,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,19243755.55506625,12664.666666666733,1323.9958785096067,0.9819326291594327,0.104542497118724
493,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8725661621181321,20596811.460911196,13722.500000000025,1310.0991349819096,0.9716262028854576,0.09547087884728782
494,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,32198127.93671488,22661.833333333045,1274.2509858705007,0.9450396644537147,0.0562289452546727
495,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,23386766.462826587,15845.499999999953,1318.5505756434422,0.9778941569506211,0.08321293588990226
496,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8813353639299564,19647189.19524657,13284.33333333336,1125.9231471839753,0.8350333215465533,0.0847557132851208
497,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9725496948478048,29781216.55506578,20733.166666666424,1323.9958785096067,0.9819326291594327,0.06385883544930211
498,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,25706061.221732594,17612.833333333216,1323.9958785096064,0.9819326291594326,0.07517222547061037
499,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,34350418.796159625,24240.333333332983,1318.5505756434425,0.9778941569506213,0.05439490280565978
500,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,28604436.16459466,19810.999999999836,1337.4508693321623,0.9605256184766336,0.06751051786038934
501,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.978313048648702,23500478.12231903,15904.1666666666,1336.6535492041007,0.9599530019965139,0.0840442367851678
502,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9230912596621708,23322537.303835478,15772.166666666635,1333.9454874746646,0.9580081360375584,0.08457591881107017
503,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8435314927315012,25203876.91490664,17235.16666666657,1319.6270936587769,0.9477250038560638,0.0765659607000484
504,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8928398612448395,22243968.664060567,14936.166666666672,1340.4107682091953,0.9626513479256041,0.08974262259677482
505,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9651400899512147,33075475.11545851,23224.666666666344,1343.6930773347863,0.965008624798484,0.05785629118472335
506,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.842603385731087,21342696.12865086,14257.833333333341,1332.9099375228225,0.9572644285259299,0.09348614942823162
507,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9540817729158195,34059546.11545861,23978.166666666355,1343.6930773347863,0.965008624798484,0.05603819074302888
508,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,24916329.520947464,16985.833333333238,1338.2127156081094,0.9610727584741977,0.07878404840944611
509,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,38123349.300175436,27091.16666666659,1342.8268912519866,0.9643865504165575,0.04956696430885801
510,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,19534058.07269518,12950.666666666699,1283.3841252782686,0.8934265792813636,0.09909791969100164
511,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,31949738.14484402,22353.83333333309,1349.3403993058864,0.939341973687432,0.06036281917221809
512,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9939310838839351,30357506.478177343,21134.66666666641,1349.3403993058864,0.939341973687432,0.0638448867250916
513,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,25458700.47817755,17383.666666666566,1349.3403993058864,0.939341973687432,0.07762116158688581
514,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9510536986233574,38213102.452926345,27129.666666666533,1362.0909970357668,0.9482182895847708,0.05020669858466525
515,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,28669557.675851498,19820.166666666493,1363.3902761599659,0.9491227814517038,0.06878803287022366
516,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8774673575189945,24276450.86062956,16496.33333333325,1337.923959962469,0.9313944308206765,0.08110432378685016
517,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,29146030.009184826,20184.999999999833,1363.3902761599659,0.9491227814517038,0.06754472510081631
518,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.8744680710619083,21560710.004728474,14413.666666666708,1339.9843849333595,0.9328287936099229,0.09296623932841672
519,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9799570725571594,26102776.14484415,17876.833333333198,1349.3403993058864,0.939341973687432,0.07547983326498335
520,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,35241072.65601289,22898.333333333037,2608.5973593688523,0.9999999999999997,0.11392083962597944
521,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,33591376.98934636,21635.166666666457,2608.5973593688523,0.9999999999999997,0.12057209447745774
522,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9045868095087715,35949795.32267972,23440.99999999978,2608.597359368852,0.9999999999999993,0.11128353565841373
523,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9583434695075911,28855385.656013105,18008.833333333198,2608.5973593688523,0.9999999999999997,0.14485099123775586
524,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9355756512006511,30579305.65601305,19328.833333333154,2608.5973593688523,0.9999999999999997,0.13495886246120442
525,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9949629210658621,27263258.576968934,16793.333333333263,2606.3113276244394,0.9991236548115776,0.1551991659958982
526,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,35861204.98934633,23373.166666666406,2608.5973593688514,0.9999999999999992,0.11160650144548437
527,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,29461151.989346564,18472.66666666659,2608.5973593688523,0.9999999999999997,0.14121390302982045
528,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,35116671.9103019,22806.666666666344,2606.3113276244394,0.9991236548115777,0.11427848557254354
529,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,25239942.32267988,15240.499999999975,2608.5973593688523,0.9999999999999997,0.17116219017544418
530,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,1.0,33006815.549739044,21156.666666666402,2628.294558194033,0.9908162723726494,0.12423008783019059
531,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9763536096256678,27182053.37629536,16697.999999999924,2627.44365200698,0.9904954971788015,0.1573507996171393
532,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9811901548743652,28008873.49070667,17332.3333333332,2626.6534036312387,0.9901975888079685,0.15154643942715493
533,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9362631183481365,27254340.294800356,16776.833333333245,2612.4756603875035,0.9848528535051391,0.15571923547674973
534,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9551703035526563,31048250.883072443,19656.9999999998,2628.294558194033,0.9908162723726494,0.13370781697075135
535,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9639709961927727,34084265.54973899,21981.66666666637,2628.294558194033,0.9908162723726494,0.1195675741084571
536,date ('2024-01-01 23:55:00'),30,30,15,10,true,false,0.9306095603244231,26547770.75131103,16221.333333333263,2621.706239455662,0.9883326034881234,0.16162088439846745
