int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
709,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,13953466.62846531,6678.833333333333,2557.9194542697082,0.9485318707096304,0.38298896328246573
710,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,14702356.103229802,7139.000000000007,2630.106769105143,0.9596223393289391,0.36841389117595463
711,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,12437581.116193548,5795.166666666648,2381.3372943843897,0.8688561590014451,0.41091782710610525
712,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,12420943.670525115,5333.166666666654,2667.6889558443913,0.9733345986103693,0.5002073106992838
713,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16635085.893059831,8651.500000000011,2609.3184771724946,0.9520375106180317,0.30160301417933205
714,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,19008707.363109168,10398.666666666708,2654.1314607657696,0.9683880027931913,0.255237670928878
715,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,12514694.814196374,6370.833333333332,2052.051316510348,0.7487126788554979,0.32210092607095075
716,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,14132646.275765318,6654.999999999989,2660.5578049936644,0.9707327226173996,0.39978329150919145
717,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16213683.226393221,8328.833333333354,2609.318477172494,0.9520375106180314,0.3132873924526229
718,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,13431348.433328943,6130.666666666652,2652.496063118106,0.967791310622813,0.4326602973768126
719,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17003813.22639323,8933.833333333361,2609.318477172494,0.9520375106180314,0.2920715419479304
720,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,13311412.003649222,4836.333333333327,3418.9494079954015,0.8737644378670003,0.7069300588590681
721,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,19490479.984020256,8792.666666666686,3912.8960390532798,0.9999999999999999,0.4450181256031471
722,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16962063.98402012,6856.666666666653,3912.8960390532798,0.9999999999999999,0.570670302244038
723,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,19108982.722369656,8592.833333333354,3854.079578185891,0.98496856029898,0.4485225569586145
724,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18879924.98402022,8325.166666666677,3912.8960390532807,1.0000000000000002,0.4700081326563964
725,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18404757.549895946,8490.166666666688,3575.825548997491,0.9138565178600188,0.42117259759299763
726,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,15813165.04298313,6704.499999999996,3449.172625500151,0.8814884400390748,0.5144563540159822
727,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16145596.317353437,6231.499999999979,3912.89603905328,1.0,0.6279220154141528
728,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,15145526.74230773,6009.666666666652,3566.2121729174123,0.9113996736239003,0.5934126417855823
729,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,11923399.980135156,4557.666666666656,2919.157628177252,0.7460350592098883,0.6404938846289604
730,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22366649.039796025,10976.166666666704,3924.861903267881,0.9918895698294188,0.35758038507079287
731,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18980162.56501239,8389.333333333343,3920.917471130153,0.9908927344775672,0.46736937434005266
732,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22696148.211079754,11216.333333333374,3932.5932378784587,0.9938434296976367,0.35061308548947473
733,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17290225.34101105,7179.333333333332,3867.3902754243018,0.977365362449867,0.5386837601575313
734,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20199464.80879572,9438.00000000003,3847.585883583338,0.9723604042658578,0.40766962106201804
735,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,14397184.553866666,5122.333333333326,3766.561194338713,0.9518838763927372,0.7353213758714229
736,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,19335423.039795954,8655.166666666679,3924.8619032678807,0.9918895698294186,0.45347040148672757
737,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,12797261.418332987,4618.166666666659,3307.0778029931703,0.8357634128915821,0.7161018736857722
738,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20528120.42534054,9612.166666666699,3896.9728771793043,0.9848414660306767,0.40542086007448447
739,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17007085.916379098,7824.666666666679,3317.8808767101214,0.8384935614690442,0.4240283986593827
740,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,21689551.6263194,10527.000000000047,3880.7009726627125,0.9699296148174694,0.3686426306319649
741,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17781918.547471445,7441.500000000013,3940.2568150991046,0.9848148058490332,0.5294976570717057
742,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17176152.214138035,6977.66666666666,3940.2568150991046,0.9848148058490332,0.5646954782065317
743,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,19613583.54747151,8844.000000000025,3940.2568150991046,0.9848148058490332,0.44552881220025925
744,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17044463.880804725,6876.833333333333,3940.2568150991046,0.9848148058490332,0.5729754705556005
745,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,15290131.104805708,5514.666666666651,3952.290436703639,0.9878224495840096,0.7166870956304976
746,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17914473.597675018,7844.833333333344,3747.8711229908777,0.9367305598436291,0.47775025468875976
747,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22316785.880804867,10913.833333333381,3940.2568150991046,0.9848148058490332,0.3610332588701576
748,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17887269.214138065,7522.166666666667,3940.2568150991046,0.9848148058490332,0.5238193980146374
749,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18983514.200995266,8470.000000000025,3871.137563524566,0.9675393678473866,0.4570410346546109
750,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16961080.055146888,6788.833333333329,3955.6517269303276,0.9778941569506213,0.5826703253279155
751,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17536792.744289845,7602.833333333339,3717.7935957165196,0.9190921964257295,0.4890010648288818
752,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,19051333.055146955,8389.333333333343,3955.6517269303276,0.9778941569506213,0.4715096623009762
753,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,14461898.871793611,5474.333333333316,3573.785361213766,0.8834912839100311,0.6528256764075585
754,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18266590.911627445,7885.166666666674,3894.011669901126,0.9626558458544784,0.49384012215778006
755,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,12817023.765614774,5848.333333333317,2532.6340160801215,0.6261036554755213,0.43305226835225913
756,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,14208247.417430054,6493.666666666659,2800.2857088482574,0.6922710141117719,0.4312333620730345
757,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17988444.494296595,8026.333333333346,3668.286885129273,0.9068534235622037,0.4570314654008805
758,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18621739.157934118,8933.833333333361,3398.935818090446,0.8402659550971561,0.3804565958722947
759,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,14065573.338544218,5626.499999999982,3283.3728673552705,0.8116971269785094,0.5835551172763318
760,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16019883.856357437,5606.333333333311,4250.0142458227665,0.8146167576530576,0.7580737699903888
761,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20793429.31202692,7744.000000000009,5217.194718737713,1.000000000000001,0.6737079957047658
762,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,21442502.82060499,8248.16666666668,5212.622655248885,0.9991236548115789,0.6319734876738923
763,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18169458.364199877,6675.166666666663,4617.841563787166,0.8851196500682739,0.6917941969669423
764,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22085512.71447852,8774.333333333369,5191.068837389824,0.994992350725563,0.5916197436526767
765,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18215824.242619075,5971.166666666656,5089.188502986392,0.975464550845385,0.8522938291768334
766,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18019841.21419155,7065.666666666679,4295.92348179186,0.8234163594398586,0.6079997379523309
767,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17883394.56846239,6150.833333333318,4812.431870080909,0.9224175307846801,0.7824032304697339
768,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20380611.696701083,8176.666666666682,4739.947143338722,0.9085241013365024,0.5796918642485176
769,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18660078.312026817,6110.499999999976,5217.194718737711,1.0000000000000009,0.8538081529723806
770,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,19247316.994947094,6543.166666666656,5228.017567080108,0.9936829462660013,0.7990041876380117
771,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20964096.69291203,7976.833333333338,5152.08346815294,0.9792502443525407,0.6458807966594434
772,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20727550.798111178,7663.333333333329,5236.45882452149,0.9952873658106791,0.6833134612250753
773,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,23925844.32828062,10125.50000000004,5228.017567080105,0.9936829462660007,0.5163219166540008
774,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,21372513.8724197,8156.500000000006,5236.891917562893,0.9953696832787949,0.6420513599660256
775,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,14065668.595063942,5701.666666666645,3235.509319211331,0.6149693247455293,0.5674672877891861
776,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20631241.66161377,7602.833333333327,5228.0175670801045,0.9936829462660005,0.6876406910248516
777,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22345772.486344352,9476.500000000025,4870.536921918463,0.9257370344247583,0.513959470471002
778,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,25548231.20575326,11353.833333333394,5236.891917562893,0.9953696832787949,0.46124438890502745
779,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16680554.638448674,6009.666666666645,4315.3717122736725,0.8202174576241922,0.7180717253769516
780,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,24429072.16928951,10486.666666666717,5243.412478911328,0.9883326034881244,0.500007547257912
781,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,21240380.978220236,8167.500000000015,5165.394165391348,0.9736269050081595,0.6324327107917157
782,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17035387.091597587,7067.500000000009,3814.29905234955,0.7189585271143166,0.5396956565050648
783,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17321171.316359397,6997.833333333327,3998.17845275391,0.7536180179059335,0.5713451953348294
784,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22454408.43281253,8954.000000000018,5256.58911638807,0.9908162723726501,0.5870660170189925
785,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16982047.75084492,6836.500000000004,3935.502887999798,0.7418042793649249,0.5756604824105603
786,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,21625474.217141468,8479.166666666695,5154.684830230055,0.9716082987771683,0.6079235180615278
787,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,16875205.64969269,5707.166666666645,4603.178452753916,0.8676546739033784,0.8065610698981864
788,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,21288517.14727364,8369.166666666688,5060.347558454657,0.9538266342991708,0.604641747500306
789,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22981061.311553624,9500.333333333361,5165.394165391348,0.9736269050081595,0.5437066241947299
790,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,18095392.476107325,6554.166666666664,4658.817704298361,0.8709095835398352,0.710817704406616
791,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22363079.65987199,8853.166666666682,5276.286315213254,0.9863378670471846,0.5959772942126068
792,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20689518.038629755,8107.000000000011,4935.111129964082,0.922559295452649,0.6087469014387658
793,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,8999643.469497638,3146.0000000000027,2392.012755570665,0.44715783381135,0.7603346330485261
794,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22874252.26352849,9397.666666666697,5178.704862629762,0.9680961955277577,0.551062837863627
795,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,23061805.209133316,9397.666666666708,5270.238755067441,0.9852073488723349,0.5608029037421437
796,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,22600118.659872,9034.666666666686,5276.286315213251,0.9863378670471842,0.5840045360699424
797,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,20295965.38546358,7320.499999999999,5244.343119634097,0.9803664732463266,0.7163913830522639
798,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,21190414.38775552,8255.500000000016,5084.918523388065,0.9505639745148273,0.6159431316562358
799,date ('2024-01-01 23:55:00'),10,30,18,10,true,false,1.0,17501765.12737772,5875.833333333321,4801.460937389509,0.8975750095365574,0.817154038415462
800,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13153642.018567635,8064.833333333333,1284.6931927286305,0.9849685602989803,0.15929569026786633
801,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,9706643.012239803,5505.49999999999,1233.6879838489476,0.9458630933732423,0.2240828233310235
802,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,10021854.018567596,5666.83333333332,1284.6931927286307,0.9849685602989804,0.22670389566106297
803,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13081995.574057288,8039.166666666682,1266.0861757233965,0.970702643070776,0.15748972850296183
804,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,9931557.757508602,6291.999999999991,842.1534525013464,0.6456753085919739,0.13384511323924786
805,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14799993.619749663,9317.000000000035,1290.0723701396976,0.9890927517091628,0.13846435227430423
806,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,10923143.923366854,6352.499999999989,1287.5283504312051,0.987142263107037,0.2026805746448182
807,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12456411.288484626,7502.000000000006,1303.1556638122204,0.9991236548115782,0.17370776643724598
808,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13093303.955151305,7989.66666666668,1303.1556638122204,0.9991236548115782,0.16310513544314134
809,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14302389.994673451,8913.666666666688,1304.2986796844266,1.0,0.1463257185241117
810,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,10502878.28287482,6251.666666666654,1146.69023078323,0.8504350892782963,0.1834215245187788
811,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13515124.462826801,8288.500000000011,1318.5505756434422,0.9778941569506211,0.15908192985985894
812,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,10918270.637209142,6332.333333333329,1298.003889967042,0.9626558458544784,0.2049803479444717
813,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16778600.796160165,10787.333333333383,1318.5505756434422,0.9778941569506211,0.12223137404765805
814,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13862580.947400065,8570.833333333358,1308.1694879127988,0.9701950931284887,0.15263037292127896
815,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14716907.411446907,9236.333333333378,1300.9383820303242,0.9648321921360014,0.14085009008231816
816,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14046202.517008502,8853.166666666697,1217.8299253335379,0.9031953647755404,0.13755868054747267
817,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12281233.274914391,7381.000000000003,1294.7847445490568,0.9602683883289405,0.17542131751104947
818,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,9114811.481272185,4942.666666666655,1303.589790762433,0.9667985915708899,0.26374220206955146
819,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12764301.637209192,7745.83333333335,1298.003889967042,0.9626558458544784,0.16757446669827294
820,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13478051.115459032,8220.666666666677,1343.6930773347865,0.9650086247984841,0.1634530545780697
821,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,9555864.232860044,5263.499999999993,1314.3484136294437,0.9439339805622905,0.24970996744171092
822,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13961706.448792364,8591.000000000013,1343.6930773347865,0.9650086247984841,0.15640706289544692
823,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,9095602.970502218,4880.333333333324,1333.9454874746639,0.958008136037558,0.2733308150006147
824,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12069637.461984279,7159.16666666666,1332.9099375228225,0.9572644285259299,0.18618227505847848
825,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13447622.589184044,8248.166666666688,1311.3145872054533,0.9417551580955563,0.15898255214760248
826,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12499106.764356755,7846.666666666668,1104.3078400960185,0.7930878026394179,0.14073591844894032
827,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14012072.447343746,8697.333333333358,1300.4986728535914,0.9339874239227115,0.14952843854671022
828,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,8662289.339851126,4839.9999999999945,1148.1776508139644,0.8245940643186591,0.2372267873582574
829,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,11414948.737735484,6796.166666666666,1244.7641472598584,0.8939602043111576,0.1831568012251797
830,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15107831.541158905,9498.500000000036,1324.6252844438643,0.9221365711171496,0.13945625987722896
831,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,7297350.981572206,3529.166666666667,1317.5334219483686,0.9171995781114813,0.37332706170910085
832,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,9653900.478177743,5283.6666666666615,1349.3403993058864,0.939341973687432,0.2553795469003636
833,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13580663.342518503,8268.333333333347,1363.3902761599659,0.9491227814517038,0.16489299852771183
834,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12404023.652157862,7401.166666666664,1341.8578097402785,0.9341329764214593,0.18130355255796776
835,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13977540.981572244,8644.166666666666,1317.5334219483686,0.9171995781114815,0.1524187897751897
836,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14045687.399107786,8671.666666666688,1333.2637379735081,0.9281502219292924,0.153749422022699
837,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,11737026.675851768,6856.666666666657,1363.3902761599659,0.9491227814517038,0.19884155704812367
838,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13355350.281092027,8107.000000000014,1356.259125309238,0.9441584378967111,0.16729482241386898
839,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16449018.478177875,10486.66666666672,1349.3403993058864,0.9393419736874321,0.12867200247672086
840,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15325913.180067148,7703.666666666681,2575.0567008624093,0.9871422631070365,0.3342637749377878
841,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15025910.656013485,7421.33333333334,2608.5973593688523,0.9999999999999996,0.3514998238459643
842,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,9676969.461147536,4537.499999999999,1836.1938154290935,0.7039008181290799,0.40467081331770666
843,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14972754.767311404,7381.000000000004,2608.362827710126,0.9999100928098831,0.35338881285870816
844,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15314294.703801995,7703.666666666681,2569.38638545726,0.9849685602989797,0.333527720841667
845,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,11737152.783742175,5404.6666666666515,2288.933520616025,0.8774575778800255,0.4235105810933819
846,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15231927.91030254,7582.666666666681,2606.3113276244394,0.9991236548115777,0.3437196229502947
847,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14657183.322680116,7138.999999999996,2608.597359368852,0.9999999999999993,0.36540094682292384
848,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15947728.989346873,8127.166666666684,2608.5973593688523,0.9999999999999996,0.32097254385934165
849,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13630366.024479648,6574.333333333329,2467.3759676978943,0.9458630933732419,0.37530436054827804
850,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14860852.081527289,7381.000000000011,2553.7495110755917,0.9627142297460084,0.3459896370512922
851,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12313653.41797793,5323.999999999985,2621.7062394556615,0.9883326034881232,0.49243167532976495
852,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16277802.88307302,8349.000000000024,2628.294558194033,0.9908162723726496,0.31480351637250276
853,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13274730.054956514,6180.166666666654,2545.0459028582495,0.959433137593223,0.4118086194317717
854,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16791056.75131146,8752.333333333365,2621.70623945566,0.9883326034881229,0.29954369190566144
855,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12223724.624320768,5565.999999999985,2423.5701761773976,0.913639135426136,0.4354240345270219
856,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,18067762.06848269,9740.500000000058,2614.9515544895908,0.9857862177497864,0.26846173753807046
857,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15312904.68816446,7639.500000000016,2609.6068105568756,0.9837713525423502,0.3415939276859572
858,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13892996.65577675,6594.499999999993,2582.697082695671,0.9736269050081583,0.3916441098939531
859,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16237965.751311453,8328.833333333361,2621.7062394556615,0.9883326034881232,0.3147747270873054
860,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,11652443.920285385,5001.333333333319,2504.6702067441524,0.9287858977529818,0.5008004945502852
861,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14513590.771630596,7232.50000000001,2478.9226150791674,0.9192381337499012,0.34274768269328226
862,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16690912.592320284,8651.500000000024,2637.1011512868836,0.9778941569506208,0.30481432714406476
863,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13925457.592320118,6533.999999999986,2637.1011512868836,0.9778941569506208,0.4035967479777915
864,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,19399669.44346589,10708.500000000067,2647.991757019212,0.9819326291594322,0.24727942821302662
865,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16669746.970343795,8640.500000000018,2633.7826437337017,0.9766635825585579,0.30481831418710675
866,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13762244.274418257,6473.499999999994,2596.0077799340825,0.9626558458544778,0.40102074301909096
867,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16302102.700683648,8669.833333333369,2435.6598506670744,0.9031953647755401,0.28093502574064066
868,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,13714756.258986777,6372.666666666652,2637.1011512868836,0.9778941569506207,0.41381438716710267
869,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14936829.65031445,7320.5000000000055,2629.3915651444995,0.9750352756227406,0.3591819636834229
870,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,19145522.099995833,10506.833333333389,2652.496063118106,0.967791310622813,0.2524543769722649
871,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12706650.490733717,5626.499999999986,2620.697002147602,0.9561890860913119,0.465777481942168
872,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15647405.003858564,7804.500000000013,2667.688955844392,0.9733345986103695,0.3418142040930729
873,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,18209190.772053737,9780.833333333378,2658.2670109257733,0.9698969021145315,0.27178328475001395
874,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15826976.09999573,7965.833333333343,2652.496063118106,0.967791310622813,0.3329841276013938
875,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14054393.261445891,7260.000000000006,2237.286446126167,0.8162976797747991,0.30816617715236433
876,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,12754053.23214627,5626.499999999987,2643.8315757994073,0.9646299805629369,0.46988919857805267
877,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,17641880.766662467,9355.500000000035,2652.4960631181057,0.9677913106228129,0.28352264049148584
878,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,11320727.230958521,4658.49999999999,2561.294727977171,0.9345155365721483,0.5498110396001238
879,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,14356859.337191824,6816.333333333329,2667.6889558443922,0.9733345986103699,0.3913671508402945
880,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,17653609.61704961,7784.333333333344,3659.656881592434,0.9352808878811619,0.4701310600255764
881,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,15978674.155270519,6473.499999999994,3677.7207525315844,0.9398973843990508,0.5681193716739921
882,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,19278678.65068692,8631.333333333352,3912.896039053279,0.9999999999999997,0.45333622140881324
883,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,17130163.389036216,7078.499999999999,3854.079578185891,0.98496856029898,0.5444768776133209
884,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,19568392.984020263,8853.166666666688,3912.8960390532798,0.9999999999999999,0.4419769994600731
885,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,19120689.07089563,8712.000000000018,3784.3746889029894,0.9671544173758866,0.4343864427115452
886,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,19319332.976318542,9106.166666666692,3630.0858840011833,0.9277235704119238,0.39864039577588517
887,date ('2024-01-01 23:55:00'),10,30,21,10,true,false,1.0,16193979.055702843,6361.666666666654,3854.079578185891,0.98496856029898,0.6058285949466962
