int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption / 1000,self.monthly_renew_charge / 1000,self.self_consumption,self.self_sufficiency
322,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13989637.99467343,8671.666666666677,1304.2986796844266,1.0,0.15040922694804057
323,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13633414.351901041,8429.666666666692,1284.6931927286305,0.9849685602989803,0.15240142268124005
324,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12976887.288484663,7898.000000000024,1303.1556638122204,0.9991236548115782,0.16499818483314974
325,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,9972478.68523426,5626.499999999985,1284.6931927286307,0.9849685602989804,0.22832901319268356
326,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,10642412.288484532,6110.499999999985,1303.1556638122204,0.9991236548115782,0.21326498057642151
327,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,9813896.113478893,5595.333333333328,1227.1632244081234,0.9408605893130504,0.2193190559528401
328,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,10709933.351900928,6191.16666666665,1284.6931927286307,0.9849685602989804,0.2075042172011685
329,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15666964.74332539,9962.333333333376,1300.2557719173417,0.9969003205860308,0.13051719194807138
330,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11148034.462826747,6473.4999999999945,1318.5505756434422,0.9778941569506211,0.2036843401009413
331,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11143717.481272236,6493.666666666661,1303.5897907624335,0.9667985915708902,0.20074787599647373
332,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,14688439.221732954,9175.833333333369,1323.9958785096067,0.9819326291594327,0.1442916223968324
333,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12871140.221732933,7784.333333333349,1323.9958785096067,0.9819326291594327,0.17008468443149968
334,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11708242.64473032,7016.166666666666,1246.0691287117118,0.9241387798333822,0.17759970478348272
335,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13255659.496033687,8081.333333333338,1322.354723946811,0.9807154779274235,0.16363076108894697
336,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13081841.555066261,7945.666666666683,1323.9958785096067,0.9819326291594327,0.16663118830091084
337,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11475243.888399526,6715.499999999996,1323.9958785096064,0.9819326291594326,0.19715521979146858
338,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12612312.048351895,7602.833333333344,1313.3618261030579,0.9740459557885639,0.17274636553518063
339,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,14032391.88839958,8673.500000000022,1323.9958785096067,0.9819326291594327,0.15264839782205605
340,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,14050384.303835645,8671.666666666684,1333.9454874746648,0.9580081360375585,0.15382804007011286
341,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18002767.155829903,11716.833333333409,1321.9372811923463,0.9493841259669095,0.11282376761573842
342,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,9763327.66077048,5404.666666666653,1324.0115474721895,0.9508738150067217,0.24497561628324768
343,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12417448.970502306,7421.333333333337,1333.9454874746648,0.9580081360375585,0.17974472073409956
344,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,14585461.471864395,9296.833333333374,1196.6148390422861,0.8593805086263364,0.12871208895956843
345,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12336314.12865096,7360.833333333329,1332.909937522823,0.9572644285259301,0.18108139081030095
346,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12402204.589184003,7445.166666666663,1311.3145872054536,0.9417551580955565,0.17612964839006795
347,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,9960585.240322426,5547.66666666666,1329.135793227159,0.9545539272529951,0.23958465298813206
348,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11301411.906989118,6574.333333333326,1329.1357932271583,0.9545539272529947,0.20217042943170307
349,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16043372.780677058,10250.166666666682,1300.4986728535914,0.9339874239227115,0.12687585628073586
350,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13459458.009185163,8173.000000000009,1363.390276159966,0.9491227814517039,0.16681638029609258
351,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12367642.009185087,7336.999999999986,1363.390276159966,0.9491227814517039,0.1858239438680617
352,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,9273728.968664296,5303.833333333321,1149.3359209359003,0.800109055474184,0.2166991020838833
353,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16861471.3454699,10802.000000000053,1348.036121101259,0.9384340017156432,0.12479504916693691
354,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11541015.31490555,6775.999999999994,1317.5334219483686,0.9171995781114815,0.19444117797349025
355,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11510414.478177758,6702.666666666666,1349.3403993058864,0.939341973687432,0.20131396448764965
356,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,9375940.054273287,5102.166666666656,1327.758445228562,0.9243177178736627,0.2602342361536403
357,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12686032.14484445,7602.833333333327,1349.3403993058864,0.9393419736874321,0.17747862410582296
358,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,10071956.221091565,5686.999999999989,1294.68076513336,0.9012907238537609,0.22765619221617064
359,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,10262966.811511086,5747.4999999999945,1349.3403993058866,0.9393419736874322,0.23476996943121148
360,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18367369.05669316,9982.500000000055,2605.3151407318965,0.9987417687803873,0.26098824349931204
361,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16609470.656013567,8631.333333333356,2608.5973593688523,0.9999999999999996,0.30222414760587535
362,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12836509.848350521,6433.166666666664,2168.3069050026916,0.8312156328822286,0.33705125599150637
363,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17078864.576969303,8994.333333333374,2606.3113276244394,0.9991236548115776,0.2897725969267051
364,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11472295.37046856,4759.333333333325,2569.38638545726,0.9849685602989797,0.5398626667860901
365,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16137786.989346862,8270.16666666668,2608.597359368853,0.9999999999999999,0.31542258632863285
366,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13447620.370468557,6271.833333333321,2569.3863854572596,0.9849685602989796,0.40967070534249916
367,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16278984.784672972,8712.000000000035,2395.8904106098057,0.91845926394309,0.2750103777100316
368,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17452275.989346944,9276.666666666708,2608.5973593688523,0.9999999999999997,0.28119985907677053
369,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15266249.656013496,7602.833333333341,2608.5973593688514,0.9999999999999991,0.3431085813668827
370,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15635499.417978058,7865.000000000014,2621.706239455662,0.9883326034881234,0.3333383648386086
371,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12883512.019703453,5787.833333333316,2602.571182546049,0.9811190567036836,0.4496624267940318
372,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16556400.989110224,8631.333333333363,2582.697082695671,0.9736269050081583,0.299223420409631
373,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16798278.883073047,8745.00000000003,2628.294558194033,0.9908162723726494,0.3005482628009175
374,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,10332348.724517018,4194.666666666663,2372.953013429489,0.8945574429439878,0.5657071710337311
375,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15986517.97370863,8127.166666666689,2625.917507910457,0.9899201703380155,0.3231036861444681
376,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13738270.65577675,6473.499999999993,2582.6970826956704,0.9736269050081581,0.39896456054617646
377,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,14897127.989110159,7360.833333333343,2582.697082695671,0.9736269050081583,0.350870202562527
378,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13186096.417977905,5989.499999999978,2621.7062394556615,0.9883326034881232,0.4377170447375692
379,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11363538.721963255,4618.166666666659,2606.2858574735374,0.9825194173874798,0.5643550884131961
380,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17225241.335514843,9155.666666666713,2574.918172530347,0.9548353631845463,0.28123764945538293
381,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15850518.503848178,8160.16666666667,2538.5102507799706,0.9413345181642351,0.3110855886252286
382,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15131284.29513204,7579.000000000014,2557.919454269708,0.9485318707096303,0.33750091757088047
383,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15621718.529365094,7824.666666666674,2640.6883989092416,0.9792243859741555,0.3374825422479218
384,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15872557.607751722,8086.83333333336,2596.0077799340825,0.9626558458544778,0.3210166047609168
385,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18150134.5293652,9760.666666666717,2640.688398909242,0.9792243859741556,0.27054385618221727
386,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15061277.258986866,7401.166666666672,2637.101151286882,0.9778941569506203,0.35630884562616894
387,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13349328.925653424,6090.333333333316,2637.101151286883,0.9778941569506205,0.43299783557882293
388,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,10914708.252526125,4566.833333333326,2419.956362059289,0.897372171476413,0.5298981121986701
389,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16011827.592320256,8129.000000000021,2637.1011512868845,0.977894156950621,0.324406587684448
390,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13043276.003858436,5807.999999999985,2667.6889558443913,0.9733345986103694,0.45931283675006856
391,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15073283.436563132,7421.333333333334,2630.1067691051435,0.9596223393289394,0.3543981453160002
392,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15961964.433329064,8066.666666666677,2652.496063118105,0.9677913106228128,0.32882182600637627
393,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15698587.766662393,7865.000000000011,2652.496063118105,0.9677913106228127,0.33725315487833457
394,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,8638571.961188547,4295.4999999999945,1482.0476465862566,0.5407407966551633,0.34502331430246963
395,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18337147.00385865,9861.500000000045,2667.6889558443922,0.9733345986103699,0.27051553575463977
396,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,9766612.79452189,5633.833333333327,1179.5476465862575,0.4303704645238297,0.20936857318928953
397,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16730549.337191924,8631.333333333352,2667.6889558443922,0.9733345986103699,0.3090703200561195
398,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13920474.25528438,6735.666666666657,2504.5194022861865,0.9138004570568471,0.37182947527384425
399,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16199003.433329083,8248.166666666682,2652.496063118105,0.9677913106228127,0.32158613790354623
400,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16132632.055702843,6312.166666666653,3854.079578185891,0.98496856029898,0.6105795017325112
401,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18458484.865453735,8006.166666666671,3909.4669914366605,0.9991236548115779,0.4883069706397142
402,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,20498456.86545387,9568.166666666699,3909.4669914366605,0.9991236548115779,0.4085910214185908
403,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17431315.8654537,7219.666666666663,3909.46699143666,0.9991236548115778,0.5415024227485103
404,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16825549.532120343,6755.833333333323,3909.466991436662,0.9991236548115783,0.5786802010267672
405,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18634710.38903627,8228.000000000011,3854.0795781858924,0.9849685602989803,0.4684102550055769
406,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17059128.896642562,6948.333333333333,3900.7673157520253,0.9969003205860308,0.5613961116457701
407,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,8905679.763471441,3387.9999999999986,2190.833787280678,0.5599008420910531,0.6466451556318414
408,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18420175.532120395,7976.833333333334,3909.4669914366605,0.9991236548115779,0.4901026294607292
409,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18101572.317353543,7727.500000000009,3912.89603905328,1.0,0.5063598885866419
410,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18321506.877746314,7865.0000000000055,3932.5932378784587,0.9938434296976367,0.5000118547842919
411,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15544216.962347068,5928.999999999983,3811.132078581647,0.9631478128797335,0.6427950883085948
412,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,14632321.007677695,5142.499999999989,3867.390275424302,0.9773653624498672,0.7520447788865942
413,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16080892.674344348,6251.666666666652,3867.390275424302,0.9773653624498672,0.6186174794067147
414,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,12866735.38622456,5243.333333333319,2941.4391017852313,0.7433593428905039,0.5609864784078651
415,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18742022.136771183,8187.666666666677,3932.1601448370593,0.9937339785930839,0.48025405831987794
416,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18043789.841990437,8167.500000000006,3604.246709935123,0.9108638231831933,0.44129130210408574
417,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13670236.039795876,4315.666666666662,3924.8619032678826,0.9918895698294191,0.9094451000080066
418,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17162649.54441291,6977.666666666652,3932.5932378784587,0.9938434296976367,0.5635971773580185
419,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17426087.541249473,7212.333333333327,3911.58949467195,0.9885353719041726,0.5423472978701235
420,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19350012.547471568,8640.500000000047,3940.256815099106,0.9848148058490336,0.4560218523348284
421,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18030815.95965261,7723.833333333346,3880.7009726627134,0.9699296148174696,0.5024319926628885
422,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17069400.45261804,7098.666666666662,3809.960201375331,0.9522488995214435,0.5367149044011083
423,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17155834.83372512,7179.333333333332,3800.7282416097933,0.9499414939154777,0.5293984921919112
424,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17063860.760263935,6897.0,3935.7957183653534,0.9836998140300006,0.5706532866993408
425,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13237032.433968212,5283.6666666666515,3096.4521395647917,0.7739170454476139,0.5860422950409693
426,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18081729.438139103,7650.500000000003,3952.2904367036404,0.9878224495840098,0.5166055077058544
427,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19896540.47458379,9115.333333333369,3904.3347037174035,0.9758365516879101,0.42832604809303604
428,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15354403.303038748,6574.333333333326,3307.1696614797993,0.8265830885944735,0.5030425890807387
429,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16799137.764341623,6957.499999999997,3768.037789657544,0.9417709500643502,0.5415792726780518
430,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15531420.331865164,5666.833333333317,3971.9876355288206,0.9819326291594329,0.7009183792586393
431,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,11902478.171792887,4920.666666666653,2676.502768078542,0.6616700859044737,0.5439309242809679
432,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18026364.055146933,7602.833333333339,3955.6517269303276,0.9778941569506213,0.5202865239183188
433,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16520288.69172295,6541.333333333324,3897.2054783095737,0.963445401355479,0.5957815142136536
434,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17394984.382733792,7159.166666666666,3930.297404945729,0.9716262028854578,0.5489881138324846
435,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15757813.477110067,7272.833333333339,3058.8383652725083,0.7561889597337298,0.42058414170623637
436,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18878698.33186527,8229.833333333345,3971.9876355288206,0.9819326291594329,0.48263281583614276
437,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,21065372.2449609,10026.50000000004,3894.011669901126,0.9626558458544784,0.3883719812398256
438,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,14613890.36196762,5021.499999999989,3935.51880362827,0.972917007944964,0.7837337057907554
439,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15835624.068829417,5928.999999999985,3953.351261833157,0.9773254488003368,0.6667821322032665
440,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16836030.916594658,5454.166666666645,4744.2439807685405,0.9093476928759147,0.86983846859011
441,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17435131.36419984,6554.166666666652,4335.508230453827,0.8310037221502818,0.6614888590647939
442,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18357691.933082763,6876.833333333336,4580.094810354367,0.8778845830508919,0.6660180039777561
443,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,13934446.167075302,4282.666666666661,4074.8414675819063,0.7810407100480637,0.9514729454191889
444,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17137872.63491586,5985.833333333333,4552.679828330502,0.8726298468369255,0.7605757753023253
445,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19821135.64536021,6997.833333333327,5217.194718737713,1.000000000000001,0.7455442949585898
446,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15011046.170879273,6211.333333333323,3370.9670591569793,0.6461263650080096,0.5427123096206373
447,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17826508.06846237,5820.833333333312,4993.931870080911,0.9572063415891031,0.8579410514097515
448,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,21637836.526214805,8664.333333333369,5041.622186211824,0.9663473299366594,0.5818822974891474
449,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18822007.79633139,7865.000000000016,4176.859181551,0.8005948420038241,0.5310691902798463
450,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,22943002.2057531,9357.333333333356,5236.891917562893,0.9953696832787949,0.5596564460205414
451,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17874823.327890333,6744.83333333333,4428.56889273972,0.8417327081663453,0.6565868530588432
452,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,22055675.661613837,8691.833333333347,5228.017567080107,0.9936829462660011,0.6014861728918064
453,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,23890348.555133283,10116.333333333381,5215.463098324281,0.9912967336448638,0.5155487592662945
454,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,21122340.480053853,7965.833333333336,5235.250763000099,0.9950577510252572,0.657213193388442
455,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,22003000.328280505,8651.500000000013,5228.017567080108,0.9936829462660013,0.6042903042339595
456,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,25631871.340521205,11515.166666666735,5173.8069011815305,0.9833791908715398,0.44930369233458767
457,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19054433.726033043,7078.4999999999945,4791.595604050628,0.9107327540614001,0.6769224558946996
458,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,21265545.66161383,8086.833333333346,5228.017567080108,0.9936829462660013,0.6464851384448095
459,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19624456.20575298,6816.33333333332,5236.891917562891,0.9953696832787947,0.7682857720518707
460,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,15275047.924930831,5243.333333333316,4116.799052349552,0.7759768551130387,0.7851492153241384
461,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18294327.695646886,7562.500000000007,4112.1373168928885,0.7750981630095305,0.5437536947957533
462,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,21865029.256268047,8550.666666666684,5224.951320775013,0.9848528535051403,0.611057771804343
463,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19070216.870532304,6704.499999999997,5037.680106002434,0.9495540384683732,0.7513878896267336
464,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17725461.859046757,6231.499999999987,4682.8645806312725,0.882674739279442,0.751482721757407
465,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,22520120.977574036,9020.000000000015,5245.5186160276535,0.9887295899903024,0.5815430838168121
466,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,16754572.384356825,5525.666666666643,4658.915756152715,0.8781606171991041,0.8431409343342102
467,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,21983092.616152734,8600.166666666693,5251.020798512765,0.9897666982403683,0.6105719809902229
468,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19954530.099479116,7038.166666666657,5256.589116388071,0.9908162723726504,0.7468690875542511
469,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,22638477.311553635,9236.333333333361,5165.394165391348,0.9736269050081595,0.5592472660931105
470,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19148475.263528366,6543.166666666666,5178.704862629762,0.9680961955277577,0.7914676679431105
471,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,20959906.676964816,7804.500000000003,5258.807390742551,0.983070393667091,0.6738173349660516
472,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18497963.07876906,5928.999999999983,5252.687040232213,0.9819262682145843,0.8859313611455943
473,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19511335.010298077,6695.333333333312,5258.807390742552,0.9830703936670913,0.7854437006983823
474,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18955507.58117011,6332.333333333316,5218.910158371655,0.9756120889567627,0.824168577939412
475,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,19557906.263528366,6856.666666666666,5178.704862629761,0.9680961955277576,0.7552802424836794
476,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,20653331.326538596,7542.333333333329,5276.286315213255,0.9863378670471848,0.6995562357201474
477,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,23135478.991671123,9780.833333333363,5060.896693511143,0.946073384158679,0.5174300104126568
478,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,18431490.676964726,5868.499999999975,5258.807390742541,0.983070393667089,0.8961075898002152
479,date ('2024-01-01 23:55:00'),10,30,12,10,true,false,1.0,17972538.283983592,7030.833333333324,4293.966138270848,0.8027049991171158,0.6107335979524743
480,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,11117732.328006705,6473.499999999989,1304.2986796844268,1.0000000000000002,0.20148276507058457
481,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,14360191.685234362,8987.000000000027,1284.6931927286305,0.9849685602989803,0.1429501716622484
482,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,12672186.685234321,7694.5,1284.6931927286307,0.9849685602989804,0.16696253073346295
483,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,13500232.927718721,8310.500000000007,1296.1867224916293,0.9937805984785939,0.15596976385194977
484,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,6571871.156448953,3457.666666666667,1007.9673774763095,0.7728041078138527,0.2915166424784467
485,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,8470131.685234254,4476.999999999989,1284.69319272863,0.9849685602989798,0.2869540300935075
486,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,13617129.725270852,8479.16666666669,1245.7319303420113,0.9550971336131494,0.1469167878536029
487,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,14273569.123253642,8893.500000000018,1302.013074631651,0.9982476367657379,0.1464005256233933
488,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,14738496.351901056,9276.666666666702,1284.6931927286307,0.9849685602989804,0.13848651017556152
489,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,15492150.57906351,9876.166666666699,1270.397061524367,0.974007780052141,0.12863260659746825
490,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,8787119.637209117,4698.833333333329,1298.0038899670417,0.9626558458544782,0.27623961053460994
491,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,13091893.88581533,8086.833333333347,1239.4613075395841,0.9192381337499015,0.15326905556846504
492,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,9788533.221732825,5424.833333333328,1323.9958785096064,0.9819326291594326,0.24406203788311925
493,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,12422299.888399586,7441.50000000001,1323.9958785096064,0.9819326291594326,0.17792056420205668
494,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,9356344.528579926,5404.666666666652,1125.9231471839755,0.8350333215465534,0.20832425321030812
495,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,13148597.129493479,8006.166666666681,1318.5505756434425,0.9778941569506213,0.16469187197078589
496,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,9361039.947399963,5122.333333333326,1308.1694879127988,0.9701950931284888,0.2553854665021411
497,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,12737769.637209198,7723.833333333347,1298.003889967042,0.9626558458544784,0.16805177351061085
498,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,12044809.462826835,7161.000000000016,1318.5505756434425,0.9778941569506213,0.18412939193456773
499,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,12420934.603382051,7518.500000000015,1274.250985870501,0.9450396644537149,0.16948207566276496
500,date ('2024-01-01 23:55:00'),10,30,15,10,true,false,1.0,8975155.89572473,5344.166666666656,978.4484605782095,0.7026985695659113,0.18308719050270603
