int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
0,50,25,4,900,4,0.916608439320896,112361396.86809413,37385333.33333414,31015528.648816463,0.7926489316164054,0.8296175500771014,90.66993010028075,0.5997961079079582,2.1800985872905354
1,50,25,4,900,4,0.9803810013799487,117851492.55522467,38369833.333334066,33067426.495146967,0.8450882968806805,0.8618079262392678,86.44608378825617,0.6435419503655073,2.31336929273687
2,50,25,4,900,4,0.9273583628846123,92988595.18672831,29780666.666666817,26407862.95106254,0.6748930379824734,0.8867451909872985,109.55967212476011,0.43779936890330795,2.0745538845777594
3,50,25,4,900,4,0.9332909030855847,77648171.1867272,25254166.66666649,21806196.28439595,0.5572904586974904,0.8634692473610074,131.2046355283826,0.30521344560711616,1.929279746581507
4,50,25,4,900,4,0.9769751289962516,97245288.86324523,32021000.000000414,27057359.45822835,0.6914919074817752,0.8449879597210581,104.76394403359703,0.47422862900934815,2.1271941257824465
5,50,25,4,900,4,0.9282932164602115,92657740.85339391,28992333.333333172,26748862.951062597,0.6836078107900473,0.9226184951560555,109.95087842816574,0.4349541566452675,2.101342169230324
6,50,25,4,900,4,0.9895743508536361,112524435.5299126,36149666.66666729,31882692.79156214,0.8148106280706635,0.8819636730139029,90.53855682121379,0.601110833071799,2.2962561223365574
7,50,25,4,900,4,1.0,97530241.05522273,32022833.333333496,27195259.828479785,0.6950161608448878,0.8492458973070147,104.45785727353582,0.47665406210024286,2.156050779945855
8,50,25,4,900,4,0.8986186851931592,93511892.68672785,29511166.666666694,26835029.617729187,0.685809930800561,0.9093178158910185,108.94657040179827,0.44229589580435713,2.068368833710331
9,50,25,4,900,4,1.0,89825069.22188888,27984000.00000001,26009093.16181301,0.6647018704873611,0.9294272856565537,113.41822598359214,0.41053102827999477,2.1540728568052376
10,50,35,10,200,4,1.0,67483552.01267454,38248833.33333379,8564621.284857526,0.98496856029898,0.22391849733606056,37.072737361692525,0.6178789560282087,1.7970137538970572
11,50,35,10,200,4,1.0,68907825.96449114,39134333.33333405,8695324.531229503,1.0,0.22219171225341797,36.306471216915206,0.6051078536152534,1.7828612234179877
12,50,35,10,200,4,1.0,59213170.29782437,31711166.666666992,8695324.531229498,0.9999999999999994,0.2742038671308028,42.25073556130674,0.704178926021779,1.9235420197264212
13,50,35,10,200,4,1.0,54316758.631156415,27962000.000000026,8695324.531229502,0.9999999999999999,0.3109693344978719,46.05944947835957,0.7676574913059928,2.01643295890429
14,50,35,10,200,4,1.0,56499143.03434237,29645000.000000123,8687704.42541479,0.9991236548115776,0.2930580005199782,44.28031764091199,0.7380052940151998,1.9724516944311823
15,50,35,10,200,4,1.0,57265256.32780778,30251833.3333334,8674814.70366373,0.9976412809559766,0.2867533550141989,43.68792109614876,0.7281320182691461,1.9575347022805052
16,50,35,10,200,4,1.0,68266144.63115807,38643000.000000745,8695324.531229498,0.9999999999999994,0.22501680850941516,36.64774118294249,0.6107956863823748,1.790809133189907
17,50,35,10,200,4,1.0,65938852.63115763,36861000.00000047,8695324.53122951,1.0000000000000009,0.23589497114102712,37.94121220146681,0.6323535366911135,1.8210695136039352
18,50,35,10,200,4,1.0,63355366.96449046,34882833.33333365,8695324.53122951,1.0000000000000009,0.24927231249075044,39.488367282320596,0.6581394547053433,1.8575573046979437
19,50,35,10,200,4,1.0,53782822.29782289,27553166.66666665,8695324.531229503,1.0,0.31558349123438356,46.51671097039606,0.7752785161732677,2.0277453091607747
20,50,35,10,600,4,1.0,96929878.24016143,37308333.33333398,23535152.87465049,0.9022148546659877,0.6308283102430221,71.12151717470803,0.830806287021131,2.335468935215549
21,50,35,10,600,4,1.0,103063219.86486214,38100333.33333385,26023678.80178629,0.9976119429976992,0.6830302132558578,66.88904159058141,0.8915289580270236,2.43795312863171
22,50,35,10,600,4,1.0,99989638.22680199,35649166.66666693,26085973.593688384,0.9999999999999944,0.7317414692355088,68.94514393944604,0.8614952537425542,2.4468884291309614
23,50,35,10,600,4,1.0,81229459.58297402,28607333.333333448,21418553.237175856,0.8210754779863018,0.748708486303364,84.86822435348277,0.6606900856464712,2.2596568746891625
24,50,35,10,600,4,1.0,96018164.20464465,35161500.00000056,24458554.679343954,0.9376132576190934,0.6956061225870217,71.7968319547035,0.8215077842366029,2.3779926823062203
25,50,35,10,600,4,1.0,84293915.03797697,30323333.333333556,21820388.01267734,0.8364797247957331,0.7195906786636422,81.78289022278932,0.6955529276433957,2.2712254705743096
26,50,35,10,600,4,1.0,89566679.28178878,33575666.66666707,22320737.895780347,0.855660526359684,0.6647891199712117,76.96835536696834,0.7536660430751895,2.285497339052159
27,50,35,10,600,4,1.0,88022003.63130347,33619666.66666694,21538824.938003507,0.8256860669066537,0.6406614661459067,78.31905336847322,0.7368893334997806,2.249418506416506
28,50,35,10,600,4,1.0,92289703.20464367,32565500.000000242,24293554.679344002,0.9312880192910186,0.7459905322916529,74.69739050643226,0.7827385800230944,2.3795310058564167
29,50,35,10,600,4,1.0,78038077.36776447,27758500.00000001,20402054.51493295,0.7821082253901079,0.7349840414623608,88.33892674613293,0.6235567835416328,2.2115440167115215
