int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_energy_consumption,self.monthly_profit
1013,date ('2023-11-01 23:55:00'),10,30,20,26,true,true,1.0,4416.5,-11098717.666666664
1014,date ('2023-11-01 23:55:00'),10,30,20,26,true,true,1.0,6825.5,-7952563.666666663
1015,date ('2023-11-01 23:55:00'),10,30,20,26,true,true,1.0,7985.999999999999,-6436950.666666668
1016,date ('2023-11-01 23:55:00'),10,30,20,26,true,true,1.0,3791.333333333333,-11915185.333333332
1017,date ('2023-11-01 23:55:00'),10,30,20,26,true,true,1.0,6513.833333333332,-8359600.333333337
1018,date ('2023-11-01 23:55:00'),10,30,20,26,true,true,1.0,5151.666666666666,-10138589.999999998
1019,date ('2023-11-01 23:55:00'),10,30,20,26,true,true,1.0,4477.0,-11019704.666666664
1020,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,8161.999999999999,-6940428.000000006
1021,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,7608.333333333334,-7663516.666666663
1022,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,4315.666666666666,-11963739.333333334
1023,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,6039.0,-9713066.0
1024,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,4356.0,-11911064.0
1025,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,8132.666666666666,-6978737.333333337
1026,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,5828.166666666666,-9988414.333333336
1027,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,6061.0,-9684334.0
1028,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,7575.333333333333,-7706614.666666668
1029,date ('2023-11-01 23:55:00'),10,30,20,28,true,true,1.0,2964.5,-13728363.0
1030,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,4858.333333333333,-11988350.0
1031,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,5727.333333333334,-10853436.0
1032,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,3529.166666666667,-13724241.666666668
1033,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,6176.5,-10266824.333333336
1034,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,8207.833333333332,-7613903.000000006
1035,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,7918.166666666668,-7992207.666666663
1036,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,7360.833333333334,-8720085.0
1037,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,8504.833333333332,-7226021.000000006
1038,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,5131.5,-11631594.333333336
1039,date ('2023-11-01 23:55:00'),10,30,20,30,true,true,1.0,5606.333333333334,-11011462.000000002
1040,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,7441.500000000001,-548067.6666666633
1041,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,8382.0,680225.3333333316
1042,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,3692.3333333333335,-5444479.333333334
1043,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,8994.333333333332,1479932.6666666633
1044,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,6398.333333333333,-1910443.3333333367
1045,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,3578.666666666667,-5592928.0
1046,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,5828.166666666666,-2655081.0
1047,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,5716.333333333333,-2801135.3333333367
1048,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,5690.666666666667,-2834656.0
1049,date ('2023-11-01 23:55:00'),10,30,22,6,true,true,1.0,4880.333333333334,-3892951.333333334
1050,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,4730.0,-4822620.0
1051,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,5646.666666666667,-3625453.3333333316
1052,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,4920.666666666666,-4573609.333333334
1053,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,5969.333333333333,-3204050.6666666684
1054,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,5001.333333333334,-4468258.666666666
1055,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,6372.666666666666,-2677297.3333333367
1056,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,4678.666666666666,-4889661.333333334
1057,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,5364.333333333333,-3994180.6666666684
1058,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,8563.5,183931.0
1059,date ('2023-11-01 23:55:00'),10,30,22,8,true,true,1.0,5384.499999999999,-3967843.000000003
1060,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,7463.5,-1986002.3333333367
1061,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,7401.166666666667,-2067409.6666666684
1062,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,5848.333333333333,-4095410.000000005
1063,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,6392.833333333333,-3384293.000000005
1064,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,3569.5,-7071566.333333334
1065,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,4961.0,-5254267.333333334
1066,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,2904.0,-7940709.333333334
1067,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,3509.0,-7150579.333333334
1068,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,4900.5,-5333280.333333334
1069,date ('2023-11-01 23:55:00'),10,30,22,10,true,true,1.0,4368.833333333334,-6027637.0
1070,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,5578.833333333334,-5180710.333333329
1071,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,7159.166666666666,-3116795.0
1072,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,7239.833333333334,-3011444.3333333316
1073,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,6365.333333333333,-4153541.3333333316
1074,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,4598.0,-6461678.666666666
1075,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,5485.333333333334,-5302821.333333329
1076,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,3428.333333333333,-7989263.333333332
1077,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,8680.833333333332,-1129498.3333333316
1078,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,6279.166666666666,-4266075.0
1079,date ('2023-11-01 23:55:00'),10,30,22,12,true,true,1.0,7078.5,-3222145.6666666633
1080,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,6292.0,-4982648.0
1081,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,6209.5,-5090393.0
1082,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,5485.333333333333,-6036154.666666668
1083,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,5888.666666666667,-5509401.333333332
1084,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,5344.166666666667,-6220518.333333332
1085,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,7602.833333333333,-3270699.6666666684
1086,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,3912.3333333333335,-8090492.666666666
1087,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,7494.666666666667,-3411965.3333333316
1088,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,6917.166666666667,-4166180.3333333316
1089,date ('2023-11-01 23:55:00'),10,30,22,14,true,true,1.0,6796.166666666666,-4324206.333333337
1090,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,6776.0,-5083877.333333337
1091,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,5324.0,-6980189.333333337
1092,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,8710.166666666666,-2557855.6666666684
1093,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,6534.0,-5399929.333333337
1094,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,4134.166666666666,-8534111.666666668
1095,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,6721.0,-5155707.333333337
1096,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,4920.666666666667,-7506942.666666668
1097,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,5833.666666666666,-6314564.666666668
1098,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,6634.833333333333,-5268241.000000006
1099,date ('2023-11-01 23:55:00'),10,30,22,16,true,true,1.0,5182.833333333334,-7164553.000000003
1100,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,4174.5,-9214769.666666664
1101,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,5989.5,-6844379.666666663
1102,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,3004.8333333333335,-10742354.333333332
1103,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,2460.3333333333335,-11453471.333333332
1104,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,4086.5,-9329697.666666666
1105,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,7562.5,-4790041.666666663
1106,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,3883.0,-9595468.666666666
1107,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,4073.6666666666665,-9346458.0
1108,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,6070.166666666667,-6739028.999999994
1109,date ('2023-11-01 23:55:00'),10,30,22,18,true,true,1.0,5842.833333333333,-7035926.333333332
1110,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,7139.0,-6076466.0
1111,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,6887.833333333334,-6404489.666666663
1112,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,7353.499999999999,-5796329.000000006
1113,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,6372.666666666667,-7077297.333333332
1114,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,3226.6666666666665,-11185973.333333334
1115,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,5243.333333333334,-8552206.666666666
1116,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,5646.666666666666,-8025453.333333337
1117,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,6897.0,-6392518.0
1118,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,7764.166666666666,-5259998.333333337
1119,date ('2023-11-01 23:55:00'),10,30,22,20,true,true,1.0,5001.333333333333,-8868258.666666668
1120,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,4491.666666666666,-10267216.666666672
1121,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,4214.833333333334,-10628761.000000002
1122,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,2581.333333333333,-12762112.0
1123,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,6856.666666666667,-7178526.666666668
1124,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,3206.5,-11945644.333333334
1125,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,6050.0,-8232033.333333337
1126,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,4156.166666666666,-10705379.666666672
1127,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,4880.333333333332,-9759618.000000002
1128,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,6029.833333333334,-8258371.0
1129,date ('2023-11-01 23:55:00'),10,30,22,22,true,true,1.0,7107.833333333334,-6850503.0
1130,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,5949.166666666666,-9097055.0
1131,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,5445.0,-9755496.666666664
1132,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,5879.5,-9188039.666666664
1133,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,5619.166666666667,-9528035.0
1134,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,4013.1666666666665,-11625470.999999998
1135,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,7360.833333333334,-7253418.333333332
1136,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,2944.3333333333335,-13021367.333333332
1137,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,5888.666666666667,-9176067.999999994
1138,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,7360.833333333334,-7253418.333333332
1139,date ('2023-11-01 23:55:00'),10,30,22,24,true,true,1.0,5514.666666666666,-9664512.0
1140,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,5727.333333333334,-10120102.666666664
1141,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,8026.333333333333,-7117608.666666668
1142,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,5384.5,-10567843.0
1143,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,4396.333333333334,-11858388.666666666
1144,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,7854.0,-7342676.0
1145,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,4235.0,-12069090.0
1146,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,3952.6666666666665,-12437817.333333334
1147,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,6840.166666666667,-8666742.333333332
1148,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,6150.833333333334,-9567011.666666664
1149,date ('2023-11-01 23:55:00'),10,30,22,26,true,true,1.0,3092.833333333333,-13560759.666666668
1150,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,5424.833333333333,-11248501.0
1151,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,5852.0,-10690621.333333336
1152,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,12213.666666666666,-2382284.6666666735
1153,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,5430.333333333334,-11241318.0
1154,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,4033.333333333333,-13065800.0
1155,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,3791.3333333333335,-13381852.000000002
1156,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,7300.333333333333,-8799098.000000006
1157,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,3670.3333333333335,-13539878.000000002
1158,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,5525.666666666666,-11116812.666666672
1159,date ('2023-11-01 23:55:00'),10,30,22,28,true,true,1.0,7381.0,-8693747.333333336
1160,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,6332.333333333333,-10796639.333333332
1161,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,6050.0,-11165366.666666664
1162,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,5956.5,-11287477.666666664
1163,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,5877.666666666667,-11390433.999999994
1164,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,4920.666666666667,-12640276.0
1165,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,7764.166666666666,-8926665.0
1166,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,5384.5,-12034509.666666664
1167,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,4493.5,-13198155.666666664
1168,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,4183.666666666666,-13602797.999999998
1169,date ('2023-11-01 23:55:00'),10,30,22,30,true,true,1.0,8429.666666666668,-8057521.999999994
1170,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,5283.666666666667,-4099531.3333333316
1171,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,3690.5,-6180207.0
1172,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,5982.166666666666,-3187290.3333333367
1173,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,4819.833333333334,-4705297.666666666
1174,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,6251.666666666667,-2835323.3333333316
1175,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,6937.333333333334,-1939842.6666666633
1176,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,5082.0,-4362908.0
1177,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,5283.666666666667,-4099531.3333333316
1178,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,4477.0,-5153038.0
1179,date ('2023-11-01 23:55:00'),10,30,24,6,true,true,1.0,5848.333333333333,-3362076.6666666684
1180,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,5619.166666666666,-4394701.666666671
1181,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,3147.833333333333,-7622263.0
1182,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,5930.833333333333,-3987665.000000005
1183,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,3650.166666666667,-6966215.666666668
1184,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,5263.5,-4859202.333333334
1185,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,6352.500000000001,-3436968.3333333316
1186,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,5727.333333333334,-4253436.0
1187,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,5687.0,-4306111.333333337
1188,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,4759.333333333334,-5517644.0
1189,date ('2023-11-01 23:55:00'),10,30,24,8,true,true,1.0,6171.0,-3674007.3333333367
1190,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,7349.833333333334,-2867784.3333333316
1191,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,6748.5,-3653125.6666666633
1192,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,5344.166666666666,-5487184.999999997
1193,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,7098.666666666666,-3195808.0
1194,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,7522.166666666666,-2642717.0
1195,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,5001.333333333333,-5934925.333333332
1196,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,7659.666666666666,-2463142.0
1197,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,4174.5,-7014769.666666666
1198,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,5203.0,-5671548.666666663
1199,date ('2023-11-01 23:55:00'),10,30,24,10,true,true,1.0,6669.666666666666,-3756082.0
1200,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,8772.5,-1743115.0
1201,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,8228.0,-2454232.0
1202,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,6937.333333333333,-4139842.6666666684
1203,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,5525.666666666667,-5983479.333333332
1204,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,5305.666666666666,-6270799.333333337
1205,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,6539.5,-4659413.0
1206,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,4466.000000000001,-7367403.999999997
1207,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,3593.3333333333335,-8507106.666666666
1208,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,7824.666666666667,-2980985.3333333316
1209,date ('2023-11-01 23:55:00'),10,30,24,12,true,true,1.0,8004.333333333334,-2746340.6666666633
1210,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,6576.166666666667,-5344859.666666668
1211,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,5102.166666666667,-7269903.666666668
1212,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,7199.500000000001,-4530786.333333332
1213,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,4678.666666666666,-7822994.666666671
1214,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,8361.833333333332,-3012779.000000005
1215,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,6493.666666666666,-5452604.666666668
1216,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,3872.0,-8876501.333333334
1217,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,6029.833333333333,-6058371.000000006
1218,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,5929.0,-6190059.333333337
1219,date ('2023-11-01 23:55:00'),10,30,24,14,true,true,1.0,4779.5,-7691306.333333337
1220,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,5949.166666666666,-6897055.0
1221,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,7320.5,-5106093.666666663
1222,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,5303.833333333333,-7739860.333333332
1223,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,4779.5,-8424639.666666664
1224,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,8913.666666666668,-3025417.999999995
1225,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,3972.833333333333,-9478146.333333332
1226,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,6917.166666666668,-5632846.999999994
1227,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,4995.833333333333,-8142108.333333332
1228,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,8207.833333333334,-3947236.3333333316
1229,date ('2023-11-01 23:55:00'),10,30,24,16,true,true,1.0,3932.5,-9530821.666666666
1230,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,5424.833333333334,-8315167.666666666
1231,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,3708.8333333333335,-10556263.666666666
1232,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,6130.666666666666,-7393349.333333337
1233,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,3045.1666666666665,-11423012.333333334
1234,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,5182.833333333333,-8631219.666666668
1235,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,5303.833333333334,-8473193.666666666
1236,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,6000.5,-7563347.0
1237,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,5908.833333333333,-7683063.666666668
1238,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,6240.666666666667,-7249689.333333332
1239,date ('2023-11-01 23:55:00'),10,30,24,18,true,true,1.0,4658.5,-9315999.0
1240,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,5041.666666666666,-9548916.666666672
1241,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,5349.666666666666,-9146668.666666668
1242,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,5115.0,-9453143.333333336
1243,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,7078.5,-6888812.333333337
1244,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,3662.9999999999995,-11349455.333333334
1245,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,3670.3333333333335,-11339878.000000002
1246,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,9438.0,-3807305.3333333367
1247,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,8167.5,-5466578.333333337
1248,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,5808.0,-8548085.333333336
1249,date ('2023-11-01 23:55:00'),10,30,24,20,true,true,1.0,4618.166666666666,-10102007.666666672
1250,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,5340.500000000001,-9891973.666666666
1251,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,5054.5,-10265489.666666664
1252,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,3529.166666666667,-12257575.0
1253,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,5192.0,-10085914.666666664
1254,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,9276.666666666666,-4751340.0
1255,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,8119.833333333334,-6262164.333333332
1256,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,3186.333333333333,-12705315.333333332
1257,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,5698.0,-9425078.666666664
1258,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,6150.833333333334,-8833678.333333332
1259,date ('2023-11-01 23:55:00'),10,30,24,22,true,true,1.0,6453.333333333333,-8438613.333333332
1260,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,5697.999999999999,-10158412.000000006
1261,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,6130.666666666666,-9593349.333333336
1262,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,5364.333333333334,-10594180.666666666
1263,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,5565.999999999999,-10330804.000000002
1264,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,6634.833333333333,-8934907.666666668
1265,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,5232.333333333333,-10766572.666666668
1266,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,8207.833333333334,-6880569.666666663
1267,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,6352.499999999999,-9303635.000000006
1268,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,7481.833333333333,-7828725.666666668
1269,date ('2023-11-01 23:55:00'),10,30,24,24,true,true,1.0,4317.499999999999,-11961345.000000002
1270,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,7562.5,-8456708.333333336
1271,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,4638.333333333334,-12275670.000000002
1272,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,4961.0,-11854267.333333336
1273,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,4981.166666666666,-11827929.666666672
1274,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,3488.8333333333335,-13776917.000000002
1275,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,6594.5,-9720916.333333336
1276,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,2399.8333333333335,-15199151.000000002
1277,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,6647.666666666667,-9651480.666666668
1278,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,7756.833333333334,-8202909.0
1279,date ('2023-11-01 23:55:00'),10,30,24,26,true,true,1.0,7865.0,-8061643.333333337
