nb_electrical,nb_gasoline,nb_activeCS_Cparking,nb_activeCS_Jparking,policy_prohibit_parking,policy_force_moving,avg_statisfied_day,monthly_energy_consumption,monthly_profit
18,69,15,16,false,true,0.198133736492515,6653.166666666666,-2677631.0
18,69,21,7,false,true,1.0,9753.333333333334,2471186.6666666684
18,69,21,16,true,true,1.0,8954.0,-1872742.6666666633
18,69,21,16,false,false,0.8973640248640247,7516.666666666667,-3749899.999999995
18,69,21,16,false,true,0.6881679389312975,9544.333333333334,-1101767.3333333316
14,67,27,19,false,true,0.9199152542372877,9755.166666666668,-4126418.999999995
43,67,27,19,false,true,0.4812485376523023,16393.666666666664,4543462.0
14,47,27,19,false,true,1.0,9337.166666666666,-4672327.0
14,67,9,19,false,true,0.3170175032770451,6594.5,-1654249.6666666684
14,67,27,28,false,true,1.0,6072.0,-1.2236634666666664E7
14,67,27,19,true,true,1.0,7401.166666666666,-7200743.0
14,67,27,19,false,false,0.8317452479666207,6968.5,-7765805.666666663
14,47,9,28,true,false,1.0,8075.833333333332,-3019628.3333333367
43,67,9,28,true,false,0.7485166408928376,18877.833333333336,1.1087783666666673E7
43,47,27,28,true,false,0.9827881348042641,28033.5,1.6445084333333336E7
43,47,9,19,true,false,0.7780909681850696,19205.999999999996,1.4816369333333327E7
43,47,9,28,false,false,0.7398975846221125,19664.333333333336,1.2114952666666673E7
43,47,9,28,true,true,0.4476328371130206,17312.16666666667,9043023.000000011
43,47,9,28,true,false,0.8232845438087013,16868.499999999996,8463594.333333327
13,43,7,16,true,false,1.0,2872.833333333333,-4681413.0
57,43,7,16,true,false,0.7965660698027827,19356.333333333336,1.6846038E7
13,71,7,16,true,false,1.0,3384.333333333333,-4013394.0
13,43,6,16,true,false,0.7087545787545786,3562.166666666667,-3414477.0
13,43,7,15,true,false,0.9171153846153848,4356.0,-2377730.6666666684
13,43,7,16,true,false,1.0,2872.833333333333,-4681413.0
13,43,7,16,true,false,1.0,2872.833333333333,-4681413.0
13,71,6,15,true,false,0.7218920392584518,4940.833333333334,-1247271.6666666658
57,43,6,15,true,false,0.7041160475420716,12769.166666666668,8976531.666666668
57,71,7,15,true,false,0.6209834115203832,14210.166666666668,1.0491811E7
57,71,6,16,true,false,0.5605358982138837,17935.5,1.5357096333333332E7
57,71,6,15,true,false,0.7051592918059201,22297.0,2.1419882E7
57,71,6,15,true,false,0.7051592918059201,22297.0,2.1419882E7
57,71,6,15,true,false,0.7051592918059201,22297.0,2.1419882E7
38,66,19,28,false,true,0.48615172284788427,9361.000000000002,-5007867.333333332
32,66,19,28,false,true,0.6433004437206116,11341.0,-2421987.3333333367
38,48,19,28,false,true,0.8555804375210638,15433.000000000005,2922164.6666666735
38,66,18,28,false,true,0.6739566730978934,20025.499999999996,9286636.333333327
38,66,19,27,false,true,0.79038105660243,15126.833333333334,2888977.6666666735
38,66,19,28,false,true,0.48615172284788427,9361.000000000002,-5007867.333333332
38,66,19,28,false,true,0.48615172284788427,9361.000000000002,-5007867.333333332
38,48,18,27,false,true,0.6787243382220107,19677.166666666664,9198379.666666653
32,66,18,27,false,true,0.549405267629567,8433.333333333334,-5486066.666666663
32,48,19,27,false,true,0.8859997160958695,13621.666666666666,923230.0
32,48,18,28,false,true,0.7346647415349695,15179.999999999998,2958413.3333333265
32,48,18,27,false,true,0.6941864115528235,10138.333333333332,-3259336.6666666684
32,48,18,27,false,true,0.6941864115528235,10138.333333333332,-3259336.6666666684
32,48,18,27,false,true,0.6941864115528235,10138.333333333332,-3259336.6666666684
50,54,13,10,false,true,0.5658232500081749,16157.166666666668,1.2667926333333336E7
45,54,13,10,false,true,0.641017196394385,15141.5,1.1341465666666668E7
50,37,13,10,false,true,0.40892357890916237,13509.833333333332,9210509.0
50,54,24,10,false,true,0.6873785309443012,23677.5,1.8456148333333336E7
50,54,13,21,false,true,0.43427325381299337,17469.833333333336,1.0348935666666673E7
50,54,13,10,false,true,0.5658232500081749,16157.166666666668,1.2667926333333336E7
50,54,13,10,false,true,0.5658232500081749,16157.166666666668,1.2667926333333336E7
50,37,24,21,false,true,0.7338344607511456,21222.666666666664,1.1216802666666653E7
45,54,24,21,false,true,0.6028230585328878,18679.83333333333,7895862.3333333265
45,37,13,21,false,true,0.5826207915757824,15288.166666666666,7499679.0
45,37,24,10,false,true,0.7894483379544113,14437.499999999998,6388708.3333333265
45,37,24,21,false,true,0.7554432864019903,24606.999999999996,1.5636741999999989E7
45,37,24,21,false,true,0.7554432864019903,24606.999999999996,1.5636741999999989E7
45,37,24,21,false,true,0.7554432864019903,24606.999999999996,1.5636741999999989E7
25,77,25,22,true,false,1.0,13146.833333333332,-63569.0
20,77,25,22,true,false,1.0,5908.833333333334,-9516397.0
25,60,25,22,true,false,1.0,9478.33333333333,-4854630.000000006
25,77,12,22,true,false,0.9378518948863752,11374.0,2387777.3333333367
25,77,25,9,true,false,1.0,10426.166666666668,1149907.0000000051
25,77,25,22,true,false,1.0,13146.833333333332,-63569.0
25,77,25,22,true,false,1.0,13146.833333333332,-63569.0
25,60,12,9,true,false,0.9441088472969934,9350.0,4511100.0
20,77,12,9,true,false,1.0,8825.666666666666,3826320.6666666633
20,60,25,9,true,false,1.0,11608.666666666666,2694252.0
20,60,12,22,true,false,1.0,9579.166666666666,43725.0
20,60,12,9,true,false,0.957760814249365,14399.0,1.1105094E7
20,60,12,9,true,false,0.957760814249365,14399.0,1.1105094E7
20,60,12,9,true,false,0.957760814249365,14399.0,1.1105094E7
31,49,22,19,true,false,1.0,13552.0,2665578.6666666633
38,49,22,19,true,false,1.0,18936.499999999996,9697735.666666653
31,43,22,19,true,false,1.0,17101.333333333332,7301008.0
31,49,27,19,true,false,1.0,16738.333333333332,4993596.666666663
31,49,22,24,true,false,1.0,11898.333333333334,-1327443.3333333265
31,49,22,19,false,false,0.6554291024442042,10083.333333333334,-1864500.0
31,49,22,19,true,false,1.0,13552.0,2665578.6666666633
31,43,27,24,false,false,0.9714395693273339,11467.5,-3723445.0
38,49,27,24,false,false,0.8448930284153086,16263.500000000002,2540131.0000000102
38,43,22,24,false,false,0.8048505727100256,11847.0,-1394484.6666666633
38,43,27,19,false,false,0.9307886125011909,18353.5,7103004.333333337
38,43,27,24,true,false,1.0,20463.666666666664,8025548.666666663
38,43,27,24,false,false,0.8349213747966714,17726.5,4450809.0
38,43,27,24,false,false,0.8349213747966714,17726.5,4450809.0
56,71,10,7,false,true,0.5016460903438279,22792.0,2.3533018666666664E7
13,71,10,7,false,true,0.07579062159214829,1089.0,-4811099.333333333
56,65,10,7,false,true,0.4043459512946282,10050.333333333334,6892402.0
56,71,15,7,false,true,0.35317234752872967,12367.666666666666,8085505.999999994
56,71,10,12,false,true,0.3149484714543096,12818.666666666664,8674511.999999989
56,71,10,7,true,true,0.5372086831494107,22680.166666666664,2.338696433333333E7
56,71,10,7,false,true,0.5016460903438279,22792.0,2.3533018666666664E7
56,65,15,12,true,true,0.7700440651224558,21950.500000000007,1.8767353E7
13,71,15,12,true,true,1.0,4295.5,-4290077.0
13,65,10,12,true,true,1.0,6937.333333333333,993490.6666666633
13,65,15,7,true,true,1.0,8563.500000000002,3117264.3333333367
13,65,15,12,false,true,0.44850357445777295,5943.666666666667,-2137571.3333333316
13,65,15,12,true,true,1.0,7260.0,-418440.0
13,65,15,12,true,true,1.0,7260.0,-418440.0
44,37,28,25,false,true,0.8913587887886562,20423.333333333336,7239540.00000001
51,37,28,25,false,true,0.6462398761426538,21200.666666666664,8254737.3333333265
44,76,28,25,false,true,0.4408828390511429,18830.16666666667,5158864.333333337
44,37,9,25,false,true,0.6940320056952456,16914.333333333336,9623452.666666673
44,37,28,6,false,true,1.0,13260.5,4851546.333333337
44,37,28,25,true,true,1.0,25829.833333333332,1.4300428999999989E7
44,37,28,25,false,true,0.8913587887886562,20423.333333333336,7239540.00000001
44,76,9,6,true,true,0.4679136305232298,11483.999999999998,9498103.999999994
51,37,9,6,true,true,0.5343462441096269,15938.999999999998,1.5316333999999994E7
51,76,28,6,true,true,1.0,26566.833333333336,2.222961766666667E7
51,76,9,25,true,true,0.7231295444034048,23923.166666666668,1.877698900000001E7
51,76,9,6,false,true,0.46313207323535116,15640.166666666666,1.4926057666666664E7
51,76,9,6,true,true,0.6590782721551945,12046.833333333332,1.0233164333333332E7
51,76,9,6,true,true,0.6590782721551945,12046.833333333332,1.0233164333333332E7
19,60,16,13,true,false,1.0,10662.666666666668,3292109.3333333367
26,60,16,13,true,false,1.0,11656.333333333332,4589838.0
19,54,16,13,true,false,1.0,9043.833333333332,1177913.0
19,60,21,13,true,false,1.0,10052.166666666666,661463.0
19,60,16,18,true,false,1.0,11463.833333333332,2505099.6666666633
19,60,16,13,false,false,1.0,9709.333333333332,2047055.9999999949
19,60,16,13,true,false,1.0,10662.666666666668,3292109.3333333367
19,54,21,18,false,false,0.9755827505827505,5908.833333333334,-6583063.666666663
26,60,21,18,false,false,0.8794381784195769,14087.333333333334,4098057.3333333367
26,54,16,18,false,false,0.8482367800549614,11383.166666666666,2399749.0
26,54,21,13,false,false,0.8169641215442732,7712.833333333334,-2393706.3333333316
26,54,21,18,true,false,1.0,9881.666666666668,-1394543.3333333265
26,54,21,18,false,false,0.8682981497766549,10387.666666666668,-733707.3333333265
26,54,21,18,false,false,0.8682981497766549,10387.666666666668,-733707.3333333265
16,52,29,6,false,false,1.0,15480.666666666668,7384417.333333337
35,52,29,6,false,false,0.8915858835112388,10175.000000000002,455216.6666666684
16,45,29,6,false,false,1.0,7157.333333333333,-3485856.000000005
16,52,29,6,false,false,1.0,15480.666666666668,7384417.333333337
16,52,29,11,false,false,0.9707224920965375,8242.666666666668,-3901743.999999995
16,52,29,6,false,false,1.0,15480.666666666668,7384417.333333337
16,52,29,6,false,false,1.0,15480.666666666668,7384417.333333337
16,45,29,11,false,false,0.9318804181399589,7381.0,-5027080.666666663
35,52,29,11,false,false,0.78167425449868,13317.333333333334,2725770.6666666735
35,45,29,11,false,false,0.9414720597735589,23068.83333333333,1.5461229666666653E7
35,45,29,6,false,false,0.7700243996566994,13990.166666666672,5437824.333333337
35,45,29,11,false,false,0.9414720597735589,23068.83333333333,1.5461229666666653E7
35,45,29,11,false,false,0.9414720597735589,23068.83333333333,1.5461229666666653E7
35,45,29,11,false,false,0.9414720597735589,23068.83333333333,1.5461229666666653E7
41,74,17,18,true,true,1.0,26390.833333333336,2.1633095E7
10,74,17,18,true,true,1.0,7723.833333333334,-2746007.0
41,68,17,18,true,true,1.0,17343.333333333336,9817060.0
41,74,17,18,true,true,1.0,26390.833333333336,2.1633095E7
41,74,17,23,true,true,1.0,17479.0,8160907.333333337
41,74,17,18,true,true,1.0,26390.833333333336,2.1633095E7
41,74,17,18,true,true,1.0,26390.833333333336,2.1633095E7
41,68,17,23,true,true,0.508401296931112,18566.166666666668,9580747.0
10,74,17,23,true,true,1.0,4940.833333333334,-8213938.333333329
10,68,17,23,true,true,1.0,5586.166666666667,-7371133.0
10,68,17,18,true,true,1.0,8556.166666666668,-1658979.6666666684
10,68,17,23,true,true,1.0,5586.166666666667,-7371133.0
10,68,17,23,true,true,1.0,5586.166666666667,-7371133.0
10,68,17,23,true,true,1.0,5586.166666666667,-7371133.0
53,40,23,12,true,true,0.8836274134355676,26499.0,2.1774360666666664E7
48,40,23,12,true,true,1.0,19062.999999999996,1.2062944666666664E7
53,79,23,12,true,true,1.0,26651.166666666668,2.1973090333333336E7
53,40,11,12,true,true,0.5376938576837901,21215.333333333336,1.9273892E7
53,40,23,29,true,true,0.8469711389424176,29446.999999999996,1.939111533333333E7
53,40,23,12,true,true,0.8836274134355676,26499.0,2.1774360666666664E7
53,40,23,12,true,true,0.8836274134355676,26499.0,2.1774360666666664E7
53,79,11,29,true,true,0.7555655752548545,22529.833333333332,1.4757295666666664E7
48,40,11,29,true,true,0.5867120483949702,18584.499999999996,9604690.333333327
48,79,23,29,true,true,1.0,27195.666666666668,1.6450874000000011E7
48,79,11,12,true,true,0.7772307726777985,14782.166666666666,1.0872176333333332E7
48,79,11,29,true,true,0.8340978135769334,16289.166666666668,6606985.0
48,79,11,29,true,true,0.8340978135769334,16289.166666666668,6606985.0
48,79,11,29,true,true,0.8340978135769334,16289.166666666668,6606985.0
28,63,11,24,false,false,0.8229794060900929,6906.166666666666,-3813879.6666666684
23,63,11,24,false,false,0.6311445551903566,7259.999999999999,-3351773.3333333367
28,57,11,24,false,false,0.7324771994956093,8191.333333333334,-2135452.0
28,63,23,24,false,false,0.6936952050621973,11749.833333333332,-1888051.0
28,63,11,17,false,false,0.549213742152673,8724.833333333332,1127965.6666666633
28,63,11,24,false,false,0.8229794060900929,6906.166666666666,-3813879.6666666684
28,63,11,24,false,false,0.8229794060900929,6906.166666666666,-3813879.6666666684
28,57,23,17,false,false,0.9048511285152506,15282.666666666666,5292496.0
23,63,23,17,false,false,0.6828822576914173,7716.5,-4588917.666666663
23,57,11,17,false,false,0.8978707467257094,8701.0,1096839.3333333316
23,57,23,24,false,false,1.0,7370.0,-7608113.333333337
23,57,23,17,false,false,1.0,10244.666666666668,-1287131.9999999949
23,57,23,17,false,false,1.0,10244.666666666668,-1287131.9999999949
23,57,23,17,false,false,1.0,10244.666666666668,-1287131.9999999949
22,35,14,27,false,false,0.928861693861693,9271.166666666668,-2925189.6666666684
54,35,14,27,false,false,0.9018607108152403,23804.0,1.6054690666666664E7
22,74,14,27,false,false,0.6889646969192419,6149.0,-7002739.333333337
22,35,8,27,false,false,0.7795942519019459,11210.833333333332,1808014.9999999949
22,35,14,20,false,false,0.923170934239637,9971.500000000002,556112.3333333367
22,35,14,27,true,false,1.0,13269.666666666668,2296851.3333333367
22,35,14,27,false,false,0.928861693861693,9271.166666666668,-2925189.6666666684
22,74,8,20,true,false,1.0,13154.166666666666,6912674.999999994
54,35,8,20,true,false,0.6307665246449342,13821.500000000002,7784212.333333337
54,74,14,20,true,false,0.84230830801492,20135.500000000004,1.3830296333333336E7
54,74,8,27,true,false,0.8612831393557128,17433.16666666667,9934382.333333336
54,74,8,20,false,false,0.3717035615681778,7096.833333333333,-998202.3333333367
54,74,8,20,true,false,0.7248408848632731,22848.833333333336,1.957390966666667E7
54,74,8,20,true,false,0.7248408848632731,22848.833333333336,1.957390966666667E7
47,57,26,15,true,true,1.0,20095.166666666664,1.1210954333333327E7
29,57,26,15,true,true,1.0,13108.333333333332,2086150.0
47,51,26,15,true,true,1.0,21820.333333333332,1.3464022E7
47,57,20,15,true,true,0.9771169600107605,26592.5,2.1896471666666664E7
47,57,26,8,true,true,1.0,24284.333333333332,1.9248672666666664E7
47,57,26,15,false,true,0.5757018093463027,19633.166666666664,1.0607582333333327E7
47,57,26,15,true,true,1.0,20095.166666666664,1.1210954333333327E7
47,51,20,8,false,true,0.41770452662377106,10068.666666666666,2883012.0
29,57,20,8,false,true,0.9009768221600275,12926.833333333334,6615777.666666668
29,51,26,8,false,true,0.4662502891510518,8766.999999999998,-1016964.6666666684
29,51,20,15,false,true,0.6725364834985397,16817.166666666668,9129886.333333336
29,51,20,8,true,true,1.0,16919.833333333336,1.1830635666666668E7
29,51,20,8,false,true,0.6981738774046459,11522.499999999998,4781718.3333333265
29,51,20,8,false,true,0.6981738774046459,11522.499999999998,4781718.3333333265
35,46,8,21,true,true,1.0,14589.666666666666,8420771.333333332
41,46,8,21,true,true,0.7056335294711644,24205.5,2.0979049666666664E7
35,40,8,21,true,true,0.5975280550006407,16171.833333333332,1.0487081E7
35,46,26,21,true,true,1.0,16597.166666666668,4442566.333333337
35,46,8,14,true,true,0.5963948234323176,10763.5,5990464.333333332
35,46,8,21,false,true,0.6107048803613683,11885.5,4889129.666666668
35,46,8,21,true,true,1.0,14589.666666666666,8420771.333333332
35,40,26,14,false,true,0.8835021566702724,13913.166666666666,3503929.0
41,46,26,14,false,true,0.9260746416472783,18848.499999999996,9949474.333333327
41,40,8,14,false,true,0.5670630889591374,17149.0,1.4329927333333332E7
41,40,26,21,false,true,0.6391477077634996,21246.500000000004,1.0514595666666673E7
41,40,26,14,true,true,1.0,19361.833333333332,1.0619887666666664E7
41,40,26,14,false,true,0.5275118437063351,14398.999999999998,4138427.3333333265
41,40,26,14,false,true,0.5275118437063351,14398.999999999998,4138427.3333333265
10,68,20,9,false,false,0.8857415485278095,4356.0,-4944397.333333332
16,68,20,9,false,false,0.8564037319762514,8112.500000000001,-38408.333333331626
10,62,20,9,false,false,0.8371978021978024,5166.333333333334,-3886101.999999997
10,68,14,9,false,false,1.0,4350.5,-2751580.3333333316
10,68,20,26,false,false,0.9258905852417295,5151.666666666666,-1.0138589999999998E7
10,68,20,9,true,false,1.0,4900.5,-4233280.333333332
10,68,20,9,false,false,0.8857415485278095,4356.0,-4944397.333333332
10,62,14,26,true,false,1.0,5666.833333333333,-7265782.333333332
16,68,14,26,true,false,1.0,7118.833333333333,-5369470.333333332
16,62,20,26,true,false,1.0,9922.0,-3908534.6666666633
16,62,14,9,true,false,1.0,7853.999999999999,1823990.6666666633
16,62,14,26,false,false,0.8412106341495653,8966.833333333334,-2955982.3333333316
16,62,14,26,true,false,1.0,9438.0,-2340638.6666666633
16,62,14,26,true,false,1.0,9438.0,-2340638.6666666633
10,51,16,17,true,true,1.0,6594.5,-3487583.0
22,51,16,17,true,true,1.0,13592.333333333334,5651587.333333337
10,61,16,17,true,true,1.0,3650.1666666666665,-7332882.333333334
10,51,22,17,true,true,1.0,4246.0,-8754724.0
10,51,16,22,true,true,1.0,10426.166666666666,-316759.6666666684
10,51,16,17,true,true,1.0,6594.5,-3487583.0
10,51,16,17,true,true,1.0,6594.5,-3487583.0
10,61,22,22,true,true,1.0,9311.499999999998,-3972514.3333333367
22,51,22,22,true,true,1.0,6050.0,-8232033.333333337
22,61,16,22,true,true,1.0,7899.833333333334,-3616151.0
22,61,22,17,true,true,1.0,9346.333333333334,-2093688.6666666633
22,61,22,22,true,true,1.0,11911.166666666666,-577349.6666666735
22,61,22,22,true,true,1.0,11911.166666666666,-577349.6666666735
22,61,22,22,true,true,1.0,11911.166666666666,-577349.6666666735
35,74,28,29,false,false,0.6863584040409136,12481.333333333332,-4599378.6666666735
47,74,28,29,false,false,0.7586991908183269,14816.999999999998,-1548998.0000000102
35,38,28,29,false,false,0.8619921176523674,12329.166666666666,-4798108.333333337
35,74,10,29,false,false,0.48126582916659216,8844.000000000002,-2749735.999999995
35,74,28,10,false,false,0.7965753283681561,14560.333333333334,5082462.0
35,74,28,29,false,false,0.6863584040409136,12481.333333333332,-4599378.6666666735
35,74,28,29,false,false,0.6863584040409136,12481.333333333332,-4599378.6666666735
35,38,10,10,false,false,0.8314662445325586,14017.666666666668,1.0973739333333336E7
47,74,10,10,false,false,0.5313092591694021,14965.500000000002,1.2211609666666673E7
47,38,28,10,false,false,0.8650676856013542,16173.666666666666,7189475.3333333265
47,38,10,29,false,false,0.7451687128006418,14109.333333333334,4126789.3333333367
47,38,10,10,false,false,0.8061026352886995,14433.833333333334,1.1517253000000006E7
47,38,10,10,false,false,0.8061026352886995,14433.833333333334,1.1517253000000006E7
47,38,10,10,false,false,0.8061026352886995,14433.833333333334,1.1517253000000006E7
47,40,10,11,false,false,0.6931811329333574,13277.0,9639762.0
34,40,10,11,false,false,0.8059749410894448,10483.0,5990798.0
47,50,10,11,false,false,0.5912580996350679,15495.333333333332,1.2536905333333332E7
47,40,16,11,false,false,0.7140149540684076,15104.833333333334,9826912.333333336
47,40,10,16,false,false,0.7164350742236916,17372.666666666664,1.3155369333333332E7
47,40,10,11,false,false,0.6931811329333574,13277.0,9639762.0
47,40,10,11,false,false,0.6931811329333574,13277.0,9639762.0
47,50,16,16,false,false,0.8113337736213989,18744.0,1.2746330666666664E7
34,40,16,16,false,false,0.8094105022149973,14950.833333333332,7792455.0
34,50,10,16,false,false,0.7281543457204336,12206.333333333334,6408138.000000006
34,50,16,11,false,false,0.9154971951125794,10323.500000000002,3582491.000000005
34,50,16,16,false,false,0.8588430286708578,13278.833333333334,5608823.0
34,50,16,16,false,false,0.8588430286708578,13278.833333333334,5608823.0
34,50,16,16,false,false,0.8588430286708578,13278.833333333334,5608823.0
22,63,22,23,true,true,1.0,8933.833333333334,-4832413.666666663
59,63,22,23,true,true,1.0,20855.999999999996,1.0737935999999989E7
22,72,22,23,true,true,1.0,8310.500000000002,-5646486.999999994
22,63,28,23,true,true,1.0,8389.333333333332,-7743530.666666668
22,63,22,28,true,true,1.0,12483.166666666666,-2030317.6666666735
22,63,22,23,true,true,1.0,8933.833333333334,-4832413.666666663
22,63,22,23,true,true,1.0,8933.833333333334,-4832413.666666663
22,72,28,28,true,true,1.0,11999.166666666666,-4862421.6666666735
59,63,28,28,true,true,1.0,25393.499999999996,1.2630577666666653E7
