int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day,self.monthly_energy_consumption,self.monthly_profit
242,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,3206.5,-9012311.0
243,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,7098.666666666666,-3929141.3333333367
244,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,4234.999999999999,-7669090.000000003
245,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,5868.5,-5535739.0
246,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,6985.0,-4077590.0
247,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,5908.833333333334,-5483063.666666663
248,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,6675.166666666667,-4482232.333333332
249,date ('2023-11-01 23:55:00'),10,30,8,28,true,false,1.0,8812.833333333332,-1690439.6666666684
250,date ('2023-11-01 23:55:00'),10,30,8,30,true,false,1.0,6009.666666666666,-6084708.666666668
251,date ('2023-11-01 23:55:00'),10,30,8,30,true,false,1.0,4658.500000000001,-7849332.333333334
252,date ('2023-11-01 23:55:00'),10,30,8,30,true,false,1.0,4598.0,-7928345.333333337
