int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day
353,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9131652661064428
354,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
355,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8101098901098895
356,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7067430025445292
357,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
358,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.913333333333332
359,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8294871794871782
360,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5360144057623056
361,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6776081424936391
362,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
363,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8635531135531131
364,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8834890109890108
365,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
366,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.878571428571429
367,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
368,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7825274725274736
369,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
370,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9275641025641022
371,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8111538461538453
372,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
373,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7914165666266506
374,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7282913165266098
375,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
376,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9611538461538462
377,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
378,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
379,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8627525252525244
380,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8553672316384177
381,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.808715012722646
382,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9946564885496184
383,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
384,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
385,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7425746569814349
386,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8782051282051274
387,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7981461286804795
388,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9482824427480914
389,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8036080586080574
390,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.646419483824064
391,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6795165394402028
392,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
393,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6379316612141039
394,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7756997455470743
395,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8113695090439262
396,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6852326426753904
397,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
398,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8912213740458009
399,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
400,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
401,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7966386554621854
402,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6030769230769222
403,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
404,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8076271186440674
405,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8808974358974356
406,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6161538461538465
407,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8302180685358256
408,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8937728937728935
409,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9178117048346052
410,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8634615384615375
411,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7128051220488191
412,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.771227106227106
413,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8066157760814233
414,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7675641025641023
415,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
416,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
417,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
418,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
419,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
420,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.3291348600508908
421,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
422,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8346153846153861
423,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7052564102564102
424,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7392612942612923
425,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5826330532212883
426,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
427,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
428,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8738095238095238
429,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
430,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9669211195928756
431,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6274358974358972
432,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9519230769230769
433,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.28538461538461557
434,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
435,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7832051282051273
436,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6107692307692311
437,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
438,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7973260073260064
439,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7376045074518356
440,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6858974358974366
441,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7023076923076916
442,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5719230769230769
443,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
444,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8141256502601036
445,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.35512820512820503
446,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
447,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
448,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
449,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8858516483516478
450,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8428971588635447
451,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6661577608142483
452,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
453,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7667757179207573
454,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5631578947368413
455,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.984453781512605
456,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.42549981824791017
457,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6941176470588241
458,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8665266106442574
459,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7874358974358971
460,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7264449291166836
461,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.90156306797528
462,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.821923076923076
463,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
464,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8233187931661219
465,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5345911949685537
466,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7708333333333328
467,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8234615384615384
468,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
469,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
470,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
471,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
472,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
473,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
474,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
475,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.2546610169491523
476,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.794056706652125
477,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9580152671755725
478,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
479,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
480,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8882783882783889
481,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6415757906215923
482,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
483,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
484,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8051282051282067
485,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6968390804597704
486,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8447435897435898
487,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
488,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.782697201017813
489,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9898947951273531
490,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8592436974789915
491,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7968193384223912
492,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8207547169811321
493,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
494,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5669895076674735
495,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6810734463276832
496,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8391242937853092
497,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
498,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
499,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8752332485156907
500,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8664648910411623
501,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8585130278526505
502,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9163395129043982
503,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9368956743002529
504,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9268447837150127
505,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
506,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7533696529459244
507,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
508,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
509,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8694565612504542
510,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
511,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7410164835164823
512,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6674391130498005
513,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9935897435897437
514,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8487179487179505
515,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8745604395604407
516,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
517,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6726463104325697
518,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8307493540051675
519,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8946378551420566
520,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9372881355932212
521,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8356234096692109
522,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9788804071246816
523,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8885154061624652
524,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7476923076923075
525,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8592307692307681
526,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8119047619047609
527,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8998901098901101
528,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9221428571428574
529,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8229007633587783
530,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6473282442748095
531,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.854519774011301
532,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6715285350781535
533,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
534,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8990112994350282
535,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6320621468926549
536,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
537,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8865819209039542
538,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.3321062271062268
539,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
540,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7807692307692301
541,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
542,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
543,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8711538461538474
544,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
545,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
546,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9769230769230766
547,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8779898218829512
548,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
549,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
550,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
551,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8742937853107343
552,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8296336996336978
553,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
554,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9478754578754571
555,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8250360750360737
556,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
557,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
558,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8047982551799338
559,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8577971646673924
560,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
561,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
562,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7326330532212882
563,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.833992673992674
564,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
565,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
566,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8039743589743592
567,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
568,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
569,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
570,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
571,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9266666666666667
572,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7242736077481827
573,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.936386768447837
574,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8235897435897424
575,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.560512820512821
576,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
577,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7267175572519062
578,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
579,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9041984732824417
580,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6553296703296699
581,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7661538461538453
582,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
583,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
584,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9427966101694916
585,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
586,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
587,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
588,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
589,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
590,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8963736263736248
591,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
592,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9279661016949151
593,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8141025641025655
594,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
595,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.849439775910364
596,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
597,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8403853144311173
598,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.713919413919413
599,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.536923076923077
600,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7389743589743596
601,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8991596638655462
602,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7844871794871796
603,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.915384615384615
604,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6399491094147592
605,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9252747252747264
606,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8315384615384616
607,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6263003663003666
608,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
609,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8087786259541977
610,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8615776081424927
611,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8215384615384599
612,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
613,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6760814249363863
614,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9096153846153846
615,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9443589743589744
616,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8548717948717957
617,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7748091603053435
618,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
619,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9052950442263427
620,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
621,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8046165030897834
622,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9248168498168489
623,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8971794871794873
624,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5426356589147288
625,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9114503816793879
626,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8302617230098146
627,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8050242130750619
628,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9322519083969456
629,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7573076923076918
630,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8740112994350281
631,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7707803223070383
632,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7056410256410247
633,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
634,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7392225829725836
635,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7008474576271181
636,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.583715012722647
637,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9512087912087913
638,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7724358974358976
639,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7765384615384612
640,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7149267399267409
641,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
642,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6214285714285709
643,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.895019992729916
644,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
645,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.970737913486005
646,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
647,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.604237288135593
648,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9098901098901113
649,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7734249084249092
650,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
651,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9820419693301048
652,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8152126499454733
653,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
654,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
655,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
656,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9260073260073258
657,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
658,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7769230769230747
659,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
660,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9797528171573973
661,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6887179487179484
662,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
663,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.862380952380953
664,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
665,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9241666666666668
666,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9305128205128209
667,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.746153846153845
668,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6617647058823525
669,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8788278388278368
670,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
671,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6512820512820502
672,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9289749798224358
673,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5929661941112321
674,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.81914850686037
675,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7848600508905845
676,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7310432569974552
677,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9700854700854695
678,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9086446886446894
679,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9246153846153834
680,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8095787545787543
681,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.743743078626799
682,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7647985347985337
683,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9057142857142859
684,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8995327102803733
685,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9088461538461525
686,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7460256410256402
687,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9141025641025645
688,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
689,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7769720101781168
690,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7277353689567435
691,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.577862595419847
692,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
693,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
694,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6873076923076926
695,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.868956743002543
696,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
697,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.5424358974358973
698,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6573246092330067
699,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7269597069597076
700,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.8065794256633944
701,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9236641221374038
702,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.712820512820513
703,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.7639040348963996
704,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9454196933010478
705,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.539821882951655
706,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
707,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.601090342679128
708,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
709,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
710,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,1.0
711,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9530266343825663
712,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.30462184873949566
713,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.9020512820512825
714,date ('2023-11-01 23:55:00'),10,30,7,6,false,false,0.6598717948717934
