int(self),current_date,self.nb_electrical,self.nb_gasoline,self.nb_activeCS_Cparking,self.nb_activeCS_Jparking,self.policy_prohibit_parking,self.policy_force_moving,self.avg_statisfied_day
249,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.9176470588235285
250,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.3155462184873949
251,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.829230769230768
252,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,1.0
253,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.6346153846153846
254,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,1.0
255,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,1.0
256,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.5590476190476202
257,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,1.0
258,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.8987179487179487
259,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.9491758241758237
260,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.6761006289308171
261,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.8840421664849158
262,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.8144871794871784
263,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.6879853479853474
264,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.9561538461538462
265,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,1.0
266,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.7948717948717935
267,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.6361538461538468
268,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.7553846153846149
269,date ('2023-11-01 23:55:00'),10,30,6,22,false,false,0.3935574229691876
270,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.9066157760814239
271,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.8353846153846136
272,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
273,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
274,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
275,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.7561538461538458
276,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.8193040293040298
277,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
278,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.6022727272727273
279,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.8770174482006549
280,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.7682051282051272
281,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
282,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.8558313155770793
283,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.7183333333333319
284,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.7394067796610173
285,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.5923664122137406
286,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.6160073260073258
287,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.9657692307692307
288,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
289,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.713486005089059
290,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.8453781512605035
291,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
292,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
293,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
294,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.8910256410256405
295,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
296,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.8826923076923091
297,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.5934773909563827
298,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,0.9254816430388946
299,date ('2023-11-01 23:55:00'),10,30,6,24,false,false,1.0
300,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,1.0
301,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.9492997198879556
302,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.6450381679389315
303,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8368644067796597
304,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8525641025641042
305,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8611777535441657
306,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.9574358974358974
307,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.7226923076923072
308,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.43784078516903013
309,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8549073064340239
310,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.9306959706959704
311,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.4212885154061624
312,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.7187179487179475
313,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.6465285350781534
314,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8727735368956732
315,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.713418079096045
316,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.6328571428571431
317,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8623049219687873
318,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.9423728813559321
319,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.6682326007326006
320,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.6198717948717947
321,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.934188034188033
322,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.6596336996336992
323,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8659523809523806
324,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.9258241758241769
325,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,1.0
326,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.8108974358974362
327,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.4427480916030532
328,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,0.9949612403100775
329,date ('2023-11-01 23:55:00'),10,30,6,26,false,false,1.0
330,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.556582633053221
331,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.732820512820513
332,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.8602508178844038
333,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,1.0
334,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.7994047619047616
335,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.8999999999999992
336,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.7028937728937726
337,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.4535623409669218
338,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.8109401709401711
339,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,1.0
340,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,1.0
341,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.9124293785310736
342,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.8153846153846165
343,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,1.0
344,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,1.0
345,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.9447837150127227
346,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.9082417582417587
347,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.6843300110741959
348,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,0.9548717948717951
349,date ('2023-11-01 23:55:00'),10,30,6,28,false,false,1.0
