air_temp,ghi,wind_speed_100m,time,season
27.677658303464757,0.0,3.7043249701314216,00:00,Autumn
27.677658303464757,0.0,3.6916965352449225,00:05,Autumn
27.67048984468339,0.0,3.6720788530465946,00:10,Autumn
27.659617682198327,0.0,3.6546236559139786,00:15,Autumn
27.655913978494624,0.0,3.6390083632019117,00:20,Autumn
27.65232974910394,0.0,3.62636798088411,00:25,Autumn
27.656033452807645,0.0,3.613715651135006,00:30,Autumn
27.63405017921147,0.0,3.6017443249701313,00:35,Autumn
27.63405017921147,0.0,3.594205495818399,00:40,Autumn
27.63405017921147,0.0,3.584074074074074,00:45,Autumn
27.633930704898447,0.0,3.580848267622461,00:50,Autumn
27.62293906810036,0.0,3.573978494623656,00:55,Autumn
27.626523297491037,0.0,3.5692831541218637,01:00,Autumn
27.626523297491037,0.0,3.561409796893668,01:05,Autumn
27.626523297491037,0.0,3.546188769414576,01:10,Autumn
27.61935483870968,0.0,3.5372520908004783,01:15,Autumn
27.604778972520908,0.0,3.5217084826762246,01:20,Autumn
27.601194743130225,0.0,3.5145041816009552,01:25,Autumn
27.59749103942652,0.0,3.510274790919952,01:30,Autumn
27.594026284348868,0.0,3.5049462365591393,01:35,Autumn
27.594026284348868,0.0,3.5003464755077656,01:40,Autumn
27.590322580645164,0.0,3.50115890083632,01:45,Autumn
27.57204301075269,0.0,3.4990322580645157,01:50,Autumn
27.568339307048983,0.0,3.5056869772998804,01:55,Autumn
27.568339307048983,0.0,3.509080047789725,02:00,Autumn
27.568339307048983,0.0,3.5102867383512546,02:05,Autumn
27.502747909199524,0.0,3.4972998805256865,02:10,Autumn
27.470250896057347,0.0,3.489772998805257,02:15,Autumn
27.441457586618878,0.0,3.477562724014337,02:20,Autumn
27.427120669056155,0.0,3.4733452807646352,02:25,Autumn
27.405376344086022,0.0,3.47131421744325,02:30,Autumn
27.362126642771802,0.0,3.4681720430107528,02:35,Autumn
27.318518518518516,0.0,3.462879330943847,02:40,Autumn
27.289486260454,0.0,3.4651612903225804,02:45,Autumn
27.260573476702508,0.0,3.4681600955794507,02:50,Autumn
27.210035842293905,0.0,3.468387096774194,02:55,Autumn
27.166666666666668,0.0,3.473584229390681,03:00,Autumn
27.163082437275985,0.0,3.468649940262844,03:05,Autumn
27.163082437275985,0.0,3.4539068100358423,03:10,Autumn
27.15925925925926,0.0,3.4367144563918757,03:15,Autumn
27.144802867383515,0.0,3.424910394265233,03:20,Autumn
27.13046594982079,0.0,3.4163679808841096,03:25,Autumn
27.123297491039427,0.0,3.4031421744324972,03:30,Autumn
27.07968936678614,0.0,3.3979211469534056,03:35,Autumn
27.068936678614097,0.0,3.392628434886499,03:40,Autumn
27.065352449223415,0.0,3.385137395459976,03:45,Autumn
27.039784946236562,0.0,3.3828195937873353,03:50,Autumn
27.018040621266426,0.0,3.3829151732377536,03:55,Autumn
27.01445639187575,0.0,3.379498207885305,04:00,Autumn
27.018040621266426,0.0,3.371696535244922,04:05,Autumn
27.079808841099165,0.0,3.3504659498207885,04:10,Autumn
27.097729988052567,0.0,3.327837514934289,04:15,Autumn
27.155316606929507,0.0,3.3124133811230583,04:20,Autumn
27.173596176821984,0.0,3.2980286738351254,04:25,Autumn
27.187933094384707,0.0,3.285113500597371,04:30,Autumn
27.2494623655914,0.0,3.2801553166069297,04:35,Autumn
27.278255675029868,0.0,3.273010752688172,04:40,Autumn
27.314456391875748,0.0,3.2713261648745515,04:45,Autumn
27.325328554360812,0.0,3.2739187574671447,04:50,Autumn
27.35794504181601,0.0,3.2811708482676223,04:55,Autumn
27.404659498207888,0.0,3.283058542413381,05:00,Autumn
27.404659498207888,0.0,3.2842054958183993,05:05,Autumn
27.404659498207888,0.0,3.278458781362007,05:10,Autumn
27.401075268817205,0.0,3.274253285543608,05:15,Autumn
27.39378733572282,0.0,3.2710872162485067,05:20,Autumn
27.390203106332137,0.0,3.2758303464755074,05:25,Autumn
27.390203106332137,0.32974910394265233,3.2715770609318997,05:30,Autumn
27.41146953405018,1.4229390681003584,3.2756033452807647,05:35,Autumn
27.41146953405018,3.2150537634408605,3.278936678614098,05:40,Autumn
27.407885304659498,6.2831541218638,3.281206690561529,05:45,Autumn
27.40430107526882,10.035244922341697,3.286678614097969,05:50,Autumn
27.400716845878136,15.184707287933094,3.295041816009558,05:55,Autumn
27.400716845878136,21.15041816009558,3.2990800477897246,06:00,Autumn
27.40442054958184,28.354241338112303,3.2836559139784947,06:05,Autumn
27.418876941457587,35.94551971326165,3.25089605734767,06:10,Autumn
27.436917562724016,44.77025089605735,3.2170967741935486,06:15,Autumn
27.451732377538832,53.77108721624851,3.1843608124253286,06:20,Autumn
27.469653524492234,63.061290322580646,3.155232974910394,06:25,Autumn
27.469653524492234,73.53416965352449,3.126129032258065,06:30,Autumn
27.50931899641577,84.2442054958184,3.0991756272401436,06:35,Autumn
27.51290322580645,95.77060931899642,3.0729271206690556,06:40,Autumn
27.527240143369173,107.22401433691756,3.0510394265232974,06:45,Autumn
27.55244922341696,118.22019115890083,3.026284348864994,06:50,Autumn
27.5594982078853,128.99068100358423,3.001206690561529,06:55,Autumn
27.58148148148148,139.99641577060933,2.9832974910394263,07:00,Autumn
27.58148148148148,150.61875746714455,2.952831541218638,07:05,Autumn
27.577897252090803,163.48243727598566,2.920155316606929,07:10,Autumn
27.58148148148148,175.8142174432497,2.889247311827957,07:15,Autumn
27.599761051373957,188.13966547192354,2.8550537634408606,07:20,Autumn
27.599761051373957,200.34217443249702,2.8283870967741938,07:25,Autumn
