air_temp,ghi,wind_speed_100m,period_end
19,0,3.7,2024-01-01 00:00:00+07:00
19,0,3.6,2024-01-01 00:05:00+07:00
19,0,3.6,2024-01-01 00:10:00+07:00
19,0,3.6,2024-01-01 00:15:00+07:00
19,0,3.5,2024-01-01 00:20:00+07:00
19,0,3.5,2024-01-01 00:25:00+07:00
19,0,3.5,2024-01-01 00:30:00+07:00
19,0,3.4,2024-01-01 00:35:00+07:00
19,0,3.4,2024-01-01 00:40:00+07:00
19,0,3.4,2024-01-01 00:45:00+07:00
19,0,3.4,2024-01-01 00:50:00+07:00
19,0,3.3,2024-01-01 00:55:00+07:00
19,0,3.3,2024-01-01 01:00:00+07:00
19,0,3.3,2024-01-01 01:05:00+07:00
19,0,3.2,2024-01-01 01:10:00+07:00
19,0,3.2,2024-01-01 01:15:00+07:00
19,0,3.2,2024-01-01 01:20:00+07:00
19,0,3.1,2024-01-01 01:25:00+07:00
19,0,3.1,2024-01-01 01:30:00+07:00
19,0,3.0,2024-01-01 01:35:00+07:00
19,0,3.0,2024-01-01 01:40:00+07:00
19,0,3.0,2024-01-01 01:45:00+07:00
19,0,2.9,2024-01-01 01:50:00+07:00
19,0,2.9,2024-01-01 01:55:00+07:00
19,0,2.9,2024-01-01 02:00:00+07:00
19,0,2.8,2024-01-01 02:05:00+07:00
19,0,2.8,2024-01-01 02:10:00+07:00
19,0,2.8,2024-01-01 02:15:00+07:00
19,0,2.7,2024-01-01 02:20:00+07:00
19,0,2.7,2024-01-01 02:25:00+07:00
19,0,2.7,2024-01-01 02:30:00+07:00
19,0,2.6,2024-01-01 02:35:00+07:00
19,0,2.6,2024-01-01 02:40:00+07:00
19,0,2.6,2024-01-01 02:45:00+07:00
19,0,2.6,2024-01-01 02:50:00+07:00
19,0,2.5,2024-01-01 02:55:00+07:00
19,0,2.5,2024-01-01 03:00:00+07:00
19,0,2.5,2024-01-01 03:05:00+07:00
19,0,2.4,2024-01-01 03:10:00+07:00
19,0,2.4,2024-01-01 03:15:00+07:00
19,0,2.4,2024-01-01 03:20:00+07:00
19,0,2.3,2024-01-01 03:25:00+07:00
19,0,2.3,2024-01-01 03:30:00+07:00
19,0,2.2,2024-01-01 03:35:00+07:00
19,0,2.2,2024-01-01 03:40:00+07:00
19,0,2.2,2024-01-01 03:45:00+07:00
19,0,2.1,2024-01-01 03:50:00+07:00
19,0,2.1,2024-01-01 03:55:00+07:00
19,0,2.1,2024-01-01 04:00:00+07:00
19,0,2.0,2024-01-01 04:05:00+07:00
19,0,2.0,2024-01-01 04:10:00+07:00
19,0,2.0,2024-01-01 04:15:00+07:00
19,0,2.0,2024-01-01 04:20:00+07:00
19,0,2.0,2024-01-01 04:25:00+07:00
19,0,2.0,2024-01-01 04:30:00+07:00
19,0,2.0,2024-01-01 04:35:00+07:00
19,0,2.0,2024-01-01 04:40:00+07:00
19,0,2.0,2024-01-01 04:45:00+07:00
19,0,2.0,2024-01-01 04:50:00+07:00
19,0,2.0,2024-01-01 04:55:00+07:00
19,0,2.0,2024-01-01 05:00:00+07:00
19,0,2.0,2024-01-01 05:05:00+07:00
19,0,2.0,2024-01-01 05:10:00+07:00
19,0,2.0,2024-01-01 05:15:00+07:00
19,0,2.0,2024-01-01 05:20:00+07:00
19,0,2.0,2024-01-01 05:25:00+07:00
19,0,2.0,2024-01-01 05:30:00+07:00
19,0,2.0,2024-01-01 05:35:00+07:00
19,0,2.0,2024-01-01 05:40:00+07:00
19,0,2.0,2024-01-01 05:45:00+07:00
19,0,2.1,2024-01-01 05:50:00+07:00
19,0,2.1,2024-01-01 05:55:00+07:00
19,0,2.1,2024-01-01 06:00:00+07:00
19,0,2.1,2024-01-01 06:05:00+07:00
19,0,2.1,2024-01-01 06:10:00+07:00
19,0,2.1,2024-01-01 06:15:00+07:00
19,0,2.1,2024-01-01 06:20:00+07:00
19,0,2.1,2024-01-01 06:25:00+07:00
19,0,2.1,2024-01-01 06:30:00+07:00
19,0,2.1,2024-01-01 06:35:00+07:00
19,0,2.1,2024-01-01 06:40:00+07:00
19,4,2.1,2024-01-01 06:45:00+07:00
19,8,2.1,2024-01-01 06:50:00+07:00
19,14,2.1,2024-01-01 06:55:00+07:00
19,18,2.1,2024-01-01 07:00:00+07:00
19,26,2.1,2024-01-01 07:05:00+07:00
19,25,2.1,2024-01-01 07:10:00+07:00
19,30,2.0,2024-01-01 07:15:00+07:00
19,43,2.0,2024-01-01 07:20:00+07:00
19,54,2.0,2024-01-01 07:25:00+07:00
19,58,2.0,2024-01-01 07:30:00+07:00
19,64,2.0,2024-01-01 07:35:00+07:00
19,76,2.0,2024-01-01 07:40:00+07:00
19,78,2.0,2024-01-01 07:45:00+07:00
19,85,2.0,2024-01-01 07:50:00+07:00
19,92,2.0,2024-01-01 07:55:00+07:00
19,97,2.0,2024-01-01 08:00:00+07:00
19,106,2.0,2024-01-01 08:05:00+07:00
20,129,1.9,2024-01-01 08:10:00+07:00
20,152,1.9,2024-01-01 08:15:00+07:00
20,158,1.8,2024-01-01 08:20:00+07:00
20,175,1.8,2024-01-01 08:25:00+07:00
21,183,1.7,2024-01-01 08:30:00+07:00
21,217,1.7,2024-01-01 08:35:00+07:00
21,236,1.6,2024-01-01 08:40:00+07:00
21,270,1.6,2024-01-01 08:45:00+07:00
22,262,1.5,2024-01-01 08:50:00+07:00
22,254,1.5,2024-01-01 08:55:00+07:00
22,244,1.4,2024-01-01 09:00:00+07:00
22,263,1.4,2024-01-01 09:05:00+07:00
22,268,1.4,2024-01-01 09:10:00+07:00
23,278,1.5,2024-01-01 09:15:00+07:00
23,314,1.5,2024-01-01 09:20:00+07:00
23,342,1.5,2024-01-01 09:25:00+07:00
23,385,1.6,2024-01-01 09:30:00+07:00
23,461,1.6,2024-01-01 09:35:00+07:00
23,473,1.6,2024-01-01 09:40:00+07:00
23,477,1.7,2024-01-01 09:45:00+07:00
23,497,1.7,2024-01-01 09:50:00+07:00
23,508,1.8,2024-01-01 09:55:00+07:00
23,518,1.8,2024-01-01 10:00:00+07:00
24,529,1.9,2024-01-01 10:05:00+07:00
24,538,1.9,2024-01-01 10:10:00+07:00
24,548,1.9,2024-01-01 10:15:00+07:00
24,557,2.0,2024-01-01 10:20:00+07:00
24,566,2.0,2024-01-01 10:25:00+07:00
24,542,2.1,2024-01-01 10:30:00+07:00
24,496,2.1,2024-01-01 10:35:00+07:00
24,512,2.1,2024-01-01 10:40:00+07:00
24,474,2.2,2024-01-01 10:45:00+07:00
24,454,2.2,2024-01-01 10:50:00+07:00
24,467,2.3,2024-01-01 10:55:00+07:00
25,526,2.3,2024-01-01 11:00:00+07:00
25,588,2.3,2024-01-01 11:05:00+07:00
25,625,2.4,2024-01-01 11:10:00+07:00
25,608,2.4,2024-01-01 11:15:00+07:00
25,602,2.4,2024-01-01 11:20:00+07:00
25,566,2.5,2024-01-01 11:25:00+07:00
26,559,2.5,2024-01-01 11:30:00+07:00
26,551,2.5,2024-01-01 11:35:00+07:00
26,544,2.6,2024-01-01 11:40:00+07:00
26,546,2.6,2024-01-01 11:45:00+07:00
26,576,2.6,2024-01-01 11:50:00+07:00
26,607,2.7,2024-01-01 11:55:00+07:00
27,587,2.7,2024-01-01 12:00:00+07:00
27,567,2.7,2024-01-01 12:05:00+07:00
27,586,2.8,2024-01-01 12:10:00+07:00
27,605,2.8,2024-01-01 12:15:00+07:00
27,645,2.9,2024-01-01 12:20:00+07:00
27,643,2.9,2024-01-01 12:25:00+07:00
27,641,3.0,2024-01-01 12:30:00+07:00
27,638,3.0,2024-01-01 12:35:00+07:00
27,635,3.0,2024-01-01 12:40:00+07:00
27,631,3.1,2024-01-01 12:45:00+07:00
27,626,3.1,2024-01-01 12:50:00+07:00
27,581,3.2,2024-01-01 12:55:00+07:00
27,548,3.2,2024-01-01 13:00:00+07:00
27,524,3.3,2024-01-01 13:05:00+07:00
27,483,3.4,2024-01-01 13:10:00+07:00
27,451,3.4,2024-01-01 13:15:00+07:00
27,463,3.5,2024-01-01 13:20:00+07:00
27,448,3.5,2024-01-01 13:25:00+07:00
27,450,3.6,2024-01-01 13:30:00+07:00
27,451,3.7,2024-01-01 13:35:00+07:00
27,411,3.7,2024-01-01 13:40:00+07:00
27,358,3.8,2024-01-01 13:45:00+07:00
27,380,3.9,2024-01-01 13:50:00+07:00
27,402,3.9,2024-01-01 13:55:00+07:00
27,401,4.0,2024-01-01 14:00:00+07:00
27,413,4.1,2024-01-01 14:05:00+07:00
27,418,4.2,2024-01-01 14:10:00+07:00
27,415,4.2,2024-01-01 14:15:00+07:00
27,348,4.3,2024-01-01 14:20:00+07:00
27,306,4.4,2024-01-01 14:25:00+07:00
27,247,4.5,2024-01-01 14:30:00+07:00
27,246,4.5,2024-01-01 14:35:00+07:00
27,258,4.6,2024-01-01 14:40:00+07:00
27,260,4.7,2024-01-01 14:45:00+07:00
27,269,4.8,2024-01-01 14:50:00+07:00
27,263,4.9,2024-01-01 14:55:00+07:00
27,274,4.9,2024-01-01 15:00:00+07:00
27,291,5.0,2024-01-01 15:05:00+07:00
27,288,5.0,2024-01-01 15:10:00+07:00
27,288,5.1,2024-01-01 15:15:00+07:00
27,272,5.1,2024-01-01 15:20:00+07:00
27,261,5.2,2024-01-01 15:25:00+07:00
27,237,5.2,2024-01-01 15:30:00+07:00
27,229,5.3,2024-01-01 15:35:00+07:00
27,208,5.3,2024-01-01 15:40:00+07:00
27,189,5.4,2024-01-01 15:45:00+07:00
27,185,5.4,2024-01-01 15:50:00+07:00
27,181,5.4,2024-01-01 15:55:00+07:00
27,167,5.5,2024-01-01 16:00:00+07:00
27,167,5.5,2024-01-01 16:05:00+07:00
27,153,5.6,2024-01-01 16:10:00+07:00
26,139,5.6,2024-01-01 16:15:00+07:00
26,125,5.6,2024-01-01 16:20:00+07:00
26,112,5.6,2024-01-01 16:25:00+07:00
25,99,5.7,2024-01-01 16:30:00+07:00
25,87,5.7,2024-01-01 16:35:00+07:00
25,75,5.7,2024-01-01 16:40:00+07:00
25,64,5.8,2024-01-01 16:45:00+07:00
24,53,5.8,2024-01-01 16:50:00+07:00
24,43,5.8,2024-01-01 16:55:00+07:00
24,28,5.9,2024-01-01 17:00:00+07:00
24,19,5.9,2024-01-01 17:05:00+07:00
24,12,6.0,2024-01-01 17:10:00+07:00
24,6,6.1,2024-01-01 17:15:00+07:00
24,2,6.1,2024-01-01 17:20:00+07:00
24,0,6.2,2024-01-01 17:25:00+07:00
24,0,6.3,2024-01-01 17:30:00+07:00
24,0,6.4,2024-01-01 17:35:00+07:00
24,0,6.5,2024-01-01 17:40:00+07:00
24,0,6.6,2024-01-01 17:45:00+07:00
23,0,6.6,2024-01-01 17:50:00+07:00
23,0,6.7,2024-01-01 17:55:00+07:00
23,0,6.8,2024-01-01 18:00:00+07:00
23,0,6.9,2024-01-01 18:05:00+07:00
23,0,6.9,2024-01-01 18:10:00+07:00
23,0,6.9,2024-01-01 18:15:00+07:00
23,0,6.9,2024-01-01 18:20:00+07:00
23,0,6.9,2024-01-01 18:25:00+07:00
23,0,7.0,2024-01-01 18:30:00+07:00
23,0,7.0,2024-01-01 18:35:00+07:00
23,0,7.0,2024-01-01 18:40:00+07:00
23,0,7.0,2024-01-01 18:45:00+07:00
23,0,7.0,2024-01-01 18:50:00+07:00
23,0,7.1,2024-01-01 18:55:00+07:00
23,0,7.1,2024-01-01 19:00:00+07:00
23,0,7.1,2024-01-01 19:05:00+07:00
23,0,7.0,2024-01-01 19:10:00+07:00
23,0,7.0,2024-01-01 19:15:00+07:00
23,0,7.0,2024-01-01 19:20:00+07:00
23,0,6.9,2024-01-01 19:25:00+07:00
23,0,6.9,2024-01-01 19:30:00+07:00
23,0,6.9,2024-01-01 19:35:00+07:00
23,0,6.8,2024-01-01 19:40:00+07:00
23,0,6.8,2024-01-01 19:45:00+07:00
23,0,6.8,2024-01-01 19:50:00+07:00
23,0,6.7,2024-01-01 19:55:00+07:00
23,0,6.7,2024-01-01 20:00:00+07:00
23,0,6.7,2024-01-01 20:05:00+07:00
23,0,6.6,2024-01-01 20:10:00+07:00
23,0,6.6,2024-01-01 20:15:00+07:00
23,0,6.5,2024-01-01 20:20:00+07:00
23,0,6.5,2024-01-01 20:25:00+07:00
22,0,6.4,2024-01-01 20:30:00+07:00
22,0,6.4,2024-01-01 20:35:00+07:00
22,0,6.3,2024-01-01 20:40:00+07:00
22,0,6.3,2024-01-01 20:45:00+07:00
22,0,6.2,2024-01-01 20:50:00+07:00
22,0,6.2,2024-01-01 20:55:00+07:00
22,0,6.1,2024-01-01 21:00:00+07:00
22,0,6.1,2024-01-01 21:05:00+07:00
22,0,6.0,2024-01-01 21:10:00+07:00
22,0,6.0,2024-01-01 21:15:00+07:00
22,0,6.0,2024-01-01 21:20:00+07:00
22,0,5.9,2024-01-01 21:25:00+07:00
22,0,5.9,2024-01-01 21:30:00+07:00
22,0,5.8,2024-01-01 21:35:00+07:00
22,0,5.8,2024-01-01 21:40:00+07:00
21,0,5.7,2024-01-01 21:45:00+07:00
21,0,5.7,2024-01-01 21:50:00+07:00
21,0,5.7,2024-01-01 21:55:00+07:00
21,0,5.6,2024-01-01 22:00:00+07:00
21,0,5.6,2024-01-01 22:05:00+07:00
21,0,5.5,2024-01-01 22:10:00+07:00
21,0,5.5,2024-01-01 22:15:00+07:00
21,0,5.5,2024-01-01 22:20:00+07:00
21,0,5.4,2024-01-01 22:25:00+07:00
21,0,5.4,2024-01-01 22:30:00+07:00
21,0,5.3,2024-01-01 22:35:00+07:00
21,0,5.3,2024-01-01 22:40:00+07:00
21,0,5.2,2024-01-01 22:45:00+07:00
21,0,5.2,2024-01-01 22:50:00+07:00
22,0,5.2,2024-01-01 22:55:00+07:00
22,0,5.1,2024-01-01 23:00:00+07:00
22,0,5.1,2024-01-01 23:05:00+07:00
22,0,5.0,2024-01-01 23:10:00+07:00
22,0,4.9,2024-01-01 23:15:00+07:00
22,0,4.9,2024-01-01 23:20:00+07:00
22,0,4.8,2024-01-01 23:25:00+07:00
22,0,4.7,2024-01-01 23:30:00+07:00
22,0,4.6,2024-01-01 23:35:00+07:00
22,0,4.6,2024-01-01 23:40:00+07:00
22,0,4.5,2024-01-01 23:45:00+07:00
22,0,4.4,2024-01-01 23:50:00+07:00
22,0,4.4,2024-01-01 23:55:00+07:00
22,0,4.3,2024-01-02 00:00:00+07:00
22,0,4.2,2024-01-02 00:05:00+07:00
22,0,4.2,2024-01-02 00:10:00+07:00
22,0,4.2,2024-01-02 00:15:00+07:00
22,0,4.1,2024-01-02 00:20:00+07:00
22,0,4.1,2024-01-02 00:25:00+07:00
22,0,4.1,2024-01-02 00:30:00+07:00
22,0,4.1,2024-01-02 00:35:00+07:00
22,0,4.0,2024-01-02 00:40:00+07:00
22,0,4.0,2024-01-02 00:45:00+07:00
22,0,4.0,2024-01-02 00:50:00+07:00
22,0,3.9,2024-01-02 00:55:00+07:00
22,0,3.9,2024-01-02 01:00:00+07:00
22,0,3.9,2024-01-02 01:05:00+07:00
22,0,3.9,2024-01-02 01:10:00+07:00
22,0,3.9,2024-01-02 01:15:00+07:00
22,0,3.9,2024-01-02 01:20:00+07:00
22,0,3.9,2024-01-02 01:25:00+07:00
22,0,4.0,2024-01-02 01:30:00+07:00
22,0,4.0,2024-01-02 01:35:00+07:00
22,0,4.0,2024-01-02 01:40:00+07:00
22,0,4.0,2024-01-02 01:45:00+07:00
22,0,4.0,2024-01-02 01:50:00+07:00
22,0,4.0,2024-01-02 01:55:00+07:00
22,0,4.0,2024-01-02 02:00:00+07:00
22,0,4.0,2024-01-02 02:05:00+07:00
22,0,4.0,2024-01-02 02:10:00+07:00
22,0,4.0,2024-01-02 02:15:00+07:00
22,0,4.0,2024-01-02 02:20:00+07:00
21,0,4.0,2024-01-02 02:25:00+07:00
21,0,4.0,2024-01-02 02:30:00+07:00
21,0,4.0,2024-01-02 02:35:00+07:00
21,0,4.0,2024-01-02 02:40:00+07:00
21,0,4.0,2024-01-02 02:45:00+07:00
21,0,4.0,2024-01-02 02:50:00+07:00
21,0,4.0,2024-01-02 02:55:00+07:00
21,0,4.0,2024-01-02 03:00:00+07:00
21,0,4.0,2024-01-02 03:05:00+07:00
21,0,4.0,2024-01-02 03:10:00+07:00
21,0,4.0,2024-01-02 03:15:00+07:00
21,0,4.0,2024-01-02 03:20:00+07:00
21,0,3.9,2024-01-02 03:25:00+07:00
21,0,3.9,2024-01-02 03:30:00+07:00
21,0,3.9,2024-01-02 03:35:00+07:00
21,0,3.9,2024-01-02 03:40:00+07:00
21,0,3.9,2024-01-02 03:45:00+07:00
21,0,3.9,2024-01-02 03:50:00+07:00
21,0,3.9,2024-01-02 03:55:00+07:00
21,0,3.9,2024-01-02 04:00:00+07:00
21,0,3.9,2024-01-02 04:05:00+07:00
21,0,3.9,2024-01-02 04:10:00+07:00
21,0,3.8,2024-01-02 04:15:00+07:00
21,0,3.8,2024-01-02 04:20:00+07:00
21,0,3.8,2024-01-02 04:25:00+07:00
21,0,3.7,2024-01-02 04:30:00+07:00
21,0,3.7,2024-01-02 04:35:00+07:00
21,0,3.7,2024-01-02 04:40:00+07:00
21,0,3.7,2024-01-02 04:45:00+07:00
21,0,3.6,2024-01-02 04:50:00+07:00
21,0,3.6,2024-01-02 04:55:00+07:00
21,0,3.6,2024-01-02 05:00:00+07:00
21,0,3.6,2024-01-02 05:05:00+07:00
21,0,3.5,2024-01-02 05:10:00+07:00
21,0,3.5,2024-01-02 05:15:00+07:00
21,0,3.5,2024-01-02 05:20:00+07:00
21,0,3.5,2024-01-02 05:25:00+07:00
21,0,3.5,2024-01-02 05:30:00+07:00
21,0,3.5,2024-01-02 05:35:00+07:00
21,0,3.4,2024-01-02 05:40:00+07:00
21,0,3.4,2024-01-02 05:45:00+07:00
21,0,3.4,2024-01-02 05:50:00+07:00
21,0,3.4,2024-01-02 05:55:00+07:00
21,0,3.4,2024-01-02 06:00:00+07:00
21,0,3.4,2024-01-02 06:05:00+07:00
21,0,3.4,2024-01-02 06:10:00+07:00
21,0,3.5,2024-01-02 06:15:00+07:00
21,0,3.5,2024-01-02 06:20:00+07:00
21,0,3.6,2024-01-02 06:25:00+07:00
21,0,3.6,2024-01-02 06:30:00+07:00
21,0,3.6,2024-01-02 06:35:00+07:00
21,1,3.7,2024-01-02 06:40:00+07:00
21,7,3.7,2024-01-02 06:45:00+07:00
21,15,3.7,2024-01-02 06:50:00+07:00
21,24,3.8,2024-01-02 06:55:00+07:00
21,28,3.8,2024-01-02 07:00:00+07:00
21,31,3.8,2024-01-02 07:05:00+07:00
21,32,3.8,2024-01-02 07:10:00+07:00
21,21,3.8,2024-01-02 07:15:00+07:00
21,26,3.8,2024-01-02 07:20:00+07:00
21,34,3.8,2024-01-02 07:25:00+07:00
21,41,3.8,2024-01-02 07:30:00+07:00
21,48,3.8,2024-01-02 07:35:00+07:00
21,56,3.8,2024-01-02 07:40:00+07:00
21,65,3.8,2024-01-02 07:45:00+07:00
21,69,3.8,2024-01-02 07:50:00+07:00
21,76,3.8,2024-01-02 07:55:00+07:00
21,80,3.8,2024-01-02 08:00:00+07:00
21,91,3.8,2024-01-02 08:05:00+07:00
21,108,3.7,2024-01-02 08:10:00+07:00
22,120,3.7,2024-01-02 08:15:00+07:00
22,140,3.7,2024-01-02 08:20:00+07:00
22,164,3.6,2024-01-02 08:25:00+07:00
22,185,3.6,2024-01-02 08:30:00+07:00
22,245,3.6,2024-01-02 08:35:00+07:00
22,304,3.5,2024-01-02 08:40:00+07:00
23,355,3.5,2024-01-02 08:45:00+07:00
23,355,3.5,2024-01-02 08:50:00+07:00
23,369,3.5,2024-01-02 08:55:00+07:00
23,367,3.4,2024-01-02 09:00:00+07:00
23,358,3.4,2024-01-02 09:05:00+07:00
24,303,3.4,2024-01-02 09:10:00+07:00
24,271,3.4,2024-01-02 09:15:00+07:00
24,232,3.4,2024-01-02 09:20:00+07:00
24,207,3.4,2024-01-02 09:25:00+07:00
24,181,3.4,2024-01-02 09:30:00+07:00
24,145,3.4,2024-01-02 09:35:00+07:00
24,143,3.4,2024-01-02 09:40:00+07:00
24,130,3.4,2024-01-02 09:45:00+07:00
24,106,3.4,2024-01-02 09:50:00+07:00
25,100,3.4,2024-01-02 09:55:00+07:00
25,106,3.5,2024-01-02 10:00:00+07:00
25,100,3.5,2024-01-02 10:05:00+07:00
25,98,3.5,2024-01-02 10:10:00+07:00
25,95,3.5,2024-01-02 10:15:00+07:00
25,107,3.5,2024-01-02 10:20:00+07:00
25,123,3.5,2024-01-02 10:25:00+07:00
25,243,3.6,2024-01-02 10:30:00+07:00
25,247,3.6,2024-01-02 10:35:00+07:00
25,338,3.6,2024-01-02 10:40:00+07:00
25,335,3.6,2024-01-02 10:45:00+07:00
25,371,3.6,2024-01-02 10:50:00+07:00
25,401,3.7,2024-01-02 10:55:00+07:00
25,371,3.7,2024-01-02 11:00:00+07:00
25,350,3.7,2024-01-02 11:05:00+07:00
25,395,3.7,2024-01-02 11:10:00+07:00
26,442,3.7,2024-01-02 11:15:00+07:00
26,521,3.7,2024-01-02 11:20:00+07:00
26,524,3.7,2024-01-02 11:25:00+07:00
26,527,3.7,2024-01-02 11:30:00+07:00
26,569,3.7,2024-01-02 11:35:00+07:00
26,582,3.7,2024-01-02 11:40:00+07:00
27,583,3.7,2024-01-02 11:45:00+07:00
27,585,3.7,2024-01-02 11:50:00+07:00
27,617,3.7,2024-01-02 11:55:00+07:00
27,596,3.7,2024-01-02 12:00:00+07:00
27,586,3.7,2024-01-02 12:05:00+07:00
27,586,3.7,2024-01-02 12:10:00+07:00
27,616,3.7,2024-01-02 12:15:00+07:00
27,636,3.7,2024-01-02 12:20:00+07:00
27,656,3.7,2024-01-02 12:25:00+07:00
27,665,3.6,2024-01-02 12:30:00+07:00
27,661,3.6,2024-01-02 12:35:00+07:00
27,624,3.6,2024-01-02 12:40:00+07:00
27,577,3.6,2024-01-02 12:45:00+07:00
27,572,3.6,2024-01-02 12:50:00+07:00
27,536,3.6,2024-01-02 12:55:00+07:00
27,511,3.6,2024-01-02 13:00:00+07:00
27,486,3.6,2024-01-02 13:05:00+07:00
27,480,3.5,2024-01-02 13:10:00+07:00
28,482,3.5,2024-01-02 13:15:00+07:00
28,493,3.5,2024-01-02 13:20:00+07:00
28,494,3.5,2024-01-02 13:25:00+07:00
28,460,3.5,2024-01-02 13:30:00+07:00
28,444,3.4,2024-01-02 13:35:00+07:00
28,428,3.4,2024-01-02 13:40:00+07:00
28,404,3.4,2024-01-02 13:45:00+07:00
28,397,3.4,2024-01-02 13:50:00+07:00
28,389,3.4,2024-01-02 13:55:00+07:00
28,381,3.3,2024-01-02 14:00:00+07:00
28,365,3.3,2024-01-02 14:05:00+07:00
28,335,3.3,2024-01-02 14:10:00+07:00
28,334,3.3,2024-01-02 14:15:00+07:00
28,312,3.3,2024-01-02 14:20:00+07:00
28,298,3.3,2024-01-02 14:25:00+07:00
28,279,3.3,2024-01-02 14:30:00+07:00
28,300,3.2,2024-01-02 14:35:00+07:00
28,308,3.2,2024-01-02 14:40:00+07:00
28,310,3.2,2024-01-02 14:45:00+07:00
28,331,3.2,2024-01-02 14:50:00+07:00
28,324,3.2,2024-01-02 14:55:00+07:00
28,331,3.2,2024-01-02 15:00:00+07:00
28,321,3.2,2024-01-02 15:05:00+07:00
28,306,3.3,2024-01-02 15:10:00+07:00
28,300,3.3,2024-01-02 15:15:00+07:00
28,288,3.4,2024-01-02 15:20:00+07:00
28,292,3.4,2024-01-02 15:25:00+07:00
28,277,3.4,2024-01-02 15:30:00+07:00
28,258,3.5,2024-01-02 15:35:00+07:00
28,239,3.5,2024-01-02 15:40:00+07:00
28,220,3.6,2024-01-02 15:45:00+07:00
28,208,3.6,2024-01-02 15:50:00+07:00
28,201,3.7,2024-01-02 15:55:00+07:00
28,178,3.8,2024-01-02 16:00:00+07:00
28,156,3.9,2024-01-02 16:05:00+07:00
28,142,4.0,2024-01-02 16:10:00+07:00
27,127,4.1,2024-01-02 16:15:00+07:00
27,118,4.2,2024-01-02 16:20:00+07:00
27,110,4.4,2024-01-02 16:25:00+07:00
26,94,4.5,2024-01-02 16:30:00+07:00
26,84,4.7,2024-01-02 16:35:00+07:00
26,73,4.8,2024-01-02 16:40:00+07:00
25,60,4.9,2024-01-02 16:45:00+07:00
25,61,5.1,2024-01-02 16:50:00+07:00
25,41,5.2,2024-01-02 16:55:00+07:00
24,32,5.4,2024-01-02 17:00:00+07:00
24,23,5.5,2024-01-02 17:05:00+07:00
24,15,5.7,2024-01-02 17:10:00+07:00
24,8,5.9,2024-01-02 17:15:00+07:00
24,3,6.0,2024-01-02 17:20:00+07:00
24,0,6.2,2024-01-02 17:25:00+07:00
24,0,6.4,2024-01-02 17:30:00+07:00
24,0,6.5,2024-01-02 17:35:00+07:00
24,0,6.7,2024-01-02 17:40:00+07:00
24,0,6.9,2024-01-02 17:45:00+07:00
24,0,7.0,2024-01-02 17:50:00+07:00
24,0,7.2,2024-01-02 17:55:00+07:00
24,0,7.4,2024-01-02 18:00:00+07:00
24,0,7.5,2024-01-02 18:05:00+07:00
24,0,7.5,2024-01-02 18:10:00+07:00
24,0,7.5,2024-01-02 18:15:00+07:00
24,0,7.5,2024-01-02 18:20:00+07:00
24,0,7.5,2024-01-02 18:25:00+07:00
24,0,7.5,2024-01-02 18:30:00+07:00
24,0,7.6,2024-01-02 18:35:00+07:00
24,0,7.6,2024-01-02 18:40:00+07:00
24,0,7.6,2024-01-02 18:45:00+07:00
24,0,7.6,2024-01-02 18:50:00+07:00
24,0,7.6,2024-01-02 18:55:00+07:00
24,0,7.7,2024-01-02 19:00:00+07:00
24,0,7.6,2024-01-02 19:05:00+07:00
23,0,7.5,2024-01-02 19:10:00+07:00
23,0,7.3,2024-01-02 19:15:00+07:00
23,0,7.2,2024-01-02 19:20:00+07:00
23,0,7.1,2024-01-02 19:25:00+07:00
23,0,7.0,2024-01-02 19:30:00+07:00
23,0,6.8,2024-01-02 19:35:00+07:00
23,0,6.7,2024-01-02 19:40:00+07:00
23,0,6.6,2024-01-02 19:45:00+07:00
23,0,6.5,2024-01-02 19:50:00+07:00
23,0,6.3,2024-01-02 19:55:00+07:00
23,0,6.2,2024-01-02 20:00:00+07:00
23,0,6.1,2024-01-02 20:05:00+07:00
23,0,6.1,2024-01-02 20:10:00+07:00
23,0,6.0,2024-01-02 20:15:00+07:00
23,0,5.9,2024-01-02 20:20:00+07:00
23,0,5.8,2024-01-02 20:25:00+07:00
23,0,5.8,2024-01-02 20:30:00+07:00
23,0,5.7,2024-01-02 20:35:00+07:00
23,0,5.7,2024-01-02 20:40:00+07:00
23,0,5.6,2024-01-02 20:45:00+07:00
22,0,5.5,2024-01-02 20:50:00+07:00
22,0,5.5,2024-01-02 20:55:00+07:00
22,0,5.4,2024-01-02 21:00:00+07:00
22,0,5.4,2024-01-02 21:05:00+07:00
22,0,5.3,2024-01-02 21:10:00+07:00
22,0,5.3,2024-01-02 21:15:00+07:00
22,0,5.3,2024-01-02 21:20:00+07:00
22,0,5.2,2024-01-02 21:25:00+07:00
22,0,5.2,2024-01-02 21:30:00+07:00
22,0,5.2,2024-01-02 21:35:00+07:00
22,0,5.1,2024-01-02 21:40:00+07:00
22,0,5.1,2024-01-02 21:45:00+07:00
22,0,5.1,2024-01-02 21:50:00+07:00
22,0,5.0,2024-01-02 21:55:00+07:00
22,0,5.0,2024-01-02 22:00:00+07:00
22,0,5.0,2024-01-02 22:05:00+07:00
22,0,5.0,2024-01-02 22:10:00+07:00
22,0,4.9,2024-01-02 22:15:00+07:00
22,0,4.9,2024-01-02 22:20:00+07:00
22,0,4.9,2024-01-02 22:25:00+07:00
22,0,4.9,2024-01-02 22:30:00+07:00
