air_temp,ghi,wind_speed_100m,time,day,season
18.11111111111111,0.0,5.366666666666667,05:30,7,Spring
18.11111111111111,0.0,5.377777777777777,05:35,7,Spring
18.11111111111111,0.0,5.377777777777777,05:40,7,Spring
18.11111111111111,0.0,5.388888888888889,05:45,7,Spring
18.11111111111111,0.0,5.411111111111111,05:50,7,Spring
18.11111111111111,0.0,5.411111111111111,05:55,7,Spring
18.11111111111111,0.0,5.422222222222222,06:00,7,Spring
18.11111111111111,0.0,5.411111111111111,06:05,7,Spring
18.11111111111111,0.0,5.3999999999999995,06:10,7,Spring
18.11111111111111,0.0,5.377777777777777,06:15,7,Spring
18.11111111111111,0.0,5.355555555555557,06:20,7,Spring
18.11111111111111,0.6666666666666666,5.344444444444444,06:25,7,Spring
18.11111111111111,2.0,5.322222222222222,06:30,7,Spring
18.11111111111111,4.0,5.311111111111111,06:35,7,Spring
18.11111111111111,5.333333333333333,5.311111111111111,06:40,7,Spring
18.0,9.11111111111111,5.3,06:45,7,Spring
18.0,13.777777777777777,5.277777777777778,06:50,7,Spring
17.88888888888889,20.555555555555557,5.2555555555555555,06:55,7,Spring
17.88888888888889,25.666666666666668,5.2444444444444445,07:00,7,Spring
17.88888888888889,29.555555555555557,5.222222222222222,07:05,7,Spring
17.88888888888889,35.666666666666664,5.2,07:10,7,Spring
17.88888888888889,40.77777777777778,5.166666666666667,07:15,7,Spring
17.88888888888889,44.0,5.155555555555556,07:20,7,Spring
17.666666666666668,47.77777777777778,5.1000000000000005,07:25,7,Spring
17.666666666666668,52.666666666666664,5.0777777777777775,07:30,7,Spring
17.666666666666668,55.77777777777778,5.033333333333332,07:35,7,Spring
17.666666666666668,67.11111111111111,4.988888888888888,07:40,7,Spring
17.666666666666668,80.11111111111111,4.966666666666666,07:45,7,Spring
17.666666666666668,88.77777777777777,4.933333333333334,07:50,7,Spring
17.666666666666668,97.33333333333333,4.9222222222222225,07:55,7,Spring
17.666666666666668,100.8888888888889,4.877777777777777,08:00,7,Spring
17.77777777777778,103.33333333333333,4.833333333333333,08:05,7,Spring
17.77777777777778,111.22222222222221,4.822222222222222,08:10,7,Spring
18.0,117.66666666666667,4.811111111111111,08:15,7,Spring
18.222222222222225,125.66666666666667,4.766666666666667,08:20,7,Spring
18.333333333333332,133.88888888888889,4.7444444444444445,08:25,7,Spring
18.444444444444443,139.88888888888889,4.733333333333333,08:30,7,Spring
18.444444444444443,150.0,4.7,08:35,7,Spring
18.555555555555554,145.77777777777777,4.666666666666667,08:40,7,Spring
18.666666666666668,144.55555555555554,4.644444444444445,08:45,7,Spring
18.666666666666668,139.66666666666666,4.622222222222223,08:50,7,Spring
18.88888888888889,137.33333333333334,4.566666666666667,08:55,7,Spring
18.88888888888889,137.55555555555557,4.555555555555556,09:00,7,Spring
19.0,136.88888888888889,4.533333333333333,09:05,7,Spring
19.0,148.0,4.522222222222222,09:10,7,Spring
19.11111111111111,158.2222222222222,4.511111111111111,09:15,7,Spring
19.222222222222225,159.77777777777777,4.5,09:20,7,Spring
19.333333333333332,158.77777777777777,4.477777777777778,09:25,7,Spring
19.333333333333332,169.66666666666666,4.488888888888889,09:30,7,Spring
19.555555555555554,187.55555555555554,4.488888888888889,09:35,7,Spring
19.666666666666668,197.2222222222222,4.477777777777778,09:40,7,Spring
19.666666666666668,203.77777777777774,4.477777777777778,09:45,7,Spring
19.666666666666668,205.44444444444443,4.488888888888888,09:50,7,Spring
19.777777777777775,218.0,4.477777777777778,09:55,7,Spring
19.777777777777775,218.66666666666666,4.466666666666667,10:00,7,Spring
19.777777777777775,230.7777777777778,4.466666666666667,10:05,7,Spring
19.777777777777775,235.33333333333334,4.4111111111111105,10:10,7,Spring
19.777777777777775,246.2222222222222,4.3999999999999995,10:15,7,Spring
19.777777777777775,261.5555555555556,4.366666666666666,10:20,7,Spring
19.88888888888889,286.0,4.322222222222222,10:25,7,Spring
20.11111111111111,289.44444444444446,4.3,10:30,7,Spring
20.11111111111111,292.3333333333333,4.277777777777778,10:35,7,Spring
20.11111111111111,305.77777777777777,4.2555555555555555,10:40,7,Spring
20.11111111111111,328.88888888888886,4.233333333333333,10:45,7,Spring
20.11111111111111,336.11111111111114,4.211111111111111,10:50,7,Spring
20.22222222222222,327.77777777777777,4.188888888888889,10:55,7,Spring
20.22222222222222,334.4444444444444,4.155555555555556,11:00,7,Spring
20.22222222222222,322.4444444444444,4.166666666666667,11:05,7,Spring
20.555555555555557,317.55555555555554,4.133333333333333,11:10,7,Spring
20.666666666666668,305.44444444444446,4.111111111111112,11:15,7,Spring
20.666666666666668,296.4444444444444,4.1000000000000005,11:20,7,Spring
20.77777777777778,300.44444444444446,4.088888888888889,11:25,7,Spring
21.0,301.22222222222223,4.055555555555555,11:30,7,Spring
21.11111111111111,305.5555555555556,4.044444444444444,11:35,7,Spring
21.333333333333332,314.4444444444444,4.055555555555556,11:40,7,Spring
21.666666666666668,323.5555555555556,4.0,11:45,7,Spring
21.777777777777775,343.6666666666667,3.9999999999999996,11:50,7,Spring
21.888888888888886,363.8888888888889,3.988888888888889,11:55,7,Spring
22.0,355.22222222222223,3.977777777777778,12:00,7,Spring
22.11111111111111,347.4444444444445,3.944444444444444,12:05,7,Spring
22.11111111111111,369.5555555555556,3.944444444444444,12:10,7,Spring
22.11111111111111,397.88888888888886,3.9,12:15,7,Spring
22.222222222222225,400.6666666666667,3.8666666666666667,12:20,7,Spring
22.222222222222225,406.11111111111114,3.8555555555555556,12:25,7,Spring
22.222222222222225,398.3333333333333,3.8222222222222215,12:30,7,Spring
22.222222222222225,395.2222222222222,3.8222222222222215,12:35,7,Spring
22.222222222222225,396.0,3.788888888888889,12:40,7,Spring
22.222222222222225,401.3333333333333,3.744444444444445,12:45,7,Spring
22.222222222222225,413.3333333333333,3.7222222222222228,12:50,7,Spring
22.222222222222225,432.0,3.7000000000000006,12:55,7,Spring
22.222222222222225,433.8888888888889,3.6666666666666665,13:00,7,Spring
22.222222222222225,435.3333333333333,3.6555555555555554,13:05,7,Spring
22.222222222222225,420.77777777777777,3.6555555555555554,13:10,7,Spring
22.333333333333332,418.1111111111111,3.6444444444444444,13:15,7,Spring
22.444444444444446,428.77777777777777,3.6333333333333333,13:20,7,Spring
22.444444444444446,433.0,3.611111111111111,13:25,7,Spring
22.444444444444446,408.4444444444444,3.588888888888889,13:30,7,Spring
22.555555555555557,389.88888888888886,3.588888888888889,13:35,7,Spring
22.555555555555557,374.6666666666667,3.577777777777778,13:40,7,Spring
22.555555555555557,366.0,3.533333333333333,13:45,7,Spring
22.555555555555557,361.11111111111114,3.533333333333333,13:50,7,Spring
22.555555555555557,359.1111111111111,3.522222222222222,13:55,7,Spring
22.555555555555557,352.0,3.511111111111111,14:00,7,Spring
22.555555555555557,343.0,3.511111111111111,14:05,7,Spring
22.555555555555557,323.5555555555556,3.477777777777778,14:10,7,Spring
22.555555555555557,304.1111111111111,3.466666666666667,14:15,7,Spring
22.444444444444443,300.11111111111114,3.4555555555555557,14:20,7,Spring
22.444444444444443,287.44444444444446,3.4444444444444446,14:25,7,Spring
22.444444444444443,291.77777777777777,3.4333333333333336,14:30,7,Spring
22.444444444444443,292.77777777777777,3.4222222222222225,14:35,7,Spring
22.444444444444443,276.3333333333333,3.3888888888888893,14:40,7,Spring
22.444444444444443,259.22222222222223,3.4,14:45,7,Spring
22.444444444444443,247.33333333333334,3.3777777777777778,14:50,7,Spring
22.555555555555557,240.0,3.4,14:55,7,Spring
22.555555555555557,241.33333333333334,3.3777777777777778,15:00,7,Spring
22.555555555555557,245.22222222222226,3.3666666666666667,15:05,7,Spring
22.555555555555557,238.88888888888889,3.3444444444444446,15:10,7,Spring
22.555555555555557,231.0,3.3222222222222224,15:15,7,Spring
22.555555555555557,216.66666666666666,3.3222222222222224,15:20,7,Spring
22.555555555555557,203.11111111111111,3.3000000000000003,15:25,7,Spring
22.555555555555557,188.8888888888889,3.288888888888889,15:30,7,Spring
22.555555555555557,173.88888888888889,3.277777777777778,15:35,7,Spring
22.555555555555557,159.66666666666666,3.2777777777777772,15:40,7,Spring
22.555555555555557,147.88888888888889,3.266666666666667,15:45,7,Spring
22.666666666666668,136.88888888888889,3.266666666666667,15:50,7,Spring
22.666666666666668,126.11111111111113,3.255555555555555,15:55,7,Spring
22.666666666666668,118.55555555555554,3.255555555555555,16:00,7,Spring
22.555555555555557,111.11111111111113,3.233333333333333,16:05,7,Spring
22.333333333333332,102.66666666666667,3.2222222222222228,16:10,7,Spring
22.333333333333332,94.66666666666667,3.211111111111111,16:15,7,Spring
22.11111111111111,89.11111111111113,3.1999999999999997,16:20,7,Spring
22.11111111111111,85.1111111111111,3.233333333333333,16:25,7,Spring
21.888888888888886,80.33333333333333,3.244444444444445,16:30,7,Spring
21.777777777777775,76.77777777777777,3.277777777777778,16:35,7,Spring
21.666666666666668,68.0,3.288888888888889,16:40,7,Spring
21.444444444444446,63.11111111111111,3.3222222222222224,16:45,7,Spring
21.222222222222225,53.888888888888886,3.3444444444444446,16:50,7,Spring
21.222222222222225,45.0,3.3555555555555556,16:55,7,Spring
20.88888888888889,41.77777777777778,3.411111111111111,17:00,7,Spring
20.88888888888889,37.0,3.4444444444444446,17:05,7,Spring
20.88888888888889,27.666666666666668,3.5,17:10,7,Spring
21.0,19.11111111111111,3.5444444444444443,17:15,7,Spring
21.0,16.11111111111111,3.6,17:20,7,Spring
21.0,13.666666666666666,3.6555555555555554,17:25,7,Spring
21.0,12.0,3.711111111111111,17:30,7,Spring
21.11111111111111,10.444444444444445,3.766666666666667,17:35,7,Spring
21.11111111111111,7.222222222222222,3.8222222222222224,17:40,7,Spring
21.11111111111111,5.333333333333333,3.8666666666666667,17:45,7,Spring
21.11111111111111,2.777777777777778,3.9222222222222225,17:50,7,Spring
21.222222222222225,1.1111111111111112,3.977777777777778,17:55,7,Spring
21.222222222222225,0.1111111111111111,4.055555555555555,18:00,7,Spring
21.222222222222225,0.0,4.066666666666666,18:05,7,Spring
21.11111111111111,0.0,4.1000000000000005,18:10,7,Spring
21.11111111111111,0.0,4.1000000000000005,18:15,7,Spring
21.11111111111111,0.0,4.111111111111112,18:20,7,Spring
21.11111111111111,0.0,4.155555555555556,18:25,7,Spring
21.11111111111111,0.0,4.188888888888889,18:30,7,Spring
21.0,0.0,4.211111111111111,18:35,7,Spring
21.0,0.0,4.233333333333333,18:40,7,Spring
20.88888888888889,0.0,4.266666666666667,18:45,7,Spring
20.88888888888889,0.0,4.3,18:50,7,Spring
20.88888888888889,0.0,4.333333333333333,18:55,7,Spring
20.88888888888889,0.0,4.377777777777778,19:00,7,Spring
20.88888888888889,0.0,4.3999999999999995,19:05,7,Spring
20.88888888888889,0.0,4.388888888888889,19:10,7,Spring
20.88888888888889,0.0,4.3999999999999995,19:15,7,Spring
20.88888888888889,0.0,4.377777777777777,19:20,7,Spring
20.88888888888889,0.0,4.3999999999999995,19:25,7,Spring
20.88888888888889,0.0,4.388888888888889,19:30,7,Spring
20.77777777777778,0.0,4.4,19:35,7,Spring
20.77777777777778,0.0,4.411111111111111,19:40,7,Spring
20.77777777777778,0.0,4.411111111111111,19:45,7,Spring
20.77777777777778,0.0,4.4111111111111105,19:50,7,Spring
20.77777777777778,0.0,4.4111111111111105,19:55,7,Spring
20.77777777777778,0.0,4.4111111111111105,20:00,7,Spring
20.77777777777778,0.0,4.4222222222222225,20:05,7,Spring
20.555555555555557,0.0,4.4111111111111105,20:10,7,Spring
20.555555555555557,0.0,4.388888888888888,20:15,7,Spring
20.555555555555557,0.0,4.388888888888889,20:20,7,Spring
20.555555555555557,0.0,4.377777777777777,20:25,7,Spring
20.333333333333332,0.0,4.377777777777777,20:30,7,Spring
20.222222222222225,0.0,4.355555555555555,20:35,7,Spring
20.222222222222225,0.0,4.355555555555555,20:40,7,Spring
19.88888888888889,0.0,4.344444444444444,20:45,7,Spring
19.88888888888889,0.0,4.333333333333333,20:50,7,Spring
19.77777777777778,0.0,4.322222222222222,20:55,7,Spring
19.77777777777778,0.0,4.333333333333333,21:00,7,Spring
19.77777777777778,0.0,4.311111111111111,21:05,7,Spring
19.666666666666668,0.0,4.288888888888889,21:10,7,Spring
19.444444444444443,0.0,4.277777777777778,21:15,7,Spring
19.444444444444443,0.0,4.2555555555555555,21:20,7,Spring
19.444444444444443,0.0,4.2444444444444445,21:25,7,Spring
19.22222222222222,0.0,4.233333333333333,21:30,7,Spring
19.22222222222222,0.0,4.211111111111111,21:35,7,Spring
19.22222222222222,0.0,4.211111111111111,21:40,7,Spring
19.22222222222222,0.0,4.188888888888889,21:45,7,Spring
19.11111111111111,0.0,4.177777777777778,21:50,7,Spring
19.0,0.0,4.177777777777778,21:55,7,Spring
19.0,0.0,4.188888888888889,22:00,7,Spring
19.0,0.0,4.166666666666667,22:05,7,Spring
18.88888888888889,0.0,4.144444444444445,22:10,7,Spring
18.88888888888889,0.0,4.111111111111111,22:15,7,Spring
18.777777777777775,0.0,4.111111111111111,22:20,7,Spring
18.777777777777775,0.0,4.088888888888889,22:25,7,Spring
18.777777777777775,0.0,4.055555555555555,22:30,7,Spring
18.777777777777775,0.0,4.033333333333333,22:35,7,Spring
18.777777777777775,0.0,4.033333333333333,22:40,7,Spring
18.777777777777775,0.0,4.0,22:45,7,Spring
18.777777777777775,0.0,3.988888888888889,22:50,7,Spring
18.777777777777775,0.0,3.9666666666666663,22:55,7,Spring
18.777777777777775,0.0,3.944444444444444,23:00,7,Spring
18.777777777777775,0.0,3.944444444444444,23:05,7,Spring
18.555555555555557,0.0,3.922222222222222,23:10,7,Spring
18.555555555555557,0.0,3.911111111111111,23:15,7,Spring
18.444444444444443,0.0,3.877777777777778,23:20,7,Spring
18.333333333333332,0.0,3.8666666666666667,23:25,7,Spring
18.22222222222222,0.0,3.8444444444444446,23:30,7,Spring
18.11111111111111,0.0,3.8444444444444446,23:35,7,Spring
18.0,0.0,3.8111111111111113,23:40,7,Spring
18.0,0.0,3.8111111111111113,23:45,7,Spring
18.0,0.0,3.788888888888889,23:50,7,Spring
18.0,0.0,3.788888888888889,23:55,7,Spring
18.0,0.0,3.755555555555555,00:00,8,Spring
18.0,0.0,3.744444444444445,00:05,8,Spring
18.0,0.0,3.733333333333333,00:10,8,Spring
18.0,0.0,3.711111111111111,00:15,8,Spring
17.88888888888889,0.0,3.711111111111111,00:20,8,Spring
17.88888888888889,0.0,3.7000000000000006,00:25,8,Spring
17.88888888888889,0.0,3.711111111111111,00:30,8,Spring
17.88888888888889,0.0,3.711111111111111,00:35,8,Spring
17.88888888888889,0.0,3.7000000000000006,00:40,8,Spring
17.88888888888889,0.0,3.7000000000000006,00:45,8,Spring
17.88888888888889,0.0,3.711111111111111,00:50,8,Spring
17.88888888888889,0.0,3.7111111111111117,00:55,8,Spring
18.11111111111111,0.0,3.7222222222222228,01:00,8,Spring
18.11111111111111,0.0,3.7000000000000006,01:05,8,Spring
18.0,0.0,3.7111111111111117,01:10,8,Spring
18.0,0.0,3.711111111111111,01:15,8,Spring
18.0,0.0,3.7111111111111117,01:20,8,Spring
18.0,0.0,3.7000000000000006,01:25,8,Spring
18.0,0.0,3.6777777777777785,01:30,8,Spring
18.0,0.0,3.6777777777777776,01:35,8,Spring
18.0,0.0,3.6777777777777776,01:40,8,Spring
18.0,0.0,3.6777777777777776,01:45,8,Spring
18.0,0.0,3.7000000000000006,01:50,8,Spring
18.0,0.0,3.6888888888888887,01:55,8,Spring
17.88888888888889,0.0,3.6888888888888887,02:00,8,Spring
17.88888888888889,0.0,3.6777777777777776,02:05,8,Spring
17.88888888888889,0.0,3.6888888888888887,02:10,8,Spring
17.88888888888889,0.0,3.6888888888888887,02:15,8,Spring
17.88888888888889,0.0,3.6999999999999997,02:20,8,Spring
17.88888888888889,0.0,3.7000000000000006,02:25,8,Spring
17.88888888888889,0.0,3.711111111111111,02:30,8,Spring
17.88888888888889,0.0,3.711111111111111,02:35,8,Spring
17.88888888888889,0.0,3.711111111111111,02:40,8,Spring
17.77777777777778,0.0,3.711111111111111,02:45,8,Spring
17.77777777777778,0.0,3.733333333333333,02:50,8,Spring
