int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
24,30,9,60,4,false,false,0.9727272727272726,22216415.84673371,12976333.33333337,2575056.7008624095,0.9871422631070365,0.19844255189157714,43.41834464454431,0.2993729588088837,false,false,1.4308542730494178
25,30,9,60,4,false,false,0.9033699866715135,29574555.370468218,18619333.33333318,2569386.38545726,0.9849685602989798,0.13799561667750088,32.61587496132587,0.9059965267034964,false,false,1.9197630067170106
26,30,9,60,4,false,false,0.5534555494647552,16753395.239499245,8785333.333333362,2580144.740279395,0.9890927517091628,0.29368774551670057,57.57638891761928,0.2020289779643622,false,false,0.9904347238424778
27,30,9,60,4,false,false,0.6340597485635664,22065007.81127378,12838833.333333386,2588803.389266501,0.9924120255541693,0.2016385229135428,43.716277295272576,0.29690559995277843,false,false,1.0922761668471792
28,30,9,60,4,false,false,0.8248289455642396,26211951.910302192,15986666.666666593,2606311.3276244393,0.9991236548115776,0.16303031657367292,36.80000647417941,0.3597944430776907,false,false,1.3150476419008688
29,30,9,60,4,false,false,0.5687098371713765,15542697.98934685,7813666.666666683,2608597.3593688514,0.9999999999999991,0.33385060697523733,62.061297251040216,0.17836470441099855,false,false,1.014155027162565
30,30,12,90,4,false,false,0.8614574528036053,31758849.650686428,18184833.333333194,3912896.03905328,0.9999999999999999,0.21517359919273257,40.744548818128614,0.32245456940682177,false,false,1.3560509015646132
31,30,12,90,4,false,false,0.9273764430014442,37493277.984019615,22575666.66666643,3912896.039053284,1.0000000000000009,0.17332360974441471,34.51285322535759,0.9586903673710441,false,false,2.02472569816802
32,30,12,90,4,false,false,0.6273714585241174,26201601.984020084,13929666.666666672,3912896.0390532804,1.0,0.2809037813099102,49.38629328043334,0.25363945724605125,false,false,1.1057339408180968
33,30,12,90,4,false,false,0.7941461846041993,23904527.8966427,12189833.333333386,3900767.315752024,0.9969003205860305,0.32000169395961175,54.13200401174781,0.2223134895527901,false,false,1.2724610293246787
34,30,12,90,4,false,false,0.8198524552370696,26677353.484300245,14294499.999999987,3912544.2415651907,0.9999100928098834,0.27370976540384023,48.505561121777895,0.2599212189741482,false,false,1.2987414865342901
35,30,12,90,4,false,false,0.8092824494333779,26905535.98401995,14468666.666666634,3912896.0390532822,1.0000000000000004,0.27043929680596857,48.094191499048655,0.26290835598440127,false,false,1.288542242862554
36,30,12,90,4,false,false,0.7266760589837507,26062730.650686726,13823333.333333334,3912896.03905328,0.9999999999999999,0.2830645796276788,49.64944070301799,0.25179220105202405,false,false,1.2049199237379176
37,30,12,90,4,false,false,0.671400157752861,29141332.75170575,16188333.33333326,3907972.7110978453,0.9987417687803875,0.24140673598874887,44.404283463125324,0.29128523047302546,false,false,1.1558107770168857
38,30,12,90,4,false,false,0.9245541566152244,26972577.31735331,14519999.999999981,3912896.03905328,0.9999999999999999,0.26948319828190664,47.974651616532064,0.26378280795675496,false,false,1.403923523197505
39,30,12,90,4,false,false,0.6132462808017605,30082973.19878674,16906999.99999992,3909466.9914366603,0.9991236548115779,0.23123363053390186,43.01436535043643,0.3027513365207895,false,false,1.1009845217496714
40,30,9,120,4,false,false,0.7869687564344052,27177627.64536048,12629833.33333341,5217194.71873771,1.0000000000000007,0.4130850012856605,59.7329546634337,0.19028187745770983,false,false,1.3077186349206433
41,30,9,120,4,false,false,0.8854044048751103,34059857.11338557,17909833.333333246,5210630.281463798,0.9987417687803883,0.2909368381315938,47.663147693065376,0.2660751943007164,false,false,1.384229069681102
42,30,9,120,4,false,false,0.6952982767868258,26964741.153938536,12474000.000000075,5212622.655248885,0.9991236548115788,0.4178790007414505,60.20454603039578,0.18780548597421895,false,false,1.217406963354205
43,30,9,120,4,false,false,0.7983156889406888,29239357.820604883,14215666.666666666,5212622.655248879,0.9991236548115778,0.3666815477230905,55.52105521469405,0.21389895812820917,false,false,1.3055598852473704
44,30,9,120,4,false,false,0.7567341632726254,33520425.820604533,17493666.666666575,5212622.655248883,0.9991236548115786,0.29797198921031864,48.430172357837975,0.260466098728517,false,false,1.2555778533693973
45,30,9,120,4,false,false,0.6478788873153479,20750467.29633138,8486500.000000015,4721359.181551001,0.9049612744170927,0.556337616396747,78.23438271614309,0.11381541634879516,false,false,1.2067643967815407
46,30,9,120,4,false,false,0.787203466592781,29303529.40760381,14380666.666666681,5138772.770914526,0.9849685602989809,0.3573389808711595,55.39947005764954,0.21462259438840828,false,false,1.2876972456781168
47,30,9,120,4,false,false,0.6023525070449195,25565280.2012897,11396000.000000067,5216725.655420258,0.9999100928098841,0.45776813403125893,63.500184125425854,0.17137622321324006,false,false,1.1399432374831666
48,30,9,120,4,false,false,0.7163934559926929,29924137.153938204,14740000.000000007,5212622.655248884,0.9991236548115787,0.3536379006274682,54.25051996148702,0.22158281254841708,false,false,1.2208865890430847
49,30,9,120,4,false,false,0.5888581004556955,26385312.487271864,12030333.333333403,5212622.655248884,0.9991236548115787,0.4332899605371578,61.526654299929916,0.18103340068785445,false,false,1.1165234695732762
50,30,9,150,4,false,false,0.9309522538530168,42071074.4424221,21996333.333333075,6515778.319061098,0.9991236548115777,0.2962211119608347,46.41668951603733,0.27544908234173193,false,false,1.4433782257634167
51,30,9,150,4,false,false,0.8783483691880623,34329624.701895684,16061833.333333313,6520174.248525707,0.999797722727628,0.40594209348408017,56.883814401040226,0.2059532751491286,false,false,1.409055319124455
52,30,9,150,4,false,false,0.7201433713213299,28373097.759505108,11652666.666666746,6423465.963643146,0.9849685602989794,0.5512442900317326,68.82575940604877,0.14781014242832635,false,false,1.3089489457750423
53,30,9,150,4,false,false,0.9402828581674718,30211679.973367117,12906666.666666707,6521493.398422128,0.9999999999999992,0.5052809967785723,64.63725293401347,0.16604785514473072,false,false,1.5105555107350603
54,30,9,150,4,false,false,0.8261424536076232,38060304.64003288,18916333.33333315,6521493.39842214,1.000000000000001,0.3447546246676877,51.30804964566655,0.2404546912228462,false,false,1.3424008445646196
55,30,9,150,4,false,false,0.8672081199343638,35096381.442422464,16655833.333333246,6515778.319061102,0.9991236548115785,0.39120097978052554,55.64106382886439,0.2131870975974461,false,false,1.3933560013562303
56,30,9,150,4,false,false,0.8413794432878412,38103664.10908891,18958499.999999836,6515778.319061098,0.9991236548115777,0.3436863844218242,51.24966445245869,0.24084497966890886,false,false,1.3571735304942096
57,30,9,150,4,false,false,0.9169936933295706,32885841.701895732,14956333.333333313,6520174.248525703,0.9997977227276273,0.4359473744807581,59.38117739852251,0.19215034817848378,false,false,1.457901941092661
58,30,9,150,4,false,false,0.6769355837991236,27671292.306700468,10961500.000000052,6521493.398422135,1.0000000000000004,0.5949453449274373,70.57133358123426,0.14081408261307424,false,false,1.2937059423541475
59,30,9,150,4,false,false,0.4945673993720698,26246304.14910754,10103500.000000045,6372913.52648806,0.9772168945275601,0.630762956053648,74.4028564519398,0.12659705743471888,false,false,1.125774821649707
60,30,6,120,4,false,false,0.4508118154110522,23824822.377541583,10112666.666666714,5184746.889966521,0.9937805984785946,0.5126982882820057,68.13901796515782,0.15065685689643513,false,false,1.0116273029330918
61,30,6,120,4,false,false,0.6173540177885095,25804589.487271864,11584833.333333401,5212622.655248887,0.9991236548115792,0.44995232173521615,62.911289513082295,0.17420268178711928,false,false,1.1515185569638016
62,30,6,120,4,false,false,0.6801439876473301,25263260.97869385,11163166.666666746,5217194.718737711,1.0000000000000009,0.4673579526780939,64.25932112917326,0.16780022526695218,false,false,1.2218305750567573
63,30,6,120,4,false,false,0.7768634673214819,28323428.153938387,13513500.00000004,5212622.655248883,0.9991236548115786,0.3857344622228785,57.31650812806943,0.20349268396458814,false,false,1.2889437210643728
64,30,6,120,4,false,false,0.6674662487639582,28184347.6453603,13399833.333333367,5217194.718737711,1.0000000000000007,0.38934773209152085,57.59934629060835,0.2019001841848849,false,false,1.1808446186220598
65,30,6,120,4,false,false,0.6013075135212541,19969849.088961814,7793500.000000018,4781554.297524859,0.9164991063783315,0.613531057615301,81.29255222551093,0.10454617379081602,false,false,1.1966785334043109
66,30,6,120,4,false,false,0.7750044272945039,24887084.407604165,10998166.66666675,5138772.770914529,0.9849685602989816,0.46723903416458723,65.23062217380416,0.16333340675094143,false,false,1.312129061377115
67,30,6,120,4,false,false,0.589051402870442,25885521.407604013,11762666.666666713,5138772.770914527,0.984968560298981,0.43687140990545004,62.71459533062052,0.17515708265246804,false,false,1.11370561344727
68,30,6,120,4,false,false,0.5772745963810175,24550134.639968105,10642500.000000061,5201023.08766937,0.9969003205860314,0.48870313250357905,66.12591025700823,0.15932154225633008,false,false,1.1275586446402108
69,30,6,120,4,false,false,0.7648771076251982,31299584.487271406,15792333.333333308,5212622.655248884,0.9991236548115787,0.330072988280108,51.86650323298022,0.23675339643982285,false,false,1.2656888946891076
70,30,6,150,4,false,false,0.6971554103233484,29259347.042688966,13161500.000000019,5893750.468206726,0.9037424571544781,0.4478023377431689,66.74106558669587,0.1566222398605655,false,false,1.212019520378449
71,30,6,150,4,false,false,0.873214042107173,36054237.38329261,17411166.66666654,6501278.859586718,0.9969003205860324,0.3733970838400699,54.16284303117502,0.2221231285991346,false,false,1.3940548377783635
72,30,6,150,4,false,false,0.5747105399215873,30728754.584945258,13302666.6666667,6520907.069275326,0.999910092809885,0.49019547979918643,63.54959797025822,0.1711411524105435,false,false,1.13800807617148
73,30,6,150,4,false,false,0.7380935858035091,31771490.97336697,14100166.666666673,6521493.398422136,1.0000000000000007,0.4625117952569449,61.463908056344295,0.18134920821136657,false,false,1.2894522302204316
74,30,6,150,4,false,false,0.6708050519159309,36718445.109088965,17896999.999999877,6515778.319061095,0.9991236548115774,0.36407097944131084,53.183079898898576,0.22825136597480697,false,false,1.1903132014437865
75,30,6,150,4,false,false,0.7637197408189766,32614557.77575613,14754666.666666647,6515778.319061096,0.9991236548115775,0.44160796487401305,59.87510281226637,0.1895320195103739,false,false,1.3065381322285612
76,30,6,150,4,false,false,0.7454917092953863,32870489.973366875,14941666.666666653,6521493.3984221285,0.9999999999999994,0.43646358494738213,59.40891059373453,0.19200237898339043,false,false,1.2866649562366825
77,30,6,150,4,false,false,0.6619197091637584,31715796.96239827,14063500.000000007,6517683.079094633,0.9994157290217573,0.46344672941263765,61.57184075541939,0.18080631385439797,false,false,1.2134834065482667
78,30,6,150,4,false,false,0.7741491756758944,29741096.30670052,12545500.000000056,6521493.398422125,0.9999999999999988,0.5198273004999479,65.65998710545327,0.1613969322088512,false,false,1.3514079482847041
79,30,6,150,4,false,false,0.6955664228003697,32848940.973366812,14925166.666666638,6521493.3984221285,0.9999999999999994,0.4369461021153627,59.44788301039253,0.1917946359872967,false,false,1.2369179404799566
80,30,12,150,4,false,false,0.8369737133095906,31357465.640033714,13784833.333333354,6521493.398422128,0.9999999999999992,0.4730919294216192,62.27544095613654,0.17730686270826085,false,false,1.3927541195551467
81,30,12,150,4,false,false,0.7276820289673898,35559520.64003333,17002333.33333327,6521493.398422132,1.0,0.38356461260741603,54.916375835548095,0.2175220869702265,false,false,1.2520558060235492
82,30,12,150,4,false,false,0.9563168383779064,34362615.44242263,16094833.333333286,6515778.319061102,0.9991236548115785,0.4048366444134943,56.829201586010704,0.20626594803621195,false,false,1.4864521019449137
83,30,12,150,4,false,false,0.8524225108396948,42187035.30669957,22076999.999999758,6521493.398422129,0.9999999999999996,0.2953976264176383,46.289102464848554,0.2764270291749087,false,false,1.3651676411487141
84,30,12,150,4,false,false,0.7945535020535005,29952253.44242305,12717833.33333338,6515778.319061095,0.9991236548115774,0.5123339918273084,65.19709789962381,0.16348557853536244,false,false,1.3679062740507097
85,30,12,150,4,false,false,0.8632165843436614,38516783.77575542,19275666.66666646,6515778.31906111,0.9991236548115797,0.33803128222428175,50.699975661758124,0.2445506932331554,false,false,1.3781923033562422
86,30,12,150,4,false,false,0.9483978201285891,37769751.77575564,18703666.66666653,6515778.319061095,0.9991236548115774,0.3483690356112603,51.702749109765136,0.23783277572472356,false,false,1.4649258243423209
87,30,12,150,4,false,false,0.9170146223581329,38198337.442422405,19031833.333333213,6515778.319061094,0.9991236548115772,0.34236209433639087,51.12264383086094,0.2416962661328115,false,false,1.4326005639600572
88,30,12,150,4,false,false,0.8297681805374109,32200532.442422763,14439333.333333317,6515778.319061096,0.9991236548115775,0.451252018957092,60.644959939459675,0.1855219230164717,false,false,1.3762917187195562
89,30,12,150,4,false,false,0.7218264600037042,34027408.775755964,15838166.666666614,6515778.319061098,0.9991236548115777,0.41139725677810685,57.389030498006704,0.20308315849677144,false,false,1.2540274239229612
90,30,12,120,4,false,false,0.9807412689092082,38118840.153937854,21015499.99999989,5212622.655248883,0.9991236548115786,0.24803705147386032,42.58786451644687,0.3063594367186814,false,false,1.485530346806978
91,30,12,120,4,false,false,0.796590051170204,27200470.978693664,12648166.6666667,5217194.71873771,1.0000000000000007,0.41248624059384337,59.68279009843695,0.19054721249304638,false,false,1.317126256138325
92,30,12,120,4,false,false,0.9197803362879703,33471439.15393782,17456999.99999991,5212622.655248875,0.9991236548115768,0.298597849301077,48.50105167375247,0.25995377938083897,false,false,1.4186123951096707
93,30,12,120,4,false,false,0.9257204396910268,30994599.135090876,15860166.666666599,5021614.5120015815,0.9625123812163473,0.3166180165404905,52.37686710914902,0.23342067639233546,false,false,1.4124355293157547
94,30,12,120,4,false,false,0.8479348856271941,29191583.693467498,14278000.000000026,5150113.401724824,0.9871422631070375,0.3607027175882347,55.61191941646129,0.21335975671900836,false,false,1.3498568164167903
95,30,12,120,4,false,false,0.8362656851206448,25941775.14566524,11773666.666666748,5160289.480558793,0.9890927517091634,0.43829077437434594,62.57860115140437,0.17582001022062882,false,false,1.3627183148407505
96,30,12,120,4,false,false,0.772020430799055,26089500.312027138,11797500.000000069,5217194.71873771,1.0000000000000007,0.44222883820620296,62.224265723158375,0.17755908971844578,false,false,1.303362591082463
97,30,12,120,4,false,false,0.7436444833447097,30490284.97869342,15167166.666666646,5217194.71873771,1.0000000000000007,0.3439795205919179,53.24318881028598,0.22787057448964526,false,false,1.2466986743078892
98,30,12,120,4,false,false,0.8408652928159323,35029940.9786931,18643166.666666552,5217194.71873771,1.0000000000000007,0.27984487893174853,46.3432125388801,0.27601185551767393,false,false,1.340753051479005
99,30,12,120,4,false,false,0.7683009298393905,26918542.652462192,12464833.333333395,5196455.337137791,0.996024802078897,0.4168892754659989,60.30787108199969,0.18726723067978057,false,false,1.2890795808919702
100,30,15,120,4,false,false,0.7873890325360923,30728618.31202683,15350500.0,5217194.71873771,1.0000000000000007,0.339871321373096,52.83023087844532,0.23049953975080292,false,false,1.289785629385372
101,30,15,120,4,false,false,0.7981782469454708,29100460.261860106,14769333.333333287,4793010.051339055,0.9186948752602274,0.3245244685839399,55.786059237271736,0.21233018137184392,false,false,1.2701280031844666
102,30,15,120,4,false,false,0.8142643404093768,28579629.863350965,13724333.333333373,5204888.822198251,0.9976412809559784,0.3792452934348896,56.80269505805476,0.20641787601989423,false,false,1.3240784511771828
103,30,15,120,4,false,false,0.7647732580994815,24939329.487271823,10924833.333333386,5212622.655248884,0.9991236548115787,0.4771352107811432,65.0939713847771,0.16395457490694093,false,false,1.310436001631337
104,30,15,120,4,false,false,0.8995027068139707,35043206.97869329,18654166.666666623,5217194.71873771,1.0000000000000007,0.27967985983851984,46.32566879472668,0.276146396113606,false,false,1.3993929907983926
105,30,15,120,4,false,false,0.7133509232095212,29830477.07427045,14785833.333333328,5138772.770914526,0.9849685602989808,0.3475470509551616,54.42085273923507,0.22053687734860256,false,false,1.211925441322253
106,30,15,120,4,false,false,0.8305761705739243,26789939.978693873,12334666.666666761,5217194.718737711,1.0000000000000009,0.4229700615126207,60.59737353988457,0.18576731628767792,false,false,1.3547195360716986
107,30,15,120,4,false,false,0.8781372995113448,28770053.645360276,13850833.333333366,5217194.718737711,1.0000000000000009,0.37667009581163824,56.42672829224301,0.20858490149154518,false,false,1.3880582776522004
108,30,15,120,4,false,false,0.9294605789282351,36046641.82060455,19429666.666666534,5212622.655248884,0.9991236548115787,0.26828163059491084,45.036095403263104,0.28621767676419774,false,false,1.4303035601683616
109,30,15,120,4,false,false,0.8628470014833642,26301255.68249572,11960666.66666672,5217077.443872872,0.9999775214706067,0.43618617500748413,61.72328878884751,0.1800472793204837,false,false,1.3918432208098352
110,30,12,60,4,false,false,0.623651230897525,18977744.188770816,10470166.6666667,2592373.4449832574,0.9937805984785933,0.24759619665238525,50.82795881350095,0.24368283767397603,false,false,1.0654110258934093
111,30,12,60,4,false,false,0.980520761289992,25090303.91030241,15128666.666666692,2606311.3276244393,0.9991236548115776,0.17227634034445213,38.445130176519,0.34372262048178415,false,false,1.4620644540473378
112,30,12,60,4,false,false,0.8366008037763754,20948002.656013638,11953333.333333414,2608597.3593688523,0.9999999999999996,0.21823179247368946,46.047349517739725,0.2782895829503102,false,false,1.2894758207056372
113,30,12,60,4,false,false,0.8916160636748878,24582705.243635587,14739999.99999998,2606311.3276244393,0.9991236548115777,0.17681895031373426,39.238968634248785,0.33622612612739594,false,false,1.3692973500532712
114,30,12,60,4,false,false,0.728696962606163,30124418.893009722,19017166.666666485,2584707.610058625,0.9908419176978666,0.13591444274341516,32.02053468403443,0.8894592967787341,false,false,1.7268878135796293
115,30,12,60,4,false,false,0.6860799281544689,23541170.243635625,13942499.999999993,2606311.3276244383,0.9991236548115774,0.1869328547695492,40.97502333218887,0.320396786797285,false,false,1.1560229987673933
116,30,12,60,4,false,false,0.9415599032011243,23876983.180066913,14248666.666666653,2575056.7008624095,0.9871422631070365,0.18072264311484668,40.398738514221996,0.3255669415252053,false,false,1.411704959218207
117,30,12,60,4,false,false,0.9375242065626673,29052925.576968756,18162833.333333176,2606311.3276244416,0.9991236548115786,0.143496957759406,33.201475611966295,0.9222632114435082,false,false,1.9745849842137004
118,30,12,60,4,false,false,0.8380723546024396,26711162.989346467,16366166.666666573,2608597.3593688523,0.9999999999999997,0.1593896367120503,36.11224267489675,0.3667342337118692,false,false,1.332318297683949
119,30,12,60,4,false,false,0.865298124267589,25506813.32267984,15443999.99999994,2608597.3593688523,0.9999999999999997,0.16890684792598176,37.817346596656535,0.3497691722568787,false,false,1.3501927748652531
120,30,15,90,4,false,false,0.8027511610526856,25628413.198787034,13497000.000000013,3909466.9914366603,0.9991236548115779,0.2896545151838673,50.49083569720359,0.2459755314096614,false,false,1.2804503046094409
121,30,15,90,4,false,false,0.9080769527334397,25436866.53212037,13350333.333333354,3909466.9914366603,0.9991236548115779,0.29283665761928446,50.87104570706472,0.24339135834708153,false,false,1.3857376371759487
122,30,15,90,4,false,false,0.830819577693174,24912507.532120522,12948833.333333373,3909466.9914366603,0.9991236548115779,0.3019165426566086,51.94178058276963,0.23625885344516842,false,false,1.3086116652636293
123,30,15,90,4,false,false,0.8152410685025572,30609268.839514744,17361666.66666654,3877061.4150879453,0.9908419176978683,0.223311591538138,42.27477653205238,0.3090354301083566,false,false,1.3029257718414242
124,30,15,90,4,false,false,0.8556915412831435,26847128.865453623,14430166.666666672,3909466.9914366603,0.9991236548115779,0.2709232042667555,48.19882254392926,0.2621453437822787,false,false,1.3345754484788266
125,30,15,90,4,false,false,0.8937246821805657,25218825.31735357,13178000.00000004,3912896.03905328,0.9999999999999999,0.29692639543582244,51.31087525752332,0.24043581886275722,false,false,1.371701617391981
126,30,15,90,4,false,false,0.8595031464262228,31669316.19878674,18122499.999999896,3909466.9914366603,0.9991236548115779,0.21572448566349472,40.85973918342997,0.3214244500154718,false,false,1.3535071849724907
127,30,15,90,4,false,false,0.763976216513853,31324195.095204625,17852999.999999885,3912808.082904653,0.9999775214706066,0.21916809964177889,41.309920209189876,0.31743005517230655,false,false,1.2567407513995825
128,30,15,90,4,false,false,0.7639996809058325,28814205.563308842,15949999.999999925,3900767.315752025,0.9969003205860308,0.24456221415373314,44.90840454222834,0.2872346843890359,false,false,1.246884136617855
129,30,15,90,4,false,false,0.8850263118112243,26861494.86545352,14441166.666666651,3909466.9914366603,0.9991236548115779,0.2707168389975416,48.173044965721886,0.26233311856010455,false,false,1.3639329015693622
130,30,15,60,4,false,false,0.8262208529384086,30256070.656013075,19081333.333333146,2608597.3593688523,0.9999999999999997,0.13670938575408137,31.881205294855295,0.8855890359682026,false,false,1.8211773975098764
131,30,15,60,4,false,false,0.9700852302165726,27235486.037134953,16829999.999999903,2569386.38545726,0.9849685602989798,0.15266704607589276,35.41702904382871,0.9838063623285753,false,false,2.076025229405862
132,30,15,60,4,false,false,0.8197825474102866,22490913.776341945,13229333.333333358,2548838.999353512,0.977091765503512,0.1926657175483905,42.88843083888645,0.3038122700432767,false,false,1.2777273914922755
133,30,15,60,4,false,false,0.8863201767430359,25402756.98934656,15365166.666666638,2608597.3593688523,0.9999999999999996,0.16977345029572455,37.97225633440241,0.3482673321875712,false,false,1.3704062691671868
134,30,15,60,4,false,false,0.8780223169536144,22723497.989346802,13313666.666666714,2608597.3593688523,0.9999999999999997,0.19593380431402643,42.44945036420987,0.3075396063148414,false,false,1.342308966719677
135,30,15,60,4,false,false,0.7787805050391391,27222450.32267995,16758499.999999948,2608597.3593688523,0.9999999999999996,0.15565816507258168,35.43398880578942,0.9842774668274838,false,false,1.8875845039246884
136,30,15,60,4,false,false,0.7380062772822966,24706005.989346556,14831666.666666642,2608597.3593688523,0.9999999999999997,0.1758802579639638,39.04313794855971,0.3380600928914267,false,false,1.2167705765448944
137,30,15,60,4,false,false,0.9276367571822108,23561514.656013377,13955333.333333358,2608597.3593688523,0.9999999999999997,0.1869247618140387,40.93964306126705,0.32071182283163624,false,false,1.397888389465078
138,30,15,60,4,false,false,0.7635894639711438,22902952.841247715,13451166.666666696,2608538.721936435,0.9999775214706064,0.19392657801205068,42.11683998505104,0.3103941859104899,false,false,1.2291249122912742
139,30,15,60,4,false,false,0.7622505419541795,23785853.38495924,14129500.000000026,2607073.2316378537,0.9994157290217573,0.18451277339168753,40.5535165961275,0.32417020659993145,false,false,1.234030967267461
