int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
14,50,9,210,4,false,false,0.625311317001579,45122423.68605776,20243666.66666644,9122089.646685539,0.9991236548115775,0.45061449572799595,57.87809666808634,0.20034289460368584,false,false,1.1861458081876617
15,50,9,210,4,false,false,0.6384914668715574,41978664.019391514,17836499.999999866,9122089.646685531,0.9991236548115768,0.5114282312497184,62.21255633084474,0.17761685214076423,false,false,1.2252509040120962
16,50,9,210,4,false,false,0.7442081513900122,48723134.96271262,22988166.666666333,9130090.757790985,0.9999999999999994,0.3971648061448042,53.60082026738702,0.22561806795907105,false,false,1.2875580642649267
17,50,9,210,4,false,false,0.7292390282179523,43922496.62937968,19312333.333333146,9130090.757790983,0.9999999999999993,0.47275958840418414,59.45927942204236,0.19173392974593473,false,false,1.2991806286872345
18,50,9,210,4,false,false,0.703912590894004,43720308.12997272,19372833.333333153,8992852.349100405,0.9849685602989791,0.4641991284582614,59.734254210564494,0.19027500868535652,false,false,1.2655469023459696
19,50,9,210,4,false,false,0.6605842747733143,48469701.68605751,22806666.66666632,9122089.646685539,0.9991236548115775,0.3999746995039028,53.88108259703271,0.22386843603528908,false,false,1.2044324704117257
20,50,15,210,4,false,false,0.7985265920869626,47606505.46330598,22350166.666666444,8992852.349100394,0.9849685602989778,0.40236175788847883,54.85804880202691,0.21787480090521008,false,false,1.3382907993029558
21,50,15,210,4,false,false,0.7668927514400646,56045200.629381105,28596333.333333414,9130090.75779098,0.9999999999999991,0.3192748752564183,46.59810243646262,0.274064517674586,false,false,1.2963771693197852
22,50,15,210,4,false,false,0.6259396360068722,48378545.29604587,22725999.999999642,9130090.757790983,0.9999999999999993,0.4017464911463138,53.982607042412546,0.22323798878914988,false,false,1.170574817713073
23,50,15,210,4,false,false,0.8385944127107411,55156902.96271403,27916166.666666638,9130090.757790983,0.9999999999999993,0.32705388482627124,47.348561280995725,0.26841048404929396,false,false,1.368648004621052
24,50,15,210,4,false,false,0.9062508126032226,52326380.44436669,25749166.666666474,9129885.526777523,0.9999775214706061,0.3545701359957639,49.90981561922954,0.24997764947891865,false,false,1.4398845708787524
25,50,15,210,4,false,false,0.6281659680929518,42871944.68605802,18522166.6666665,9122089.646685539,0.9991236548115776,0.49249581924463237,60.916294306782255,0.18412888837436422,false,false,1.206291511863022
26,50,15,210,4,false,false,0.6722141172571259,52552234.35272501,25934333.33333317,9122089.646685539,0.9991236548115775,0.35173796563187526,49.69531804244932,0.2514715288598577,false,false,1.2050760186224838
27,50,15,210,4,false,false,0.7097980727927953,42112941.01939141,17940999.999999847,9122089.646685543,0.9991236548115779,0.5084493421038749,62.01419176108972,0.1785982448585041,false,false,1.2951557913343994
28,50,15,210,4,false,false,0.846584166798147,49065718.96271261,23252166.66666633,9130090.757790977,0.9999999999999986,0.39265548405343337,53.22657152919088,0.2279757818077602,false,false,1.3886843358486538
29,50,15,210,4,false,false,0.6301960294136224,47084252.34735648,21743333.333333038,9124756.31073249,0.9994157290217573,0.4196576564801141,55.46652797485966,0.21422318471568574,false,false,1.1801453393133994
30,50,12,180,4,false,false,0.7514841972101907,40233691.30137281,18534999.999999784,7825792.078106551,0.9999999999999989,0.42221699908856986,56.72360467512284,0.2068718653359816,false,false,1.2961296618170282
31,50,12,180,4,false,false,0.6028112081032763,40947202.63470617,19081333.333333127,7825792.078106547,0.9999999999999982,0.410128157262244,55.73518709836469,0.21263044042996632,false,false,1.143544174343038
32,50,12,180,4,false,false,0.6875254846895162,46044738.301372595,22984499.999999654,7825792.078106548,0.9999999999999983,0.3404812842614225,49.56483811597573,0.25238462666758815,false,false,1.2122951387662424
33,50,12,180,4,false,false,0.6296171036206162,39405654.36903965,18278333.333333135,7585269.742495734,0.9692654324047643,0.4149869467947014,57.91554629766752,0.2001345927675031,false,false,1.1617412538238805
34,50,12,180,4,false,false,0.6289562113733995,40913681.96803951,19055666.666666467,7825792.078106548,0.9999999999999983,0.41068057155911436,55.780851055712446,0.21236090176439568,false,false,1.1698615703850868
35,50,12,180,4,false,false,0.6755305088420802,34751105.43382115,14430166.666666655,7766410.1677994905,0.9924120255541676,0.538206546549439,65.67273102566898,0.1613398081640312,false,false,1.2674355542456626
36,50,12,180,4,false,false,0.79536360309676,46191106.39757313,23107333.333333075,7818933.982873306,0.9991236548115761,0.3383745701021347,49.4077795053618,0.2534881203449944,false,false,1.3195513795234621
37,50,12,180,4,false,false,0.5573133739547019,40758364.06423996,18947499.99999981,7818933.982873309,0.9991236548115765,0.4126630944912726,55.99341515285023,0.21111069902876686,false,false,1.098554548576487
38,50,12,180,4,false,false,0.7755827766326764,34245463.63470703,13949833.333333332,7825792.078106543,0.9999999999999977,0.5609953818879468,66.642403336804,0.1570520703300931,false,false,1.3814311524731269
