int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
0,50,15,150,4,false,false,0.7101219590904638,41506206.10908874,21565499.99999973,6515778.319061095,0.9991236548115774,0.30213898676409895,47.04838584542154,0.2706579028035843,false,false,1.2224910513053273
1,50,15,150,4,false,false,0.7352305332780463,43926881.426170684,23563833.333333015,6423465.963643146,0.9849685602989794,0.27259851454460154,44.45569402148735,0.2908695513438595,false,false,1.244178896257587
2,50,15,150,4,false,false,0.8531618248611065,37968798.38329245,18879666.666666493,6501278.859586704,0.9969003205860302,0.34435347691096757,51.43170400829165,0.23963018384969217,false,false,1.3682747902395727
3,50,15,150,4,false,false,0.7216795604631406,45384764.64003316,24526333.333333097,6521493.398422128,0.9999999999999992,0.2658976093079081,43.02765510603677,0.3026395935011883,false,false,1.2370372414106554
4,50,15,150,4,false,false,0.8245266116139699,41295243.306699395,21394999.999999713,6521493.398422128,0.9999999999999992,0.30481390037028344,47.288739419612384,0.2688568774691658,false,false,1.3372346093793623
5,50,15,150,4,false,false,0.8327371854471398,44513488.77575547,23868166.66666637,6515778.319061098,0.9991236548115777,0.27299031425655557,43.869848302333104,0.29564173948536954,false,false,1.3467711763377537
6,50,15,150,4,false,false,0.6244369753939132,36444323.973366365,17680666.666666538,6521493.3984221285,0.9999999999999994,0.36884884045221766,53.58310395405092,0.22572912640570103,false,false,1.1452451741613885
7,50,15,150,4,false,false,0.6832903993256598,36391648.64003315,17640333.333333224,6521493.398422126,0.999999999999999,0.3696921863771754,53.660663173467626,0.22524333392691098,false,false,1.204287482354311
8,50,15,150,4,false,false,0.8712053341060956,49696958.97336753,27828166.666666668,6521493.398422128,0.9999999999999992,0.23434865388504908,39.294154820348275,0.3357111032700753,false,false,1.39439536048421
9,50,15,150,4,false,false,0.7083021254712145,43466887.395273834,23061499.999999713,6519148.395286154,0.9996404193038751,0.28268535851034127,44.926152228059664,0.28709311509538304,false,false,1.2215435273748705
10,50,12,150,4,false,false,0.7191844123870346,35569097.97336647,17009666.666666552,6521493.3984221285,0.9999999999999994,0.38339924739396264,54.901589055258675,0.2176114511915445,false,false,1.2435152614937492
11,50,12,150,4,false,false,0.8088977730253476,42200568.69485006,22164999.999999676,6472008.473166251,0.9924120255541692,0.29199226136550166,46.274257916299355,0.2765410369691826,false,false,1.3190326190869315
12,50,12,150,4,false,false,0.6944671517976669,37333987.42617094,18514833.3333332,6423465.963643146,0.9849685602989794,0.3469362023409982,52.30622643406948,0.2338791536821844,false,false,1.20589526735265
13,50,12,150,4,false,false,0.7353217604498677,43068844.63859251,22815833.33333302,6480933.612458141,0.9937805984785931,0.2840542143595411,45.34136024280909,0.28380093236662796,false,false,1.2463660643041286
14,50,12,150,4,false,false,0.666845800350702,40115936.97336618,20491166.66666645,6521493.398422128,0.9999999999999992,0.3182587650819717,48.6789078688728,0.2586726580304382,false,false,1.1801254704467175
15,50,12,150,4,false,false,0.7396673316624802,42012248.97336625,21943166.66666644,6521493.398422131,0.9999999999999998,0.2971992829243211,46.48168207414893,0.27495224927487255,false,false,1.2523790072768097
16,50,12,150,4,false,false,0.6907696861165175,43587720.30669948,23149499.999999687,6521493.3984221285,0.9999999999999994,0.28171206282737066,44.80160894534906,0.28808804396004845,false,false,1.2042273803384624
17,50,12,150,4,false,false,0.5933171174500408,38993256.109088756,19640499.99999979,6515778.319061095,0.9991236548115774,0.3317521610478941,50.080454798049836,0.24879556486276874,false,false,1.1075144111511248
18,50,12,150,4,false,false,0.7982531257372641,45771352.30669991,24821499.999999814,6521493.398422133,1.0000000000000002,0.26273566861076814,42.664240875272405,0.3057101640808695,false,false,1.314151824706748
19,50,12,150,4,false,false,0.7652695251656765,40295511.97336617,20628666.666666433,6521493.398422128,0.9999999999999992,0.31613741710995386,48.46197267057254,0.2602361196686572,false,false,1.2784155785222966
20,50,18,150,4,false,false,0.7144667577614462,43380187.61683357,23123833.333333075,6437641.75215602,0.9871422631070361,0.278398553533775,45.01594177619972,0.28637795285414314,false,false,1.2235635534426095
21,50,18,150,4,false,false,0.8712036163143126,39745009.6400328,20208833.333333105,6521493.398422128,0.9999999999999992,0.3227050909299828,49.13321238782793,0.2554288312216676,false,false,1.3847965202799664
22,50,18,150,4,false,false,0.8355453116882624,42932133.092837304,22802999.99999967,6423465.963643146,0.9849685602989794,0.2816938983310634,45.485743645143984,0.28266498560397485,false,false,1.343565415957088
23,50,18,150,4,false,false,0.8352959386292715,55619439.64003528,32363833.33333373,6521493.398422126,0.999999999999999,0.20150559209885663,35.11002650581111,0.9752785140503087,false,false,1.9717789263586656
24,50,18,150,4,false,false,0.8399126725290128,45579284.04995925,24707833.33333307,6501278.859586702,0.9969003205860301,0.2631262228410735,42.84402532210784,0.30418724961895144,false,false,1.354600900420823
25,50,18,150,4,false,false,0.6496099555424726,41993550.109088615,21939499.999999702,6515778.319061102,0.9991236548115785,0.2969884600406204,46.5023794112934,0.274794217501908,false,false,1.1619949410768768
