int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
0,10,9,120,4,false,false,0.8828205128205115,13512534.689690793,4981166.666666651,3423180.912489429,0.6561343973217972,0.6872247289770348,120.14030211804386,0.0355352323397181,false,false,1.4681355283418576
1,10,9,120,4,false,false,0.8900560224089641,8315110.833333334,2480500.0000000005,2480499.9999999986,0.47544708099377825,0.9999999999999993,195.23492020000134,0.00441303672035911,false,false,1.6944690591293228
2,10,9,120,4,false,false,1.0,22315292.37754141,8957666.666666672,5184746.889966521,0.9937805984785947,0.5788055174301178,72.74831862090342,0.1325511555611808,false,false,1.5955955695052748
3,10,9,120,4,false,false,0.8632967032967019,15869334.530866496,6018833.333333316,3912008.2304538283,0.7498298302732955,0.6499612157041242,102.29792540086804,0.0583317323861036,false,false,1.4415974082461052
4,10,9,120,4,false,false,0.9568567737172381,20875742.312026903,7804500.000000003,5217194.718737709,1.0000000000000004,0.6684854531024035,77.76489936191295,0.11530942711973874,false,false,1.6069545633188997
5,10,9,120,4,false,false,1.0,16167631.255628377,6053666.66666665,4035387.6308581913,0.7734784397379264,0.6666022186319369,100.4105038228684,0.06147155928727486,false,false,1.5947533341928244
6,10,9,120,4,false,false,0.6479643765903313,10867251.168440921,3750999.9999999963,2916257.606201855,0.5589704359179907,0.7774613719546408,149.384602862078,0.01577116034066603,false,false,1.28570463449471
7,10,9,120,4,false,false,0.9082151944747379,20059274.645360216,7179333.33333333,5217194.718737711,1.0000000000000009,0.7266962650298607,80.93014471864257,0.10560394235307649,false,false,1.5951761488517031
8,10,9,120,4,false,false,1.0,18977245.15393823,6357999.999999983,5212622.655248885,0.9991236548115789,0.8198525723889429,85.54455543106613,0.09289944095729596,false,false,1.7487814988684502
9,10,9,120,4,false,false,0.8532692307692302,21486755.271332536,8415000.000000002,5126272.297705812,0.9825725459881066,0.6091826854077019,75.55352027329728,0.12261463428669389,false,false,1.4632300133820857
