int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
107,30,9,150,4,false,false,0.7823208196651348,30884487.64003365,13421833.333333345,6521493.398422131,0.9999999999999998,0.48588693038125386,63.22915318396625,0.17267132167934407,false,false,1.343701685649482
108,30,9,150,4,false,false,0.7059349047898671,23695530.14273953,9447166.666666707,5546362.685573154,0.8504743233988538,0.5870927105735191,82.41216753693739,0.10134478365563099,false,false,1.2769538569043133
109,30,9,150,4,false,false,0.7847224532631767,27123569.950167827,10673666.666666705,6437641.752156031,0.9871422631070379,0.6031331081623943,71.99642243214069,0.13534873310378062,false,false,1.4025776728968726
110,30,6,150,4,false,false,0.7514086719133509,37462821.306699805,18457999.999999896,6521493.398422128,0.9999999999999992,0.3533152778427871,52.12634638520307,0.23505069463403302,false,false,1.2691115888216136
111,30,6,150,4,false,false,0.8515864693012529,33574689.75950455,15634666.66666661,6423465.963643146,0.9849685602989794,0.4108476439307843,58.16286059492741,0.1987644116707155,false,false,1.3790289961165958
112,30,6,150,4,false,false,0.6219614355110535,28951493.616268016,11958833.333333358,6510065.373158255,0.9982476367657379,0.5443729494090762,67.45075144940743,0.1535649023497698,false,false,1.2110246973880843
113,30,6,150,4,false,false,0.8512953967152429,30789814.306700364,13348500.000000022,6521493.398422132,1.0,0.48855627212212016,63.42357185230048,0.1717413205056371,false,false,1.4138817349185762
114,30,6,150,4,false,false,0.634102062060077,28715697.295731846,11766333.333333407,6517683.079094631,0.999415729021757,0.553926435232833,68.00461712243548,0.15122036392076454,false,false,1.228463574167108
115,30,6,150,4,false,false,0.783942710463432,35288766.64003314,16793333.333333228,6521493.3984221285,0.9999999999999994,0.3883382333320069,55.33772318879111,0.2149910289655985,false,false,1.3096043260946362
116,30,6,150,4,false,false,0.5101371763626861,34146669.640033424,15918833.333333291,6521493.398422128,0.9999999999999992,0.4096715671220972,57.18859322405324,0.2042170185840171,false,false,1.0420914486443809
117,30,6,150,4,false,false,0.7259965971945755,35727191.10908902,17137999.999999885,6515778.319061094,0.9991236548115772,0.3801947904691993,54.65864903953243,0.2190849320749427,false,false,1.2492373616448775
118,30,6,150,4,false,false,0.6628990920021454,35319892.973366566,16817166.666666575,6521493.3984221285,0.9999999999999994,0.3877878793547564,55.288955758516444,0.21528246409564097,false,false,1.1884118595815916
119,30,6,150,4,false,false,0.7133676298449034,33473861.973366834,15403666.666666642,6521493.398422132,1.0,0.4233727942538882,58.338054974168415,0.1977994724153487,false,false,1.2498653376633626
120,30,12,150,4,false,false,0.7577980967293941,29391409.36856277,12281500.000000063,6520174.248525706,0.9997977227276278,0.5308939664149878,66.44118271132403,0.1579323647750236,false,false,1.3404456346364082
121,30,12,150,4,false,false,0.7613789152024448,21932488.0802501,9887166.666666726,4406010.288067288,0.6756137005571939,0.44562921174592596,89.03686589751162,0.08431071850271842,false,false,1.202193003101904
122,30,12,150,4,false,false,0.8292157012798439,37407945.97336627,18417666.666666504,6521493.398422128,0.9999999999999992,0.35408901227565115,52.2028127764715,0.23455196120456973,false,false,1.3470388723049345
123,30,12,150,4,false,false,0.8712496155244234,30996187.092838176,13662000.000000006,6423465.963643154,0.9849685602989806,0.47017025059604384,63.00129735799679,0.17376768114619734,false,false,1.421153497147456
124,30,12,150,4,false,false,0.8066542368210875,40898883.973366044,21090666.666666377,6521493.3984221285,0.9999999999999994,0.30921229288258084,47.747024130822055,0.2654559870523758,false,false,1.319480058179528
125,30,12,150,4,false,false,0.9046689726977104,36297241.092837885,17720999.99999994,6423465.963643146,0.9849685602989794,0.36247762336454875,53.800232227162944,0.2243717745294862,false,false,1.4190228459188357
