int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
0,10,12,120,4,false,false,1.0,18618222.78602945,7159166.666666671,4527290.281127113,0.8677633335913681,0.6323767125308499,87.19414407363038,0.08873866672972111,false,false,1.7211153792605711
1,10,12,120,4,false,false,1.0,15147586.666666638,4517333.333333324,4517333.333333338,0.8658548466878575,1.0000000000000029,107.17218760480237,0.05094517567452604,false,false,2.0509451756745287
2,10,12,120,4,false,false,1.0,16614632.539312057,6401999.999999991,4032058.177637268,0.7728402704917288,0.629812273920224,97.70905231631552,0.06626189108675698,false,false,1.696074165006981
3,10,12,120,4,false,false,1.0,19304933.9591292,7386500.00000001,4717536.176571908,0.9042285041861174,0.638670029996873,84.09249176593546,0.09672314573585916,false,false,1.735393175732732
4,10,12,120,4,false,false,1.0,20183350.585952595,7854000.000000011,4848264.154523784,0.9292856440859111,0.6172987209732336,80.43263149429063,0.10707350007718049,false,false,1.724372221050414
5,10,12,120,4,false,false,0.8878787878787857,12324604.170879291,4154333.333333325,3370967.05915698,0.6461263650080097,0.8114339386560988,131.7202546622785,0.02576093806503027,false,false,1.725073664599915
6,10,12,120,4,false,false,1.0,8990602.500000015,2682166.6666666716,2682166.666666665,0.5141013152209146,0.9999999999999976,180.56631910931412,0.00663278112833407,false,false,2.0066327811283315
7,10,12,120,4,false,false,0.8945329670329675,22648843.312027015,9163000.000000034,5217194.71873771,1.0000000000000007,0.5693762652774955,71.67694957463635,0.13655519637109476,false,false,1.6004644286815577
8,10,12,120,4,false,false,1.0,13952892.084603002,4315666.666666659,4062810.1925832275,0.7787346287826916,0.9414096375801116,116.34863870203796,0.03948214910510064,false,false,1.9808917866852123
9,10,12,120,4,false,false,1.0,19127140.306846894,6623833.333333324,5116876.837569671,0.9807716816074084,0.7724948047560091,84.87416173858857,0.09464562703223153,false,false,1.8671404317882405
10,10,9,120,4,false,false,0.8367948717948734,18634913.786020223,6163666.666666659,5169415.220117254,0.9908419176978671,0.8386915613191165,87.1160456464179,0.08893138542686332,false,false,1.7644178185408532
11,10,9,120,4,false,false,0.8039743589743579,14174050.57809793,5096666.666666649,3672411.214298678,0.7039053384588285,0.7205515789990891,114.53324447060427,0.04152419485509916,false,false,1.566050132828546
