int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
65,10,15,30,4,false,false,1.0,10432892.920623846,5949166.666666654,1304269.360968218,0.9999775214706067,0.2192356398882007,60.88435919286877,0.18429229909406417,false,false,1.3596808110046246
66,10,15,30,4,false,false,1.0,9166350.66134002,4979333.333333324,1304298.6796844266,0.9999999999999999,0.2619424313196738,69.29693434913177,0.14588817972240722,false,false,1.3554421247781463
67,10,15,30,4,false,false,1.0,13777836.66134013,8510333.333333354,1304298.6796844269,1.0000000000000002,0.15326058670060988,46.10302877100707,0.2778595001797386,false,false,1.4004679695402265
68,10,15,30,4,false,false,1.0,14769806.24072399,9329833.33333337,1266086.1757233965,0.970702643070776,0.1357029788731551,43.006657612650145,0.30281616368031194,false,false,1.411378546778836
69,10,15,30,4,false,false,1.0,9166402.95515121,4981166.666666659,1303155.6638122203,0.999123654811578,0.2616165551200634,69.29653901403483,0.1458897818066948,false,false,1.3551830259027455
70,10,6,120,4,false,false,0.9641025641025631,12635296.691416526,5426666.666666653,2710559.634659141,0.5195435058086076,0.4994888761656906,128.48135185482556,0.02818609689802545,false,false,1.3918797619331411
71,10,6,120,4,false,false,0.8327838827838833,20376426.645360224,7421333.333333333,5217194.718737711,1.0000000000000009,0.7029996476919302,79.67049513903132,0.10936445947992623,false,false,1.5045480604173536
72,10,6,120,4,false,false,0.6203296703296703,17637309.31202688,5323999.999999996,5217194.718737703,0.9999999999999991,0.9799389028432957,92.04351816254669,0.07755527326562847,false,false,1.4818360658699354
73,10,6,120,4,false,false,1.0,20798552.812331595,7833833.333333324,5160289.480558794,0.9890927517091636,0.6587183133704828,78.05350759969586,0.11438869911445616,false,false,1.6413633498108424
74,10,6,120,4,false,false,1.0,17404925.023447305,7351666.666666683,3811378.7327707415,0.7305417831314717,0.5184373701343097,93.27245005726898,0.07495244820332381,false,false,1.4897023443107718
75,10,6,120,4,false,false,0.8375350140056023,11809884.166666673,3521833.3333333354,3521833.333333333,0.6750434904575376,0.9999999999999992,137.46112807626315,0.0219636894483767,false,false,1.6594987034539785
76,10,6,120,4,false,false,0.6802344601962921,13833189.068462387,5672333.333333317,3138598.5367475743,0.6015873866994471,0.5533170130012781,117.3554407422299,0.03839326006436794,false,false,1.1612813306616825
77,10,6,120,4,false,false,0.9339743589743589,15894037.499999974,4739166.666666659,4739166.666666668,0.9083745043377072,1.000000000000002,102.13893102995401,0.0585899248182746,false,false,1.792564283792635
78,10,6,120,4,false,false,0.8857692307692305,15250329.697533192,5230499.999999991,4111841.56378716,0.788132662371094,0.7861278202441769,106.45015761610662,0.05197726733244732,false,false,1.5666487542970193
79,10,6,120,4,false,false,0.7827880770628857,18452015.801354706,6504666.666666666,4862268.326673847,0.9319698782203524,0.7475046110495819,87.97954746390438,0.08682364223347053,false,false,1.4676154081360215
80,10,15,120,4,false,false,0.8656532356532357,20953428.258261736,8402166.666666687,4875239.267087203,0.9344560688098605,0.5802359629961151,77.47658187437223,0.1162366273955423,false,false,1.4460786334456701
81,10,15,120,4,false,false,1.0,18805693.635010876,7753166.66666668,4240714.804788108,0.8128342976269329,0.5469655157834133,86.32492007514622,0.09090734785912236,false,false,1.5284797604858529
82,10,15,120,4,false,false,1.0,19842784.88907396,7179333.333333336,5112612.114400828,0.979954245533281,0.7121290901291893,81.81311288083828,0.10304531161334182,false,false,1.6727485837166933
83,10,15,120,4,false,false,1.0,20337420.820604965,7401166.666666671,5212622.655248885,0.9991236548115789,0.7042974290425675,79.82329786652414,0.10890124358167184,false,false,1.6723391868157258
